Desc	Family ID	Anas	Gallus	Columba
(null)	cluster928	1	1	1
(null)	cluster929	1	1	1
(null)	cluster930	1	1	1
(null)	cluster931	1	1	1
(null)	cluster932	1	1	1
(null)	cluster933	1	1	1
(null)	cluster934	1	1	1
(null)	cluster935	1	1	1
(null)	cluster936	1	1	1
(null)	cluster937	1	1	1
(null)	cluster938	1	1	1
(null)	cluster939	1	1	1
(null)	cluster940	1	1	1
(null)	cluster941	1	1	1
(null)	cluster942	1	1	1
(null)	cluster943	1	1	1
(null)	cluster944	1	1	1
(null)	cluster945	1	1	1
(null)	cluster946	1	1	1
(null)	cluster947	1	1	1
(null)	cluster948	1	1	1
(null)	cluster949	1	1	1
(null)	cluster950	1	1	1
(null)	cluster951	1	1	1
(null)	cluster952	1	1	1
(null)	cluster953	1	1	1
(null)	cluster954	1	1	1
(null)	cluster955	1	1	1
(null)	cluster956	1	1	1
(null)	cluster957	1	1	1
(null)	cluster958	1	1	1
(null)	cluster959	1	1	1
(null)	cluster960	1	1	1
(null)	cluster961	1	1	1
(null)	cluster962	1	0	2
(null)	cluster963	1	1	1
(null)	cluster964	1	1	1
(null)	cluster965	1	1	1
(null)	cluster966	1	1	1
(null)	cluster967	1	1	1
(null)	cluster968	1	1	1
(null)	cluster969	1	1	1
(null)	cluster970	1	1	1
(null)	cluster971	1	1	1
(null)	cluster972	1	1	1
(null)	cluster973	1	1	1
(null)	cluster974	1	1	1
(null)	cluster975	1	1	1
(null)	cluster976	1	1	1
(null)	cluster977	1	0	2
(null)	cluster978	1	1	1
(null)	cluster979	1	1	1
(null)	cluster980	1	1	1
(null)	cluster981	1	1	1
(null)	cluster982	1	1	1
(null)	cluster983	1	1	1
(null)	cluster984	1	1	1
(null)	cluster985	1	1	1
(null)	cluster986	1	1	1
(null)	cluster987	1	1	1
(null)	cluster988	1	1	1
(null)	cluster989	1	1	1
(null)	cluster990	1	1	1
(null)	cluster991	1	0	2
(null)	cluster992	1	1	1
(null)	cluster993	1	1	1
(null)	cluster994	1	1	1
(null)	cluster995	2	0	1
(null)	cluster996	1	1	1
(null)	cluster997	2	0	1
(null)	cluster998	1	1	1
(null)	cluster999	1	0	2
(null)	cluster1000	1	1	1
(null)	cluster1001	3	0	0
(null)	cluster1002	1	1	1
(null)	cluster1003	1	1	1
(null)	cluster1004	1	1	1
(null)	cluster1005	1	1	1
(null)	cluster1006	1	1	1
(null)	cluster1007	1	1	1
(null)	cluster1008	1	1	1
(null)	cluster1009	1	1	1
(null)	cluster1010	1	1	1
(null)	cluster1011	1	1	1
(null)	cluster1012	1	1	1
(null)	cluster1013	1	1	1
(null)	cluster1014	1	0	2
(null)	cluster1015	1	1	1
(null)	cluster1016	1	1	1
(null)	cluster1017	1	0	2
(null)	cluster1018	1	1	1
(null)	cluster1019	1	1	1
(null)	cluster1020	1	1	1
(null)	cluster1021	1	1	1
(null)	cluster1022	1	1	1
(null)	cluster1023	1	1	1
(null)	cluster1024	1	1	1
(null)	cluster1025	1	1	1
(null)	cluster1026	1	1	1
(null)	cluster1027	1	1	1
(null)	cluster1028	1	1	1
(null)	cluster1029	1	1	1
(null)	cluster1030	1	1	1
(null)	cluster1031	1	1	1
(null)	cluster1032	1	1	1
(null)	cluster1033	1	1	1
(null)	cluster1034	1	1	1
(null)	cluster1035	1	1	1
(null)	cluster1036	1	1	1
(null)	cluster1037	1	1	1
(null)	cluster1038	1	1	1
(null)	cluster1039	1	1	1
(null)	cluster1040	1	1	1
(null)	cluster1041	1	1	1
(null)	cluster1042	1	1	1
(null)	cluster1043	1	1	1
(null)	cluster1044	1	1	1
(null)	cluster1045	1	1	1
(null)	cluster1046	1	1	1
(null)	cluster1047	1	1	1
(null)	cluster1048	1	1	1
(null)	cluster1049	1	1	1
(null)	cluster1050	1	1	1
(null)	cluster1051	1	1	1
(null)	cluster1052	1	1	1
(null)	cluster1053	1	1	1
(null)	cluster1054	1	1	1
(null)	cluster1055	1	1	1
(null)	cluster1056	1	1	1
(null)	cluster1057	1	0	2
(null)	cluster1058	1	1	1
(null)	cluster1059	1	1	1
(null)	cluster1060	1	1	1
(null)	cluster1061	1	1	1
(null)	cluster1062	1	1	1
(null)	cluster1063	1	1	1
(null)	cluster1064	1	1	1
(null)	cluster1065	1	1	1
(null)	cluster1066	1	1	1
(null)	cluster1067	1	1	1
(null)	cluster1068	1	1	1
(null)	cluster1069	1	1	1
(null)	cluster1070	1	1	1
(null)	cluster1071	1	1	1
(null)	cluster1072	1	1	1
(null)	cluster1073	1	1	1
(null)	cluster1074	1	1	1
(null)	cluster1075	1	1	1
(null)	cluster1076	1	1	1
(null)	cluster1077	1	1	1
(null)	cluster1078	1	1	1
(null)	cluster1079	1	1	1
(null)	cluster1080	1	1	1
(null)	cluster1081	1	1	1
(null)	cluster1082	1	1	1
(null)	cluster1083	1	1	1
(null)	cluster1084	1	1	1
(null)	cluster1085	1	1	1
(null)	cluster1086	1	1	1
(null)	cluster1087	1	1	1
(null)	cluster1088	1	1	1
(null)	cluster1089	1	1	1
(null)	cluster1090	1	1	1
(null)	cluster1091	2	0	1
(null)	cluster1092	1	1	1
(null)	cluster1093	2	1	0
(null)	cluster1094	1	1	1
(null)	cluster1095	1	1	1
(null)	cluster1096	1	1	1
(null)	cluster1097	1	1	1
(null)	cluster1098	1	1	1
(null)	cluster1099	1	1	1
(null)	cluster1100	1	1	1
(null)	cluster1101	1	1	1
(null)	cluster1102	1	1	1
(null)	cluster1103	1	1	1
(null)	cluster1104	1	1	1
(null)	cluster1105	1	1	1
(null)	cluster1106	1	1	1
(null)	cluster1107	1	1	1
(null)	cluster1108	2	0	1
(null)	cluster1109	1	1	1
(null)	cluster1110	1	1	1
(null)	cluster1111	1	1	1
(null)	cluster1112	1	1	1
(null)	cluster1113	1	1	1
(null)	cluster1114	1	1	1
(null)	cluster1115	1	1	1
(null)	cluster1116	1	1	1
(null)	cluster1117	1	1	1
(null)	cluster1118	1	1	1
(null)	cluster1119	1	1	1
(null)	cluster1120	1	1	1
(null)	cluster1121	1	1	1
(null)	cluster1122	1	1	1
(null)	cluster1123	1	1	1
(null)	cluster1124	1	1	1
(null)	cluster1125	1	1	1
(null)	cluster1126	1	1	1
(null)	cluster1127	1	1	1
(null)	cluster1128	1	0	2
(null)	cluster1129	1	1	1
(null)	cluster1130	1	0	2
(null)	cluster1131	1	1	1
(null)	cluster1132	1	0	2
(null)	cluster1133	1	1	1
(null)	cluster1134	1	1	1
(null)	cluster1135	1	1	1
(null)	cluster1136	1	1	1
(null)	cluster1137	1	1	1
(null)	cluster1138	1	1	1
(null)	cluster1139	1	1	1
(null)	cluster1140	1	1	1
(null)	cluster1141	1	1	1
(null)	cluster1142	1	1	1
(null)	cluster1143	1	1	1
(null)	cluster1144	1	1	1
(null)	cluster1145	1	1	1
(null)	cluster1146	1	1	1
(null)	cluster1147	1	1	1
(null)	cluster1148	1	1	1
(null)	cluster1149	1	1	1
(null)	cluster1150	1	1	1
(null)	cluster1151	1	1	1
(null)	cluster1152	1	1	1
(null)	cluster1153	1	0	2
(null)	cluster1154	1	1	1
(null)	cluster1155	1	1	1
(null)	cluster1156	1	1	1
(null)	cluster1157	1	1	1
(null)	cluster1158	1	1	1
(null)	cluster1159	1	1	1
(null)	cluster1160	1	1	1
(null)	cluster1161	1	1	1
(null)	cluster1162	1	1	1
(null)	cluster1163	1	1	1
(null)	cluster1164	1	1	1
(null)	cluster1165	2	0	1
(null)	cluster1166	1	1	1
(null)	cluster1167	1	1	1
(null)	cluster1168	1	1	1
(null)	cluster1169	1	1	1
(null)	cluster1170	1	1	1
(null)	cluster1171	1	1	1
(null)	cluster1172	1	1	1
(null)	cluster1173	1	1	1
(null)	cluster1174	1	1	1
(null)	cluster1175	1	1	1
(null)	cluster1176	1	1	1
(null)	cluster1177	1	0	2
(null)	cluster1178	1	1	1
(null)	cluster1179	1	1	1
(null)	cluster1180	2	1	0
(null)	cluster1181	1	1	1
(null)	cluster1182	2	0	1
(null)	cluster1183	1	1	1
(null)	cluster1184	1	1	1
(null)	cluster1185	1	1	1
(null)	cluster1186	1	1	1
(null)	cluster1187	1	1	1
(null)	cluster1188	1	1	1
(null)	cluster1189	1	1	1
(null)	cluster1190	1	1	1
(null)	cluster1191	1	1	1
(null)	cluster1192	1	1	1
(null)	cluster1193	1	1	1
(null)	cluster1194	1	1	1
(null)	cluster1195	1	1	1
(null)	cluster1196	1	1	1
(null)	cluster1197	1	1	1
(null)	cluster1198	1	1	1
(null)	cluster1199	1	1	1
(null)	cluster1200	1	1	1
(null)	cluster1201	1	1	1
(null)	cluster1202	1	1	1
(null)	cluster1203	1	1	1
(null)	cluster1204	1	1	1
(null)	cluster1205	1	1	1
(null)	cluster1206	1	1	1
(null)	cluster1207	1	1	1
(null)	cluster1208	1	1	1
(null)	cluster1209	1	1	1
(null)	cluster1210	1	1	1
(null)	cluster1211	1	1	1
(null)	cluster1212	1	1	1
(null)	cluster1213	1	1	1
(null)	cluster1214	1	1	1
(null)	cluster1215	1	1	1
(null)	cluster1216	1	1	1
(null)	cluster1217	1	1	1
(null)	cluster1218	1	1	1
(null)	cluster1219	1	1	1
(null)	cluster1220	1	1	1
(null)	cluster1221	1	1	1
(null)	cluster1222	1	1	1
(null)	cluster1223	1	1	1
(null)	cluster1224	1	1	1
(null)	cluster1225	1	1	1
(null)	cluster1226	1	1	1
(null)	cluster1227	1	1	1
(null)	cluster1228	1	1	1
(null)	cluster1229	1	1	1
(null)	cluster1230	1	1	1
(null)	cluster1231	1	1	1
(null)	cluster1232	1	1	1
(null)	cluster1233	1	1	1
(null)	cluster1234	1	1	1
(null)	cluster1235	1	1	1
(null)	cluster1236	1	1	1
(null)	cluster1237	1	1	1
(null)	cluster1238	1	1	1
(null)	cluster1239	1	1	1
(null)	cluster1240	1	1	1
(null)	cluster1241	2	0	1
(null)	cluster1242	1	1	1
(null)	cluster1243	1	1	1
(null)	cluster1244	1	1	1
(null)	cluster1245	2	0	1
(null)	cluster1246	1	1	1
(null)	cluster1247	1	1	1
(null)	cluster1248	1	1	1
(null)	cluster1249	1	1	1
(null)	cluster1250	1	0	2
(null)	cluster1251	1	1	1
(null)	cluster1252	3	0	0
(null)	cluster1253	1	1	1
(null)	cluster1254	1	1	1
(null)	cluster1255	1	1	1
(null)	cluster1256	1	1	1
(null)	cluster1257	1	1	1
(null)	cluster1258	1	1	1
(null)	cluster1259	1	1	1
(null)	cluster1260	1	1	1
(null)	cluster1261	1	1	1
(null)	cluster1262	1	1	1
(null)	cluster1263	1	1	1
(null)	cluster1264	1	1	1
(null)	cluster1265	1	1	1
(null)	cluster1266	1	1	1
(null)	cluster1267	1	1	1
(null)	cluster1268	1	1	1
(null)	cluster1269	1	1	1
(null)	cluster1270	1	1	1
(null)	cluster1271	1	1	1
(null)	cluster1272	1	1	1
(null)	cluster1273	2	1	0
(null)	cluster1274	2	1	0
(null)	cluster1275	1	1	1
(null)	cluster1276	1	1	1
(null)	cluster1277	1	1	1
(null)	cluster1278	2	0	1
(null)	cluster1279	1	1	1
(null)	cluster1280	1	1	1
(null)	cluster1281	1	1	1
(null)	cluster1282	1	1	1
(null)	cluster1283	1	1	1
(null)	cluster1284	1	1	1
(null)	cluster1285	1	1	1
(null)	cluster1286	1	1	1
(null)	cluster1287	1	1	1
(null)	cluster1288	1	1	1
(null)	cluster1289	1	1	1
(null)	cluster1290	1	1	1
(null)	cluster1291	1	1	1
(null)	cluster1292	1	1	1
(null)	cluster1293	1	1	1
(null)	cluster1294	1	1	1
(null)	cluster1295	2	0	1
(null)	cluster1296	1	1	1
(null)	cluster1297	1	1	1
(null)	cluster1298	1	0	2
(null)	cluster1299	1	1	1
(null)	cluster1300	1	1	1
(null)	cluster1301	2	0	1
(null)	cluster1302	1	1	1
(null)	cluster1303	1	1	1
(null)	cluster1304	1	1	1
(null)	cluster1305	1	1	1
(null)	cluster1306	1	0	2
(null)	cluster1307	1	1	1
(null)	cluster1308	1	1	1
(null)	cluster1309	1	1	1
(null)	cluster1310	1	0	2
(null)	cluster1311	1	1	1
(null)	cluster1312	1	1	1
(null)	cluster1313	1	1	1
(null)	cluster1314	1	1	1
(null)	cluster1315	1	1	1
(null)	cluster1316	2	0	1
(null)	cluster1317	1	1	1
(null)	cluster1318	1	1	1
(null)	cluster1319	1	0	2
(null)	cluster1320	1	1	1
(null)	cluster1321	1	0	2
(null)	cluster1322	1	1	1
(null)	cluster1323	1	1	1
(null)	cluster1324	1	1	1
(null)	cluster1325	2	0	1
(null)	cluster1326	1	1	1
(null)	cluster1327	1	1	1
(null)	cluster1328	1	1	1
(null)	cluster1329	1	1	1
(null)	cluster1330	1	1	1
(null)	cluster1331	1	1	1
(null)	cluster1332	1	1	1
(null)	cluster1333	2	1	0
(null)	cluster1334	2	1	0
(null)	cluster1335	1	1	1
(null)	cluster1336	1	0	2
(null)	cluster1337	1	1	1
(null)	cluster1338	1	1	1
(null)	cluster1339	1	1	1
(null)	cluster1340	1	1	1
(null)	cluster1341	2	1	0
(null)	cluster1342	1	0	2
(null)	cluster1343	1	1	1
(null)	cluster1344	1	1	1
(null)	cluster1345	1	1	1
(null)	cluster1346	1	1	1
(null)	cluster1347	1	1	1
(null)	cluster1348	1	1	1
(null)	cluster1349	1	1	1
(null)	cluster1350	1	1	1
(null)	cluster1351	1	1	1
(null)	cluster1352	1	1	1
(null)	cluster1353	1	1	1
(null)	cluster1354	1	1	1
(null)	cluster1355	1	1	1
(null)	cluster1356	1	1	1
(null)	cluster1357	1	1	1
(null)	cluster1358	1	1	1
(null)	cluster1359	1	1	1
(null)	cluster1360	1	1	1
(null)	cluster1361	1	1	1
(null)	cluster1362	1	1	1
(null)	cluster1363	2	0	1
(null)	cluster1364	1	1	1
(null)	cluster1365	1	1	1
(null)	cluster1366	1	1	1
(null)	cluster1367	1	1	1
(null)	cluster1368	1	1	1
(null)	cluster1369	1	1	1
(null)	cluster1370	1	1	1
(null)	cluster1371	1	1	1
(null)	cluster1372	2	0	1
(null)	cluster1373	1	1	1
(null)	cluster1374	1	1	1
(null)	cluster1375	1	1	1
(null)	cluster1376	1	1	1
(null)	cluster1377	1	1	1
(null)	cluster1378	1	1	1
(null)	cluster1379	1	1	1
(null)	cluster1380	1	1	1
(null)	cluster1381	1	1	1
(null)	cluster1382	1	1	1
(null)	cluster1383	1	1	1
(null)	cluster1384	1	1	1
(null)	cluster1385	1	1	1
(null)	cluster1386	1	1	1
(null)	cluster1387	1	1	1
(null)	cluster1388	1	1	1
(null)	cluster1389	1	1	1
(null)	cluster1390	1	1	1
(null)	cluster1391	1	1	1
(null)	cluster1392	1	1	1
(null)	cluster1393	1	1	1
(null)	cluster1394	1	1	1
(null)	cluster1395	1	1	1
(null)	cluster1396	1	1	1
(null)	cluster1397	1	1	1
(null)	cluster1398	1	1	1
(null)	cluster1399	1	1	1
(null)	cluster1400	1	1	1
(null)	cluster1401	1	1	1
(null)	cluster1402	1	1	1
(null)	cluster1403	1	1	1
(null)	cluster1404	1	1	1
(null)	cluster1405	1	1	1
(null)	cluster1406	1	1	1
(null)	cluster1407	1	1	1
(null)	cluster1408	1	1	1
(null)	cluster1409	1	1	1
(null)	cluster1410	1	1	1
(null)	cluster1411	1	1	1
(null)	cluster1412	1	1	1
(null)	cluster1413	1	1	1
(null)	cluster1414	1	1	1
(null)	cluster1415	1	1	1
(null)	cluster1416	1	1	1
(null)	cluster1417	1	1	1
(null)	cluster1418	1	1	1
(null)	cluster1419	1	1	1
(null)	cluster1420	1	1	1
(null)	cluster1421	1	1	1
(null)	cluster1422	1	1	1
(null)	cluster1423	1	1	1
(null)	cluster1424	1	1	1
(null)	cluster1425	1	1	1
(null)	cluster1426	1	1	1
(null)	cluster1427	1	1	1
(null)	cluster1428	1	1	1
(null)	cluster1429	1	1	1
(null)	cluster1430	1	1	1
(null)	cluster1431	1	1	1
(null)	cluster1432	1	1	1
(null)	cluster1433	1	1	1
(null)	cluster1434	1	1	1
(null)	cluster1435	1	1	1
(null)	cluster1436	1	0	2
(null)	cluster1437	1	1	1
(null)	cluster1438	1	1	1
(null)	cluster1439	1	1	1
(null)	cluster1440	2	0	1
(null)	cluster1441	2	1	0
(null)	cluster1442	1	1	1
(null)	cluster1443	1	1	1
(null)	cluster1444	1	1	1
(null)	cluster1445	1	1	1
(null)	cluster1446	1	1	1
(null)	cluster1447	1	1	1
(null)	cluster1448	1	1	1
(null)	cluster1449	1	1	1
(null)	cluster1450	1	1	1
(null)	cluster1451	1	1	1
(null)	cluster1452	1	1	1
(null)	cluster1453	1	1	1
(null)	cluster1454	1	1	1
(null)	cluster1455	1	1	1
(null)	cluster1456	1	1	1
(null)	cluster1457	1	1	1
(null)	cluster1458	1	1	1
(null)	cluster1459	1	1	1
(null)	cluster1460	1	1	1
(null)	cluster1461	1	1	1
(null)	cluster1462	1	1	1
(null)	cluster1463	1	1	1
(null)	cluster1464	1	1	1
(null)	cluster1465	1	1	1
(null)	cluster1466	1	1	1
(null)	cluster1467	1	1	1
(null)	cluster1468	1	1	1
(null)	cluster1469	2	0	1
(null)	cluster1470	1	1	1
(null)	cluster1471	1	1	1
(null)	cluster1472	1	1	1
(null)	cluster1473	1	1	1
(null)	cluster1474	1	1	1
(null)	cluster1475	1	1	1
(null)	cluster1476	1	1	1
(null)	cluster1477	1	1	1
(null)	cluster1478	1	1	1
(null)	cluster1479	1	1	1
(null)	cluster1480	1	1	1
(null)	cluster1481	1	1	1
(null)	cluster1482	1	0	2
(null)	cluster1483	1	0	2
(null)	cluster1484	1	1	1
(null)	cluster1485	1	1	1
(null)	cluster1486	1	1	1
(null)	cluster1487	1	1	1
(null)	cluster1488	1	1	1
(null)	cluster1489	1	1	1
(null)	cluster1490	1	1	1
(null)	cluster1491	1	1	1
(null)	cluster1492	1	1	1
(null)	cluster1493	1	1	1
(null)	cluster1494	1	1	1
(null)	cluster1495	1	1	1
(null)	cluster1496	1	0	2
(null)	cluster1497	1	1	1
(null)	cluster1498	1	1	1
(null)	cluster1499	2	0	1
(null)	cluster1500	1	1	1
(null)	cluster1501	1	0	2
(null)	cluster1502	1	1	1
(null)	cluster1503	1	1	1
(null)	cluster1504	1	1	1
(null)	cluster1505	1	1	1
(null)	cluster1506	1	1	1
(null)	cluster1507	1	1	1
(null)	cluster1508	1	1	1
(null)	cluster1509	1	1	1
(null)	cluster1510	1	1	1
(null)	cluster1511	1	1	1
(null)	cluster1512	1	0	2
(null)	cluster1513	1	1	1
(null)	cluster1514	1	1	1
(null)	cluster1515	1	0	2
(null)	cluster1516	1	1	1
(null)	cluster1517	1	0	2
(null)	cluster1518	1	1	1
(null)	cluster1519	1	1	1
(null)	cluster1520	1	1	1
(null)	cluster1521	1	1	1
(null)	cluster1522	1	1	1
(null)	cluster1523	1	1	1
(null)	cluster1524	1	1	1
(null)	cluster1525	1	1	1
(null)	cluster1526	1	1	1
(null)	cluster1527	1	1	1
(null)	cluster1528	1	1	1
(null)	cluster1529	1	1	1
(null)	cluster1530	1	1	1
(null)	cluster1531	1	1	1
(null)	cluster1532	1	1	1
(null)	cluster1533	1	1	1
(null)	cluster1534	1	1	1
(null)	cluster1535	1	1	1
(null)	cluster1536	1	1	1
(null)	cluster1537	1	1	1
(null)	cluster1538	1	1	1
(null)	cluster1539	1	1	1
(null)	cluster1540	1	1	1
(null)	cluster1541	2	1	0
(null)	cluster1542	1	1	1
(null)	cluster1543	1	1	1
(null)	cluster1544	1	1	1
(null)	cluster1545	1	1	1
(null)	cluster1546	2	0	1
(null)	cluster1547	1	1	1
(null)	cluster1548	1	1	1
(null)	cluster1549	1	1	1
(null)	cluster1550	1	1	1
(null)	cluster1551	1	1	1
(null)	cluster1552	1	1	1
(null)	cluster1553	2	0	1
(null)	cluster1554	1	1	1
(null)	cluster1555	1	1	1
(null)	cluster1556	1	1	1
(null)	cluster1557	1	1	1
(null)	cluster1558	1	1	1
(null)	cluster1559	1	0	2
(null)	cluster1560	1	1	1
(null)	cluster1561	1	1	1
(null)	cluster1562	1	1	1
(null)	cluster1563	1	1	1
(null)	cluster1564	1	1	1
(null)	cluster1565	1	1	1
(null)	cluster1566	1	1	1
(null)	cluster1567	1	1	1
(null)	cluster1568	1	1	1
(null)	cluster1569	1	1	1
(null)	cluster1570	1	1	1
(null)	cluster1571	1	1	1
(null)	cluster1572	1	1	1
(null)	cluster1573	1	0	2
(null)	cluster1574	1	1	1
(null)	cluster1575	1	1	1
(null)	cluster1576	1	1	1
(null)	cluster1577	1	1	1
(null)	cluster1578	1	1	1
(null)	cluster1579	1	1	1
(null)	cluster1580	1	1	1
(null)	cluster1581	1	2	0
(null)	cluster1582	1	1	1
(null)	cluster1583	1	1	1
(null)	cluster1584	1	1	1
(null)	cluster1585	1	1	1
(null)	cluster1586	1	1	1
(null)	cluster1587	1	1	1
(null)	cluster1588	1	1	1
(null)	cluster1589	1	1	1
(null)	cluster1590	1	1	1
(null)	cluster1591	2	1	0
(null)	cluster1592	1	0	2
(null)	cluster1593	1	1	1
(null)	cluster1594	1	1	1
(null)	cluster1595	1	1	1
(null)	cluster1596	1	1	1
(null)	cluster1597	1	0	2
(null)	cluster1598	1	1	1
(null)	cluster1599	1	1	1
(null)	cluster1600	1	1	1
(null)	cluster1601	1	1	1
(null)	cluster1602	1	1	1
(null)	cluster1603	1	1	1
(null)	cluster1604	1	1	1
(null)	cluster1605	1	1	1
(null)	cluster1606	1	1	1
(null)	cluster1607	1	1	1
(null)	cluster1608	1	1	1
(null)	cluster1609	1	1	1
(null)	cluster1610	1	1	1
(null)	cluster1611	1	1	1
(null)	cluster1612	1	0	2
(null)	cluster1613	1	1	1
(null)	cluster1614	1	1	1
(null)	cluster1615	1	1	1
(null)	cluster1616	1	1	1
(null)	cluster1617	1	1	1
(null)	cluster1618	1	1	1
(null)	cluster1619	1	1	1
(null)	cluster1620	1	1	1
(null)	cluster1621	1	1	1
(null)	cluster1622	1	0	2
(null)	cluster1623	1	1	1
(null)	cluster1624	1	1	1
(null)	cluster1625	1	1	1
(null)	cluster1626	1	1	1
(null)	cluster1627	1	1	1
(null)	cluster1628	1	1	1
(null)	cluster1629	1	1	1
(null)	cluster1630	1	1	1
(null)	cluster1631	1	1	1
(null)	cluster1632	1	1	1
(null)	cluster1633	1	1	1
(null)	cluster1634	1	1	1
(null)	cluster1635	1	1	1
(null)	cluster1636	1	1	1
(null)	cluster1637	1	1	1
(null)	cluster1638	1	1	1
(null)	cluster1639	1	1	1
(null)	cluster1640	1	1	1
(null)	cluster1641	1	1	1
(null)	cluster1642	1	1	1
(null)	cluster1643	1	1	1
(null)	cluster1644	1	1	1
(null)	cluster1645	1	1	1
(null)	cluster1646	1	0	2
(null)	cluster1647	1	1	1
(null)	cluster1648	1	1	1
(null)	cluster1649	1	1	1
(null)	cluster1650	1	1	1
(null)	cluster1651	1	1	1
(null)	cluster1652	1	1	1
(null)	cluster1653	1	1	1
(null)	cluster1654	1	1	1
(null)	cluster1655	1	1	1
(null)	cluster1656	1	1	1
(null)	cluster1657	1	2	0
(null)	cluster1658	1	1	1
(null)	cluster1659	1	1	1
(null)	cluster1660	1	1	1
(null)	cluster1661	1	1	1
(null)	cluster1662	1	1	1
(null)	cluster1663	1	1	1
(null)	cluster1664	1	1	1
(null)	cluster1665	1	1	1
(null)	cluster1666	1	1	1
(null)	cluster1667	2	0	1
(null)	cluster1668	1	1	1
(null)	cluster1669	1	1	1
(null)	cluster1670	1	0	2
(null)	cluster1671	2	1	0
(null)	cluster1672	1	1	1
(null)	cluster1673	1	1	1
(null)	cluster1674	1	1	1
(null)	cluster1675	1	1	1
(null)	cluster1676	1	1	1
(null)	cluster1677	1	1	1
(null)	cluster1678	1	1	1
(null)	cluster1679	1	1	1
(null)	cluster1680	1	1	1
(null)	cluster1681	1	1	1
(null)	cluster1682	1	1	1
(null)	cluster1683	2	1	0
(null)	cluster1684	1	1	1
(null)	cluster1685	1	1	1
(null)	cluster1686	1	1	1
(null)	cluster1687	1	1	1
(null)	cluster1688	1	1	1
(null)	cluster1689	1	1	1
(null)	cluster1690	1	1	1
(null)	cluster1691	1	1	1
(null)	cluster1692	1	1	1
(null)	cluster1693	1	1	1
(null)	cluster1694	1	1	1
(null)	cluster1695	1	1	1
(null)	cluster1696	1	1	1
(null)	cluster1697	1	1	1
(null)	cluster1698	1	1	1
(null)	cluster1699	1	1	1
(null)	cluster1700	1	1	1
(null)	cluster1701	1	1	1
(null)	cluster1702	1	1	1
(null)	cluster1703	1	1	1
(null)	cluster1704	1	1	1
(null)	cluster1705	1	1	1
(null)	cluster1706	1	1	1
(null)	cluster1707	1	1	1
(null)	cluster1708	1	1	1
(null)	cluster1709	1	1	1
(null)	cluster1710	1	1	1
(null)	cluster1711	1	1	1
(null)	cluster1712	1	1	1
(null)	cluster1713	1	1	1
(null)	cluster1714	1	1	1
(null)	cluster1715	1	1	1
(null)	cluster1716	1	1	1
(null)	cluster1717	1	1	1
(null)	cluster1718	1	1	1
(null)	cluster1719	1	1	1
(null)	cluster1720	1	1	1
(null)	cluster1721	1	1	1
(null)	cluster1722	1	1	1
(null)	cluster1723	1	1	1
(null)	cluster1724	1	1	1
(null)	cluster1725	2	0	1
(null)	cluster1726	1	1	1
(null)	cluster1727	1	1	1
(null)	cluster1728	1	1	1
(null)	cluster1729	1	1	1
(null)	cluster1730	1	1	1
(null)	cluster1731	1	1	1
(null)	cluster1732	1	1	1
(null)	cluster1733	1	1	1
(null)	cluster1734	1	1	1
(null)	cluster1735	1	1	1
(null)	cluster1736	1	1	1
(null)	cluster1737	1	1	1
(null)	cluster1738	1	1	1
(null)	cluster1739	1	1	1
(null)	cluster1740	1	0	2
(null)	cluster1741	1	1	1
(null)	cluster1742	1	1	1
(null)	cluster1743	1	1	1
(null)	cluster1744	1	1	1
(null)	cluster1745	1	1	1
(null)	cluster1746	1	1	1
(null)	cluster1747	1	1	1
(null)	cluster1748	1	1	1
(null)	cluster1749	1	1	1
(null)	cluster1750	1	1	1
(null)	cluster1751	1	1	1
(null)	cluster1752	1	0	2
(null)	cluster1753	1	1	1
(null)	cluster1754	1	1	1
(null)	cluster1755	1	1	1
(null)	cluster1756	1	1	1
(null)	cluster1757	1	1	1
(null)	cluster1758	1	0	2
(null)	cluster1759	1	1	1
(null)	cluster1760	1	1	1
(null)	cluster1761	1	1	1
(null)	cluster1762	1	1	1
(null)	cluster1763	1	1	1
(null)	cluster1764	1	1	1
(null)	cluster1765	1	1	1
(null)	cluster1766	1	1	1
(null)	cluster1767	1	1	1
(null)	cluster1768	1	1	1
(null)	cluster1769	1	1	1
(null)	cluster1770	1	1	1
(null)	cluster1771	1	1	1
(null)	cluster1772	1	1	1
(null)	cluster1773	1	1	1
(null)	cluster1774	1	1	1
(null)	cluster1775	1	1	1
(null)	cluster1776	1	1	1
(null)	cluster1777	1	1	1
(null)	cluster1778	1	1	1
(null)	cluster1779	1	1	1
(null)	cluster1780	1	1	1
(null)	cluster1781	1	1	1
(null)	cluster1782	1	1	1
(null)	cluster1783	1	1	1
(null)	cluster1784	1	1	1
(null)	cluster1785	1	1	1
(null)	cluster1786	1	1	1
(null)	cluster1787	1	1	1
(null)	cluster1788	1	1	1
(null)	cluster1789	1	1	1
(null)	cluster1790	1	1	1
(null)	cluster1791	1	1	1
(null)	cluster1792	1	1	1
(null)	cluster1793	2	1	0
(null)	cluster1794	1	0	2
(null)	cluster1795	1	1	1
(null)	cluster1796	1	1	1
(null)	cluster1797	1	1	1
(null)	cluster1798	1	1	1
(null)	cluster1799	1	1	1
(null)	cluster1800	1	1	1
(null)	cluster1801	1	1	1
(null)	cluster1802	1	1	1
(null)	cluster1803	1	1	1
(null)	cluster1804	1	0	2
(null)	cluster1805	1	1	1
