GO Terms Level 1	GO Terms Level 2	Number of proteins	Related proteins
Biological Process	regulation of biological process	255	O12971 P02460 P11602 Q00649 Q6JHU8 Q98938 A0A1D5PNG3 A0A8V0YJV4 Q5ZJ58 Q76KB2 Q9I946 A0A1D5P0D7 A0A1D5PBU5 A0A1D5PC37 A0A1D5PCU0 A0A1D5PQV0 A0A3Q2U2N5 A0A8V0WZJ4 A0A8V0X4D8 A0A8V0XK27 A0A8V0XRC4 A0A8V0YS46 A0A8V0ZIZ5 A0A8V0ZSG8 A0A8V0ZTG6 A0A8V0ZY91 A0A8V1A3N1 A0A8V1A9R2 A0A8V1AB67 E1BQI2 E1BS94 E1BYF1 P33005 Q5ZMG0 Q8AWB4 Q90YI1 A0A1D5NTR5 A0A1D5NVM6 A0A1D5NYG2 A0A1D5P0X0 A0A1D5P201 A0A1D5PNL3 A0A1L1RP76 A0A1L1RX77 A0A1L1RZ23 A0A3Q2TYT2 A0A8V0X637 A0A8V0X643 A0A8V0X6J5 A0A8V0X852 A0A8V0XAF8 A0A8V0XB58 A0A8V0XCI3 A0A8V0XJ84 A0A8V0XPE8 A0A8V0XRN3 A0A8V0XTW4 A0A8V0XYR2 A0A8V0Y070 A0A8V0Y0V1 A0A8V0Y1A4 A0A8V0Y2E5 A0A8V0Y413 A0A8V0Y4Q2 A0A8V0Y7C8 A0A8V0Y9F8 A0A8V0YB43 A0A8V0YC57 A0A8V0YDD6 A0A8V0YDT4 A0A8V0YDT5 A0A8V0YF22 A0A8V0YGN8 A0A8V0YLT1 A0A8V0YM05 A0A8V0YNQ0 A0A8V0YPH9 A0A8V0YR09 A0A8V0YRF2 A0A8V0YRG2 A0A8V0YRK4 A0A8V0YU83 A0A8V0YVT3 A0A8V0YW12 A0A8V0YW57 A0A8V0YWM3 A0A8V0YXG4 A0A8V0Z1C5 A0A8V0Z438 A0A8V0Z4J0 A0A8V0Z4M1 A0A8V0Z4R1 A0A8V0Z7D4 A0A8V0Z8V4 A0A8V0Z9Y8 A0A8V0ZDK0 A0A8V0ZDZ5 A0A8V0ZE58 A0A8V0ZES4 A0A8V0ZF83 A0A8V0ZH54 A0A8V0ZI29 A0A8V0ZJ97 A0A8V0ZKI8 A0A8V0ZKS6 A0A8V0ZP32 A0A8V0ZPH9 A0A8V0ZSX6 A0A8V0ZTP1 A0A8V0ZW46 A0A8V0ZWX9 A0A8V0ZX23 A0A8V0ZY61 A0A8V0ZYM1 A0A8V0ZZG2 A0A8V0ZZU1 A0A8V1A2F4 A0A8V1A2P5 A0A8V1A449 A0A8V1A653 A0A8V1A7R0 A0A8V1A8N2 A0A8V1A9A7 A0A8V1A9U7 A0A8V1AB05 A0A8V1ABC8 A0A8V1ABC9 A0A8V1ACD6 A0A8V1ACS0 A0A8V1ADF6 A0A8V1AFH0 A0A8V1AG56 A0A8V1AJV5 A0A8V1AK88 C7G540 E1C733 F1NEZ4 F1NGB8 P01875 Q0PVE4 Q5ZHL0 A0A1D5NWP2 A0A1D5NZN4 A0A1D5NZT1 A0A1D5P1F1 A0A1D5P655 A0A1D5P7Y2 A0A1D5PDV9 A0A1D5PE57 A0A1D5PIZ5 A0A1D5PLP1 A0A1D5PT01 A0A3Q2TT95 A0A3Q2TU24 A0A3Q2U3T5 A0A3Q2UGW3 A0A3Q3A4U3 A0A8V0X097 A0A8V0X1T3 A0A8V0X5K9 A0A8V0X5U3 A0A8V0XAN3 A0A8V0XDM2 A0A8V0XEJ0 A0A8V0XFB5 A0A8V0XFL3 A0A8V0XGL8 A0A8V0XGY8 A0A8V0XKU5 A0A8V0XM58 A0A8V0XPN5 A0A8V0XQS7 A0A8V0XUJ8 A0A8V0XUK6 A0A8V0XWF0 A0A8V0XWZ8 A0A8V0XX49 A0A8V0XXK8 A0A8V0XXW6 A0A8V0XZQ1 A0A8V0XZV7 A0A8V0Y0F3 A0A8V0Y1N7 A0A8V0Y290 A0A8V0Y4R7 A0A8V0Y5K2 A0A8V0Y614 A0A8V0Y722 A0A8V0Y7Y9 A0A8V0Y8L6 A0A8V0Y999 A0A8V0YAR4 A0A8V0YBD7 A0A8V0YBZ6 A0A8V0YEQ1 A0A8V0YEZ4 A0A8V0YGQ5 A0A8V0YHH6 A0A8V0YLN5 A0A8V0YLX0 A0A8V0YMM6 A0A8V0YMR1 A0A8V0YPA6 A0A8V0YPB9 A0A8V0YQ88 A0A8V0YY70 A0A8V0YY90 A0A8V0Z2J4 A0A8V0Z307 A0A8V0Z9Z7 A0A8V0ZA56 A0A8V0ZAU8 A0A8V0ZB91 A0A8V0ZBA3 A0A8V0ZBJ8 A0A8V0ZC57 A0A8V0ZE30 A0A8V0ZEJ3 A0A8V0ZFG7 A0A8V0ZHK9 A0A8V0ZHL4 A0A8V0ZHX5 A0A8V0ZKV3 A0A8V0ZQJ4 A0A8V0ZQS2 A0A8V0ZRU9 A0A8V0ZTA5 A0A8V0ZVP0 A0A8V0ZW33 A0A8V0ZXC9 A0A8V0ZZD4 A0A8V0ZZH6 A0A8V0ZZJ1 A0A8V1A3D7 A0A8V1A3H9 A0A8V1A3S8 A0A8V1A4I0 A0A8V1A8R6 A0A8V1A9L3 A0A8V1AA32 A0A8V1AAH7 A0A8V1AAN6 A0A8V1ACU1 A0A8V1AEJ4 A0A8V1AFC3 A0A8V1AFP7 A0A8V1AJ90 A0A8V1AJI2 A0A8V1AJT2 A0A8V1AKH4 A0A8V1AL54 A0A8V1AM47 A0A8V1AMI7 Q5ZIB0 Q5ZKV5
Biological Process	anatomical structure development	218	F1NSM7 O12971 P02460 Q00649 Q05744 Q6JHU8 Q98938 A0A8V0YJV4 Q5ZJ58 Q76KB2 Q9I946 A0A1D5P0D7 A0A1D5PBU5 A0A1D5PCU0 A0A1D5PQV0 A0A8V0WZJ4 A0A8V0X4D8 A0A8V0XA92 A0A8V0XK27 A0A8V0XRC4 A0A8V0YS46 A0A8V0ZSG8 A0A8V0ZTG6 A0A8V0ZY91 A0A8V1A9R2 A0A8V1AB67 E1BQI2 P33005 Q8AWB4 A0A1D5NTR5 A0A1D5NYG2 A0A1D5PNL3 A0A1L1RX77 A0A1L1RZ23 A0A3Q2UEL1 A0A8V0X370 A0A8V0X637 A0A8V0X9N1 A0A8V0XAF8 A0A8V0XB58 A0A8V0XBI2 A0A8V0XCI3 A0A8V0XCX4 A0A8V0XDL7 A0A8V0XF68 A0A8V0XJ84 A0A8V0XPE8 A0A8V0XRN3 A0A8V0XYR2 A0A8V0Y070 A0A8V0Y0V1 A0A8V0Y103 A0A8V0Y1A4 A0A8V0Y2E5 A0A8V0Y413 A0A8V0Y478 A0A8V0Y4G8 A0A8V0Y4Q2 A0A8V0Y513 A0A8V0Y7C8 A0A8V0Y9F8 A0A8V0YB43 A0A8V0YC57 A0A8V0YDD6 A0A8V0YDT4 A0A8V0YDT5 A0A8V0YGN8 A0A8V0YLT1 A0A8V0YM05 A0A8V0YNQ0 A0A8V0YQC4 A0A8V0YR09 A0A8V0YRG2 A0A8V0YRK4 A0A8V0YVT3 A0A8V0YW57 A0A8V0YWM3 A0A8V0YXG4 A0A8V0YYQ9 A0A8V0Z4M1 A0A8V0Z4R1 A0A8V0Z8V4 A0A8V0Z9Y8 A0A8V0ZBR8 A0A8V0ZDK0 A0A8V0ZE58 A0A8V0ZES4 A0A8V0ZF83 A0A8V0ZFH4 A0A8V0ZH54 A0A8V0ZI29 A0A8V0ZJ97 A0A8V0ZKI8 A0A8V0ZKS6 A0A8V0ZPH9 A0A8V0ZQP1 A0A8V0ZSX0 A0A8V0ZSX6 A0A8V0ZTP1 A0A8V0ZWX9 A0A8V0ZX23 A0A8V0ZY42 A0A8V0ZYM1 A0A8V0ZZG2 A0A8V0ZZU1 A0A8V1A2F4 A0A8V1A2P5 A0A8V1A653 A0A8V1A7R0 A0A8V1A9A7 A0A8V1AB05 A0A8V1ABC8 A0A8V1ABC9 A0A8V1ACD6 A0A8V1ADF6 A0A8V1AFR2 A0A8V1AG56 A0A8V1AHJ8 A0A8V1AJV5 E1C733 F1NEZ4 F1NGB8 Q0PVE4 Q5ZHL0 A0A1D5NW03 A0A1D5NWP2 A0A1D5NZN4 A0A1D5NZT1 A0A1D5P1F1 A0A1D5P655 A0A1D5PDV9 A0A1D5PE57 A0A1D5PIZ5 A0A1D5PLP1 A0A1D5PRH9 A0A1D5PT01 A0A3Q2TT95 A0A3Q2TU24 A0A3Q2TVX1 A0A3Q2UGW3 A0A3Q3A4U3 A0A8V0WZN3 A0A8V0X5K9 A0A8V0XDM2 A0A8V0XE95 A0A8V0XFB5 A0A8V0XFL3 A0A8V0XGL8 A0A8V0XGV7 A0A8V0XGY8 A0A8V0XK73 A0A8V0XKU5 A0A8V0XM58 A0A8V0XUJ8 A0A8V0XWZ8 A0A8V0XX41 A0A8V0XX49 A0A8V0XXK8 A0A8V0XXM5 A0A8V0XXW6 A0A8V0XZQ1 A0A8V0XZV7 A0A8V0Y0F3 A0A8V0Y1N7 A0A8V0Y290 A0A8V0Y722 A0A8V0Y8L6 A0A8V0Y969 A0A8V0YA97 A0A8V0YBD7 A0A8V0YE20 A0A8V0YEQ1 A0A8V0YG88 A0A8V0YHH6 A0A8V0YHL6 A0A8V0YIE9 A0A8V0YLN5 A0A8V0YMM6 A0A8V0YMR1 A0A8V0YPA6 A0A8V0YPB9 A0A8V0YRN1 A0A8V0YUF6 A0A8V0YY70 A0A8V0Z2J4 A0A8V0Z888 A0A8V0Z9Z7 A0A8V0ZA56 A0A8V0ZAU8 A0A8V0ZB91 A0A8V0ZBJ8 A0A8V0ZCA3 A0A8V0ZE30 A0A8V0ZEJ3 A0A8V0ZF99 A0A8V0ZFG7 A0A8V0ZG43 A0A8V0ZHK9 A0A8V0ZHL4 A0A8V0ZIF0 A0A8V0ZKV3 A0A8V0ZMU3 A0A8V0ZQS2 A0A8V0ZRU9 A0A8V0ZT48 A0A8V0ZTA5 A0A8V0ZW33 A0A8V1A3H9 A0A8V1A3S8 A0A8V1A4I0 A0A8V1A9L3 A0A8V1AAH7 A0A8V1AAN6 A0A8V1ACU1 A0A8V1AEJ4 A0A8V1AJI2 A0A8V1AKQ0 A0A8V1AM47
Biological Process	multicellular organism development	207	F1NSM7 O12971 P02460 Q00649 Q6JHU8 Q98938 A0A8V0YJV4 Q5ZJ58 Q76KB2 Q9I946 A0A1D5P0D7 A0A1D5PCU0 A0A1D5PQV0 A0A8V0WZJ4 A0A8V0X4D8 A0A8V0XA92 A0A8V0XK27 A0A8V0XRC4 A0A8V0YS46 A0A8V0ZSG8 A0A8V0ZTG6 A0A8V0ZY91 A0A8V1A9R2 A0A8V1AB67 E1BQI2 P33005 Q8AWB4 A0A1D5NTR5 A0A1D5NYG2 A0A1D5PNL3 A0A1L1RX77 A0A1L1RZ23 A0A3Q2UEL1 A0A8V0X370 A0A8V0X637 A0A8V0X9N1 A0A8V0XAF8 A0A8V0XB58 A0A8V0XBI2 A0A8V0XCI3 A0A8V0XCX4 A0A8V0XDL7 A0A8V0XF68 A0A8V0XJ84 A0A8V0XPE8 A0A8V0XRN3 A0A8V0XYR2 A0A8V0Y070 A0A8V0Y0V1 A0A8V0Y103 A0A8V0Y1A4 A0A8V0Y2E5 A0A8V0Y413 A0A8V0Y478 A0A8V0Y4G8 A0A8V0Y4Q2 A0A8V0Y513 A0A8V0Y7C8 A0A8V0Y9F8 A0A8V0YB43 A0A8V0YDD6 A0A8V0YDT4 A0A8V0YDT5 A0A8V0YGN8 A0A8V0YLT1 A0A8V0YM05 A0A8V0YNQ0 A0A8V0YQC4 A0A8V0YR09 A0A8V0YRG2 A0A8V0YRK4 A0A8V0YVT3 A0A8V0YW57 A0A8V0YWM3 A0A8V0YXG4 A0A8V0YYQ9 A0A8V0Z4M1 A0A8V0Z4R1 A0A8V0Z8V4 A0A8V0ZBR8 A0A8V0ZDK0 A0A8V0ZE58 A0A8V0ZES4 A0A8V0ZF83 A0A8V0ZFH4 A0A8V0ZH54 A0A8V0ZI29 A0A8V0ZJ97 A0A8V0ZKI8 A0A8V0ZKS6 A0A8V0ZQP1 A0A8V0ZSX0 A0A8V0ZSX6 A0A8V0ZTP1 A0A8V0ZWX9 A0A8V0ZX23 A0A8V0ZY42 A0A8V0ZZG2 A0A8V0ZZU1 A0A8V1A2F4 A0A8V1A2P5 A0A8V1A653 A0A8V1A7R0 A0A8V1A9A7 A0A8V1AB05 A0A8V1ABC8 A0A8V1ABC9 A0A8V1ACD6 A0A8V1ADF6 A0A8V1AFR2 A0A8V1AG56 A0A8V1AHJ8 A0A8V1AJV5 E1C733 F1NEZ4 F1NGB8 Q0PVE4 Q5ZHL0 A0A1D5NW03 A0A1D5NWP2 A0A1D5NZN4 A0A1D5NZT1 A0A1D5P1F1 A0A1D5P655 A0A1D5PDV9 A0A1D5PE57 A0A1D5PIZ5 A0A1D5PLP1 A0A1D5PRH9 A0A1D5PT01 A0A3Q2TT95 A0A3Q2TU24 A0A3Q2TVX1 A0A3Q2UGW3 A0A3Q3A4U3 A0A8V0WZN3 A0A8V0X5K9 A0A8V0XDM2 A0A8V0XE95 A0A8V0XFB5 A0A8V0XFL3 A0A8V0XGL8 A0A8V0XGY8 A0A8V0XK73 A0A8V0XKU5 A0A8V0XM58 A0A8V0XUJ8 A0A8V0XWZ8 A0A8V0XX41 A0A8V0XX49 A0A8V0XXK8 A0A8V0XXM5 A0A8V0XZQ1 A0A8V0XZV7 A0A8V0Y0F3 A0A8V0Y1N7 A0A8V0Y290 A0A8V0Y722 A0A8V0Y8L6 A0A8V0Y969 A0A8V0YA97 A0A8V0YBD7 A0A8V0YE20 A0A8V0YEQ1 A0A8V0YG88 A0A8V0YHH6 A0A8V0YHL6 A0A8V0YIE9 A0A8V0YLN5 A0A8V0YMM6 A0A8V0YMR1 A0A8V0YPB9 A0A8V0YRN1 A0A8V0YUF6 A0A8V0YY70 A0A8V0Z2J4 A0A8V0Z888 A0A8V0Z9Z7 A0A8V0ZA56 A0A8V0ZAU8 A0A8V0ZB91 A0A8V0ZBJ8 A0A8V0ZE30 A0A8V0ZEJ3 A0A8V0ZF99 A0A8V0ZFG7 A0A8V0ZG43 A0A8V0ZHK9 A0A8V0ZHL4 A0A8V0ZIF0 A0A8V0ZKV3 A0A8V0ZMU3 A0A8V0ZQS2 A0A8V0ZRU9 A0A8V0ZT48 A0A8V0ZTA5 A0A8V0ZW33 A0A8V1A3H9 A0A8V1A3S8 A0A8V1A4I0 A0A8V1A9L3 A0A8V1AAH7 A0A8V1AAN6 A0A8V1AEJ4 A0A8V1AJI2 A0A8V1AKQ0 A0A8V1AM47
Biological Process	organic substance metabolic process	203	A0A3Q2TTB3 A0A8V0ZG46 F1NSM7 O12971 P02460 P11602 Q05744 Q6JHU8 Q98938 A0A1D5PNG3 A0A8V0YJV4 Q5ZJ58 Q76KB2 A0A1D5P0D7 A0A1D5PCU0 A0A1D5PQV0 A0A8V0WZJ4 A0A8V0X4D8 A0A8V0XA92 A0A8V0XK27 A0A8V0XRC4 A0A8V0Y6W2 A0A8V0YC98 A0A8V0YS46 A0A8V0Z1E9 A0A8V0ZIZ5 A0A8V0ZSG8 A0A8V0ZTG6 A0A8V0ZY91 A0A8V1A3N1 A0A8V1A9R2 A0A8V1AB67 E1BS94 E1BYF1 P28687 Q8AWB4 A0A1D5NVM6 A0A1D5P201 A0A1D5PA74 A0A1D5PJE0 A0A1D5PNL3 A0A1L1RP76 A0A1L1RSD2 A0A1L1RX77 A0A1L1RZ23 A0A3Q2TYT2 A0A3Q2UEL1 A0A8V0X637 A0A8V0X643 A0A8V0X6J5 A0A8V0X783 A0A8V0XA12 A0A8V0XB58 A0A8V0XBI2 A0A8V0XCX4 A0A8V0XDL7 A0A8V0XF68 A0A8V0XL09 A0A8V0XPE8 A0A8V0XT35 A0A8V0XYR2 A0A8V0Y070 A0A8V0Y1A4 A0A8V0Y2E5 A0A8V0Y4Q2 A0A8V0Y513 A0A8V0Y7C8 A0A8V0Y9F8 A0A8V0YB43 A0A8V0YC57 A0A8V0YDD6 A0A8V0YDG8 A0A8V0YDT4 A0A8V0YDT5 A0A8V0YF22 A0A8V0YFD4 A0A8V0YM05 A0A8V0YPH9 A0A8V0YQC4 A0A8V0YRF2 A0A8V0YRG2 A0A8V0YRK4 A0A8V0YU83 A0A8V0YW12 A0A8V0YW57 A0A8V0YWM3 A0A8V0YXG4 A0A8V0YYQ9 A0A8V0YZJ3 A0A8V0Z1C5 A0A8V0Z4J0 A0A8V0Z4M1 A0A8V0Z4R1 A0A8V0Z6S1 A0A8V0Z832 A0A8V0Z865 A0A8V0Z9Y8 A0A8V0ZDK0 A0A8V0ZE58 A0A8V0ZF83 A0A8V0ZFH4 A0A8V0ZH54 A0A8V0ZI29 A0A8V0ZJ97 A0A8V0ZLV3 A0A8V0ZNH3 A0A8V0ZP32 A0A8V0ZPH9 A0A8V0ZR84 A0A8V0ZSX6 A0A8V0ZW46 A0A8V0ZWH1 A0A8V0ZWX9 A0A8V0ZX23 A0A8V0ZY42 A0A8V0ZY61 A0A8V0ZYM1 A0A8V0ZYN6 A0A8V0ZZG2 A0A8V0ZZU1 A0A8V1A2F4 A0A8V1A2P5 A0A8V1A6A3 A0A8V1A7R0 A0A8V1A8E4 A0A8V1A8N2 A0A8V1A9A7 A0A8V1AB05 A0A8V1ABC8 A0A8V1ABC9 A0A8V1ACQ8 A0A8V1ACS0 A0A8V1ADF6 A0A8V1AFH0 A0A8V1AG56 A0A8V1AHJ8 A0A8V1AK88 A0A8V1AN12 E1C2T4 E1C3Z8 E1C733 E1C744 F1NGB8 P01875 A0A1D5NZN4 A0A1D5P1F1 A0A1D5PE57 A0A1D5PNB8 A0A1D5PT01 A0A3Q2TU24 A0A8V0WZN3 A0A8V0X2C5 A0A8V0X7F0 A0A8V0XAN3 A0A8V0XDM2 A0A8V0XE95 A0A8V0XEJ0 A0A8V0XK73 A0A8V0XMA2 A0A8V0XMD4 A0A8V0XPN5 A0A8V0XQS7 A0A8V0XWZ8 A0A8V0XXM5 A0A8V0XXW6 A0A8V0Y218 A0A8V0Y8L6 A0A8V0YIV5 A0A8V0YLN5 A0A8V0YSI0 A0A8V0Z086 A0A8V0Z0B9 A0A8V0Z2J4 A0A8V0ZA56 A0A8V0ZBJ8 A0A8V0ZE30 A0A8V0ZFG7 A0A8V0ZG43 A0A8V0ZHL4 A0A8V0ZI47 A0A8V0ZIF0 A0A8V0ZKV3 A0A8V0ZQJ4 A0A8V0ZQS2 A0A8V0ZRU9 A0A8V0ZTA5 A0A8V0ZVP0 A0A8V0ZXC9 A0A8V0ZZD4 A0A8V0ZZH6 A0A8V0ZZJ1 A0A8V1A3D7 A0A8V1A3H7 A0A8V1A4K1 A0A8V1A4P2 A0A8V1A9L3 A0A8V1AAH7 A0A8V1AAN6 A0A8V1AJ90 A0A8V1AKQ0 Q5ZIB0 Q5ZKV5 R4GH52
Biological Process	cellular component organization or biogenesis	193	A0A3Q2TTB3 P02460 P11602 Q00649 Q05744 Q6JHU8 Q98938 A0A1D5PNG3 Q5ZJ58 Q9I946 A0A1D5P0D7 A0A1D5PBU5 A0A1D5PC37 A0A3Q2U2N5 A0A8V0X4D8 A0A8V0XK27 A0A8V0XRC4 A0A8V0YS46 A0A8V0ZSG8 A0A8V1A9R2 A0A8V1AB67 E1BQI2 E1BYF1 P33005 A0A1D5NTR5 A0A1D5NVM6 A0A1D5NYG2 A0A1D5P0X0 A0A1D5PNL3 A0A1L1RX77 A0A1L1RZ23 A0A3Q2TYT2 A0A3Q2UEL1 A0A8V0X370 A0A8V0X852 A0A8V0XAF8 A0A8V0XB58 A0A8V0XCX4 A0A8V0XDL7 A0A8V0XF68 A0A8V0XJ84 A0A8V0XLH4 A0A8V0XRN3 A0A8V0XTW4 A0A8V0XYR2 A0A8V0Y070 A0A8V0Y0V1 A0A8V0Y2E5 A0A8V0Y413 A0A8V0Y4G8 A0A8V0Y7C8 A0A8V0Y8G8 A0A8V0Y9F8 A0A8V0YB43 A0A8V0YDD6 A0A8V0YDT4 A0A8V0YDT5 A0A8V0YFD4 A0A8V0YGN8 A0A8V0YRG2 A0A8V0YRK4 A0A8V0YT63 A0A8V0YU83 A0A8V0YVT3 A0A8V0YW57 A0A8V0YWM3 A0A8V0YXG4 A0A8V0Z1C5 A0A8V0Z4J0 A0A8V0Z4M1 A0A8V0Z4P8 A0A8V0Z4R1 A0A8V0Z4U2 A0A8V0Z6B9 A0A8V0Z6M9 A0A8V0Z7D4 A0A8V0Z865 A0A8V0Z8V4 A0A8V0Z9Y8 A0A8V0ZBR8 A0A8V0ZDK0 A0A8V0ZE58 A0A8V0ZF83 A0A8V0ZGF6 A0A8V0ZH54 A0A8V0ZI29 A0A8V0ZJ97 A0A8V0ZKI8 A0A8V0ZKS6 A0A8V0ZPH9 A0A8V0ZSX0 A0A8V0ZSX6 A0A8V0ZTP1 A0A8V0ZX23 A0A8V0ZY42 A0A8V0ZYM1 A0A8V0ZZU1 A0A8V1A2F4 A0A8V1A2P5 A0A8V1A449 A0A8V1A6A3 A0A8V1A6Y8 A0A8V1A7R0 A0A8V1A803 A0A8V1A9A7 A0A8V1A9U7 A0A8V1AB05 A0A8V1ABC9 A0A8V1ACD6 A0A8V1ACS0 A0A8V1ADF6 A0A8V1AFH0 A0A8V1AFR2 A0A8V1AG56 A0A8V1AJV5 E1C733 F1NEZ4 P01875 Q0PVE4 R4GGQ4 A0A1D5NW03 A0A1D5NZT1 A0A1D5P655 A0A1D5PE57 A0A1D5PIZ5 A0A1D5PLP1 A0A1D5PRH9 A0A1D5PT01 A0A3Q2TU24 A0A3Q2TVX1 A0A3Q2UGW3 A0A3Q3A4U3 A0A3Q3AST7 A0A8V0X5K9 A0A8V0X5U3 A0A8V0XDM2 A0A8V0XEJ0 A0A8V0XFL3 A0A8V0XGL8 A0A8V0XK73 A0A8V0XKU5 A0A8V0XM58 A0A8V0XPN5 A0A8V0XUJ8 A0A8V0XUK6 A0A8V0XX41 A0A8V0XX49 A0A8V0XXK8 A0A8V0XXW6 A0A8V0XZQ1 A0A8V0Y0F3 A0A8V0Y1N7 A0A8V0Y290 A0A8V0Y722 A0A8V0Y7Y9 A0A8V0Y8L6 A0A8V0YA97 A0A8V0YBD7 A0A8V0YE20 A0A8V0YEQ1 A0A8V0YG88 A0A8V0YGQ5 A0A8V0YIE9 A0A8V0YLN5 A0A8V0YMR1 A0A8V0YRN1 A0A8V0YSI0 A0A8V0YUF6 A0A8V0YY70 A0A8V0Z2J4 A0A8V0Z6L1 A0A8V0Z9Z7 A0A8V0ZAU8 A0A8V0ZB91 A0A8V0ZBA3 A0A8V0ZE30 A0A8V0ZHK9 A0A8V0ZHL4 A0A8V0ZHX5 A0A8V0ZLV6 A0A8V0ZRN1 A0A8V0ZT48 A0A8V0ZW33 A0A8V1A3S8 A0A8V1A4I0 A0A8V1AA32 A0A8V1AAH7 A0A8V1AAN6 A0A8V1ACU1 E1BQB4 F1NJI3 Q5ZKV5 R4GH52
Biological Process	primary metabolic process	190	A0A3Q2TTB3 A0A8V0ZG46 F1NSM7 O12971 P02460 P11602 Q05744 Q6JHU8 Q98938 A0A1D5PNG3 A0A8V0YJV4 Q5ZJ58 Q76KB2 A0A1D5P0D7 A0A1D5PCU0 A0A8V0WZJ4 A0A8V0X4D8 A0A8V0XA92 A0A8V0XK27 A0A8V0XRC4 A0A8V0Y6W2 A0A8V0YC98 A0A8V0YS46 A0A8V0Z1E9 A0A8V0ZSG8 A0A8V0ZTG6 A0A8V0ZY91 A0A8V1A3N1 A0A8V1A9R2 A0A8V1AB67 E1BS94 E1BYF1 P28687 Q8AWB4 A0A1D5NVM6 A0A1D5P201 A0A1D5PA74 A0A1D5PJE0 A0A1D5PNL3 A0A1L1RP76 A0A1L1RSD2 A0A1L1RX77 A0A1L1RZ23 A0A3Q2TYT2 A0A3Q2UEL1 A0A8V0X637 A0A8V0X643 A0A8V0X6J5 A0A8V0XA12 A0A8V0XB58 A0A8V0XBI2 A0A8V0XCX4 A0A8V0XDL7 A0A8V0XF68 A0A8V0XL09 A0A8V0XPE8 A0A8V0XT35 A0A8V0XYR2 A0A8V0Y070 A0A8V0Y1A4 A0A8V0Y2E5 A0A8V0Y513 A0A8V0Y7C8 A0A8V0Y9F8 A0A8V0YC57 A0A8V0YDD6 A0A8V0YDG8 A0A8V0YDT4 A0A8V0YDT5 A0A8V0YF22 A0A8V0YFD4 A0A8V0YM05 A0A8V0YPH9 A0A8V0YQC4 A0A8V0YRF2 A0A8V0YRG2 A0A8V0YRK4 A0A8V0YU83 A0A8V0YW12 A0A8V0YW57 A0A8V0YWM3 A0A8V0YXG4 A0A8V0YYQ9 A0A8V0YZJ3 A0A8V0Z1C5 A0A8V0Z4J0 A0A8V0Z6S1 A0A8V0Z832 A0A8V0Z865 A0A8V0Z9Y8 A0A8V0ZDK0 A0A8V0ZE58 A0A8V0ZF83 A0A8V0ZFH4 A0A8V0ZH54 A0A8V0ZI29 A0A8V0ZJ97 A0A8V0ZLV3 A0A8V0ZNH3 A0A8V0ZP32 A0A8V0ZPH9 A0A8V0ZR84 A0A8V0ZSX6 A0A8V0ZW46 A0A8V0ZWH1 A0A8V0ZWX9 A0A8V0ZX23 A0A8V0ZY42 A0A8V0ZY61 A0A8V0ZYM1 A0A8V0ZYN6 A0A8V0ZZG2 A0A8V0ZZU1 A0A8V1A2F4 A0A8V1A6A3 A0A8V1A7R0 A0A8V1A8E4 A0A8V1A8N2 A0A8V1A9A7 A0A8V1AB05 A0A8V1ABC8 A0A8V1ABC9 A0A8V1ACQ8 A0A8V1ACS0 A0A8V1ADF6 A0A8V1AFH0 A0A8V1AG56 A0A8V1AK88 A0A8V1AN12 E1C2T4 E1C3Z8 E1C733 E1C744 F1NGB8 P01875 A0A1D5NZN4 A0A1D5P1F1 A0A1D5PE57 A0A1D5PNB8 A0A1D5PT01 A0A3Q2TU24 A0A8V0WZN3 A0A8V0X2C5 A0A8V0X7F0 A0A8V0XAN3 A0A8V0XE95 A0A8V0XEJ0 A0A8V0XK73 A0A8V0XMA2 A0A8V0XMD4 A0A8V0XPN5 A0A8V0XQS7 A0A8V0XWZ8 A0A8V0XXM5 A0A8V0XXW6 A0A8V0Y218 A0A8V0Y8L6 A0A8V0YIV5 A0A8V0YLN5 A0A8V0YSI0 A0A8V0Z086 A0A8V0Z0B9 A0A8V0Z2J4 A0A8V0ZA56 A0A8V0ZBJ8 A0A8V0ZE30 A0A8V0ZFG7 A0A8V0ZG43 A0A8V0ZHL4 A0A8V0ZI47 A0A8V0ZKV3 A0A8V0ZQJ4 A0A8V0ZQS2 A0A8V0ZRU9 A0A8V0ZTA5 A0A8V0ZVP0 A0A8V0ZXC9 A0A8V0ZZD4 A0A8V0ZZH6 A0A8V0ZZJ1 A0A8V1A3D7 A0A8V1A3H7 A0A8V1A4K1 A0A8V1A4P2 A0A8V1A9L3 A0A8V1AAN6 A0A8V1AJ90 Q5ZIB0 Q5ZKV5 R4GH52
