KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map00600 Sphingolipid metabolism,2,2,4,22,5.5,0.025974025974026014,1.59,A0A8V0Z5X2 A0A8V0YUU0
map01100 Metabolic pathways,1,4,4,22,1.38,1.0,-0.0,A0A8V0YUU0
map04071 Sphingolipid signaling pathway,1,1,4,22,5.5,0.18181818181818182,0.74,A0A8V0YUU0
map04142 Lysosome,2,3,4,22,3.67,0.0727272727272729,1.14,A0A8V0Z5X2 A0A8V0YUU0
map04151 PI3K-Akt signaling pathway,1,4,4,22,1.38,1.0,-0.0,A0A8V0YDD6
map04510 Focal adhesion,1,4,4,22,1.38,1.0,-0.0,A0A8V0YDD6
map04512 ECM-receptor interaction,1,5,4,22,1.1,1.0,-0.0,A0A8V0YDD6
map04610 Complement and coagulation cascades,1,1,4,22,5.5,0.18181818181818182,0.74,A0A8V0Y0J2
map04810 Regulation of actin cytoskeleton,1,1,4,22,5.5,0.18181818181818182,0.74,A0A8V0YDD6
