GO Terms Level 1,GO Terms Description,GO Terms Level,GO Terms ID,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
Cellular Component,Golgi apparatus,5,GO:0005794,6,7,16,43,2.3,0.007064771431729633,2.15,A0A8V0Y0J2 A0A8V0ZV62 A0A8V0Z3S9 R4GFJ0 A0A8V0X522 A0A8V0Y248
Cellular Component,cytoplasmic vesicle,6,GO:0031410,9,15,16,43,1.61,0.04527297788860776,1.34,A0A8V0ZA93 P01012 A0A8V0YUU0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V0ZV62 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,intracellular vesicle,5,GO:0097708,9,15,16,43,1.61,0.04527297788860776,1.34,A0A8V0ZA93 P01012 A0A8V0YUU0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V0ZV62 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,vesicle,4,GO:0031982,9,15,16,43,1.61,0.04527297788860776,1.34,A0A8V0ZA93 P01012 A0A8V0YUU0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V0ZV62 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,lysosomal lumen,6,GO:0043202,3,3,16,43,2.69,0.045377197958025785,1.34,A0A8V0Z5X2 A0A8V0Z3S9 A0A8V0YUU0
Cellular Component,vacuole,5,GO:0005773,4,5,16,43,2.15,0.055587067498582,1.26,A0A8V0Z5X2 A0A8V0Z3S9 P01012 A0A8V0YUU0
Cellular Component,lysosome,7,GO:0005764,4,5,16,43,2.15,0.055587067498582,1.26,A0A8V0Z5X2 A0A8V0Z3S9 P01012 A0A8V0YUU0
Cellular Component,lytic vacuole,6,GO:0000323,4,5,16,43,2.15,0.055587067498582,1.26,A0A8V0Z5X2 A0A8V0Z3S9 P01012 A0A8V0YUU0
Cellular Component,extracellular organelle,3,GO:0043230,2,2,16,43,2.69,0.1328903654485042,0.88,A0A8V0Y248 A0A8V0YDD6
Cellular Component,extracellular exosome,6,GO:0070062,2,2,16,43,2.69,0.1328903654485042,0.88,A0A8V0Y248 A0A8V0YDD6
Cellular Component,extracellular vesicle,5,GO:1903561,2,2,16,43,2.69,0.1328903654485042,0.88,A0A8V0Y248 A0A8V0YDD6
Cellular Component,secretory granule membrane,5,GO:0030667,2,2,16,43,2.69,0.1328903654485042,0.88,A0A8V0Z5X2 R4GFJ0
Cellular Component,secretory granule,8,GO:0030141,6,10,16,43,1.61,0.13678474167648738,0.86,A0A8V0YUU0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,platelet alpha granule lumen,7,GO:0031093,3,4,16,43,2.02,0.13726602382302888,0.86,A0A8V0Y0J2 A0A8V0Y248 A0A8V0YDD6
Cellular Component,platelet alpha granule,9,GO:0031091,3,4,16,43,2.02,0.13726602382302888,0.86,A0A8V0Y0J2 A0A8V0Y248 A0A8V0YDD6
Cellular Component,dendrite,5,GO:0030425,3,4,16,43,2.02,0.13726602382302888,0.86,R4GFJ0 A0A8V0Y0J2 A0A8V0ZV62
Cellular Component,dendritic tree,5,GO:0097447,3,4,16,43,2.02,0.13726602382302888,0.86,R4GFJ0 A0A8V0Y0J2 A0A8V0ZV62
Cellular Component,vacuolar lumen,5,GO:0005775,3,4,16,43,2.02,0.13726602382302888,0.86,A0A8V0Z5X2 A0A8V0Z3S9 A0A8V0YUU0
Cellular Component,vesicle membrane,4,GO:0012506,4,6,16,43,1.79,0.17399852438811098,0.76,A0A8V0Z5X2 A0A8V0ZV62 R4GFJ0 A0A8V0ZA93
Cellular Component,cytoplasmic vesicle membrane,5,GO:0030659,4,6,16,43,1.79,0.17399852438811098,0.76,A0A8V0Z5X2 A0A8V0ZV62 R4GFJ0 A0A8V0ZA93
Cellular Component,cell periphery,2,GO:0071944,8,15,16,43,1.43,0.1849386325498228,0.73,A0A8V0XEK3 A0A8V0ZA93 A0A8V0Z5X2 A0A8V0ZV62 A0A8V0Z3S9 A0A8V0YMM6 A0A8V0YDD6 R4GFJ0
Cellular Component,plasma membrane,3,GO:0005886,8,15,16,43,1.43,0.1849386325498228,0.73,A0A8V0XEK3 A0A8V0ZA93 A0A8V0Z5X2 A0A8V0ZV62 A0A8V0Z3S9 A0A8V0YMM6 A0A8V0YDD6 R4GFJ0
Cellular Component,extracellular region,2,GO:0005576,15,35,16,43,1.15,0.22300423837874975,0.65,A0A8V0XEK3 A0A8V0ZA93 P01012 A0A8V0YUU0 R4GFJ0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V1AC48 A0A8V0Z3S9 A0A8V0YMM6 A0A8V0YDD6 A0A8V0ZKI3 A0A8V0X522 A0A8V0Y248 A0A8V0ZTX8
Cellular Component,organelle membrane,3,GO:0031090,5,9,16,43,1.49,0.25653227978809384,0.59,A0A8V0ZA93 A0A8V0Z5X2 A0A8V0ZV62 R4GFJ0 A0A8V0Y248
Cellular Component,secretory vesicle,7,GO:0099503,6,11,16,43,1.47,0.2780902050740088,0.56,A0A8V0YUU0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,neuron projection,4,GO:0043005,3,5,16,43,1.61,0.34365124382140755,0.46,R4GFJ0 A0A8V0Y0J2 A0A8V0ZV62
Cellular Component,somatodendritic compartment,2,GO:0036477,3,5,16,43,1.61,0.34365124382140755,0.46,R4GFJ0 A0A8V0Y0J2 A0A8V0ZV62
Cellular Component,cell projection,2,GO:0042995,3,5,16,43,1.61,0.34365124382140755,0.46,R4GFJ0 A0A8V0Y0J2 A0A8V0ZV62
Cellular Component,plasma membrane bounded cell projection,3,GO:0120025,3,5,16,43,1.61,0.34365124382140755,0.46,R4GFJ0 A0A8V0Y0J2 A0A8V0ZV62
Cellular Component,extracellular space,2,GO:0005615,11,25,16,43,1.18,0.34752600655724863,0.46,A0A8V0XEK3 P01012 A0A8V0YUU0 R4GFJ0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V1AC48 A0A8V0YMM6 A0A8V0YDD6 A0A8V0ZKI3 A0A8V0Y248
Cellular Component,bounding membrane of organelle,4,GO:0098588,4,8,16,43,1.34,0.4432740648819712,0.35,A0A8V0Z5X2 A0A8V0Y248 R4GFJ0 A0A8V0ZA93
Cellular Component,membrane,2,GO:0016020,9,21,16,43,1.15,0.5365072827773227,0.27,A0A8V0XEK3 A0A8V0ZA93 A0A8V0Z5X2 A0A8V0ZV62 A0A8V0Z3S9 A0A8V0YMM6 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,endocytic vesicle,7,GO:0030139,2,3,16,43,1.79,0.5449315290495079,0.26,A0A8V0ZA93 P01012
Cellular Component,coated vesicle,7,GO:0030135,2,3,16,43,1.79,0.5449315290495079,0.26,A0A8V0ZA93 A0A8V0ZV62
Cellular Component,clathrin-coated pit,4,GO:0005905,2,3,16,43,1.79,0.5449315290495079,0.26,A0A8V0ZA93 A0A8V0ZV62
Cellular Component,neuronal cell body,3,GO:0043025,2,3,16,43,1.79,0.5449315290495079,0.26,R4GFJ0 A0A8V0ZV62
Cellular Component,early endosome,8,GO:0005769,2,3,16,43,1.79,0.5449315290495079,0.26,P01012 A0A8V0ZV62
Cellular Component,cell body,2,GO:0044297,2,3,16,43,1.79,0.5449315290495079,0.26,R4GFJ0 A0A8V0ZV62
Cellular Component,clathrin-coated vesicle,8,GO:0030136,2,3,16,43,1.79,0.5449315290495079,0.26,A0A8V0ZA93 A0A8V0ZV62
Cellular Component,tertiary granule lumen,5,GO:1904724,2,4,16,43,1.34,0.6207762742079237,0.21,A0A8V0Y248 A0A8V0YUU0
Cellular Component,tertiary granule,9,GO:0070820,2,4,16,43,1.34,0.6207762742079237,0.21,A0A8V0Y248 A0A8V0YUU0
Cellular Component,plasma membrane region,3,GO:0098590,2,4,16,43,1.34,0.6207762742079237,0.21,R4GFJ0 A0A8V0YDD6
Cellular Component,synapse,3,GO:0045202,2,4,16,43,1.34,0.6207762742079237,0.21,A0A8V0ZKI3 R4GFJ0
Cellular Component,axon,5,GO:0030424,2,4,16,43,1.34,0.6207762742079237,0.21,R4GFJ0 A0A8V0Y0J2
Cellular Component,cytoplasmic vesicle lumen,5,GO:0060205,3,6,16,43,1.34,0.6545532862217921,0.18,A0A8V0Y0J2 A0A8V0Y248 A0A8V0YDD6
