Domain description,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
PF00052 Laminin B (Domain IV),2,3,18,46,1.7,0.5517786561264786,0.26,A0A8V0ZKI3 A0A8V0Z3S9
PF00053 Laminin EGF domain,2,3,18,46,1.7,0.5517786561264786,0.26,A0A8V0ZKI3 A0A8V0Z3S9
PF00054 Laminin G domain,2,2,18,46,2.56,0.14782608695652055,0.83,A0A8V0ZKI3 A0A8V0Z3S9
PF00094 von Willebrand factor type D domain,2,4,18,46,1.28,0.6386432576523546,0.19,A0A8V0Z932 A0A8V1A049
