GO Terms Level 1,GO Terms Description,GO Terms Level,GO Terms ID,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
Cellular Component,Golgi apparatus,5,GO:0005794,6,7,14,43,2.63,0.002809045424802066,2.55,A0A8V0Y0J2 A0A8V0ZV62 A0A8V0Z3S9 R4GFJ0 A0A8V0X522 A0A8V0Y248
Cellular Component,lysosomal lumen,6,GO:0043202,3,3,14,43,3.07,0.029495178672716976,1.53,A0A8V0Z5X2 A0A8V0Z3S9 A0A8V0YUU0
Cellular Component,vesicle,4,GO:0031982,8,15,14,43,1.64,0.045727774310069955,1.34,A0A8V0ZA93 A0A8V0YUU0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V0ZV62 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,plasma membrane,3,GO:0005886,8,15,14,43,1.64,0.045727774310069955,1.34,A0A8V0XEK3 A0A8V0ZA93 A0A8V0Z5X2 A0A8V0ZV62 A0A8V0Z3S9 A0A8V0YMM6 A0A8V0YDD6 R4GFJ0
Cellular Component,cell periphery,2,GO:0071944,8,15,14,43,1.64,0.045727774310069955,1.34,A0A8V0XEK3 A0A8V0ZA93 A0A8V0Z5X2 A0A8V0ZV62 A0A8V0Z3S9 A0A8V0YMM6 A0A8V0YDD6 R4GFJ0
Cellular Component,cytoplasmic vesicle,6,GO:0031410,8,15,14,43,1.64,0.045727774310069955,1.34,A0A8V0ZA93 A0A8V0YUU0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V0ZV62 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,intracellular vesicle,5,GO:0097708,8,15,14,43,1.64,0.045727774310069955,1.34,A0A8V0ZA93 A0A8V0YUU0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V0ZV62 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,secretory granule,8,GO:0030141,6,10,14,43,1.84,0.054853783977902235,1.26,A0A8V0YUU0 A0A8V0Z5X2 A0A8V0Y0J2 A0A8V0YDD6 R4GFJ0 A0A8V0Y248
Cellular Component,cytoplasmic vesicle membrane,5,GO:0030659,4,6,14,43,2.05,0.07667850852315138,1.12,A0A8V0Z5X2 A0A8V0ZV62 R4GFJ0 A0A8V0ZA93
Cellular Component,vesicle membrane,4,GO:0012506,4,6,14,43,2.05,0.07667850852315138,1.12,A0A8V0Z5X2 A0A8V0ZV62 R4GFJ0 A0A8V0ZA93
Cellular Component,vacuolar lumen,5,GO:0005775,3,4,14,43,2.3,0.09364719228587605,1.03,A0A8V0Z5X2 A0A8V0Z3S9 A0A8V0YUU0
Cellular Component,platelet alpha granule,9,GO:0031091,3,4,14,43,2.3,0.09364719228587605,1.03,A0A8V0Y0J2 A0A8V0Y248 A0A8V0YDD6
Cellular Component,platelet alpha granule lumen,7,GO:0031093,3,4,14,43,2.3,0.09364719228587605,1.03,A0A8V0Y0J2 A0A8V0Y248 A0A8V0YDD6
Cellular Component,dendritic tree,5,GO:0097447,3,4,14,43,2.3,0.09364719228587605,1.03,R4GFJ0 A0A8V0Y0J2 A0A8V0ZV62
Cellular Component,dendrite,5,GO:0030425,3,4,14,43,2.3,0.09364719228587605,1.03,R4GFJ0 A0A8V0Y0J2 A0A8V0ZV62
Cellular Component,extracellular vesicle,5,GO:1903561,2,2,14,43,3.07,0.10077519379844962,1.0,A0A8V0Y248 A0A8V0YDD6
Cellular Component,secretory granule membrane,5,GO:0030667,2,2,14,43,3.07,0.10077519379844962,1.0,A0A8V0Z5X2 R4GFJ0
