Source	Target
A0A8V0ZGP2	A0A8V0ZC01
A0A8V0ZGP2	A0A8V0YR80
A0A8V0ZGP2	A0A3Q2TSP8
A0A8V0ZGP2	A0A8V0XJK4
A0A8V0ZGP2	A0A1D5PR40
A0A8V0ZGP2	A0A8V0ZUX8
A0A8V0ZGP2	A0A8V1AAB0
A0A8V0ZGP2	P84172
A0A8V0ZGP2	A0A8V0Z083
A0A8V0ZGP2	Q6ITC7
A0A8V0ZGP2	F1NN16
A0A8V0ZGP2	F1NPA9
A0A8V0ZGP2	A0A8V0YV66
A0A8V0ZGP2	A0A8V0XBW1
A0A8V0ZGP2	A0A1D5P7C6
A0A8V0ZGP2	A0A8V0XUD0
A0A8V0ZGP2	A0A8V0XXX0
A0A8V0ZGP2	A0A8V1A8R2
A0A8V0ZGP2	A0A8V0Z1Z1
A0A8V0ZGP2	A0A8V0ZJP1
A0A8V0ZGP2	A0A8V0XPN5
A0A8V0ZGP2	A0A1D5P3B1
A0A8V1A9W8	A0A8V1A640
A0A8V1A9W8	A0A8V0ZBD1
A0A8V1A9W8	A0A8V1A8R2
A0A8V1A9W8	A0A8V0X643
A0A8V0Z6U6	F1NBW2
A0A8V0Z6U6	A0A8V0Y1I1
A0A8V0Z6U6	A0A1D5PCU0
A0A8V0Z6U6	A0A8V0Y6Z6
A0A8V0Z6U6	A0A8V0XX49
A0A8V0Z6U6	Q5ZHL0
A0A8V0Z6U6	A0A8V1A624
A0A8V0Z6U6	A0A1D5P0U8
A0A1D5PN54	A0A1D5NW93
A0A1D5PN54	A0A8V0ZPD6
A0A1D5PN54	A0A1D5PC99
A0A1D5PN54	A0A8V0ZI98
A0A1D5PN54	A0A8V0ZWH3
A0A1D5PN54	A0A8V0ZE88
A0A1D5PN54	P18944
A0A1D5PN54	E1C658
A0A1D5PN54	A0A8V1A3B4
A0A1D5PN54	A0A8V0ZRZ8
A0A1D5PN54	A0A8V0YXU7
A0A1D5PN54	A0A1D5PQV0
A0A1D5PN54	A0A8V1A624
A0A1D5PN54	A0A8V0Y9K6
A0A1D5PN54	A0A8V0Z1Z1
A0A1D5PN54	A0A8V0XW68
A0A1D5PN54	A0A1D5P0U8
A0A1D5PN54	A0A8V1AH40
A0A1D5PN54	A0A8V0YFF3
A0A1D5PN54	A0A8V1AA37
A0A1D5PN54	A0A8V0ZRW5
A0A1D5PN54	A0A8V0ZU95
A0A1D5PN54	F1NIL3
A0A1D5PN54	A0A1L1RQ91
A0A1D5PN54	A0A8V0YZL1
A0A1D5PN54	A0A8V0Y9X9
A0A1D5PN54	Q9YH14
A0A1D5PN54	E1BVT3
A0A1D5PN54	A0A8V0Y9B0
A0A1D5PN54	A0A8V0YGM0
A0A1D5PN54	A0A8V0ZVS5
A0A1D5PN54	A0A8V1AEY5
A0A1D5PNG3	P32429
A0A1D5PNG3	P41125
A0A1D5PNG3	A0A8V0ZL98
A0A1D5PNG3	A0A8V0YR80
A0A1D5PNG3	A0A8V1A6A3
A0A1D5PNG3	A0A8V0XK63
A0A1D5PNG3	A0A8V0Y4V6
A0A1D5PNG3	A0A1L1S0X5
A0A1D5PNG3	A0A8V0XJK4
A0A1D5PNG3	A0A8V1A9M2
A0A1D5PNG3	A0A8V1AAB0
A0A1D5PNG3	Q5ZHZ0
A0A1D5PNG3	A0A8V0YUW3
A0A1D5PNG3	A0A8V1A3Y5
A0A1D5PNG3	A0A8V0ZQ22
A0A1D5PNG3	F1NQG5
A0A1D5PNG3	A0A8V0YV00
A0A1D5PNG3	A0A8V0Z083
A0A1D5PNG3	A0A8V0Y9Y9
A0A1D5PNG3	A0A1D5P7C6
A0A1D5PNG3	A0A8V1A8R2
A0A1D5PNG3	A0A8V0ZJP1
A0A1D5PNG3	A0A3Q3A7P6
A0A1D5PNG3	A0A1D5P3B1
A0A1D5PNG3	Q5ZMS3
A0A1D5PNG3	A0A8V0XRE7
A0A8V0Y9B4	A0A8V0ZIZ0
P02845	A0A8V0XGW5
A0A8V0Z932	A0A8V0XGW5
A0A8V1ACQ8	A0A8V0ZZC5
A0A8V1ACQ8	A0A8V1A1T7
A0A1D5NW03	A0A8V0YXI9
A0A8V0ZTZ2	Q5ZHX2
A0A8V0ZTZ2	A0A8V0ZDX0
A0A8V0ZTZ2	A0A8V1AB68
A0A8V0ZTZ2	F1NVZ6
A0A8V0ZTZ2	A0A8V0YRF1
A0A8V0ZTZ2	A0A8V0XK27
E1BVT3	A0A1D5NT61
E1BVT3	F1NH93
E1BVT3	A0A8V0ZPD6
E1BVT3	A0A1D5NW93
E1BVT3	A0A8V0YCL9
E1BVT3	Q5ZLN1
E1BVT3	A0A8V0ZT84
E1BVT3	A0A1D5PC99
E1BVT3	A0A8V0ZHE8
E1BVT3	A0A8V0ZWH3
E1BVT3	A0A1D5P1U2
E1BVT3	A0A8V0ZRZ8
E1BVT3	A0A8V1A3B4
E1BVT3	E1C658
E1BVT3	A0A8V1A4P2
E1BVT3	A0A1D5P0U8
E1BVT3	A0A8V0YXU7
E1BVT3	A0A8V0Y9E4
E1BVT3	A0A8V0ZJT8
E1BVT3	A0A8V1A624
E1BVT3	A0A8V0ZU95
E1BVT3	A0A8V1A102
E1BVT3	A0A8V0Z832
E1BVT3	A0A8V1AH40
E1BVT3	A0A8V1AA37
E1BVT3	A0A8V0YFF3
E1BVT3	A0A8V0ZRW5
E1BVT3	A0A1D5PEH3
E1BVT3	A0A1D5PQV3
E1BVT3	A0A1D5P8I7
E1BVT3	Q5F3B9
E1BVT3	A0A8V0Y9X9
E1BVT3	A0A8V0YZL1
E1BVT3	A0A8V0YC20
E1BVT3	A0A1L1RQ91
E1BVT3	A0A8V0YGM0
E1BVT3	A0A8V0ZVS5
E1BVT3	A0A8V0ZPJ9
E1BVT3	A0A8V1AEY5
E1BVT3	A0A8V0YFC7
E1BVT3	A0A8V0Y9B0
A0A8V0X7N6	A0A8V0YFD4
A0A8V0ZZG2	A0A8V0YFD4
A0A8V0X7N6	A0A8V0Z4J0
A0A8V0ZZG2	A0A8V0Z4J0
A0A8V0X7N6	A0A8V1AHP0
A0A8V0ZZG2	A0A8V1AHP0
A0A8V0X7N6	A0A8V0ZX20
A0A8V0ZZG2	A0A8V0ZX20
A0A8V1ABY0	A0A8V0ZX20
A0A8V1ABY0	A0A8V0XYP5
A0A8V1ABY0	A0A1D5P8I3
A0A8V1ABY0	A0A8V1A7Y0
A0A8V1ABY0	A0A8V0YV00
A0A8V1ABY0	A0A8V0XK63
A0A8V1ABY0	A0A1D5PHU2
A0A8V1ABY0	A0A8V0XTL6
A0A8V1ABY0	A0A1D5PSI3
A0A8V1ABY0	A0A8V0YJ12
A0A8V1ABY0	A0A8V0YGA1
A0A8V1ACH5	A0A1D5NZL7
A0A8V1ACH5	A0A3Q2U0G2
A0A8V1ACH5	A0A3Q3ACS4
A0A8V1ACH5	A0A8V0XKU5
A0A8V1ACH5	A0A8V0X6J5
A0A1D5NTY5	A0A8V0ZNG1
A0A1D5NTY5	A0A8V0Z4J0
A0A1D5NTY5	A0A8V0ZY42
A0A1D5NTY5	A0A8V0XTL6
A0A1D5NTY5	A0A1D5PJW4
A0A1D5NTY5	A0A8V0XRD5
A0A1D5NTY5	A0A8V0XIX2
A0A1D5NTY5	A0A8V0XGL8
A0A1D5NTY5	A0A8V0XTH6
A0A1D5NTY5	A0A8V0Z0R7
A0A1D5NTY5	A0A8V0Y2X7
A0A1D5NTY5	F1NC02
A0A1D5NTY5	A0A8V0X5G9
A0A1D5NTY5	A0A1D5NXL7
A0A1D5NTY5	A0A8V0XFV9
A0A1D5NTY5	A0A8V0ZH96
A0A1D5NTY5	A0A8V0X5J4
A0A1D5NTY5	A0A8V0YQY8
A0A1D5NTY5	A0A1L1RP66
A0A1D5NTY5	F1NCE1
A0A1D5NTY5	Q5ZLI2
A0A1D5NTY5	A0A8V0XK64
A0A1D5NTY5	A0A8V0Z3K2
A0A1D5NTY5	A0A8V1AF05
A0A8V0Y7M8	A0A1D5NV75
A0A1D5NT61	A0A1D5P1U2
A0A1D5NT61	A0A8V0ZJT8
A0A1D5NT61	A0A1D5PL38
A0A1D5NT61	A0A8V0YZ27
A0A1D5NT61	A0A3Q2TSP8
A0A1D5NT61	A0A8V0YGM0
A0A1D5NT61	A0A8V0ZVS5
A0A1D5NT61	A0A8V0ZPJ9
A0A1D5NT61	A0A8V0YFC7
A0A1D5NT61	A0A8V0Y9B0
A0A1D5NT61	A0A8V0Z832
A0A1D5NT61	A0A8V0ZRW5
A0A1D5NT61	A0A1D5P8I7
A0A1D5NT61	A0A8V1A0M8
A0A1D5NT61	A0A8V0X9K8
A0A1D5NT61	A0A1L1RQ91
A0A8V0Z7C7	F1NIL3
A0A8V0Z7C7	A0A8V0Z382
A0A8V0Z7C7	A0A8V0ZC01
A0A8V0Z7C7	E1C658
A0A8V0Z7C7	A0A8V1A3B4
A0A8V0Z7C7	A0A8V0ZPD6
A0A8V0Z7C7	A0A8V0ZU95
A0A8V0Z7C7	A0A8V0ZRZ8
A0A8V0Z7C7	R4GGZ2
A0A8V0Z7C7	A0A8V0YCL9
A0A8V0Z7C7	A0A1D5PI06
A0A8V0Z7C7	Q9YH14
A0A8V0Z7C7	A0A8V1AH40
A0A8V0Z7C7	A0A1D5NW93
A0A8V0Z7C7	A0A8V0YFF3
A0A8V0Z7C7	A0A8V1AA37
A0A8V0Z7C7	A0A8V0YZL1
A0A8V0Z7C7	A0A8V0Y9X9
A0A8V0Z7C7	A0A8V0Y9V7
A0A8V0Z7C7	A0A1D5P0U8
A0A8V0Z7C7	A0A8V1AEY5
A0A8V0Z7C7	A0A8V0ZVA2
A0A8V0Z7C7	A0A8V0Z863
A0A8V0Z7C7	A0A8V0XW68
A0A8V0Z7C7	A0A8V0XCD2
A0A8V0Z7C7	A0A8V0ZI98
A0A8V0Z7C7	A0A1D5PNM0
A0A8V0Z7C7	A0A1D5P179
A0A8V0Z7C7	A0A8V0Y6X8
A0A8V1A3Y5	A0A8V0Y9L1
A0A8V1A3Y5	R4GGJ0
A0A8V1A3Y5	A0A8V0ZC55
A0A8V1A3Y5	P84175
A0A8V1A3Y5	A0A8V0YV00
A0A8V1A3Y5	A0A8V0Y9Y9
A0A8V1A3Y5	A0A8V0ZW50
A0A8V1A3Y5	A0A3Q3A7P6
A0A8V1A3Y5	Q98TH5
A0A8V1A3Y5	Q5ZMS3
A0A8V1A3Y5	A0A8V0X4M9
A0A8V1A3Y5	Q9I8D6
A0A8V1A3Y5	F1NCE1
A0A8V1A3Y5	P50890
A0A8V1A3Y5	A0A8V0ZBR5
A0A8V1A3Y5	A0A8V0ZQ22
A0A8V1A3Y5	A0A1D5PJW4
A0A8V1A3Y5	A0A8V0YZ41
A0A8V1A3Y5	Q6ITC7
A0A8V1A3Y5	F1NN16
A0A8V1A3Y5	A0A8V0YV66
A0A8V1A3Y5	F1NPA9
A0A8V1A3Y5	A0A8V0Z1Z1
A0A8V1A3Y5	A0A8V1A8R2
A0A8V1A3Y5	A0A8V0XXX0
A0A8V1A3Y5	Q5ZIE0
A0A8V1A3Y5	A0A8V0XPN5
A0A8V1A3Y5	A0A8V0Z891
A0A8V1A3Y5	A0A8V0ZCS2
A0A8V1A3Y5	F1NH93
A0A8V1A3Y5	A0A8V0Z4J0
A0A8V1A3Y5	A0A8V0XK63
A0A8V1A3Y5	A0A8V0YCP2
A0A8V1A3Y5	A0A8V0ZWG8
A0A8V1A3Y5	A0A8V0ZUX8
A0A8V1A3Y5	Q5ZHZ0
A0A8V1A3Y5	A0A8V0YUW3
A0A8V1AE54	A0A8V0X4A3
A0A8V1APZ6	A0A8V0ZZE1
A0A8V1APZ6	Q5ZLB0
A0A8V1APZ6	A0A8V0XRE7
A0A8V1APZ6	A0A8V0Y9Y9
A0A8V0YBI3	A0A8V0ZTA0
A0A8V0YBI3	A0A8V0XG62
A0A8V0YBI3	A0A1D5PAM4
A0A8V0YBI3	F1NJF9
Q76KB2	A0A8V0Y8L6
Q76KB2	A0A8V0Z2Q6
Q76KB2	A0A8V0YS46
A0A8V0ZAP0	A0A8V0XQ47
A0A8V0ZAP0	A0A1D5P3W0
A0A1D5PQV0	A0A8V0Y9B0
A0A1D5PQV0	A0A8V0YGM0
A0A1D5PQV0	A0A8V0ZVS5
A0A1D5PQV0	A0A8V0ZPJ9
A0A1D5PQV0	A0A1D5P8I7
A0A1D5PQV0	A0A8V0ZRW5
A0A1D5NWL9	A0A8V0Y492
A0A1D5NWL9	A0A8V0ZT56
A0A1D5NWL9	A0A8V0Y9E4
A0A1D5NWL9	A0A8V0Y4M6
A0A1D5NWL9	A0A8V0Y8S2
A0A1D5NWL9	A0A8V0YB71
A0A8V0Y5D3	A0A8V1A9H8
A0A8V0Y5D3	A0A8V0XE48
A0A8V0Y5D3	A0A8V0XYP5
A0A8V0Y5D3	A0A8V0Y9Y9
A0A8V0Y5D3	A0A8V0ZPJ9
A0A8V0Y5D3	A0A8V0ZM89
A0A8V0Z0W8	A0A8V0XPN3
A0A8V0XX49	F1NBW2
A0A8V0XX49	A0A8V0YMA2
A0A1L1RX26	A0A8V0ZL98
A0A1L1RX26	F1NH93
A0A1L1RX26	A0A8V0Z4J0
A0A1L1RX26	A0A8V0YR80
A0A1L1RX26	A0A8V0Z891
A0A1L1RX26	P41125
A0A1L1RX26	A0A8V0ZCS2
A0A1L1RX26	A0A8V0ZUX8
A0A1L1RX26	A0A3Q2TSP8
A0A1L1RX26	A0A8V0YZ41
A0A1L1RX26	F1NN16
A0A1L1RX26	Q6ITC7
A0A1L1RX26	P84172
A0A1L1RX26	A0A1D5P3B1
A0A1L1RX26	A0A8V0ZJP1
A0A1L1RX26	A0A8V0XBW1
A0A1L1RX26	A0A1D5P7C6
A0A1L1RX26	A0A8V0YV66
A0A1L1RX26	F1NPA9
A0A1L1RX26	A0A8V0Z1Z1
A0A1L1RX26	A0A8V1A8R2
A0A1L1RX26	A0A8V0X4M9
A0A1L1RX26	A0A8V1A9M2
A0A1L1RX26	A0A8V0Y4V6
A0A1L1RX26	P50890
A0A1L1RX26	P84175
A0A1L1RX26	A0A8V0ZC55
A0A1L1RX26	F1NQG5
A0A1L1RX26	R4GGJ0
A0A1L1RX26	A0A3Q3A7P6
A0A1L1RX26	Q5ZMS3
A0A1L1RX26	Q98TH5
A0A1L1RX26	A0A8V0Y9Y9
A0A1L1RX26	A0A8V0Y814
A0A8V0ZE30	A0A8V0YZ41
A0A8V0ZE30	Q5ZKB9
A0A8V0ZJT8	A0A1D5P8I7
A0A8V0ZJT8	A0A8V0X9K8
A0A8V0ZJT8	A0A1L1RQ91
A0A8V0ZJT8	A0A1D5PC23
A0A8V0ZJT8	A0A8V0YC20
A0A8V0ZJT8	A0A8V0Z0I1
A0A8V0ZJT8	A0A8V0ZRW5
A0A8V0ZJT8	E1BYF1
A0A8V0ZJT8	Q5ZJ23
A0A8V0ZJT8	A0A8V0ZPJ9
A0A8V0ZJT8	A0A8V0YGM0
A0A8V0ZJT8	A0A8V0ZVS5
A0A8V0ZJT8	A0A8V0Y9B0
A0A8V0ZJT8	A0A8V0YU69
A0A8V0ZJT8	A0A1D5PH80
A0A8V0ZJT8	A0A8V0ZT84
A0A8V0ZJT8	A0A8V0XVT5
A0A8V0ZJT8	A0A1D5NXL7
A0A8V0ZJT8	E1BTT8
A0A8V0ZJT8	A0A8V1A624
A0A8V0ZJT8	A0A8V1AAF2
A0A8V0ZJT8	A0A1D5P1U2
A0A8V0ZJT8	A0A8V0YPT3
O42220	A0A1D5NZN4
A0A8V0ZS88	A0A8V0XRC4
A0A8V0ZS88	A0A8V1A8B2
A0A146F047	A0A8V0ZPV0
A0A146F0A0	A0A8V0ZPV0
A0A146F047	A0A8V0ZK24
A0A146F0A0	A0A8V0ZK24
A0A146F047	A0A8V0ZW02
A0A146F047	A0A8V1A4P1
A0A146F0A0	A0A8V0ZW02
A0A146F0A0	A0A8V1A4P1
A0A8V0Z6B9	A0A1D5PFB8
A0A8V0Z6B9	A0A8V1A1U8
F1NZ86	A0A1L1RZR2
F1NZ86	A0A8V0XMV0
F1NZ86	A0A1D5NYA8
F1NZ86	A0A8V0YR19
F1NZ86	Q04619
F1NZ86	A0A8V1A624
F1NZ86	A0A8V0XW93
F1NZ86	A0A8V0YYI8
F1NZ86	A0A8V0YFC7
F1NZ86	A0A8V0Y814
F1NZ86	A0A3Q2U7H6
F1NZ86	E1C599
F1NZ86	A0A1D5PPF8
F1NZ86	A0A8V0ZMT8
F1NZ86	Q5ZL72
F1NZ86	A0A8V0ZTA0
F1NZ86	A0A8V0YXU7
F1NZ86	A0A452J806
F1NZ86	A0A8V0YQE8
F1NZ86	Q5ZHV6
F1NZ86	A0A8V0ZHE8
A0A8V0ZT48	A0A8V0Y0W0
A0A8V0ZT48	A0A8V1ALJ9
A0A8V0ZT48	F1NQ70
A0A8V0ZT48	A0A8V0Z4U2
A0A8V0ZT48	A0A3Q2U892
A0A8V0ZT48	A0A8V0YIE9
A0A8V0ZT48	A0A8V0ZIS3
A0A8V0ZT48	A0A8V0Z490
A0A8V0ZT48	A0A8V0ZZ05
A0A8V0ZT48	A0A8V0Y1N7
A0A8V0XTR4	A0A1D5NYE8
A0A8V0XTR4	Q90694
A0A8V0XTR4	A0A3Q2U1A5
A0A8V0XTR4	A0A8V0Z8U4
A0A8V0XTR4	A0A8V0Y699
A0A8V0XTR4	A0A8V0XWR2
A0A8V0XTR4	A0A3Q2UGT3
A0A8V0XTR4	E1BS97
A0A8V0XTR4	A0A8V0Y5A6
A0A8V0XTR4	A0A8V0ZD41
A0A8V1AED9	F1NQG5
A0A8V1AED9	Q5ZMG9
A0A8V1AED9	A0A8V0Y814
A0A8V1AED9	A0A8V0Y9Y9
A0A8V1AED9	A0A8V1AJS6
A0A8V1AED9	Q9I8D6
A0A8V1AED9	F1NCE1
A0A8V1AED9	Q5F411
A0A8V1AED9	Q5ZL72
A0A8V1AED9	A0A8V0YZ41
A0A8V1AED9	A0A1D5PJW4
A0A8V1AED9	A0A1D5P7C6
A0A8V1AED9	A0A8V0ZCS2
A0A8V1AED9	A0A8V0YYI8
A0A8V1AED9	A0A8V0YCP2
A0A8V1AED9	A0A3Q2TSP8
A0A8V0XTL6	A0A8V1A7Y0
A0A8V0XTL6	A0A8V0YGA1
A0A8V0XTL6	A0A8V0YZ19
A0A8V0XTL6	A0A8V0XYP5
A0A8V0XTL6	A0A8V0XSU6
A0A8V0XTL6	A0A1D5P8I3
A0A8V0XTL6	A0A1D5PSI3
A0A8V0XTL6	A0A8V0YJ12
A0A8V0YZL1	A0A1D5PI06
A0A8V0YZL1	A0A8V0YWL6
A0A8V0YZL1	A0A1D5P1U2
A0A8V0YZL1	A0A8V0Z382
A0A8V0YZL1	A0A8V0ZRZ8
A0A8V0YZL1	E1C658
A0A8V0YZL1	A0A8V1A3B4
A0A8V0YZL1	A0A8V0YXU7
A0A8V0YZL1	A0A8V0Y6X8
A0A8V0YZL1	A0A1D5P179
A0A8V0YZL1	A0A8V0Y9K6
A0A8V0YZL1	A0A8V1A624
A0A8V0YZL1	A0A8V0XW68
A0A8V0YZL1	A0A8V0ZVA2
A0A8V0YZL1	A0A1D5P0U8
A0A8V0YZL1	A0A1D5NW93
A0A8V0YZL1	R4GGZ2
A0A8V0YZL1	A0A8V0ZC01
A0A8V0YZL1	A0A8V0ZPD6
A0A8V0YZL1	A0A8V0ZHE8
A0A8V0YZL1	A0A8V0Y9V7
A0A8V0YZL1	P18944
A0A8V0YZL1	A0A1D5PNM0
A0A8V0YZL1	A0A8V0YGM0
A0A8V0YZL1	A0A8V0ZVS5
A0A8V0YZL1	A0A8V1AEY5
A0A8V0YZL1	A0A8V1AH40
A0A8V0YZL1	A0A8V1AA37
A0A8V0YZL1	A0A8V0YFF3
A0A8V0YZL1	A0A8V0ZRW5
A0A8V0YZL1	A0A8V0ZU95
A0A8V0YZL1	F1NIL3
A0A8V0YZL1	A0A8V0XCD2
A0A8V0YZL1	Q5F3B9
A0A8V0YZL1	A0A8V0Z863
A0A8V0YZL1	A0A8V0Y9X9
A0A8V0Z832	E1BSN7
A0A8V0Z832	A0A1L1RQ91
A0A8V0Z832	A0A1D5PC23
A0A8V0Z832	A0A8V0XHN0
A0A8V0Z832	A0A1D5P8I7
A0A8V0Z832	A0A1D5PEH3
A0A8V0Z832	A0A8V0ZRW5
A0A8V0Z832	A0A8V0YFC7
A0A8V0Z832	A0A8V0Y9B0
A0A8V0Z832	A0A8V0YGM0
A0A8V0Z832	A0A8V0ZVS5
A0A8V0Z832	F1NCA2
A0A8V0Z832	A0A8V0ZPJ9
A0A8V0Z832	A0A8V0XNP4
A0A8V0Z832	A0A8V0ZHY3
A0A8V0Z832	Q5ZLN1
A0A8V0Z832	A0A8V0YZ27
A0A8V0Z832	A0A8V0ZM20
A0A8V0Z832	A0A8V0ZCN7
A0A8V0Z832	A0A1D5PL38
A0A8V0Z832	E1BTT8
A0A8V0Z832	A0A8V0YBU5
A0A8V0Z832	A0A8V1A4P2
A0A8V0Z832	A0A1D5P1U2
A0A1D5P8I3	A0A8V0XYP5
A0A1D5P8I3	A0A8V0XSU6
A0A1D5P8I3	A0A1D5PSI3
A0A1D5P8I3	A0A8V0YZ19
A0A8V0YGG7	A0A1D5PXK6
A0A8V0YGG7	Q5ZLI2
A0A8V0YGG7	A0A8V1ABH8
A0A8V0YGG7	A0A8V0ZUX9
A0A8V0YGG7	A0A8V1AF05
A0A8V0YGG7	A0A8V0Z3K2
A0A8V0YGG7	R4GLB3
A0A8V0YGG7	A0A8V0Y2X7
A0A8V0YGG7	F1NC02
A0A8V0YGG7	A0A8V0ZY42
A0A8V0YGG7	A0A8V0ZNG4
A0A8V0YGG7	A0A8V0ZNG1
A0A8V0YGG7	A0A1D5NXL7
A0A8V0YGG7	A0A8V0Z4J0
A0A8V0YGG7	A0A8V0ZEY1
A0A8V0YGG7	A0A1L1RXA3
A0A8V0YGG7	A0A8V0XIX2
A0A8V0YGG7	A0A8V0YQY8
A0A8V0YGG7	A0A1L1RP66
A0A8V0YGG7	A0A8V0ZH96
A0A8V0YGG7	A0A1D5PJW4
A0A8V0YGG7	A0A8V0XRD5
A0A8V0Y699	Q90694
A0A8V0Y699	A0A1D5NYG3
A0A8V0Y699	A0A8V0Y5A6
A0A8V0Y699	A0A8V0ZD41
A0A8V0YYQ7	A0A8V0ZGJ2
A0A8V0Z066	A0A8V0XUD0
A0A1L1RLC7	A0A8V1AEY5
A0A1L1RLC7	A0A8V0Z863
A0A1L1RLC7	A0A8V1AH40
A0A1L1RLC7	A0A8V1AA37
A0A1L1RLC7	A0A1D5P179
A0A1L1RLC7	A0A1D5PI06
A0A1L1RLC7	A0A8V0Y9V7
A0A1L1RLC7	A0A8V0ZPD6
A0A8V1A9M2	P32429
A0A8V1A9M2	A0A8V0Z891
A0A8V1A9M2	P41125
A0A8V1A9M2	A0A8V0Z4J0
A0A8V1A9M2	F1NH93
A0A8V1A9M2	A0A8V0ZL98
A0A8V1A9M2	A0A8V0YR80
A0A8V1A9M2	A0A3Q2TSP8
A0A8V1A9M2	A0A8V0XJK4
A0A8V1A9M2	A0A1D5PR40
A0A8V1A9M2	A0A8V0ZUX8
A0A8V1A9M2	A0A8V1AAB0
A0A8V1A9M2	A0A8V0YYI8
A0A8V1A9M2	P84172
A0A8V1A9M2	A0A8V0YZ41
A0A8V1A9M2	E1C658
A0A8V1A9M2	Q6ITC7
A0A8V1A9M2	F1NN16
A0A8V1A9M2	F1NPA9
A0A8V1A9M2	A0A8V0YV66
A0A8V1A9M2	A0A1D5P7C6
A0A8V1A9M2	A0A8V0XBW1
A0A8V1A9M2	A0A8V0XUD0
A0A8V1A9M2	A0A8V0XXX0
A0A8V1A9M2	A0A8V1A8R2
A0A8V1A9M2	A0A8V0Z1Z1
A0A8V1A9M2	A0A8V0ZJP1
A0A8V1A9M2	A0A8V0XPN5
A0A8V1A9M2	A0A1D5P3B1
A0A8V1A9M2	A0A8V0X9X8
A0A8V1A9M2	A0A8V0Y4V6
A0A8V1A9M2	A0A1L1S0X5
A0A8V1A9M2	P50890
A0A8V1A9M2	F1NCE1
A0A8V1A9M2	A0A8V0ZBR5
A0A8V1A9M2	A0A1D5PMT8
A0A8V1A9M2	R4GGJ0
A0A8V1A9M2	F1NQG5
A0A8V1A9M2	P84175
A0A8V1A9M2	A0A8V0Y2X7
A0A8V1A9M2	A0A8V0Y9Y9
A0A8V1A9M2	A0A3Q3A7P6
A0A8V1A9M2	Q98TH5
A0A8V1A9M2	A0A8V0XRE7
A0A1D5PTW3	A0A8V0Z420
A0A1D5PTW3	A0A8V1AK88
A0A1D5NWY3	A0A1D5P1T0
A0A3Q2UHS2	A0A8V0Z8U4
A0A3Q2UHS2	A0A8V1A3U0
A0A3Q2UHS2	Q90694
A0A3Q2UHS2	P53488
A0A3Q2UHS2	Q5ZMV5
A0A8V0Y9E4	A0A8V0ZAK3
A0A8V0Y9E4	A0A8V0ZVS5
A0A8V0Y9E4	A0A8V0XHY2
A0A8V0Y9E4	A0A8V0XMD4
A0A8V0Y9E4	Q5F3M8
A0A8V0Y9E4	A0A8V0Y492
A0A8V0Y9E4	A0A8V0X2T8
A0A8V0Y9E4	A0A8V0XIM8
A0A8V0Y9E4	A0A8V0XH76
A0A8V0Y9E4	A0A8V0XE68
A0A8V0Y9E4	Q5F3B9
A0A8V0Y9E4	A0A8V0ZT56
A0A8V0Y9E4	A0A1D5PQV3
A0A8V0Y9E4	A0A8V0Y4M6
A0A8V0Y9E4	A0A8V0X3M7
A0A8V0Y9E4	A0A8V0ZWH3
A0A8V0Y9E4	A0A8V0XVT5
A0A8V0Y9E4	A0A8V0YYX3
A0A8V0Y9E4	A0A8V0Y8S2
A0A8V0Y9E4	F1NEF6
A0A1D5PXN7	A0A8V0YYX3
A0A1D5PXN7	A0A1D5PAM4
A0A8V0YZ27	A0A8V0XAV4
A0A8V0YZ27	A0A1D5PL38
A0A8V0YZ27	A0A8V0YFC7
A0A8V0YZ27	A0A8V0XNP4
A0A8V0YZ27	A0A1D5PC23
A0A8V0YZ27	A0A1L1RQ91
A0A8V0XWR2	A0A1D5NYE8
A0A8V0Y4V6	P84175
A0A8V0Y4V6	F1NQG5
A0A8V0Y4V6	R4GGJ0
A0A8V0Y4V6	A0A8V0XRE7
A0A8V0Y4V6	Q5ZMS3
A0A8V0Y4V6	Q98TH5
A0A8V0Y4V6	A0A3Q3A7P6
A0A8V0Y4V6	A0A8V0ZW50
A0A8V0Y4V6	A0A8V0Y9Y9
A0A8V0Y4V6	A0A8V0X9X8
A0A8V0Y4V6	A0A1D5PMT8
A0A8V0Y4V6	P50890
A0A8V0Y4V6	A0A1L1S0X5
A0A8V0Y4V6	F1NN16
A0A8V0Y4V6	Q6ITC7
A0A8V0Y4V6	A0A8V0YZ41
A0A8V0Y4V6	P84172
A0A8V0Y4V6	A0A8V0XPN5
A0A8V0Y4V6	A0A1D5P3B1
A0A8V0Y4V6	A0A8V0ZJP1
A0A8V0Y4V6	A0A8V0XXX0
A0A8V0Y4V6	A0A8V1A8R2
A0A8V0Y4V6	A0A8V0Z1Z1
A0A8V0Y4V6	A0A1D5P7C6
A0A8V0Y4V6	A0A8V0XBW1
A0A8V0Y4V6	A0A8V0XUD0
A0A8V0Y4V6	F1NPA9
A0A8V0Y4V6	A0A8V0YV66
A0A8V0Y4V6	A0A8V0YR80
A0A8V0Y4V6	A0A8V0ZL98
A0A8V0Y4V6	A0A8V0Z4J0
A0A8V0Y4V6	F1NH93
A0A8V0Y4V6	A0A8V0Z891
A0A8V0Y4V6	P41125
A0A8V0Y4V6	P32429
A0A8V0Y4V6	A0A8V1AAB0
A0A8V0Y4V6	A0A8V0ZUX8
