KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map04919 Thyroid hormone signaling pathway,13,31,491,1633,1.39,0.16628755058718359,0.78,A0A1D5NYE8 A0A8V0YFT7 A0A8V1A5Y9 A0A1L1RKB7 A0A1L1RPJ2 P08642 A0A8V0XTC5 A0A8V0ZX92 A0A8V0ZTG8 A0A8V0ZIN3 F1NUX4 A0A8V0Z5C2 A0A8V0XHN0
map04920 Adipocytokine signaling pathway,5,12,491,1633,1.39,0.3610501752360716,0.44,A0A8V0ZAL2 A0A8V1A8R0 A0A8V0Y7A6 A0A8V0X5E1 F1NUX4
map04921 Oxytocin signaling pathway,10,34,491,1633,0.98,1.0,-0.0,A0A1D5PS29 A0A1L1RLN6 A0A8V0ZQN3 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V0Z5C6 A0A8V0XKR3 A0A8V0ZIN3 A0A8V0Z153
map04922 Glucagon signaling pathway,9,20,491,1633,1.5,0.14746620019813525,0.83,E1BTT8 A0A1D5P2H5 Q5ZLN1 A0A1D5PEH3 A0A8V0ZAI6 P00337 E1BSN7 A0A8V0ZTG8 A0A8V0XHN0
map04923 Regulation of lipolysis in adipocytes,3,13,491,1633,0.77,0.7652750070935853,0.12,A0A8V1A8R0 A0A8V0X5E1 A0A1D5PK92
map04924 Renin secretion,2,18,491,1633,0.37,0.11759691617505,0.93,A0A8V0XTT7 A0A1D5P2H5
map04925 Aldosterone synthesis and secretion,6,21,491,1633,0.95,1.0,-0.0,A0A1D5P2H5 A0A8V0Y7A6 A0A8V0XTC5 A0A8V0XKR3 A0A8V0ZX92 A0A8V0XTT7
map04926 Relaxin signaling pathway,8,45,491,1633,0.59,0.07124929735867175,1.15,A0A8V0YXL9 A0A1L1RPJ2 P08642 A0A8V0XS64 E1BW98 A0A8V0X354 A0A1D5PIQ5 F1NLV4
map04927 Cortisol synthesis and secretion,2,11,491,1633,0.6,0.5213361859913803,0.28,A0A8V0XTT7 A0A8V0Y7A6
map04929 GnRH secretion,2,14,491,1633,0.48,0.25172180555546003,0.6,A0A1L1RPJ2 P08642
"map04935 Growth hormone synthesis, secretion and action",6,32,491,1633,0.62,0.17781486767839821,0.75,A0A1D5PD64 A0A8V0YFT7 A0A1L1RPJ2 P08642 F1NUX4 A0A1D5PIQ5
map04960 Aldosterone-regulated sodium reabsorption,3,16,491,1633,0.62,0.4185868339414618,0.38,A0A8V0XTC5 A0A8V0ZX92 A0A8V0ZJ84
map04961 Endocrine and other factor-regulated calcium reabsorption,5,21,491,1633,0.79,0.6372932471119781,0.2,A0A8V1ABS2 A0A8V0YCH8 A0A8V0XTC5 A0A8V0ZX92 A0A1D5PL88
map04962 Vasopressin-regulated water reabsorption,8,21,491,1633,1.27,0.4731331927737872,0.33,A0A8V1AJR8 A0A8V0YRF1 A0A8V0ZZU2 A0A8V0XJW7 A0A1D5PFB8 A0A8V0ZBP0 A0A8V0Z958 A0A8V0ZRT5
map04964 Proximal tubule bicarbonate reclamation,3,8,491,1633,1.25,0.7033207514491815,0.15,A0A8V0XTC5 A0A8V0ZX92 A0A1D5NT61
map04966 Collecting duct acid secretion,6,16,491,1633,1.25,0.5847107334791438,0.23,F1NBW2 A0A8V0ZVE0 A0A8V0ZBC9 A0A1D5PP57 A0A8V1AAC8 A0A8V0Y8W7
map04970 Salivary secretion,6,25,491,1633,0.8,0.6612728138220388,0.18,A0A8V0XR98 A0A1D5P2H5 A0A8V0XTC5 A0A8V0ZX92 A0A8V0X354 A0A8V0XEL0
map04971 Gastric acid secretion,5,23,491,1633,0.72,0.49470186558861085,0.31,A0A1D5P2H5 A0A8V0XTC5 A0A8V0ZX92 A0A8V0ZIN3 A0A8V0Z153
map04972 Pancreatic secretion,3,30,491,1633,0.33,0.014745115517721235,1.83,A0A8V0XTC5 A0A8V0ZX92 A0A1L1RKB7
map04973 Carbohydrate digestion and absorption,4,11,491,1633,1.21,0.7426416727135398,0.13,A0A8V0XTC5 A0A8V0ZX92 A0A8V1A7V4 A0A8V0ZM20
map04974 Protein digestion and absorption,3,25,491,1633,0.4,0.0488313399104717,1.31,A0A8V0XTC5 A0A8V0YIC4 A0A8V0ZX92
map04975 Fat digestion and absorption,5,13,491,1633,1.28,0.5472885997479986,0.26,A0A8V0ZZN4 A0A8V0XV56 A0A8V0ZJT8 A0A8V0XE68 A0A8V0ZZT2
map04976 Bile secretion,2,15,491,1633,0.44,0.2559133099558183,0.59,A0A8V0XTC5 A0A8V0ZX92
map04977 Vitamin digestion and absorption,5,7,491,1633,2.38,0.02879504138878269,1.54,A0A8V0ZZN4 A0A8V0XV56 A0A8V0ZZT2 A0A8V0ZQV5 E1C3J7
map04978 Mineral absorption,2,14,491,1633,0.48,0.25172180555546003,0.6,A0A8V0XTC5 A0A8V0ZX92
map04979 Cholesterol metabolism,11,21,491,1633,1.74,0.03130430757812494,1.5,A0A8V1AGP0 A0A8V0ZHE8 A0A8V0Z0Y0 A0A8V0ZZN4 A0A8V1AEU3 A0A8V0X6S4 A0A8V0XV56 A0A8V0YBR3 A0A8V0YXU7 A0A8V0ZZT2 A0A8V0YXE7
