KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map04540 Gap junction,11,38,709,1633,0.67,0.07090577554424465,1.15,A0A8V1AEW4 A0A3Q2TU24 F1NWX0 P32882 A0A1L1RPJ2 P08642 P09644 P09244 A0A8V1ABC9 A0A8V0ZQ95 Q9I946
map04550 Signaling pathways regulating pluripotency of stem cells,10,25,709,1633,0.92,0.8399369599720018,0.08,A0A1D5NYE8 A0A8V1AG56 A0A8V1A9R2 A0A8V0YM05 A0A1L1RPJ2 P08642 A0A8V1A7R0 A0A1D5PIQ5 A0A8V0Z5C2 A0A8V0X5B9
map04610 Complement and coagulation cascades,22,43,709,1633,1.18,0.34999964719340015,0.46,A0A8V0XKE8 A0A8V0YNC4 A0A8V0X8L8 A0A8V1A8R6 A0A8V0YCY1 A0A1D5PLZ2 P81475 A0A8V1A8N2 A0A8V1AM71 A0A8V1AKH4 A0A8V0YIZ9 A0A8V1AA32 A0A8V0ZY87 A0A8V0YSI0 P25155 A0A8V0ZKI9 A0A8V0XH43 A0A8V1A184 A0A8V0YS27 A0A8V0ZTG6 P14448 A0A8V0YUC6
map04611 Platelet activation,15,42,709,1633,0.82,0.3463878451490886,0.46,A0A8V0ZQN3 A0A8V0ZY87 A0A8V0YS27 A0A8V0XMT9 A0A8V0YIZ9 A0A8V0Z5C6 P14448 A0A1L1RM08 A0A1D5NWP2 A0A8V0Y699 A0A8V0ZIN3 A0A1D5PE57 A0A1D5PIQ5 P01875 A0A8V0Z153
map04612 Antigen processing and presentation,9,23,709,1633,0.9,0.8328728916924434,0.08,A0A1D5PFJ6 A0A8V0YS93 A0A1D5PPF8 A0A1D5PUL6 F1NYJ1 A0A8V1AFH0 A0A8V0X8D5 A0A8V0Z8E9 A0A8V0XHF1
map04613 Neutrophil extracellular trap formation,28,48,709,1633,1.34,0.03859465132547011,1.41,A0A8V0X8L8 A0A8V0XGQ4 Q5ZMJ6 A0A8V0XEJ0 A0A8V0YXU7 P84229 A0A8V0ZHE8 A0A8V0ZSG8 A0A8V1AM71 A0A1D5P7C1 A0A8V0XHB9 A0A8V0YIZ9 A0A8V0XL71 A0A8V1AA32 A0A8V1ABC9 A0A8V1AJ29 A0A3Q2UDI2 A0A8V0XA34 A0A8V0XDT2 A0A8V0Z0Y0 A0A8V0YS27 A0A1L1RPJ2 Q5ZLG7 P14448 P62801 A0A8V0ZIN3 F1NUX4 A0A1D5PIQ5
map04614 Renin-angiotensin system,5,10,709,1633,1.15,0.754404960455281,0.12,A0A8V0XA92 A0A8V0YDG8 A0A8V1A4H0 A0A8V0XTT7 O57579
map04620 Toll-like receptor signaling pathway,6,17,709,1633,0.81,0.6254099710356396,0.2,A0A1D5PD64 A0A8V0YFT7 A0A8V1ABC8 E1C733 A0A1L1RPJ2 A0A1D5PIQ5
map04621 NOD-like receptor signaling pathway,14,34,709,1633,0.95,0.8622617800129817,0.06,A0A8V0ZHE8 A0A3Q2UHM4 A0A1D5PUL6 A0A8V0YFT7 A0A8V0Y7Y9 A0A8V0Z0Y0 A0A8V1ABC8 A0A8V0Y9D6 A0A1D5P7C1 A0A8V1AHK4 A0A1D5PFR7 A0A8V0YRF2 A0A1D5PIQ5 A0A8V0YXU7
map04622 RIG-I-like receptor signaling pathway,3,8,709,1633,0.86,1.0,-0.0,A0A1D5PIQ5 A0A3Q2U0S7 A0A8V1AJ90
map04624 Toll and Imd signaling pathway,9,10,709,1633,2.07,0.0032598029579255067,2.49,A0A1D5PD64 A0A8V0Z687 A0A8V0XNV9 A0A8V1ABC8 A0A1D5PNL3 A0A8V0YI20 A0A1D5PIQ5 A0A8V0YFD4 A0A8V0XYK6
map04625 C-type lectin receptor signaling pathway,5,18,709,1633,0.64,0.2335504899394892,0.63,A0A8V0YFT7 A0A1D5P2H5 A0A1D5P7C1 P08642 A0A1D5PIQ5
map04630 JAK-STAT signaling pathway,6,23,709,1633,0.6,0.13636182277571018,0.87,A0A3Q2TU24 A0A8V0YFT7 A0A8V1A9R2 P08642 F1NUX4 A0A8V1A7R0
map04640 Hematopoietic cell lineage,8,27,709,1633,0.68,0.17239197516492047,0.76,A0A8V1AA32 A0A8V1A2P5 A0A8V0XEJ0 A0A8V0XHB9 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2 O57579
map04650 Natural killer cell mediated cytotoxicity,11,30,709,1633,0.84,0.5777738164509141,0.24,A0A8V0ZDZ5 A0A8V0XA34 A0A1L1RPJ2 P08642 A0A8V0XEJ0 A0A8V1ABC9 A0A8V1AAH7 A0A8V0XHB9 A0A8V0Z0M2 A0A8V0XL71 A0A8V0XDT2
map04657 IL-17 signaling pathway,8,22,709,1633,0.84,0.6659049065299294,0.18,E1C9E0 A0A1D5PUL6 A0A8V1A3Y0 A0A8V0YXL9 A0A1D5PPN9 A0A8V1AG73 A0A8V0ZZC5 A0A1D5PIQ5
map04658 Th1 and Th2 cell differentiation,3,10,709,1633,0.69,0.5283185584366749,0.28,A0A1D5PIQ5 A0A8V0YFT7 A0A8V1A9R2
map04659 Th17 cell differentiation,6,18,709,1633,0.77,0.4770413490792552,0.32,A0A1D5PUL6 A0A8V0YFT7 A0A8V1A9R2 F1NUX4 A0A1D5PIQ5 A0A8V1A7R0
map04660 T cell receptor signaling pathway,5,18,709,1633,0.64,0.2335504899394892,0.63,E1BS97 P08642 A0A1L1RPJ2 A0A1D5PIQ5 A0A8V1AAH7
map04662 B cell receptor signaling pathway,11,31,709,1633,0.82,0.4651154169348919,0.33,A0A8V0ZQS2 A0A8V0XW00 A0A1L1RPJ2 P08642 A0A8V0XEJ0 A0A8V1AAH7 A0A8V0XHB9 A0A8V0XA34 A0A8V0ZEJ3 A0A8V0XL71 A0A8V0XDT2
map04664 Fc epsilon RI signaling pathway,12,29,709,1633,0.95,0.852762193187093,0.07,A0A1D5PD64 A0A8V0ZQS2 A0A1L1RPJ2 P08642 A0A8V0XEJ0 A0A8V1ABC9 A0A8V1AAH7 A0A8V0XHB9 A0A1D5PIQ5 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04666 Fc gamma R-mediated phagocytosis,18,41,709,1633,1.01,1.0,-0.0,A0A8V1A3U0 H9L0D7 A0A8V0X8U3 A0A8V0ZQS2 Q5ZJ58 Q90WD0 Q5ZMV5 P53488 A0A8V1AAH7 A0A1L1RPJ2 A0A8V0XEJ0 A0A8V0X852 A0A8V1ABC9 A0A8V0XHB9 A0A1D5P1F1 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04668 TNF signaling pathway,8,15,709,1633,1.23,0.44626553583052686,0.35,A0A1D5PD64 A0A3Q2UHM4 A0A8V0ZZG2 E1C9E0 A0A8V0YXL9 A0A1L1RPJ2 A0A1D5PIQ5 A0A8V0XYR2
map04670 Leukocyte transendothelial migration,16,36,709,1633,1.02,1.0,-0.0,A0A1D5NYE8 A0A8V0Y5A6 A0A1D5PZV7 A0A8V0XWR2 A0A3Q2U1A5 A0A8V0YXL9 A0A8V0Y4R7 A0A8V0XMT9 A0A8V0ZD41 A0A8V1AH61 A0A8V0XTR4 A0A8V0ZIN3 A0A8V1ABC9 A0A1L1RM08 A0A1D5PIQ5 A0A8V1AAH7
map04672 Intestinal immune network for IgA production,5,14,709,1633,0.82,0.6017742555162975,0.22,A0A8V0XEJ0 A0A8V0XHB9 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04713 Circadian entrainment,7,24,709,1633,0.67,0.21283012566038814,0.67,A0A8V0XB58 A0A1D5P2H5 A0A8V0XS64 E1BW98 A0A8V0X354 A0A8V1ABC9 F1NLV4
map04714 Thermogenesis,44,80,709,1633,1.27,0.03708504882348586,1.43,A0A1D5PNM0 A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V1AA37 A0A1D5PK92 A0A8V0Z2Y8 A0A8V0YZL1 E1C658 A0A1D5PD64 R4GGZ2 A0A8V0XW68 A0A8V0XCD2 A0A1D5PIQ5 A0A8V0X535 A0A8V1A4N7 P08642 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AH40 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A8V1A3B4 A0A8V0ZAL2 A0A8V0Y6X8 A0A8V1A624 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Y9X9 A0A8V0X6I3 A0A8V0Z1Z1 A0A8V0Z382 A0A8V0ZU95 A0A8V0ZC01 Q9YH14 A0A1D5P0U8 A0A8V0ZIN3 A0A8V0YCL9 F1NUX4 A0A1D5PN54 P18944 A0A8V0ZI98
map04720 Long-term potentiation,7,24,709,1633,0.67,0.21283012566038814,0.67,A0A8V0XB58 A0A8V0ZQN3 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V0Z5C6 A0A8V1ABC9
map04721 Synaptic vesicle cycle,14,28,709,1633,1.15,0.5650158904570426,0.25,A0A8V1ABS2 A0A1D5PCU0 A0A8V0YCH8 F1NBW2 A0A8V1AB67 A0A8V0ZBC9 A0A8V0ZZU2 A0A1D5PP57 A0A1D5PL88 A0A8V1AAC8 A0A8V0Z9Y8 Q5ZHL0 A0A1D5NV75 A0A8V0Y8W7
map04722 Neurotrophin signaling pathway,7,25,709,1633,0.64,0.154176608604072,0.81,A0A8V0XB58 A0A8V1AJR8 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V1AHK4 A0A1D5PIQ5
map04723 Retrograde endocannabinoid signaling,22,50,709,1633,1.01,1.0,-0.0,A0A1D5PNM0 A0A8V0ZRZ8 A0A8V1AA37 A0A1D5PK92 A0A8V0XCD2 A0A8V0X535 A0A1D5P179 A0A8V1AH40 A0A8V0Z863 A0A8V0ZVA2 A0A8V0YC52 A0A8V0Y9V7 A0A8V0Y6X8 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0XS64 A0A8V1ABC9 A0A8V0Z382 F1NLV4 E1BW98 A0A1D5PIQ5 R4GGZ2
map04724 Glutamatergic synapse,4,23,709,1633,0.4,0.010764778456428477,1.97,A0A8V0XS64 E1BW98 F1NLV4 A0A8V1ABC9
map04725 Cholinergic synapse,8,29,709,1633,0.64,0.09108388681176321,1.04,A0A8V0XB58 A0A8V0ZY91 A0A1L1RPJ2 P08642 A0A8V0XS64 E1BW98 A0A8V1ABC9 F1NLV4
map04726 Serotonergic synapse,6,27,709,1633,0.51,0.030101910299716747,1.52,A0A1L1RPJ2 P08642 A0A8V0XS64 E1BW98 A0A8V1ABC9 F1NLV4
map04727 GABAergic synapse,6,17,709,1633,0.81,0.6254099710356396,0.2,A0A8V0Y7Y9 A0A8V0ZZU2 A0A8V0XS64 E1BW98 A0A8V1ABC9 F1NLV4
map04728 Dopaminergic synapse,10,32,709,1633,0.72,0.2072332989291079,0.68,A0A8V0XB58 A0A8V0ZQN3 Q5ZM47 A0A1D5P2H5 A0A8V0Z5C6 A0A8V0XS64 E1BW98 A0A8V1ABC9 A0A1D5PIQ5 F1NLV4
map04730 Long-term depression,5,24,709,1633,0.48,0.03578620775872672,1.45,Q5ZM47 A0A1L1RPJ2 P08642 A0A8V0X354 A0A8V1ABC9
map04740 Olfactory transduction,3,8,709,1633,0.86,1.0,-0.0,A0A1D5P2H5 A0A8V0XB58 F1NLV4
map04744 Phototransduction,2,2,709,1633,2.3,0.1883532653723454,0.73,A0A1D5P2H5 F1NLV4
map04745 Phototransduction - fly,4,8,709,1633,1.15,0.7336163895520641,0.13,A0A8V0ZIN3 A0A1D5P2H5 A0A8V0XB58 A0A8V1ABC9
map04750 Inflammatory mediator regulation of TRP channels,8,26,709,1633,0.71,0.2330301685951348,0.63,A0A1D5PD64 A0A8V0YNC4 A0A8V0XB58 A0A8V0ZQN3 A0A1D5P2H5 A0A8V0Z5C6 A0A8V1ABC9 A0A1D5PIQ5
map04810 Regulation of actin cytoskeleton,34,75,709,1633,1.04,0.8116543652799739,0.09,A0A8V0YNC4 A0A8V0ZUI9 A0A8V0YY47 Q90WD0 A0A8V0ZD41 A0A1D5PIZ8 A0A8V0X5B9 Q5ZMV5 A0A8V0XMT9 E1BS97 P08642 A0A3S5ZPV2 A0A8V0Z5C6 A0A8V0X852 A0A1L1RM08 A0A8V1AAH7 A0A8V1A3U0 H9L0D7 A0A8V0Y5A6 A0A1D5PM19 Q5ZJ58 A0A8V0ZY87 A0A3Q2UAP0 Q9I946 A0A3Q2TU24 A0A8V0ZQN3 A0A1D5P655 A0A3Q2UGG0 P53488 A0A1L1RPJ2 A0A8V1AHP5 A0A8V0YDD6 A0A8V0ZIN3 A0A8V0Z153
map04910 Insulin signaling pathway,14,30,709,1633,1.07,0.7146782253517172,0.15,A0A8V0ZI29 A0A8V0ZQN3 A0A1D5P2H5 A0A8V0ZM20 A0A1L1RPJ2 P08642 E1BSN7 A0A8V0Z5C6 A0A8V0Z8R3 A0A8V0ZAI6 F1NUX4 A0A8V1ACT0 A0A1D5PP34 A0A8V0Z1Z1
map04911 Insulin secretion,6,16,709,1633,0.86,0.8012266545788067,0.1,A0A8V0XB58 A0A8V1AB67 A0A8V0XTC5 A0A8V0ZX92 A0A8V0ZX85 A0A8V1ABC9
map04912 GnRH signaling pathway,7,28,709,1633,0.58,0.05446228742997095,1.26,A0A1D5PD64 A0A8V0XB58 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V1ABC9 A0A1D5PIQ5
map04914 Progesterone-mediated oocyte maturation,3,16,709,1633,0.43,0.07268523425502607,1.14,A0A1L1RPJ2 A0A1D5PIQ5 A0A1D5PUL6
map04915 Estrogen signaling pathway,18,45,709,1633,0.92,0.7607334441478615,0.12,A0A1D5PFJ6 A0A8V1A8U0 A0A1D5PUL6 Q05744 O93256 A0A8V1A178 A0A8V0YXL9 A0A1D5PPN9 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A3Q2U9P1 A0A8V1A8T0 A0A8V0Y7A6 A0A8V0ZK24 A0A8V0ZQ00 A0A8V0Z8E9 A0A8V0ZVD2
map04916 Melanogenesis,9,26,709,1633,0.8,0.42803784905022424,0.37,A0A1D5NYE8 A0A8V1AG56 A0A8V0XB58 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V1ABC9 A0A8V0Y7A6 A0A8V0XYR2
map04917 Prolactin signaling pathway,5,14,709,1633,0.82,0.6017742555162975,0.22,A0A8V0YFT7 A0A1L1RPJ2 P08642 A0A1D5PIQ5 A0A8V1A7R0
map04918 Thyroid hormone synthesis,12,25,709,1633,1.11,0.6871252259990539,0.16,A0A8V0Y4Q2 A0A8V0YS93 A0A1L1RWR0 A0A1D5PPN9 A0A8V0XZQ2 A0A8V0XTC5 A0A8V0ZX92 A0A1I7Q422 A0A1D5NW68 A0A8V0ZX85 A0A8V1ABC9 A0A8V0XJ14
map04919 Thyroid hormone signaling pathway,15,31,709,1633,1.11,0.5877856390086431,0.23,A0A1D5NYE8 A0A8V0YFT7 A0A8V1A5Y9 A0A1L1RKB7 A0A1L1RPJ2 P08642 A0A8V0XTC5 A0A8V0ZX92 A0A8V0ZTG8 A0A8V0ZIN3 A0A8V0ZX85 A0A8V1ABC9 F1NUX4 A0A8V0Z5C2 A0A8V0XHN0
map04920 Adipocytokine signaling pathway,6,12,709,1633,1.15,0.7722869574171805,0.11,A0A8V0ZAL2 A0A8V1A8R0 A0A8V0Y7A6 A0A8V0X5E1 F1NUX4 A0A8V1A7R0
map04921 Oxytocin signaling pathway,12,34,709,1633,0.81,0.38461372673111255,0.41,A0A1D5PS29 A0A8V0XB58 A0A1L1RLN6 A0A8V0ZQN3 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V0Z5C6 A0A8V0XKR3 A0A8V0ZIN3 A0A8V1ABC9 A0A8V0Z153
map04922 Glucagon signaling pathway,10,20,709,1633,1.15,0.6514221038285317,0.19,A0A8V0XB58 E1BTT8 A0A1D5P2H5 Q5ZLN1 A0A1D5PEH3 A0A8V0ZAI6 P00337 E1BSN7 A0A8V0ZTG8 A0A8V0XHN0
map04923 Regulation of lipolysis in adipocytes,3,13,709,1633,0.53,0.1672006914641233,0.78,A0A8V1A8R0 A0A8V0X5E1 A0A1D5PK92
map04924 Renin secretion,4,18,709,1633,0.51,0.09272931050555494,1.03,A0A8V0XTT7 A0A1D5P2H5 A0A8V0XYR2 A0A8V0YC57
map04925 Aldosterone synthesis and secretion,8,21,709,1633,0.88,0.6646343540250391,0.18,A0A8V0XB58 A0A1D5P2H5 A0A8V0Y7A6 A0A8V0XTC5 A0A8V0XKR3 A0A8V0ZX92 A0A8V1ABC9 A0A8V0XTT7
map04926 Relaxin signaling pathway,14,45,709,1633,0.72,0.09570514093671008,1.02,A0A1D5PE57 A0A8V0XUJ8 A0A8V0YXL9 A0A1L1RPJ2 P08642 A0A8V0XS64 E1BW98 A0A8V0X354 A0A8V1ABC9 A0A8V0Z4M1 A0A1D5PIQ5 P01875 A0A8V0XYR2 F1NLV4
map04927 Cortisol synthesis and secretion,2,11,709,1633,0.42,0.12731792716941973,0.9,A0A8V0XTT7 A0A8V0Y7A6
"map04928 Parathyroid hormone synthesis, secretion and action",6,23,709,1633,0.6,0.13636182277571018,0.87,A0A8V0ZKI8 A0A8V1A9A7 A0A1L1RPJ2 A0A8V1AJV5 A0A8V1ABC9 A0A1D5PLP1
map04929 GnRH secretion,3,14,709,1633,0.49,0.11046418654548813,0.96,A0A1L1RPJ2 P08642 A0A8V1ABC9
"map04935 Growth hormone synthesis, secretion and action",9,32,709,1633,0.65,0.10382768638276833,0.98,A0A1D5PD64 A0A8V0YFT7 A0A1L1RPJ2 P08642 A0A8V0YEZ4 A0A8V1ABC9 F1NUX4 A0A1D5PIQ5 A0A8V1A7R0
map04960 Aldosterone-regulated sodium reabsorption,5,16,709,1633,0.72,0.44874828265466515,0.35,A0A8V0XTC5 A0A8V0ZX92 A0A8V0ZX85 A0A8V1ABC9 A0A8V0ZJ84
map04961 Endocrine and other factor-regulated calcium reabsorption,8,21,709,1633,0.88,0.6646343540250391,0.18,A0A8V1ABS2 A0A8V0YCH8 A0A8V0XTC5 A0A8V0ZX92 A0A1D5PL88 A0A8V0ZX85 A0A8V0Z9Y8 A0A8V1ABC9
map04962 Vasopressin-regulated water reabsorption,10,21,709,1633,1.1,0.8253343783378926,0.08,A0A8V0ZZU1 A0A8V1AJR8 A0A8V0YRF1 A0A8V0XK27 A0A8V0XJW7 A0A8V0ZZU2 A0A1D5PFB8 A0A8V0ZBP0 A0A8V0Z958 A0A8V0ZRT5
map04964 Proximal tubule bicarbonate reclamation,5,8,709,1633,1.44,0.3049602989229433,0.52,A0A1D5NT61 A0A8V0XTC5 A0A8V0ZX92 A0A8V0YLT1 A0A8V0ZX85
map04966 Collecting duct acid secretion,9,16,709,1633,1.3,0.3204992618296064,0.49,A0A1D5PCU0 F1NBW2 A0A8V0ZVE0 A0A8V0ZBC9 A0A1D5PP57 A0A8V0YLT1 A0A8V1AAC8 A0A8V0Y8W7 Q5ZHL0
map04970 Salivary secretion,9,25,709,1633,0.83,0.5440465553827873,0.26,A0A8V0ZLV3 A0A8V0XR98 A0A1D5P2H5 A0A8V0XTC5 A0A8V0ZX92 A0A8V0X354 A0A8V0ZX85 A0A8V1ABC9 A0A8V0XEL0
map04971 Gastric acid secretion,10,23,709,1633,1.0,1.0,-0.0,A0A8V0XB58 A0A1D5P2H5 A0A8V0ZY91 A0A8V0XTC5 A0A8V0YEZ4 A0A8V0ZX92 A0A8V0YLT1 A0A8V0ZIN3 A0A8V1ABC9 A0A8V0Z153
map04972 Pancreatic secretion,8,30,709,1633,0.61,0.06523419508201252,1.19,A0A8V0ZLV3 A0A8V0ZY91 A0A1L1RKB7 A0A8V0XTC5 A0A8V0ZX92 A0A8V0YLT1 A0A8V0ZX85 A0A8V1ABC9
map04973 Carbohydrate digestion and absorption,6,11,709,1633,1.26,0.5470078290937599,0.26,A0A8V0ZLV3 A0A8V0ZM20 A0A8V0XTC5 A0A8V0ZX92 A0A8V1A7V4 A0A8V0ZX85
map04974 Protein digestion and absorption,12,25,709,1633,1.11,0.6871252259990539,0.16,A0A8V1AFR2 A0A8V0ZY91 A0A8V0XTC5 A0A8V0YIC4 A0A8V0ZX92 A0A8V0ZX85 A0A1D5PE57 A0A8V0YA97 P01875 A0A8V0ZMD5 A0A8V0XXK8 P02460
map04975 Fat digestion and absorption,5,13,709,1633,0.89,0.7857259134556156,0.1,A0A8V0ZZN4 A0A8V0XV56 A0A8V0ZJT8 A0A8V0XE68 A0A8V0ZZT2
map04976 Bile secretion,5,15,709,1633,0.77,0.6023497858747384,0.22,A0A8V0XTC5 A0A8V0ZX92 A0A8V0YLT1 A0A8V0ZX85 A0A8V0Z249
map04977 Vitamin digestion and absorption,6,7,709,1633,1.97,0.04755635780442486,1.32,A0A8V0X783 A0A8V0ZZN4 A0A8V0XV56 A0A8V0ZZT2 A0A8V0ZQV5 E1C3J7
map04978 Mineral absorption,3,14,709,1633,0.49,0.11046418654548813,0.96,A0A8V0XTC5 A0A8V0ZX92 A0A8V0ZX85
map04979 Cholesterol metabolism,13,21,709,1633,1.43,0.1191554363320509,0.92,A0A8V1AGP0 P11602 A0A8V0ZHE8 A0A8V0Z0Y0 A0A8V0ZZN4 A0A8V1AEU3 A0A8V0X6S4 A0A8V0XV56 A0A8V0ZRU9 A0A8V0YBR3 A0A8V0YXU7 A0A8V0ZZT2 A0A8V0YXE7
