GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Molecular Function	hexosyltransferase activity	4	GO:0016758	27	74	329	2477	2.75	2.4467444147900004e-07	6.61	O12971 A0A8V0WZJ4 A0A8V0Y6W2 A0A8V0YS46 Q8AWB4 A0A1D5PA74 A0A1D5PJE0 A0A8V0XDL7 A0A8V0XT35 A0A8V0Y2E5 A0A8V0YYQ9 A0A8V0Z6S1 A0A8V0ZFH4 A0A8V0ZR84 A0A8V0ZW46 A0A8V0ZWH1 A0A8V0ZY61 A0A8V0ZYN6 A0A8V1A2F4 E1C2T4 F1NGB8 A0A8V0XQS7 A0A8V0Y8L6 A0A8V0Z0B9 A0A8V0ZBJ8 A0A8V0ZXC9 Q5ZIB0	1.4594316186372973
Molecular Function	UDP-glycosyltransferase activity	4	GO:0008194	24	65	329	2477	2.78	9.181474875323608e-07	6.04	O12971 A0A8V0WZJ4 A0A8V0Y6W2 A0A8V0YS46 A0A1D5PA74 A0A1D5PJE0 A0A8V0XT35 A0A8V0Y2E5 A0A8V0YYQ9 A0A8V0Z6S1 A0A8V0ZFH4 A0A8V0ZR84 A0A8V0ZW46 A0A8V0ZWH1 A0A8V0ZY61 A0A8V0ZYN6 A0A8V1A2F4 E1C2T4 F1NGB8 A0A8V0XQS7 A0A8V0Y8L6 A0A8V0Z0B9 A0A8V0ZBJ8 A0A8V0ZXC9	1.4750848829487826
Molecular Function	glycosyltransferase activity	3	GO:0016757	29	97	329	2477	2.25	1.0399521624976293e-05	4.98	O12971 A0A8V0WZJ4 A0A8V0Y6W2 A0A8V0YS46 Q8AWB4 A0A1D5PA74 A0A1D5PJE0 A0A8V0XDL7 A0A8V0XT35 A0A8V0Y2E5 A0A8V0YYQ9 A0A8V0Z6S1 A0A8V0ZFH4 A0A8V0ZR84 A0A8V0ZW46 A0A8V0ZWH1 A0A8V0ZY61 A0A8V0ZYN6 A0A8V1A2F4 A0A8V1ACQ8 E1C2T4 F1NGB8 A0A8V0XMA2 A0A8V0XQS7 A0A8V0Y8L6 A0A8V0Z0B9 A0A8V0ZBJ8 A0A8V0ZXC9 Q5ZIB0	1.1699250014423124
Molecular Function	acetylgalactosaminyltransferase activity	5	GO:0008376	10	21	329	2477	3.59	0.00013589756719992207	3.87	A0A8V0Y6W2 A0A1D5PA74 A0A1D5PJE0 A0A8V0XT35 A0A8V0Z6S1 A0A8V0ZWH1 A0A8V0ZY61 A0A8V1A2F4 E1C2T4 A0A8V0ZXC9	1.8439838440483265
Molecular Function	cytoskeletal motor activity	1	GO:0003774	14	37	329	2477	2.85	0.0001382409256494129	3.86	A0A1D5PBU5 A0A8V0XK27 A0A1D5P0X0 A0A8V0X370 A0A8V0XTW4 A0A8V0Y8G8 A0A8V0YVT3 A0A8V0Z4P8 A0A8V0Z6B9 A0A8V1A449 A0A8V1A6Y8 A0A8V1AM51 A0A8V0Y1N7 A0A8V0YG88	1.5109619192773793
Molecular Function	microtubule motor activity	2	GO:0003777	11	26	329	2477	3.19	0.00023156520256122724	3.64	A0A1D5PBU5 A0A8V0XK27 A0A8V0X370 A0A8V0XTW4 A0A8V0Y8G8 A0A8V0YVT3 A0A8V0Z4P8 A0A8V0Z6B9 A0A8V1A449 A0A8V1A6Y8 A0A8V1AM51	1.6735564239901446
Molecular Function	polypeptide N-acetylgalactosaminyltransferase activity	3	GO:0004653	7	12	329	2477	4.39	0.0002987901505158804	3.52	A0A8V0Y6W2 A0A1D5PJE0 A0A8V0XT35 A0A8V0Z6S1 A0A8V0ZWH1 A0A8V0ZY61 A0A8V1A2F4	2.1342209397606333
Molecular Function	heparan sulfate N-acetylglucosaminyltransferase activity	6	GO:0042328	4	4	329	2477	7.53	0.0003063257806055089	3.51	A0A8V0YS46 F1NGB8 A0A8V0Y8L6 A0A8V0ZBJ8	2.9126498648972037
Molecular Function	minus-end-directed microtubule motor activity	3	GO:0008569	6	9	329	2477	5.02	0.00031058014785620105	3.51	A0A8V0XK27 A0A8V0X370 A0A8V0Y8G8 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V1AM51	2.327687364176047
Molecular Function	extracellular matrix structural constituent	2	GO:0005201	13	37	329	2477	2.65	0.0005608176391730395	3.25	F1NSM7 A0A8V0XRC4 P33005 A0A8V0YDD6 A0A8V0YDT4 A0A8V0ZBR8 A0A8V0ZGF6 A0A8V1A9U7 A0A8V1AFR2 A0A1D5PE57 A0A8V0XXK8 A0A8V0Y0F3 A0A8V0Y290	1.4059923596758368
Molecular Function	dynein light intermediate chain binding	3	GO:0051959	7	13	329	2477	4.05	0.0005741933803522468	3.24	A0A8V0XK27 A0A8V0X370 A0A8V0Y8G8 A0A8V0Z6B9 A0A8V1A6Y8 A0A8V1AM51 Q5ZHX2	2.017921907997262
Molecular Function	glucuronosyltransferase activity	5	GO:0015020	6	10	329	2477	4.52	0.0006900674721391856	3.16	A0A8V0WZJ4 A0A1D5PA74 A0A8V0YYQ9 A0A8V0ZFH4 A0A8V0Y8L6 A0A8V0ZBJ8	2.176322772640463
