GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Biological Process	regulation of mRNA catabolic process	6	GO:0061013	21	27	1121	2734	1.9	0.00011683052695366699	3.93	A0A1D5PIQ5 Q00649 A0A1D5P8H7 A0A1D5PFJ6 Q5ZLQ6 A0A8V0YD10 A0A8V0Z438 A0A8V0Z4J0 A0A8V0Z4M1 A0A8V1ABC8 A0A8V1ABC9 A0A8V1ACS0 A0A8V0XGL8 A0A8V0XYP5 A0A8V0Y879 A0A8V0YV00 A0A8V0Z1X8 A0A8V0Z784 A0A8V0ZE30 A0A8V0ZL52 A0A8V1ABY0	0.925999418556223
Biological Process	positive regulation of telomere maintenance	7	GO:0032206	12	13	1121	2734	2.25	0.00017684721394893674	3.75	A0A1D5NYE8 Q5F411 Q5ZMG9 A0A8V0Y814 A0A8V0Y9D6 A0A8V0YCP2 A0A8V0YYI8 A0A8V1AED9 A0A8V1AJS6 Q9I8D6 A0A3Q2U3U3 A0A8V0ZZC8	1.1699250014423124
Biological Process	oxidative phosphorylation	7	GO:0006119	38	59	1121	2734	1.57	0.00026769826297194264	3.57	A0A8V0Z1D6 P18944 A0A8V0Z310 Q9YH14 A0A1D5NW93 A0A1D5P0U8 A0A1D5PC99 A0A1D5PN54 A0A1D5PNM0 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YW57 A0A8V0YWM3 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZI98 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AH40 E1C658 A0A3Q2UJ64 A0A8V0YZL1 A0A8V0ZDK9 A0A8V0ZRZ8 A0A8V1A3B4 R4GGZ2	0.6507645591169023
Biological Process	regulation of mRNA metabolic process	6	GO:1903311	33	53	1121	2734	1.52	0.0017904479161685084	2.75	A0A1D5PIQ5 A0A3S5ZPN3 Q00649 A0A1D5P8H7 A0A1D5PFJ6 Q5ZLQ6 A0A8V0YD10 A0A8V0YEN4 A0A8V0YJ71 A0A8V0YUW3 A0A8V0YZ41 A0A8V0Z438 A0A8V0Z4J0 A0A8V0Z4M1 A0A8V1ABC8 A0A8V1ABC9 A0A8V1ACS0 E1BTG1 A0A1D5NXB3 A0A3Q2U3U3 A0A8V0XGL8 A0A8V0XXW6 A0A8V0XYP5 A0A8V0Y879 A0A8V0YV00 A0A8V0Z1X8 A0A8V0Z784 A0A8V0Z9Y2 A0A8V0ZE30 A0A8V0ZL52 A0A8V0ZX20 A0A8V1A1S6 A0A8V1ABY0	0.6040713236688608
Biological Process	regulation of telomere maintenance via telomerase	7	GO:0032210	12	15	1121	2734	1.95	0.002779632743146301	2.56	A0A1D5NYE8 Q5F411 Q5ZMG9 A0A8V0Y814 A0A8V0Y9D6 A0A8V0YCP2 A0A8V0YYI8 A0A8V1AED9 A0A8V1AJS6 Q9I8D6 A0A8V0XYP5 A0A8V0ZZC8	0.963474123974886
Biological Process	regulation of telomere maintenance via telomere lengthening	7	GO:1904356	13	17	1121	2734	1.87	0.004783989994767725	2.32	A0A1D5NYE8 Q5F411 Q5ZMG9 A0A8V0Y814 A0A8V0Y9D6 A0A8V0YCP2 A0A8V0YYI8 A0A8V1AED9 A0A8V1AJS6 Q9I8D6 A0A3Q2U3U3 A0A8V0XYP5 A0A8V0ZZC8	0.903038270112912
Biological Process	positive regulation of chromosome organization	7	GO:2001252	23	36	1121	2734	1.56	0.00601830279701962	2.22	A0A1D5NYE8 A0A8V0X354 A0A8V1A9R2 Q5F411 Q5ZMG9 A0A1D5P770 A0A1D5P8I3 A0A1D5PNL3 A0A8V0Y814 A0A8V0Y9D6 A0A8V0YCP2 A0A8V0YYI8 A0A8V0Z4M1 A0A8V0ZDK0 A0A8V1AED9 A0A8V1AJS6 Q9I8D6 A0A3Q2U3U3 A0A8V0X5U3 A0A8V0X9X8 A0A8V0XYP5 A0A8V0ZZC8 A0A8V1AFC3	0.6415460290875237
Biological Process	regulation of DNA biosynthetic process	6	GO:2000278	18	27	1121	2734	1.63	0.009373902758597912	2.03	A0A1D5NYE8 Q5ZHZ0 Q5F411 Q5ZMG9 A0A1D5PUL6 A0A3Q2U7H6 A0A8V0Y814 A0A8V0Y9D6 A0A8V0YCP2 A0A8V0YYI8 A0A8V0Z4M1 A0A8V1AED9 A0A8V1AJS6 Q9I8D6 A0A3Q2U3U3 A0A8V0XYP5 A0A8V0ZZC8 A0A8V1AI10	0.7048719644563528
Biological Process	peptidyl-cysteine modification	6	GO:0018198	7	8	1121	2734	2.13	0.009904614852684266	2.0	A0A8V0Z1D6 P00356 A0A8V0X354 Q1KME6 A0A1D5PBY3 A0A3Q2TYT2 Q5ZLC9	1.0908534304511135
Biological Process	postreplication repair	6	GO:0006301	9	11	1121	2734	2.0	0.010071538421469075	2.0	A0A3Q2TTB3 A0A1D5NTY5 A0A1D5PNL3 A0A8V0YW57 A0A8V0Z4J0 A0A8V1ACS0 A0A8V0XNV9 A0A8V0YI20 A0A8V1AJ90	1.0
Biological Process	regulation of telomere maintenance	6	GO:0032204	14	20	1121	2734	1.71	0.010879452411418772	1.96	A0A1D5NYE8 P13648 Q5F411 Q5ZMG9 A0A8V0Y814 A0A8V0Y9D6 A0A8V0YCP2 A0A8V0YYI8 A0A8V1AED9 A0A8V1AJS6 Q9I8D6 A0A3Q2U3U3 A0A8V0XYP5 A0A8V0ZZC8	0.7739963251111731
Biological Process	sperm mitochondrion organization	6	GO:0030382	5	5	1121	2734	2.44	0.011527775611836351	1.94	A0A3Q2UHM4 A0A8V0YT63 A0A8V0ZHE8 A0A8V1AKZ9 A0A8V0YXU7	1.2868811477881614
Biological Process	positive regulation of DNA biosynthetic process	7	GO:2000573	16	24	1121	2734	1.63	0.012176166467133872	1.91	A0A1D5NYE8 Q5ZHZ0 Q5F411 Q5ZMG9 A0A1D5PUL6 A0A3Q2U7H6 A0A8V0Y814 A0A8V0Y9D6 A0A8V0YCP2 A0A8V0YYI8 A0A8V0Z4M1 A0A8V1AED9 A0A8V1AJS6 Q9I8D6 A0A3Q2U3U3 A0A8V0ZZC8	0.7048719644563528
Biological Process	acylglycerol catabolic process	6	GO:0046464	8	10	1121	2734	1.95	0.0194825274680544	1.71	P11602 A0A8V0XV56 A0A8V0Y513 A0A8V0Y9F8 A0A8V0ZZN4 A0A8V0ZZT2 A0A1D5PK92 A0A8V1AEU3	0.963474123974886
Biological Process	regulation of cardiac muscle tissue growth	6	GO:0055021	9	12	1121	2734	1.83	0.019837021181082524	1.7	A0A1D5PIQ5 Q5ZHZ0 Q5ZMJ6 A0A8V0X5B9 A0A8V0XYR2 A0A8V0Z756 A0A8V1AK88 A0A8V0XXK8 A0A8V1A3I2	0.8718436485093178
Biological Process	positive regulation of telomerase activity	6	GO:0051973	9	12	1121	2734	1.83	0.019837021181082524	1.7	A0A1D5NYE8 Q5ZMG9 A0A1D5PUL6 A0A3Q2U7H6 A0A8V0Y9D6 A0A8V0YCP2 Q9I8D6 A0A3Q2U3U3 A0A8V0ZZC8	0.8718436485093178
Biological Process	negative regulation of microtubule polymerization	7	GO:0031115	6	7	1121	2734	2.09	0.02143845994476241	1.67	P14315 P32882 Q5ZLC7 A0A1D5PBU5 A0A3Q2U9P1 A0A3Q2U4G6	1.063502942306158
Biological Process	aerobic electron transport chain	6	GO:0019646	6	7	1121	2734	2.09	0.02143845994476241	1.67	P18944 A0A8V0XW68 A0A8V0YCL9 A0A8V0Z2Y8 A0A8V0ZC01 A0A8V0ZU95	1.063502942306158
Biological Process	mitochondrial electron transport, cytochrome c to oxygen	7	GO:0006123	6	7	1121	2734	2.09	0.02143845994476241	1.67	P18944 A0A8V0XW68 A0A8V0YCL9 A0A8V0Z2Y8 A0A8V0ZC01 A0A8V0ZU95	1.063502942306158
Biological Process	cardiac conduction	7	GO:0061337	10	14	1121	2734	1.74	0.027469657547234794	1.56	A0A8V0ZY91 A0A8V0X829 A0A8V0XB58 A0A8V0XCI3 A0A8V0XTC5 A0A8V0ZBX0 A0A8V0ZX92 A0A8V0XWR2 A0A8V0Y4B7 A0A8V1AHK4	0.7990873060740036
