GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Molecular Function	RNA binding	4	GO:0003723	94	196	682	2477	1.74	2.096559014230228e-10	9.68	A0A3S5ZPN3 A0A8V0Z1D6 P42558 Q5ZL72 A0A1D5PPN9 Q5ZHZ0 A0A1D5PFJ6 A0A3Q2TSP8 A0A8V0X4M9 A0A8V0ZC55 A0A8V0ZEK6 F1NN16 P41125 P84172 Q5F411 Q6ITC7 A0A1D5P3B1 A0A1D5P8I3 A0A1D5PS29 A0A1D5PUL6 A0A1D5PYQ3 A0A1L1RX26 A0A1L1S0X5 A0A3Q2U0S7 A0A8V0X6Y3 A0A8V0X895 A0A8V0XBW1 A0A8V0XJK4 A0A8V0XRD5 A0A8V0XUD0 A0A8V0XXX0 A0A8V0XY40 A0A8V0XZ63 A0A8V0Y121 A0A8V0Y9L1 A0A8V0YD10 A0A8V0YJ71 A0A8V0YR80 A0A8V0YUW3 A0A8V0YZ41 A0A8V0ZBR5 A0A8V0ZCS2 A0A8V0ZD41 A0A8V0ZE87 A0A8V0ZEW0 A0A8V0ZGP2 A0A8V0ZH29 A0A8V0ZL98 A0A8V0ZUX8 A0A8V1A0R9 A0A8V1A7D7 A0A8V1ABS2 A0A8V1AEW4 A0A8V1AHP5 A0A8V1APZ6 E1BTG1 E1C2C3 F1NAC8 F1NDP5 F1NIX0 F1NJU7 R4GGJ0 A0A1D5NXB3 A0A1D5P7R1 A0A3Q2U3U3 A0A3Q2UCR0 A0A8V0X0T6 A0A8V0X2T8 A0A8V0X7S3 A0A8V0XRE7 A0A8V0XYP5 A0A8V0YFB1 A0A8V0YG12 A0A8V0YGA1 A0A8V0YJ12 A0A8V0YM29 A0A8V0YQZ5 A0A8V0YUR4 A0A8V0YV00 A0A8V0YV66 A0A8V0Z1X8 A0A8V0Z4U8 A0A8V0Z784 A0A8V0Z9Y2 A0A8V0ZCN4 A0A8V0ZNG4 A0A8V0ZX20 A0A8V0ZY56 A0A8V1A0C9 A0A8V1A3Y5 A0A8V1A9M2 A0A8V1ABY0 A0A8V1AFZ6 E1C4N0	0.7990873060740036
Molecular Function	nucleic acid binding	3	GO:0003676	111	263	682	2477	1.53	7.404751762712767e-08	7.13	A0A1L1RKB7 A0A3S5ZPN3 A0A8V0Z1D6 F1NPA9 P42558 P84229 Q5ZL72 A0A1D5PPN9 Q5ZHZ0 A0A1D5PFJ6 A0A3Q2TSP8 A0A8V0X4M9 A0A8V0ZC55 A0A8V0ZEK6 F1NN16 P41125 P84172 Q5F411 Q6ITC7 A0A1D5P3B1 A0A1D5P8I3 A0A1D5PS29 A0A1D5PUL6 A0A1D5PYQ3 A0A1L1RX26 A0A1L1S0X5 A0A3Q2TZD8 A0A3Q2U0S7 A0A8V0X6Y3 A0A8V0X7N6 A0A8V0X895 A0A8V0XBW1 A0A8V0XGQ4 A0A8V0XJK4 A0A8V0XRD5 A0A8V0XUD0 A0A8V0XXX0 A0A8V0XY40 A0A8V0XZ63 A0A8V0Y121 A0A8V0Y5A6 A0A8V0Y9L1 A0A8V0YD10 A0A8V0YFT7 A0A8V0YJ71 A0A8V0YR80 A0A8V0YUW3 A0A8V0YZ41 A0A8V0ZBR5 A0A8V0ZCS2 A0A8V0ZD41 A0A8V0ZE87 A0A8V0ZEW0 A0A8V0ZGP2 A0A8V0ZH29 A0A8V0ZL98 A0A8V0ZUX8 A0A8V0ZWX1 A0A8V1A0R9 A0A8V1A108 A0A8V1A7D7 A0A8V1ABS2 A0A8V1AEW4 A0A8V1AGD6 A0A8V1AHP5 A0A8V1APZ6 E1BTG1 E1C2C3 F1NAC8 F1NDP5 F1NIX0 F1NJU7 R4GGJ0 A0A1D5NW68 A0A1D5NXB3 A0A1D5P7C6 A0A1D5P7R1 A0A1L1RP66 A0A3Q2U3U3 A0A3Q2UCR0 A0A8V0X0T6 A0A8V0X2T8 A0A8V0X7S3 A0A8V0XHV8 A0A8V0XJ14 A0A8V0XRE7 A0A8V0XYP5 A0A8V0YFB1 A0A8V0YG12 A0A8V0YGA1 A0A8V0YJ12 A0A8V0YM29 A0A8V0YQZ5 A0A8V0YUR4 A0A8V0YV00 A0A8V0YV66 A0A8V0Z1X8 A0A8V0Z4U8 A0A8V0Z784 A0A8V0Z9Y2 A0A8V0ZCN4 A0A8V0ZNG4 A0A8V0ZS72 A0A8V0ZX20 A0A8V0ZY56 A0A8V1A0C9 A0A8V1A3Y5 A0A8V1A9M2 A0A8V1ABY0 A0A8V1AFZ6 E1C4N0	0.6135316529179271
Molecular Function	structural molecule activity	1	GO:0005198	86	204	682	2477	1.53	2.6104411119517976e-06	5.58	A0A1D5PM19 F1NPA9 P00789 P14448 P09244 P13648 P50890 A0A1D5NU82 A0A8V0X4M9 A0A8V0ZC55 F1NN16 O93256 P41125 P53488 Q6ITC7 Q90WD0 A0A1D5P3B1 A0A1D5P797 A0A1D5PL88 A0A1D5PMT8 A0A1L1RIY4 A0A1L1S0X5 A0A3Q2U596 A0A3Q3A7P6 A0A8V0X7H3 A0A8V0XB82 A0A8V0XJK4 A0A8V0XXX0 A0A8V0XZ15 A0A8V0Y699 A0A8V0YCH8 A0A8V0YJX3 A0A8V0YR80 A0A8V0Z1Z1 A0A8V0Z794 A0A8V0Z7V7 A0A8V0Z891 A0A8V0ZBX0 A0A8V0ZE87 A0A8V0ZEY1 A0A8V0ZGP2 A0A8V0ZJP1 A0A8V0ZL98 A0A8V0ZNA1 A0A8V0ZQ00 A0A8V0ZUX8 A0A8V0ZYC2 A0A8V1A3U0 A0A8V1A9H2 A0A8V1ABS2 A0A8V1ACV7 A0A8V1AKZ9 E1BTG1 F1NH93 F1NIX0 Q5ZMV5 R4GGJ0 A0A1L1RLN6 A0A3Q2U4G6 A0A8V0WZB7 A0A8V0X207 A0A8V0XJD2 A0A8V0XRE7 A0A8V0XYK6 A0A8V0Y0I0 A0A8V0Y2J9 A0A8V0Y4B7 A0A8V0YIZ9 A0A8V0YKT5 A0A8V0YS27 A0A8V0YV00 A0A8V0YV66 A0A8V0Z0W8 A0A8V0Z4U8 A0A8V0ZCX6 A0A8V0ZK24 A0A8V0ZPS9 A0A8V0ZZC5 A0A8V1A2W0 A0A8V1A3F3 A0A8V1A3Y0 A0A8V1A472 A0A8V1A8R2 A0A8V1A8T0 A0A8V1A9M2 E1C4N0	0.6135316529179271
Molecular Function	structural constituent of ribosome	2	GO:0003735	30	53	682	2477	2.06	7.114465502053423e-06	5.15	F1NPA9 P50890 F1NN16 P41125 Q6ITC7 A0A1D5P3B1 A0A1D5PMT8 A0A1L1S0X5 A0A3Q3A7P6 A0A8V0XJK4 A0A8V0XXX0 A0A8V0YR80 A0A8V0Z1Z1 A0A8V0Z891 A0A8V0ZE87 A0A8V0ZGP2 A0A8V0ZJP1 A0A8V0ZL98 A0A8V0ZNA1 A0A8V0ZUX8 E1BTG1 F1NH93 F1NIX0 R4GGJ0 A0A8V0XRE7 A0A8V0YV66 A0A8V0Z4U8 A0A8V1A8R2 A0A8V1A9M2 E1C4N0	1.0426443374084937
Molecular Function	mRNA binding	5	GO:0003729	38	76	682	2477	1.82	3.556181737462534e-05	4.45	A0A3S5ZPN3 A0A8V0Z1D6 A0A8V0X4M9 A0A8V0ZC55 F1NN16 Q5F411 Q6ITC7 A0A1D5P8I3 A0A1D5PUL6 A0A1L1RX26 A0A3Q2U0S7 A0A8V0XBW1 A0A8V0XJK4 A0A8V0XXX0 A0A8V0YD10 A0A8V0YJ71 A0A8V0YZ41 A0A8V0ZE87 A0A8V0ZEW0 A0A8V0ZH29 A0A8V0ZUX8 A0A8V1AHP5 E1C2C3 A0A1D5NXB3 A0A3Q2U3U3 A0A3Q2UCR0 A0A8V0XYP5 A0A8V0YGA1 A0A8V0YJ12 A0A8V0YM29 A0A8V0YV00 A0A8V0Z1X8 A0A8V0Z784 A0A8V0Z9Y2 A0A8V0ZY56 A0A8V1A0C9 A0A8V1ABY0 A0A8V1AFZ6	0.8639384504239717
Molecular Function	adenyl ribonucleotide binding	5	GO:0032559	47	107	682	2477	1.6	0.00022297992472100433	3.65	A0A1D5PIQ5 A0A1D5PM19 A0A1L1RKB7 A0A8V0Y4M6 A0A1D5PFJ6 A0A1L1RPJ2 A0A452J806 A0A8V0XHN0 A0A8V0Y492 A0A8V0YB71 A0A8V0ZEK6 A0A8V0ZM20 A0A8V0ZTG8 A0A1D5NT61 A0A1D5NTY5 A0A1D5P179 A0A1D5PA08 A0A1D5PN54 A0A1D5PPF8 A0A1D5PUL6 A0A3Q2U9P1 A0A3Q2U9U9 A0A8V0XVT5 A0A8V0XY40 A0A8V0Y121 A0A8V0YBU4 A0A8V0YHD4 A0A8V0YTC2 A0A8V0YZ41 A0A8V0Z8R3 A0A8V0ZAI6 A0A8V0ZT56 A0A8V0ZV32 A0A8V0ZX92 A0A8V1A624 A0A8V1A7D7 A0A8V1ACT0 A0A8V1AE58 A0A8V1AHP5 A0A8V1AMB6 A0A1D5PD57 A0A8V0XW93 A0A8V0XYP5 A0A8V0YV00 A0A8V0Z2X9 A0A8V0Z8E9 A0A8V1A992	0.6780719051126377
Molecular Function	adenyl nucleotide binding	6	GO:0030554	48	111	682	2477	1.57	0.0002928594863535195	3.53	A0A1D5PIQ5 A0A1D5PM19 A0A1L1RKB7 A0A8V0Y4M6 A0A1D5PFJ6 A0A1L1RPJ2 A0A452J806 A0A8V0XHN0 A0A8V0Y492 A0A8V0YB71 A0A8V0ZEK6 A0A8V0ZM20 A0A8V0ZTG8 A0A1D5NT61 A0A1D5NTY5 A0A1D5P179 A0A1D5PA08 A0A1D5PN54 A0A1D5PPF8 A0A1D5PUL6 A0A3Q2U9P1 A0A3Q2U9U9 A0A8V0XTL7 A0A8V0XVT5 A0A8V0XY40 A0A8V0Y121 A0A8V0YBU4 A0A8V0YHD4 A0A8V0YTC2 A0A8V0YZ41 A0A8V0Z8R3 A0A8V0ZAI6 A0A8V0ZT56 A0A8V0ZV32 A0A8V0ZX92 A0A8V1A624 A0A8V1A7D7 A0A8V1ACT0 A0A8V1AE58 A0A8V1AHP5 A0A8V1AMB6 A0A1D5PD57 A0A8V0XW93 A0A8V0XYP5 A0A8V0YV00 A0A8V0Z2X9 A0A8V0Z8E9 A0A8V1A992	0.6507645591169023
Molecular Function	catalytic activity, acting on RNA	3	GO:0140098	26	50	682	2477	1.89	0.00030111464281056606	3.52	A0A3S5ZPN3 F1NYI3 Q5ZHZ0 A0A3Q2TSP8 A0A8V0ZEK6 E1C2Z5 A0A1L1RRY6 A0A3Q2U0S7 A0A8V0X6Y3 A0A8V0X895 A0A8V0XT65 A0A8V0XY40 A0A8V0XZ63 A0A8V0Y121 A0A8V0Y207 A0A8V0YH08 A0A8V0YJ71 A0A8V0YUW3 A0A8V0YZ41 A0A8V0ZEB2 A0A8V0ZEW0 A0A8V0ZWY9 A0A8V1A7D7 A0A8V1A7Y9 A0A8V1AAU9 F1NJU7	0.9183862344463478
Molecular Function	3-hydroxyacyl-CoA dehydrogenase activity	5	GO:0003857	6	6	682	2477	3.63	0.00042875027127280905	3.37	A0A8V0Y492 A0A8V0YB71 A0A8V0Z420 A0A8V0XIM8 A0A1D5NWL9 A0A8V0X2T8	1.859969548221026
Molecular Function	oxidoreductase activity, acting on CH-OH group of donors	3	GO:0016614	25	49	682	2477	1.85	0.0005147596742767309	3.29	A0A1D5PSI2 A0A8V1AKL9 E1BVD1 P00337 A0A1D5P8I7 A0A8V0Y492 A0A8V0YB71 A0A8V0YS74 A0A8V0Z420 E1BTT8 E1BVT3 A0A1D5P770 A0A1D5P9I3 A0A8V0X548 A0A8V0XIM8 A0A8V0XM79 A0A8V0ZJ84 A0A8V1ABW1 F1NCA2 A0A1D5NWL9 A0A8V0X2T8 A0A8V0X4A3 A0A8V0XK42 A0A8V0Z5M1 A0A8V0ZF25	0.8875252707415875
