GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Molecular Function	protein folding chaperone	1	GO:0044183	10	14	682	2477	2.59	0.0007690659966082012	3.11	Q5ZL72 Q5F411 Q5ZMG9 A0A1D5PB69 A0A8V0Y814 A0A8V0YCP2 A0A8V0YYI8 A0A8V1AED9 A0A8V1AJS6 Q9I8D6	1.372952097911829
Molecular Function	actin binding	4	GO:0003779	45	106	682	2477	1.54	0.0007748683385812794	3.11	A0A1D5PM19 P14315 Q9PW72 H9L0D7 A0A8V0XMT9 Q90WD0 A0A1D5P797 A0A1D5PS29 A0A1D5Q032 A0A3S5ZPV2 A0A8V0X6I8 A0A8V0XCT6 A0A8V0XTR4 A0A8V0Y5A6 A0A8V0Y699 A0A8V0YDF1 A0A8V0YVI8 A0A8V0YY47 A0A8V0Z7V7 A0A8V0Z8Y2 A0A8V0ZD41 A0A8V0ZVE0 A0A8V0ZYC2 A0A8V0ZZ99 A0A8V1A3U0 A0A8V1A9H2 A0A8V1AAK7 A0A8V1AHP5 C7G537 O93277 Q5ZMV5 A0A1D5NYG3 A0A1D5P3P3 A0A1L1RWS8 A0A3Q2U4G6 A0A8V0WZB7 A0A8V0XJD2 A0A8V0XKL1 A0A8V0XYP5 A0A8V0Y0I0 A0A8V0Y126 A0A8V0ZCX6 A0A8V1A1U8 A0A8V1A472 A0A8V1A992	0.6229303509201767
Molecular Function	TBP-class protein binding	5	GO:0017025	8	10	682	2477	2.91	0.000828314742368046	3.08	A0A8V0Y2X7 A0A8V0YCT6 A0A8V0Z3K2 A0A8V1AE58 F1NU79 A0A1L1RP66 A0A8V0YJ12 A0A8V0ZH96	1.541019153133559
Molecular Function	ligase activity, forming carbon-oxygen bonds	3	GO:0016875	12	19	682	2477	2.29	0.001194405563085925	2.92	A0A3Q2TSP8 A0A8V0ZEK6 E1C2Z5 A0A8V0XY40 A0A8V0Y121 A0A8V0Y207 A0A8V0YH08 A0A8V0ZWY9 A0A8V1A7D7 A0A8V1A7Y9 A0A8V1AAU9 F1NJU7	1.1953475983222193
Molecular Function	aminoacyl-tRNA ligase activity	4	GO:0004812	12	19	682	2477	2.29	0.001194405563085925	2.92	A0A3Q2TSP8 A0A8V0ZEK6 E1C2Z5 A0A8V0XY40 A0A8V0Y121 A0A8V0Y207 A0A8V0YH08 A0A8V0ZWY9 A0A8V1A7D7 A0A8V1A7Y9 A0A8V1AAU9 F1NJU7	1.1953475983222193
Molecular Function	translation factor activity, RNA binding	3	GO:0008135	18	33	682	2477	1.98	0.001195727030059346	2.92	A0A8V0X4M9 A0A8V0ZC55 P84172 A0A1D5PS29 A0A1D5PYQ3 A0A1L1RX26 A0A8V0XBW1 A0A8V0XUD0 A0A8V0Y9L1 A0A8V0YUW3 A0A8V0ZBR5 A0A8V0ZCS2 A0A8V0ZH29 A0A8V0X0T6 A0A8V0X7S3 A0A8V0YV00 A0A8V0ZCN4 A0A8V1A3Y5	0.9855004303048849
Molecular Function	structural constituent of cytoskeleton	2	GO:0005200	20	38	682	2477	1.91	0.0013762591815115258	2.86	P09244 A0A1D5NU82 O93256 P53488 Q90WD0 A0A1D5P797 A0A8V0Y699 A0A8V0Z794 A0A8V0ZQ00 A0A8V0ZYC2 A0A8V1A3U0 A0A8V1A9H2 A0A8V1ACV7 Q5ZMV5 A0A8V0XYK6 A0A8V0Y0I0 A0A8V0Y4B7 A0A8V0Z0W8 A0A8V0ZK24 A0A8V1A8T0	0.9335726382610239
Molecular Function	proteasome-activating activity	2	GO:0036402	5	5	682	2477	3.63	0.0015655401338056571	2.81	A0A8V0Y2X7 A0A8V0Z3K2 F1NU79 A0A1L1RP66 A0A8V0ZH96	1.859969548221026
Molecular Function	proton transmembrane transporter activity	5	GO:0015078	18	34	682	2477	1.92	0.0016387639809435424	2.79	P18944 A0A1D5PP57 F1NBW2 A0A1D5NW93 A0A1D5PN54 A0A8V0XW68 A0A8V0Y9K6 A0A8V0YCL9 A0A8V0YP51 A0A8V0ZC01 A0A8V0ZU95 A0A8V1A624 A0A8V1A840 A0A8V1AAC8 E1C658 A0A8V0X4A3 A0A8V0X6I3 A0A8V0Y8W7	0.9411063109464315
Molecular Function	ATP binding	5	GO:0005524	37	86	682	2477	1.56	0.001919392928509414	2.72	A0A1D5PIQ5 A0A1D5PM19 A0A1L1RKB7 A0A1D5PFJ6 A0A1L1RPJ2 A0A452J806 A0A8V0XHN0 A0A8V0ZEK6 A0A8V0ZM20 A0A8V0ZTG8 A0A1D5NTY5 A0A1D5P179 A0A1D5PA08 A0A1D5PN54 A0A1D5PPF8 A0A1D5PUL6 A0A3Q2U9P1 A0A3Q2U9U9 A0A8V0XY40 A0A8V0Y121 A0A8V0YBU4 A0A8V0YTC2 A0A8V0YZ41 A0A8V0ZAI6 A0A8V0ZV32 A0A8V0ZX92 A0A8V1A624 A0A8V1A7D7 A0A8V1AE58 A0A8V1AHP5 A0A8V1AMB6 A0A1D5PD57 A0A8V0XW93 A0A8V0XYP5 A0A8V0YV00 A0A8V0Z8E9 A0A8V1A992	0.6415460290875237
