KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map04015 Rap1 signaling pathway,23,56,682,1633,0.98,1.0,-0.0,A0A8V0XD22 A0A8V0Y0T2 A0A3Q2U0G2 A0A8V0Z8U4 A0A8V0YR59 A0A8V0YWW2 Q90694 A0A8V0X5B9 A0A1D5P6T3 A0A1D5PD64 A0A1D5NZL7 A0A8V0X163 A0A8V0XY43 Q0PVE4 A0A3Q2U1A5 A0A3Q3ACS4 A0A8V0Y699 A0A8V1ABC9 Q9I946 A0A1D5NYE8 A0A1D5P1T0 A0A8V0XRQ6 A0A1D5PIQ5
map04020 Calcium signaling pathway,23,57,682,1633,0.97,0.8916993795379231,0.05,A0A8V0XD22 A0A3Q2U0G2 E1BS74 A0A8V0XKR3 A0A8V0YR59 A0A8V0YXU7 A0A8V0X5B9 A0A1L1RWI9 A0A8V0ZHE8 A0A1D5NZL7 A0A8V0XEJ5 A0A1D5P1F1 A0A8V0XY43 A0A8V0XB58 A0A1L1RKB7 A0A8V0X354 A0A1D5NWP2 A0A8V1ABC9 A0A8V0XA34 Q9I946 A0A8V0Y644 A0A8V0XKX6 Q5ZLG7
map04022 cGMP-PKG signaling pathway,15,35,682,1633,1.03,1.0,-0.0,A0A1D5P6T3 A0A8V0ZHE8 A0A1D5NZL7 A0A8V0YNC4 A0A3Q2U0G2 A0A1L1RKB7 Q5ZLG7 A0A8V1A640 A0A8V0XTC5 A0A8V0Z5C6 A0A8V0XE48 A0A8V0ZX92 A0A8V0YXU7 A0A8V0XY43 A0A8V0YC57
map04024 cAMP signaling pathway,14,36,682,1633,0.93,0.8646118551450085,0.06,A0A1L1RWI9 A0A8V0XB58 A0A8V0Z8U4 A0A1L1RKB7 A0A3Q3ACS4 A0A8V1A640 A0A8V0XTC5 A0A8V0Z5C6 A0A8V0XE48 A0A8V0ZX92 A0A8V0X5E1 A0A8V0XY43 A0A8V0XYR2 A0A8V0YC57
map04060 Cytokine-cytokine receptor interaction,11,26,682,1633,1.01,1.0,-0.0,A0A8V0ZMM6 A0A8V0YSE9 A0A8V0Y652 E1C733 A0A8V0ZHP3 A0A8V1A134 A0A8V1AAN2 O42220 A0A8V0YLX6 A0A8V0Z0M2 K9JA28
map04061 Viral protein interaction with cytokine and cytokine receptor,5,8,682,1633,1.5,0.2902037391838177,0.54,A0A8V0ZMM6 A0A8V0Y652 E1C733 A0A8V0ZHP3 A0A8V0Z0M2
map04062 Chemokine signaling pathway,15,45,682,1633,0.8,0.28460454904153265,0.55,A0A8V0ZTS7 A0A8V0ZMM6 A0A1D5NZL7 A0A8V0YFT7 A0A8V0XY43 A0A8V1A9R2 R4GKD1 E1C733 A0A3Q2U0G2 A0A8V0Z8U4 A0A8V0WZH6 A0A3Q3ACS4 A0A8V0XE48 A0A8V0ZVX9 Q90694
map04064 NF-kappa B signaling pathway,11,25,682,1633,1.05,0.8402353298997439,0.08,A0A8V0ZMM6 A0A8V0XKX6 A0A8V0XEJ5 A0A8V1ABC8 A0A8V0XA34 A0A8V0WZH6 A0A8V0YIX8 P15120 A0A8V1A8S1 A0A8V0ZEJ3 A0A8V1AJ90
map04066 HIF-1 signaling pathway,15,36,682,1633,1.0,1.0,-0.0,A0A1D5P6T3 A0A8V0XB58 A0A8V0YFC7 E1BTT8 A0A1D5PEH3 A0A8V0ZM20 A0A8V0XK63 A0A3Q3ACS4 A0A1D5P1U2 A0A8V1ABC9 F1NUX4 A0A8V0Z1Z1 A0A8V0XYR2 P02789 A0A8V0XHN0
map04068 FoxO signaling pathway,8,23,682,1633,0.83,0.5317175547106296,0.27,A0A1D5P6T3 A0A8V0XLB9 A0A3Q3ACS4 A0A8V0Z0M2 A0A1D5PIQ5 A0A8V0YJI7 A0A8V0XBS7 A0A8V0YRK4
map04070 Phosphatidylinositol signaling system,8,20,682,1633,0.96,1.0,-0.0,A0A8V0ZUI9 A0A1D5NZL7 A0A3Q2U0G2 A0A8V0ZYM1 A0A8V1ACH5 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0ZZL0
map04071 Sphingolipid signaling pathway,11,31,682,1633,0.85,0.5822831343173858,0.23,A0A8V0YNC4 A0A1D5NZL7 A0A3Q2U0G2 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V0XE48 A0A8V0ZBD1 A0A8V1ABC9 A0A1D5PIQ5 A0A1D5P1F1 A0A8V1A8S1
map04072 Phospholipase D signaling pathway,15,50,682,1633,0.72,0.10847529041533457,0.96,A0A1D5P1F1 A0A1D5P6T3 A0A1D5NZL7 A0A1D5P1T0 A0A8V0XKX6 A0A8V0XEJ5 A0A8V0XA34 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V0YR59 A0A8V1ABC9 F1NUX4 A0A8V0ZZL0 A0A8V0XY43 Q9I946
map04080 Neuroactive ligand-receptor interaction,7,25,682,1633,0.67,0.21968035368318642,0.66,A0A8V0YNC4 A0A8V0X8L8 A0A8V0YAJ1 A0A8V0X5E1 A0A8V0ZJX2 A0A8V0YBR3 A0A8V0XYR2
map04110 Cell cycle,3,12,682,1633,0.6,0.37912291500635587,0.42,A0A8V0XKF3 Q5ZLQ6 A0A8V0YMA2
map04114 Oocyte meiosis,9,28,682,1633,0.77,0.33857452432156143,0.47,A0A8V0XB58 Q5ZLQ6 A0A8V0XKF3 A0A8V1A640 A0A8V0Z5C6 A0A8V0YMA2 A0A8V0ZBD1 A0A1D5PIQ5 A0A8V0XY43
map04120 Ubiquitin mediated proteolysis,9,24,682,1633,0.9,0.8353929428876635,0.08,A0A8V0ZZG2 A0A8V0XLH3 A0A8V0XCV2 A0A1D5PNL3 A0A8V0X7N6 A0A8V0YMA2 A0A8V0ZBT6 A0A8V0Z4J0 A0A8V0YFD4
map04130 SNARE interactions in vesicular transport,2,6,682,1633,0.8,1.0,-0.0,Q5ZJW4 A0A1D5PH43
map04136 Autophagy - other,2,7,682,1633,0.68,0.7061158437472608,0.15,F1NUX4 A0A8V1A370
map04137 Mitophagy - animal,3,18,682,1633,0.4,0.031328477304633506,1.5,A0A8V0YF91 A0A8V0Z4J0 A0A8V0XEA4
map04140 Autophagy - animal,6,29,682,1633,0.5,0.022003992049435775,1.66,A0A8V0ZCS2 A0A8V1A370 A0A8V0Y4G2 A0A8V0XMI5 A0A3Q3ACS4 F1NUX4
map04141 Protein processing in endoplasmic reticulum,29,72,682,1633,0.96,0.9028272841303258,0.04,A0A8V0Z7B5 A0A8V0Y726 A0A8V0ZI24 A0A8V0ZMT8 A0A8V1A8C9 A0A8V0X2C5 A0A8V0XAS9 Q04619 A0A8V0ZCS2 A0A1D5NYF8 A0A8V0ZRZ2 A0A8V0XK64 Q90593 A0A8V0YMA2 A0A8V0XW93 A0A3Q2UGR5 A0A8V0Y4P5 A0A1D5NTY5 Q5ZLA7 A0A8V0YCZ5 A0A8V0ZH27 A0A1L1RZR2 A0A8V0XQS7 A0A8V0XFV9 A0A8V0ZHZ7 A0A8V0XTH6 A0A8V1A8S1 A0A8V0XGH4 A0A8V0YFD4
map04142 Lysosome,19,77,682,1633,0.59,0.001919022013460077,2.72,A0A1D5PXH0 A0A1D5PCU0 A0A8V0X8Q2 A0A8V0XEP8 E1BS94 A0A8V0ZSC5 A0A8V0YKG1 A0A8V0Y8B8 A0A8V0Y4G2 A0A8V0YZJ3 A0A1D5PL88 A0A8V0YSF6 A0A8V1ALI6 A0A8V0XX49 A0A8V1ABS2 A0A8V0XFZ5 A0A8V0ZN94 A0A8V0ZF48 Q5ZHL0
map04144 Endocytosis,43,116,682,1633,0.89,0.32881531717156187,0.48,Q8AXV0 P28497 A0A1D5NVM6 E1BZH7 Q90694 P13127 A0A8V0ZYI9 A0A8V0X5B9 A0A8V0ZTS7 P14315 A0A8V0YB43 A0A8V0ZZG2 A0A1D5PXK6 A0A8V0YMC5 A0A8V0ZKS5 Q5ZMV5 A0A1L1RWX8 A0A8V0XXP1 A0A8V0X8U3 A0A8V0ZEP8 A0A8V1A6B5 A0A140T8H8 A0A8V1A3U0 F1P337 A0A8V0ZZU1 Q0PVE4 A0A8V0XDM2 A0A8V0Y8A2 A0A8V0XL80 A0A1D5PL88 A0A8V0X8Q3 A0A8V0ZH54 F1NV47 A0A8V0X8D5 A0A8V1ADL7 A0A8V0Z9Y8 A0A8V1ABS2 P53488 A0A1D5NWR3 Q5ZIP7 A0A8V1AHP0 A0A8V0Y4M2 A0A1D5P420
map04145 Phagosome,29,80,682,1633,0.87,0.35271345460780046,0.45,A0A1D5PCU0 A0A8V0X8L8 A0A8V0Z6U6 A0A8V0Z8U4 A0A8V0YRF1 P09644 Q5ZHL0 A0A8V0XKI2 F1NWX0 A0A8V0XEJ5 A0A8V0ZZU1 Q5ZJW4 A0A8V0X354 A0A8V0X8Q3 A0A8V0Y2J1 A0A8V1AJ29 A0A8V0XA34 A0A8V0X8D5 F1NMU4 A0A8V0XKX6 F1NBW2 A0A8V0Y413 A0A8V1AK12 A0A8V0XK27 A0A8V0ZNQ8 A0A8V0Y6Z6 A0A8V0YIX8 Q5ZIP7 A0A8V1AHP0
map04146 Peroxisome,9,13,682,1633,1.66,0.051228101061520495,1.29,A0A8V0ZAL2 A0A1D5NWL9 A0A1D5P8I7 A0A8V0XLB9 A0A8V0Y8S2 A0A8V0ZPJ9 A0A8V1A0C2 A0A8V0XMJ6 A0A8V0XNP4
map04150 mTOR signaling pathway,14,38,682,1633,0.88,0.618897189838979,0.21,A0A1D5P6T3 F1NBW2 A0A8V0Z6U6 A0A1D5NYF8 A0A8V1A1U8 A0A8V0XK63 A0A8V1AK12 A0A3Q3ACS4 A0A8V0Y6Z6 A0A8V1ABC9 F1NUX4 A0A142EGP7 A0A8V0ZQ22 A0A8V0Z1Z1
map04151 PI3K-Akt signaling pathway,36,111,682,1633,0.78,0.045808890670009025,1.34,A0A8V0XD22 A0A8V0XCT3 A0A8V1A2W0 A0A8V0Z8U4 A0A8V0XDR8 A0A8V0YR59 A0A8V0ZBD1 A0A8V0YWW2 A0A8V0XBS7 A0A8V0ZQ22 A0A8V0X5B9 A0A1D5P6T3 A0A8V0X4B2 A0A8V0ZQT9 A0A8V0X8P6 A0A8V0XKI2 Q5ZLQ6 A0A8V0XEJ5 A0A8V0XCW4 Q04619 R4GKD1 A0A8V0WZH6 A0A8V0XK63 A0A8V0YHC1 A0A3Q3ACS4 A0A8V0XKF3 A0A8V1ABC9 A0A8V0Z1Z1 A0A8V0XA34 Q9I946 A0A8V0XKX6 A0A8V1A9R2 A0A8V0Y413 A0A8V0YDD6 A0A8V0YLX6 F1NUX4
map04152 AMPK signaling pathway,7,22,682,1633,0.76,0.39054579081251134,0.41,A0A8V0YB43 A0A1D5P6T3 A0A3Q3ACS4 A0A8V0ZBD1 A0A8V0Y2J1 F1NUX4 A0A8V0XHN0
map04210 Apoptosis,16,44,682,1633,0.87,0.5365180472130346,0.27,P13648 A0A8V1A9H2 A0A8V1A9K2 A0A8V1AKZ9 F1NWX0 A0A8V0ZCS2 A0A8V0Y4G2 A0A8V0WZH6 A0A8V0ZHP3 A0A8V1A8S1 A0A3Q3ACS4 A0A8V0XAS9 P09644 A0A8V0YY54 A0A8V0XKW4 A0A8V0Z0M2
map04211 Longevity regulating pathway,7,14,682,1633,1.2,0.5916685473842755,0.23,A0A1L1RWI9 A0A1D5P6T3 A0A8V0XK63 A0A8V0XLB9 A0A3Q3ACS4 F1NUX4 A0A8V0XY43
map04212 Longevity regulating pathway - worm,17,28,682,1633,1.45,0.05206362036516578,1.28,A0A1D5P6T3 A0A8V1AHJ8 F1NZ86 A0A8V1AI83 Q5ZL72 Q5ZLQ6 A0A1D5NT70 A0A8V0XLB9 A0A8V0YGN2 A0A8V0XKF3 A0A1D5PAM4 A0A8V0ZJE0 F1NUX4 A0A1D5PIQ5 A0A8V0X7B2 A0A8V0XB81 A0A8V0Y4M2
map04213 Longevity regulating pathway - multiple species,5,15,682,1633,0.8,0.6050305384251677,0.22,A0A1D5P6T3 A0A8V0XLB9 A0A3Q3ACS4 F1NUX4 A0A8V0XY43
map04214 Apoptosis - fly,5,14,682,1633,0.86,0.7882764410872265,0.1,A0A3Q2UHM4 Q5ZIE0 A0A8V0YY54 A0A8V0XKW4 A0A8V0YBR3
map04215 Apoptosis - multiple species,2,5,682,1633,0.96,1.0,-0.0,A0A8V0XKW4 A0A8V1AKZ9
map04216 Ferroptosis,8,19,682,1633,1.01,1.0,-0.0,A0A8V0ZHE8 A0A8V0ZAL2 A0A8V1A370 A0A8V0ZN94 P02789 A0A8V0ZX20 A0A8V0YXU7 A0A8V0XMJ6
map04217 Necroptosis,18,47,682,1633,0.92,0.6558089024157672,0.18,Q04619 A0A3Q2UHM4 A0A8V0XB58 A0A1D5NT61 A0A8V0YFT7 A0A8V0ZHE8 A0A8V1A9R2 A0A8V0XMI5 A0A8V0ZHP3 Q5ZLG7 E1BSN7 A0A8V0XAS9 A0A8V1A8S1 A0A8V0ZVX9 A0A8V0YXU7 A0A8V0Z0M2 A0A8V1ADL7 A0A1D5P420
map04218 Cellular senescence,14,38,682,1633,0.88,0.618897189838979,0.21,A0A1D5PD64 A0A8V0ZHE8 A0A8V1A081 A0A3Q3ACS4 A0A8V1A640 A0A8V0XAS9 Q5ZLG7 A0A8V0X8Q3 A0A8V0Z5C6 A0A8V0YVH2 F1NUX4 A0A1D5PIQ5 A0A8V0YXU7 A0A8V0X8D5
map04260 Cardiac muscle contraction,15,23,682,1633,1.56,0.031210552442989148,1.51,A0A8V0ZU95 A0A8V0XW68 A0A3Q2UJ64 A0A8V1A3B4 A0A8V0ZC01 A0A1L1RKB7 A0A8V0Z2Y8 A0A8V0XTC5 A0A8V0ZYC2 A0A8V0ZX92 A0A8V0X6I3 A0A8V0YCL9 A0A8V0YZL1 P18944 A0A8V0Z6B5
map04261 Adrenergic signaling in cardiomyocytes,15,34,682,1633,1.06,0.8609343912172314,0.07,A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A1L1RKB7 A0A8V0ZY91 A0A8V0XTC5 A0A8V1A640 A0A8V0Z5C6 A0A8V0ZX92 A0A8V0ZBD1 A0A8V0ZYC2 A0A8V1ABC9 A0A8V0X829 A0A1D5PIQ5 A0A8V0XY43
map04270 Vascular smooth muscle contraction,12,35,682,1633,0.82,0.39209764686563586,0.41,A0A1D5NZL7 A0A8V0ZE99 A0A1L1RLN6 A0A1D5PM19 A0A8V0XR66 A0A3Q2U0G2 A0A8V1A640 A0A8V0Z5C6 A0A8V0XE48 A0A8V1ABC9 A0A8V0XY43 A0A8V0XYR2
map04310 Wnt signaling pathway,10,32,682,1633,0.75,0.2782112454943115,0.56,A0A1D5NYE8 A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A8V0YA55 A0A8V0Z8U4 A0A8V0YMA2 A0A8V0XE48 A0A8V1ABC9 A0A8V0YJI7
map04340 Hedgehog signaling pathway,4,11,682,1633,0.87,0.770272896588097,0.11,A0A8V0ZTS7 A0A8V0YVT3 A0A3Q3AWM4 A0A8V0YJI7
map04341 Hedgehog signaling pathway - fly,3,7,682,1633,1.03,1.0,-0.0,A0A3Q3AWM4 A0A8V0YJI7 A0A8V0YMA2
map04350 TGF-beta signaling pathway,7,27,682,1633,0.62,0.11534531525980665,0.94,A0A8V0YSE9 A0A8V0YM05 A0A8V0Z857 A0A8V0YHH6 A0A8V0YMA2 A0A8V0Z0R4 A0A8V0ZRN1
map04360 Axon guidance,22,65,682,1633,0.81,0.2012049952594437,0.7,A0A8V0YSE9 A0A1D5NW03 A0A8V0Z8U4 A0A3Q3A4U3 A0A8V0YWW2 Q90694 A0A8V0ZDU4 E1BS97 A0A1L1RM08 Q03696 A0A8V0ZMM6 Q0PVE4 A0A8V0XB58 A0A8V0Z6R7 A0A3Q3ACS4 A0A8V0XE48 A0A8V1ABC9 A0A1D5PFR3 A0A8V0ZB91 A0A3Q2TWG9 A0A8V0Z857 A0A8V1A9S3
map04361 Axon regeneration,8,19,682,1633,1.01,1.0,-0.0,A0A1D5P6T3 A0A1D5NZL7 A0A3Q2TWG9 A0A3Q2U0G2 A0A8V0Z8U4 F1NUX4 A0A1D5PIQ5 A0A8V0ZZL0
map04370 VEGF signaling pathway,6,19,682,1633,0.76,0.48449099001776447,0.31,A0A8V0Z8U4 A0A3Q3ACS4 A0A8V1ABC9 A0A1D5PIQ5 A0A1D5P1F1 Q90694
map04371 Apelin signaling pathway,12,42,682,1633,0.68,0.08324932794675001,1.08,A0A1L1RWI9 A0A8V0Y644 A0A1D5NZL7 A0A8V0Y0T2 R4GKD1 A0A3Q2U0G2 A0A8V0X354 A0A8V0YMS7 F1NUX4 A0A1D5P1F1 A0A8V0XY43 A0A8V0Z1Z1
map04380 Osteoclast differentiation,9,18,682,1633,1.2,0.48185066414126587,0.32,A0A1L1RWI9 A0A8V0YFT7 A0A8V0WZH6 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V0ZVX9 A0A1D5PIQ5 A0A8V1A8S1 A0A8V0ZEJ3
map04390 Hippo signaling pathway,14,42,682,1633,0.8,0.34163891200894136,0.47,A0A1D5NYE8 A0A1D5P9D0 Q0PVE4 A0A8V0XWR2 A0A8V0YSE9 Q5ZLQ6 A0A8V0Y0T2 A0A8V0XKF3 A0A8V1A640 A0A8V0XTR4 A0A8V0Z5C6 A0A8V0YMS7 A0A3Q2U4B8 A0A8V0YJI7
map04391 Hippo signaling pathway - fly,8,20,682,1633,0.96,1.0,-0.0,A0A1D5P9D0 Q0PVE4 S4VGQ1 Q5ZLQ6 A0A8V0XK73 A0A8V0XKF3 A0A8V0X381 A0A8V0YJI7
map04392 Hippo signaling pathway - multiple species,3,5,682,1633,1.44,0.6549890870745292,0.18,A0A1D5P9D0 A0A8V0YJI7 A0A8V0X381
map04510 Focal adhesion,28,77,682,1633,0.87,0.3457877990850553,0.46,A0A8V0XD22 A0A8V0XCT3 A0A8V1A2W0 A0A8V0Z8U4 A0A8V0XDR8 A0A8V0ZD41 A0A8V0YR59 Q90694 A0A8V0X4B2 A0A8V0X8P6 A0A8V0XKI2 E1BS97 A0A8V0XCW4 A0A8V1A640 A0A8V0Z5C6 A0A1L1RM08 A0A8V0Y5A6 A0A8V0YHC1 A0A3Q3ACS4 A0A8V0XE48 A0A8V0Y699 A0A8V1ABC9 A0A1D5NYG3 Q9I946 A0A1D5NYE8 A0A8V0Y413 A0A8V0YW34 A0A8V0YDD6
map04512 ECM-receptor interaction,15,49,682,1633,0.73,0.1406287789954384,0.85,A0A8V0X4B2 A0A8V0X8P6 A0A8V0XKI2 A0A8V0XCT3 A0A8V1A2W0 A0A8V0Y413 A0A8V0YHC1 A0A8V0XCW4 A0A8V0XDR8 A0A8V0YDD6 A0A8V0YXG4 A0A8V0XFN7 A0A8V0XRN3 A0A8V0Y2J1 P31696
map04514 Cell adhesion molecules,12,34,682,1633,0.85,0.4861949055565184,0.31,A0A3Q2UGT3 A0A1D5PZV7 A0A8V0XRT4 A0A8V0ZI29 A0A8V0XRC4 A0A8V0Y0T2 A0A1D5NW03 A0A8V0Y4R7 A0A8V0X8Q3 A0A3Q3A7M3 Q03696 A0A8V0X8D5
map04520 Adherens junction,12,30,682,1633,0.96,1.0,-0.0,A0A1D5NYE8 A0A1D5P6T3 A0A8V0Y5A6 A0A8V0XWR2 A0A8V0ZI29 A0A3Q2U1A5 A0A8V0Y0T2 A0A8V0Z8U4 A0A8V0ZD41 A0A1D5PIZ8 A0A8V0XTR4 Q90694
map04530 Tight junction,22,55,682,1633,0.96,0.8895842542910228,0.05,A0A1D5PZV7 A0A8V0Z8U4 A0A8V0ZXW3 A0A8V0ZD41 P09644 A0A8V0XPN3 Q90694 A0A1D5PPF8 F1NWX0 Q5ZMV5 A0A1L1RM08 A0A8V1A3U0 A0A8V0Y5A6 Q0PVE4 A0A1L1RLN6 A0A1D5PM19 A0A8V0XE48 P53488 A0A1D5NYK7 Q01406 A0A8V1AJV5 A0A3Q2U4B8
map04540 Gap junction,9,38,682,1633,0.57,0.029195507927145665,1.53,A0A1D5NZL7 F1NMU4 F1NWX0 A0A3Q2U0G2 P09644 A0A8V0YR59 A0A8V1ABC9 A0A8V0XY43 Q9I946
map04550 Signaling pathways regulating pluripotency of stem cells,6,25,682,1633,0.57,0.10019807883812257,1.0,A0A1D5NYE8 A0A8V1A9R2 A0A8V0YM05 A0A3Q3ACS4 A0A1D5PIQ5 A0A8V0X5B9
map04610 Complement and coagulation cascades,22,43,682,1633,1.23,0.21339911409907525,0.67,A0A8V0XKE8 A0A8V0YNC4 A0A8V0X8L8 P15120 A0A8V0ZFJ4 A0A8V0YCY1 A0A1D5PLZ2 A0A8V1A8N2 A0A8V1ACZ0 A0A8V1AKH4 A0A8V0YIZ9 A0A8V1AA32 A0A8V1A987 A0A8V0YID0 A0A8V0YU75 A0A8V0ZKI9 A0A8V0XH43 A0A8V0YS27 P14448 A0A8V0YUC6 A0A8V0X8J3 A0A8V0YHS1
map04611 Platelet activation,14,42,682,1633,0.8,0.34163891200894136,0.47,A0A1D5NZL7 A0A8V0YS27 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1A640 P14448 A0A8V0Z5C6 A0A8V0XE48 A0A8V0Y699 A0A1D5NWP2 A0A1L1RM08 A0A1D5PIQ5 A0A8V0YIZ9 A0A8V0XY43
map04612 Antigen processing and presentation,7,23,682,1633,0.73,0.29535353199502634,0.53,Q04619 A0A1D5PPF8 A0A8V0Y4G2 Q90593 A0A8V0YSF6 A0A8V0X8Q3 A0A8V0X8D5
map04613 Neutrophil extracellular trap formation,24,48,682,1633,1.2,0.29831232687581954,0.53,A0A8V0X8L8 A0A3Q2U0G2 A0A8V0XMI5 A0A8V0Z8U4 A0A8V0YXU7 P84229 A0A1D5NZL7 A0A8V0ZHE8 A0A8V0ZSG8 A0A8V1A370 A0A8V0XEJ5 A0A8V0YIZ9 A0A8V1AA32 A0A3Q3ACS4 A0A8V1ABC9 A0A8V1AJ29 A0A8V0XA34 A0A8V0XKX6 A0A8V0YS27 Q5ZLG7 P14448 P62801 F1NUX4 A0A1D5PIQ5
map04614 Renin-angiotensin system,3,10,682,1633,0.72,0.5350554100014241,0.27,A0A8V0YDG8 A0A8V1A4H0 A0A8V0Z0I1
map04620 Toll-like receptor signaling pathway,10,17,682,1633,1.41,0.21532719836258252,0.67,A0A1D5PD64 A0A8V0YFT7 A0A8V1ABC8 E1C733 A0A8V0Z8U4 A0A8V0WZH6 A0A3Q3ACS4 A0A8V0YIX8 A0A1D5PIQ5 A0A8V0YUW8
map04621 NOD-like receptor signaling pathway,16,34,682,1633,1.13,0.599017695899231,0.22,Q04619 A0A1D5NZL7 A0A3Q2UHM4 A0A8V0ZQT9 A0A8V0YFT7 A0A8V0ZHE8 A0A8V1ADN6 A0A8V0Y4G2 A0A8V1ABC8 A0A8V1ACN6 A0A8V0WZH6 A0A3Q2U0G2 A0A8V0ZVX9 A0A1D5PIQ5 A0A8V0YXU7 A0A8V1A8S1
map04622 RIG-I-like receptor signaling pathway,5,8,682,1633,1.5,0.2902037391838177,0.54,A0A8V0WZH6 A0A8V1A8S1 A0A1D5PIQ5 A0A3Q2U0S7 A0A8V1AJ90
map04624 Toll and Imd signaling pathway,7,10,682,1633,1.68,0.10469979841665811,0.98,A0A1D5PD64 A0A8V1ABC8 A0A1D5PNL3 A0A8V0YI20 A0A1D5PIQ5 A0A8V0YFD4 A0A8V0XYK6
map04625 C-type lectin receptor signaling pathway,5,18,682,1633,0.67,0.3366147162481958,0.47,A0A8V0YFT7 A0A8V0WZH6 A0A3Q3ACS4 A0A8V0ZVX9 A0A1D5PIQ5
map04630 JAK-STAT signaling pathway,11,23,682,1633,1.15,0.6711110891456961,0.17,A0A8V0YFT7 A0A8V0YQA1 A0A8V1A9R2 A0A8V0Y652 A0A3Q3ACS4 A0A8V0XXP1 A0A8V0YR59 A0A8V0ZVX9 A0A8V0YLX6 F1NUX4 K9JA28
map04640 Hematopoietic cell lineage,8,27,682,1633,0.71,0.23973547572301723,0.62,A0A8V0XKX6 A0A8V0Z0I1 A0A8V1AA32 A0A8V1ACZ0 A0A8V0XEJ5 A0A8V0YIX8 A0A8V0Y2J1 A0A8V0XA34
map04650 Natural killer cell mediated cytotoxicity,8,30,682,1633,0.64,0.09618901075527701,1.02,A0A8V0XKX6 A0A8V0XEJ5 A0A8V0XA34 A0A8V0Z8U4 A0A8V0ZHP3 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0Z0M2
map04657 IL-17 signaling pathway,9,22,682,1633,0.98,1.0,-0.0,Q04619 A0A8V0XP02 E1C9E0 A0A8V0WZH6 A0A3Q2UH76 A0A8V0ZZC5 A0A1D5PIQ5 A0A8V1A8S1 A0A8V1A1T7
map04658 Th1 and Th2 cell differentiation,4,10,682,1633,0.96,1.0,-0.0,A0A1D5PIQ5 A0A8V0YFT7 A0A8V0WZH6 A0A8V1A9R2
map04659 Th17 cell differentiation,6,18,682,1633,0.8,0.6320917602061488,0.2,Q04619 A0A8V0YFT7 A0A8V1A9R2 A0A8V0WZH6 F1NUX4 A0A1D5PIQ5
map04660 T cell receptor signaling pathway,5,18,682,1633,0.67,0.3366147162481958,0.47,A0A8V0WZH6 E1BS97 A0A3Q3ACS4 A0A1D5PIQ5 Q90694
map04662 B cell receptor signaling pathway,9,31,682,1633,0.7,0.19747638932286948,0.7,A0A8V0Y8Q2 A0A8V0XKX6 A0A8V0XEJ5 A0A8V0WZH6 A0A8V0Z8U4 A0A8V0XW00 A0A3Q3ACS4 A0A8V0XA34 A0A8V0ZEJ3
map04664 Fc epsilon RI signaling pathway,8,29,682,1633,0.66,0.13169647132222081,0.88,A0A1D5PD64 A0A8V0XKX6 A0A8V0XEJ5 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V1ABC9 A0A1D5PIQ5 A0A8V0XA34
map04666 Fc gamma R-mediated phagocytosis,13,41,682,1633,0.76,0.20282016973049993,0.69,A0A8V1A3U0 A0A8V0XKX6 A0A8V0X8U3 A0A8V0XA34 A0A8V0XEJ5 Q5ZMV5 P53488 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V0X852 A0A8V1ABC9 A0A1D5P1F1 Q90694
map04668 TNF signaling pathway,10,15,682,1633,1.6,0.0646376359799404,1.19,A0A8V0XD22 A0A1D5PD64 A0A3Q2UHM4 A0A8V0ZZG2 E1C9E0 A0A8V0WZH6 A0A3Q3ACS4 A0A1D5PIQ5 A0A8V1A8S1 A0A8V0XYR2
map04670 Leukocyte transendothelial migration,21,36,682,1633,1.4,0.058639852938654737,1.23,A0A1D5PZV7 A0A8V0Y4R7 A0A8V0Z8U4 A0A8V0ZD41 A0A8V0XPN3 Q90694 A0A8V0XWR2 A0A3Q3A7M3 A0A1L1RM08 Q90611 A0A8V0ZMM6 A0A8V0ZZZ5 A0A8V0Y5A6 A0A3Q2U1A5 A0A3Q3ACS4 A0A8V0XE48 A0A8V1ABC9 A0A1D5NYE8 A0A1D5NYK7 A0A8V0XTR4 A0A1D5PIQ5
map04672 Intestinal immune network for IgA production,4,14,682,1633,0.68,0.418393576651246,0.38,A0A8V0XEJ5 A0A8V0ZMM6 A0A8V0XA34 A0A8V0XKX6
map04710 Circadian rhythm,2,3,682,1633,1.6,0.5747449776649405,0.24,A0A8V0YJI7 A0A8V0YMA2
map04713 Circadian entrainment,8,24,682,1633,0.8,0.532518117154281,0.27,A0A8V0Y644 A0A1D5NZL7 A0A8V0XB58 R4GKD1 A0A3Q2U0G2 A0A8V0X354 A0A8V1ABC9 A0A8V0XY43
