GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Molecular Function	structural constituent of ribosome	2	GO:0003735	35	53	1031	2477	1.59	0.00035328378688949776	3.45	F1NPA9 P50890 F1NN16 P41125 P84175 Q6ITC7 A0A1D5NVI1 A0A1D5P3B1 A0A1D5PMT8 A0A1D5PR40 A0A1L1S0X5 A0A3Q2TV39 A0A3Q3A7P6 A0A8V0XJK4 A0A8V0XXX0 A0A8V0Y9Y9 A0A8V0YR80 A0A8V0Z1Z1 A0A8V0Z891 A0A8V0ZGP2 A0A8V0ZJP1 A0A8V0ZL98 A0A8V0ZUX8 A0A8V1AAB0 A0A8V1AH32 F1NH93 F1NQG5 P32429 Q98TH5 R4GGJ0 A0A8V0XPN5 A0A8V0XRE7 A0A8V0YV66 A0A8V1A8R2 A0A8V1A9M2	0.6690267655096307
Molecular Function	single-stranded RNA binding	5	GO:0003727	20	28	1031	2477	1.72	0.0016749646436808605	2.78	F1NN16 A0A1D5P8I3 A0A3Q2U0S7 A0A8V0X895 A0A8V0XMI5 A0A8V0XSU6 A0A8V0YD10 A0A8V0YZ41 A0A8V0Z438 A0A8V1ACY0 A0A1D5PXH1 A0A3Q2U3U3 A0A8V0X7I3 A0A8V0XXW6 A0A8V0XYP5 A0A8V0YFB1 A0A8V0YJ12 A0A8V0YZ19 A0A8V0ZQ22 A0A8V1ABY0	0.7824085649273732
Molecular Function	translation initiation factor activity	4	GO:0003743	17	23	1031	2477	1.78	0.0022508891111895062	2.65	A0A1D5PNG3 A0A8V0X4M9 A0A8V0ZC55 F1NCE1 A0A8V0Y9L1 A0A8V0YUW3 A0A8V0ZBR5 A0A8V0ZCS2 A0A8V1ACY0 Q5ZIE0 A0A8V0X4N2 A0A8V0X7S3 A0A8V0XG62 A0A8V0XK63 A0A8V0YV00 A0A8V0ZQ22 A0A8V1A3Y5	0.8318772411916731
Molecular Function	translation factor activity, RNA binding	3	GO:0008135	22	33	1031	2477	1.6	0.004082385310592843	2.39	A0A1D5PNG3 A0A8V0X4M9 A0A8V0ZC55 F1NCE1 P84172 A0A1L1RX26 A0A8V0XBW1 A0A8V0XUD0 A0A8V0Y9L1 A0A8V0YUW3 A0A8V0ZBR5 A0A8V0ZCS2 A0A8V1ACY0 Q5ZIE0 A0A8V0X0T6 A0A8V0X4N2 A0A8V0X7S3 A0A8V0XG62 A0A8V0XK63 A0A8V0YV00 A0A8V0ZQ22 A0A8V1A3Y5	0.6780719051126377
Molecular Function	mRNA 3'-UTR binding	6	GO:0003730	15	20	1031	2477	1.8	0.004791301328417685	2.32	A0A3S5ZPN3 F1NN16 Q5F411 A0A1D5PSI3 A0A8V0YD10 A0A1D5NXB3 A0A1D5PXH1 A0A3Q2U3U3 A0A8V0X7I3 A0A8V0XYP5 A0A8V0ZQ45 A0A8V0ZY56 A0A8V1A0C9 A0A8V1ABY0 A0A8V1AFZ6	0.84799690655495
Molecular Function	NADH dehydrogenase (quinone) activity	5	GO:0050136	18	26	1031	2477	1.66	0.004855591049372812	2.31	A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PNM0 A0A8V0XCD2 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YFF3 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 A0A8V0ZPD6 A0A8V0ZRZ8 R4GGZ2	0.7311832415721999
Molecular Function	NADH dehydrogenase activity	4	GO:0003954	18	26	1031	2477	1.66	0.004855591049372812	2.31	A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PNM0 A0A8V0XCD2 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YFF3 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 A0A8V0ZPD6 A0A8V0ZRZ8 R4GGZ2	0.7311832415721999
Molecular Function	NADH dehydrogenase (ubiquinone) activity	4	GO:0008137	18	26	1031	2477	1.66	0.004855591049372812	2.31	A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PNM0 A0A8V0XCD2 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YFF3 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 A0A8V0ZPD6 A0A8V0ZRZ8 R4GGZ2	0.7311832415721999
Molecular Function	3-hydroxyacyl-CoA dehydrogenase activity	5	GO:0003857	6	6	1031	2477	2.4	0.0051558236642035805	2.29	A0A8V0Y492 A0A8V0YB71 A0A8V0Z420 A0A8V0XIM8 A0A1D5NWL9 A0A8V0X2T8	1.263034405833794
Molecular Function	ribonucleoprotein complex binding	3	GO:0043021	27	43	1031	2477	1.51	0.007230618092047842	2.14	A0A3S5ZPN3 Q90593 A0A1D5PNG3 P50890 H9L2N7 A0A1D5PSI3 A0A1L1RX26 A0A3Q2U0S7 A0A8V0X7H3 A0A8V0Y5D3 A0A8V0YZ41 A0A8V0ZCS2 A0A8V0ZHZ7 A0A8V0ZZG2 A0A8V1AAB0 A0A8V1ACY0 A0A8V1APZ6 Q5ZLT7 A0A8V0X4N2 A0A8V0X7I3 A0A8V0X7S3 A0A8V0XFV7 A0A8V0XYP5 A0A8V0YUR4 A0A8V0Z083 A0A8V0ZQ22 A0A8V0ZZE1	0.5945485495503542
