KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map04666 Fc gamma R-mediated phagocytosis,10,41,268,1633,1.49,0.19611771916748688,0.71,A0A8V0XKX6 A0A8V0X8U3 A0A8V0XA34 A0A8V0XEJ5 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0X852 A0A1D5P1F1 Q90694
map04668 TNF signaling pathway,5,15,268,1633,2.03,0.08411451212725639,1.08,A0A8V0XD22 A0A8V0ZZG2 E1C9E0 A0A3Q3ACS4 A0A8V0XYR2
map04670 Leukocyte transendothelial migration,11,36,268,1633,1.86,0.03633141542292983,1.44,A0A8V0ZMM6 A0A1D5PZV7 A0A8V0Y4R7 A0A8V0Z8U4 A0A1D5NYK7 A0A3Q3ACS4 A0A3Q3A7M3 A0A8V1ABC9 A0A8V0XPN3 Q90694 Q90611
map04672 Intestinal immune network for IgA production,4,14,268,1633,1.74,0.265753698317913,0.58,A0A8V0XEJ5 A0A8V0ZMM6 A0A8V0XA34 A0A8V0XKX6
map04710 Circadian rhythm,2,3,268,1633,4.06,0.07179130400767503,1.14,A0A8V0YJI7 A0A8V0YMA2
map04713 Circadian entrainment,7,24,268,1633,1.78,0.09686633502865505,1.01,A0A8V0Y644 A0A1D5NZL7 A0A8V0XB58 R4GKD1 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43
map04714 Thermogenesis,2,80,268,1633,0.15,0.00013570422724578686,3.87,F1NUX4 A0A8V0XY43
map04720 Long-term potentiation,6,24,268,1633,1.52,0.26406683819738,0.58,A0A1L1RWI9 A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43
map04721 Synaptic vesicle cycle,7,28,268,1633,1.52,0.20363756267985086,0.69,A0A1D5PCU0 A0A8V0Z6U6 A0A8V1AB67 A0A1D5PHU2 A0A8V0Y6Z6 A0A8V0Z9Y8 Q5ZHL0
map04722 Neurotrophin signaling pathway,5,25,268,1633,1.22,0.5880805047119424,0.23,A0A1L1RWI9 A0A8V0XB58 A0A8V0Z8U4 A0A3Q3ACS4 Q90694
map04723 Retrograde endocannabinoid signaling,5,50,268,1633,0.61,0.24947177178245167,0.6,A0A1D5NZL7 R4GKD1 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43
map04724 Glutamatergic synapse,6,23,268,1633,1.59,0.24990518622437466,0.6,A0A8V0ZTS7 A0A1D5NZL7 R4GKD1 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43
map04725 Cholinergic synapse,9,29,268,1633,1.89,0.04172820568236822,1.38,A0A1L1RWI9 A0A1D5NZL7 A0A8V0XB58 R4GKD1 A0A8V0ZY91 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0XY43
map04726 Serotonergic synapse,4,27,268,1633,0.9,1.0,-0.0,A0A1D5NZL7 R4GKD1 A0A8V1ABC9 A0A3Q2U0G2
map04727 GABAergic synapse,3,17,268,1633,1.08,0.7504400533038085,0.12,A0A8V0XY43 R4GKD1 A0A8V1ABC9
map04728 Dopaminergic synapse,7,32,268,1633,1.33,0.466415076092865,0.33,A0A1D5NZL7 A0A8V0XB58 R4GKD1 A0A3Q2U0G2 E1BS74 A0A8V0ZBD1 A0A8V1ABC9
map04730 Long-term depression,4,24,268,1633,1.02,1.0,-0.0,A0A8V0Y644 A0A1D5NZL7 A0A8V1ABC9 A0A3Q2U0G2
map04740 Olfactory transduction,3,8,268,1633,2.28,0.1296154367748813,0.89,A0A8V0ZTS7 E1BS74 A0A8V0XB58
map04742 Taste transduction,2,8,268,1633,1.52,0.6250012908379398,0.2,A0A1D5NZL7 A0A3Q2U0G2
map04745 Phototransduction - fly,5,8,268,1633,3.81,0.004194874553051839,2.38,A0A8V0ZTS7 A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A8V1ABC9
map04750 Inflammatory mediator regulation of TRP channels,6,26,268,1633,1.41,0.418778665420113,0.38,A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0XY43
map04810 Regulation of actin cytoskeleton,10,75,268,1633,0.81,0.5265714466527578,0.28,A0A8V0ZMM6 A0A8V0X163 A0A8V0Z8U4 A0A1D5NYK7 A0A3Q3ACS4 A0A8V0YDD6 A0A8V0X852 A0A8V0XPN3 Q90694 Q9I946
map04910 Insulin signaling pathway,3,30,268,1633,0.61,0.4587205275335233,0.34,F1NUX4 A0A3Q3ACS4 A0A8V0ZI29
map04911 Insulin secretion,6,16,268,1633,2.28,0.0345598791639802,1.46,A0A1D5NZL7 A0A8V0XB58 A0A8V1AB67 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43
map04912 GnRH signaling pathway,7,28,268,1633,1.52,0.20363756267985086,0.69,A0A1D5NZL7 A0A8V0XB58 A0A8V0XY43 A0A3Q2U0G2 A0A8V1ABC9 Q90694 Q90611
map04914 Progesterone-mediated oocyte maturation,3,16,268,1633,1.14,0.7364446158782786,0.13,A0A3Q3ACS4 Q04619 A0A8V0XY43
map04915 Estrogen signaling pathway,8,45,268,1633,1.08,0.8377721425817091,0.08,Q04619 A0A1D5NZL7 A0A8V1A178 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V0XY43 Q90611 A0A8V0ZPV0
map04916 Melanogenesis,6,26,268,1633,1.41,0.418778665420113,0.38,A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43 A0A8V0XYR2
map04918 Thyroid hormone synthesis,7,25,268,1633,1.71,0.16620479484756406,0.78,A0A8V0Y4Q2 A0A1D5NZL7 A0A8V0YPP2 A0A3Q2U0G2 Q90593 A0A8V1ABC9 A0A8V0XY43
map04919 Thyroid hormone signaling pathway,5,31,268,1633,0.98,1.0,-0.0,A0A1D5NZL7 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1ABC9 F1NUX4
map04920 Adipocytokine signaling pathway,2,12,268,1633,1.02,1.0,-0.0,F1NUX4 A0A8V0Y2J1
map04921 Oxytocin signaling pathway,8,34,268,1633,1.43,0.24542324610382968,0.61,A0A1L1RWI9 A0A8V0Y644 A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A8V0XKR3 A0A8V1ABC9 A0A8V0XY43
map04922 Glucagon signaling pathway,3,20,268,1633,0.91,1.0,-0.0,A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2
map04923 Regulation of lipolysis in adipocytes,2,13,268,1633,0.94,1.0,-0.0,A0A3Q3ACS4 A0A8V0XY43
map04924 Renin secretion,4,18,268,1633,1.35,0.5189871015040012,0.28,A0A1D5NZL7 A0A8V0XYR2 A0A3Q2U0G2 A0A8V0YC57
map04925 Aldosterone synthesis and secretion,8,21,268,1633,2.32,0.013650871218576785,1.86,A0A1L1RWI9 A0A1D5NZL7 A0A8V0XB58 A0A8V0XRQ6 A0A3Q2U0G2 A0A8V0XKR3 A0A8V1ABC9 A0A8V0XY43
map04926 Relaxin signaling pathway,10,45,268,1633,1.35,0.30550626657430036,0.51,A0A8V0XD22 A0A1D5NZL7 A0A8V0XP02 A0A8V0XYR2 R4GKD1 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0XY43 Q90611
map04927 Cortisol synthesis and secretion,3,11,268,1633,1.66,0.4030088730649677,0.39,A0A1D5NZL7 A0A8V0XY43 A0A3Q2U0G2
"map04928 Parathyroid hormone synthesis, secretion and action",5,23,268,1633,1.32,0.5672860374357555,0.25,A0A1D5NZL7 A0A3Q2U0G2 A0A8V1AJV5 A0A8V1ABC9 A0A8V0XY43
map04929 GnRH secretion,4,14,268,1633,1.74,0.265753698317913,0.58,A0A3Q3ACS4 A0A1D5NZL7 A0A8V1ABC9 A0A3Q2U0G2
"map04935 Growth hormone synthesis, secretion and action",6,32,268,1633,1.14,0.6355207321099675,0.2,A0A1D5NZL7 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1ABC9 F1NUX4 A0A8V0XY43
map04960 Aldosterone-regulated sodium reabsorption,3,16,268,1633,1.14,0.7364446158782786,0.13,A0A3Q3ACS4 A0A8V0YXB1 A0A8V1ABC9
map04961 Endocrine and other factor-regulated calcium reabsorption,4,21,268,1633,1.16,0.765440469909179,0.12,A0A1D5NZL7 A0A8V1ABC9 A0A3Q2U0G2 A0A8V0Z9Y8
map04962 Vasopressin-regulated water reabsorption,5,21,268,1633,1.45,0.37039328786596526,0.43,A0A8V0ZDX0 A0A8V0ZZU1 A0A8V1AB68 A0A8V0XK27 Q5ZIP7
map04964 Proximal tubule bicarbonate reclamation,2,8,268,1633,1.52,0.6250012908379398,0.2,A0A8V1AKN8 A0A8V0YLT1
map04966 Collecting duct acid secretion,5,16,268,1633,1.9,0.16261945030639774,0.79,A0A1D5PCU0 A0A8V0Z6U6 A0A8V0YLT1 A0A8V0Y6Z6 Q5ZHL0
map04970 Salivary secretion,9,25,268,1633,2.19,0.013571594512156551,1.87,A0A1D5NZL7 A0A8V0ZLV3 A0A8V0Y5N7 P00698 A0A8V0XR98 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43 A0A8V1A1T7
map04971 Gastric acid secretion,8,23,268,1633,2.12,0.04011739559593854,1.4,A0A1D5NZL7 A0A8V0XB58 A0A8V0ZY91 A0A3Q2U0G2 A0A8V0YLT1 A0A8V1ABC9 A0A8V0XPN3 A0A8V0XY43
map04972 Pancreatic secretion,11,30,268,1633,2.23,0.005542057188096879,2.26,A0A8V0ZE99 A0A1D5NZL7 A0A8V0ZLV3 A0A8V0Y5N7 A0A8V0XR66 A0A3Q2U0G2 A0A8V0ZY91 A0A8V0Z8U4 A0A8V0YLT1 A0A8V1ABC9 A0A8V0XY43
map04973 Carbohydrate digestion and absorption,4,11,268,1633,2.22,0.09057555953257924,1.04,A0A3Q3ACS4 A0A1D5NZL7 A0A8V0ZLV3 A0A3Q2U0G2
map04974 Protein digestion and absorption,4,25,268,1633,0.97,1.0,-0.0,A0A8V0ZMD5 A0A8V0YA97 A0A8V0YHC1 A0A8V0ZY91
map04975 Fat digestion and absorption,4,13,268,1633,1.87,0.24713121827134132,0.61,A0A8V0XR66 A0A8V0ZE99 A0A8V0XH76 A0A8V0Y2J1
map04976 Bile secretion,3,15,268,1633,1.22,0.7240173557174832,0.14,A0A8V0XY43 A0A8V0YLT1 A0A8V0ZF15
map04978 Mineral absorption,2,14,268,1633,0.87,1.0,-0.0,A0A8V0ZN94 P02789
map04979 Cholesterol metabolism,3,21,268,1633,0.87,1.0,-0.0,P11602 A0A8V0ZRU9 A0A8V0Y2J1
