GO Terms Level 1,GO Terms Description,GO Terms Level,GO Terms ID,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
Cellular Component,intracellular membrane-bounded organelle,4,GO:0043231,266,1848,528,2784,0.76,2.6463368855744943e-17,16.58,A0A8V0ZWX9 A0A8V0Y9E4 A0A8V1A9W8 A0A8V1A6A3 A0A8V1A081 A0A8V1AJT2 A0A8V0Z193 A0A8V0ZXW3 A0A8V0Y726 A0A1D5NYG2 A0A8V0XPN3 A0A8V0ZUQ1 Q5ZLB0 A0A8V1A997 A0A1L1RWI9 A0A8V0YB43 A0A8V0Z150 A0A8V0ZZG2 A0A8V1ADP5 A0A8V1AKN8 A0A8V1ABC8 A0A8V0X5U3 A0A8V0X2C5 A0A8V0XWJ5 Q5ZIU3 A0A8V0XGN8 A0A8V0ZJE0 A0A8V1AJ89 A0A8V0Z9J4 A0A8V0YUW8 Q90611 A0A8V0XB81 A0A8V0XI38 A0A8V0ZA56 A0A8V0ZRT1 A0A1L1RZ23 A0A8V0Y4Q2 Q8QFM7 A0A1L1RLC7 P01012 A0A8V1A9H8 A0A1D5PNL3 A0A3Q2TSS2 A0A3Q2U035 A0A8V0Y9F8 A0A1D5NWP2 A0A8V0Y2J1 A0A8V0ZM89 A0A8V0Z832 A0A142EGP7 F1NV47 A0A8V0Y644 A0A8V0YEQ1 A0A8V1A9R2 A0A8V0ZN94 A0A8V0ZHK9 A0A8V0ZAD5 A0A8V0YI46 A0A8V0ZF48 A0A8V0Z3H8 A0A8V0XFV9 A0A8V0ZX23 A0A8V1A9S3 E1C1L6 A0A8V0YYB4 Q5ZLR1 A0A8V1AFE7 A0A1D5PCU0 A0A8V0ZAP0 A0A8V0YFG2 A0A8V0YM05 A0A8V0XDL7 A0A3Q3AWM4 A0A8V0XUK6 O42273 E1BS94 A0A8V0YFB8 A0A8V1A4X0 A0A8V1A098 A0A3Q2TTB3 A0A8V0ZSX0 A0A8V0XK73 A0A8V0ZRU9 A0A1D5NZN4 A0A8V0X8U3 A0A8V0Y6Y0 A0A8V1A9K2 A0A8V1AK88 Q0PVE4 A0A1D5PJE0 A0A8V1AA32 P00698 A0A8V0YZ27 A0A8V1A178 A0A8V1ACN6 A0A8V0XPN5 A0A8V0XIQ8 A0A3Q3ACS4 A0A8V0XGF5 A0A8V0Z7D4 A0A8V1ABC9 A0A8V0YF22 A0A3Q2U652 A0A8V0XM58 A0A8V0XG65 A0A8V0X7B2 A0A8V0YA97 A0A8V0ZZ91 A0A8V0YR09 R4GJC4 A0A8V1AN17 A0A1D5PHU2 A0A8V0Y413 A0A8V0YJV4 A0A8V1ACQ8 P23614 A0A8V0XTW4 A0A8V0XUD3 A0A8V0YRT1 Q5ZHL0 Q76KB2 Q5ZIB0 A0A8V0XYP6 A0A8V0X4D8 A0A3Q2UGT3 A0A8V1A758 A0A8V0ZI29 A0A8V0Z6U6 A0A8V1AEX3 A0A8V0Y795 A0A1D5NVM6 A0A8V0Z8U4 P24479 A0A8V0XKR3 A0A8V0YXG4 A0A8V0XMA2 A0A8V0YE66 A0A8V0ZVX9 A0A1L1RP76 A0A8V0YVP9 A0A8V0XFL3 A0A8V0Y8L6 Q90694 A0A8V0XC92 A0A8V0X643 A0A8V0Z4J0 A0A8V1A7W6 A0A8V0Y9M5 A0A8V0YAT1 A0A1D5NZL7 A0A8V0ZQT9 A0A1D5PH43 A0A8V0ZSG8 A0A8V0Z2Q6 A0A8V0YXI5 A0A8V0YXB1 A0A8V0YKG1 A0A8V0Z6K3 A0A8V0ZTA5 A0A8V0ZPJ9 A0A8V0ZMU3 A0A1D5PC37 P31696 A0A8V0Y6Q3 A0A1D5PH80 A0A8V1ADF1 A0A8V0XTP1 A0A8V0Z438 A0A8V1A987 A0A8V0XWZ8 A0A8V0YHC1 A0A8V0ZY91 A0A1D5NWR5 A0A8V0XK64 A0A8V0XLB9 A0A8V1AD57 A0A8V0XJW9 A0A8V0YMA2 A0A8V0XL80 A0A1D5NWY3 A0A1D5P9D0 O12971 A0A8V0XRQ6 A0A8V0YKG4 A0A8V0Z857 A0A1D5NYK7 A0A8V0XK27 A0A8V0Y6W2 A0A8V1ACT6 A0A8V0XQS7 A0A8V0YIE9 A0A8V0Z9Y8 A0A8V0ZFW0 F1NV32 A0A8V0YFD4 A0A8V0XRC4 A0A8V0ZIM1 A0A8V1AGW0 A0A8V0ZW33 E1BZH7 A0A8V0XH76 E1C4N7 A0A8V1A6X0 A0A8V0ZR84 A0A8V0YJI7 A0A8V0XBS7 A0A8V0XYR2 A0A8V0Z4P8 A0A1L1RVF4 A0A8V1AF87 A0A8V0XU90 A0A1D5PXK6 A0A8V0XGL8 A0A8V0YQ88 A0A8V0YMC5 A0A8V0XWM0 A0A1D5PQV0 A0A8V1AH71 A0A8V0YHH6 A0A8V0Z1C5 A0A8V0XT35 A0A8V0ZZN9 A0A8V0ZYN6 A0A1D5PNG3 A0A8V0YKJ3 A0A3Q2UD60 A0A1D5NT70 A0A1D5P1F1 A0A8V0X945 A0A8V1AJ90 A0A8V0XF68 Q04619 A0A8V0YS46 A0A8V0XB58 A0A8V0ZZU1 A0A8V0XDM2 A0A8V0YPT3 A0A8V0X6J5 A0A8V0XCV2 A0A8V0YDG8 A0A8V1A2F4 A0A8V0Y986 A0A8V0YQA1 Q90593 A0A8V0YID0 A0A8V0ZH54 A0A8V0Y218 P02789 Q9I946 A0A1L1RQ91 A0A8V0YGH2 Q98TH5 A0A3Q3ALT4 A0A8V0Z9Z7 A0A8V1A0D3 A0A3Q2TVY6 A0A8V0YDD6 A0A1D5NWR3 F1NSM7 A0A8V0Y6Z6 A0A8V0ZV28 F1NUX4 A0A8V0Z5L2 A0A8V1A1T7 A0A1D5PQD0 A0A8V1A1C6
Cellular Component,membrane-bounded organelle,3,GO:0043227,303,2018,528,2784,0.79,6.351464689960941e-17,16.2,A0A8V0ZWX9 A0A8V0Y9E4 A0A8V1A9W8 A0A8V1A6A3 A0A8V1A081 A0A8V1AJT2 A0A8V0X6J8 A0A8V0Z193 A0A8V0ZXW3 A0A8V0YVT3 A0A8V0Y726 A0A1D5NYG2 A0A8V0ZPQ4 A0A8V0XPN3 A0A8V0ZUQ1 Q5ZLB0 A0A8V1A997 A0A1L1RWI9 A0A8V0YB43 A0A8V0Z150 A0A8V0ZZG2 A0A8V1ADP5 A0A8V1AKN8 A0A8V1ABC8 A0A8V0X5U3 A0A8V0X2C5 A0A8V0XWJ5 Q5ZIU3 A0A8V0XGN8 A0A8V0ZJE0 A0A8V1AJ89 A0A8V0Z9J4 A0A8V0YUW8 Q90611 A0A8V0XB81 A0A8V0XI38 A0A8V0ZA56 A0A8V0ZRT1 A0A1L1RZ23 A0A8V0Y4Q2 Q8QFM7 A0A1L1RLC7 P01012 A0A8V0XLJ0 A0A8V1A9H8 A0A1D5PNL3 A0A3Q2TSS2 A0A3Q2U035 A0A8V0Y9F8 A0A1D5NWP2 A0A8V0Y2J1 A0A8V0ZM89 A0A8V0Z832 A0A142EGP7 F1NV47 A0A8V0Y644 A0A8V0YEQ1 A0A8V1AB05 A0A8V1A9R2 A0A8V1AB67 A0A8V0ZN94 A0A8V0ZHK9 A0A8V0ZAD5 A0A8V0YI46 A0A8V0ZF48 A0A8V0Z3H8 A0A8V0XFV9 A0A8V0ZX23 A0A8V1A9S3 E1C1L6 A0A8V0XEW6 Q5ZLR1 A0A8V0XD22 A0A1D5PCU0 A0A1D5P7L9 A0A8V0YYB4 A0A8V1AFE7 A0A8V0YSE9 A0A8V0ZAP0 A0A8V0YFG2 A0A8V0YM05 A0A8V0XDL7 A0A3Q3A4U3 A0A3Q3AWM4 A0A8V0XUK6 O42273 E1BS94 A0A8V0YFB8 A0A8V1A4X0 A0A8V1A098 A0A3Q3AST7 A0A3Q2TTB3 A0A8V0ZSX0 A0A8V0XK73 A0A8V0ZF99 A0A8V0ZV28 A0A3Q2TYT2 A0A8V0ZRU9 A0A1D5NZN4 A0A8V0X8U3 A0A8V0Y6Y0 A0A8V1A9K2 A0A8V1AK88 Q0PVE4 A0A1D5PJE0 A0A8V1AA32 P00698 A0A8V0YZ27 A0A8V1A178 A0A8V1ACN6 A0A8V0XPN5 A0A8V0XIQ8 A0A3Q3ACS4 A0A8V0XGF5 A0A8V0Z7D4 A0A8V1ABC9 A0A8V0YF22 A0A3Q2U652 A0A8V0XM58 A0A8V0XG65 A0A8V0X7B2 A0A8V0YA97 A0A8V0ZZ91 A0A8V0YR09 R4GJC4 A0A8V0XP02 A0A8V1AN17 A0A1D5PHU2 A0A8V0Y413 A0A8V0YJV4 A0A8V1ACQ8 A0A8V0XAE6 P23614 A0A1D5PQD0 A0A1D5PWK2 A0A8V0XTW4 A0A8V0XUD3 Q5ZHL0 A0A8V0YRT1 Q76KB2 Q5ZKV5 Q5ZIB0 A0A8V0XYP6 A0A8V0X4D8 A0A3Q2UGT3 A0A8V1A758 A0A8V0ZI29 A0A8V0Z6U6 A0A8V1AEX3 A0A8V0Y795 A0A1D5NVM6 A0A8V0Z8U4 A0A8V0ZYM1 P24479 A0A8V0XKR3 A0A8V0YXG4 A0A8V0XMA2 A0A8V0YE66 A0A8V0ZVX9 A0A1L1RP76 A0A8V0YPA6 A0A8V0XFL3 A0A8V0Y8L6 A0A8V0YVP9 Q90694 A0A8V0XC92 A0A8V0X643 A0A8V0Z4J0 A0A8V1A7W6 A0A8V0Y9M5 A0A8V0YAT1 A0A1D5NZL7 A0A8V0ZQT9 A0A1D5PH43 A0A8V0ZSG8 A0A8V0Z2Q6 A0A8V0YXI5 A0A8V0YZB6 A0A8V0YXB1 A0A8V0YKG1 A0A8V0Z6K3 A0A8V0ZTA5 A0A8V0XXP1 A0A8V0ZPJ9 A0A8V0XKU5 Q03696 A0A8V0ZMU3 A0A1D5PC37 P31696 A0A8V0Y6Q3 A0A1D5PH80 A0A8V1ADF1 P01994 A0A8V0XTP1 A0A8V0Z438 A0A8V0ZUG8 A0A8V0XWZ8 A0A8V0YHC1 A0A8V0ZY91 A0A1D5NWR5 A0A8V0XK64 A0A8V0XLB9 A0A8V0Y1A4 A0A8V1AD57 A0A8V0YMA2 A0A8V0XJW9 A0A8V0XL80 A0A1D5NWY3 A0A1D5P9D0 O12971 A0A8V0X5U5 A0A8V0XRQ6 A0A8V0YKG4 A0A8V0Z857 A0A1D5NYK7 A0A8V0XK27 A0A8V0Y6W2 A0A8V1ACT6 A0A8V0XQS7 A0A8V0YIE9 A0A8V0Z9Y8 A0A8V0ZFW0 F1NV32 A0A8V1AL54 A0A8V0YFD4 A0A8V0XRC4 A0A8V0XCI3 A0A8V0ZIM1 A0A8V1AGW0 E1BZH7 A0A8V0XH76 E1C4N7 A0A8V0ZW33 A0A8V1A6X0 A0A8V0ZR84 A0A8V0YJI7 A0A8V0XBS7 A0A8V0XYR2 A0A8V0Z4P8 A0A1L1RVF4 A0A8V1AF87 A0A8V0XU90 A0A1D5PXK6 A0A8V0XGL8 A0A8V0YQ88 A0A8V0YMC5 A0A8V0XWM0 A0A1D5PQV0 A0A8V1A987 A0A8V1AH71 A0A8V0YHH6 A0A8V0Z1C5 A0A8V0XT35 A0A8V0ZZN9 A0A8V0ZYN6 A0A1D5PNG3 A0A8V0YKJ3 A0A3Q2UD60 A0A1D5NT70 A0A1D5P1F1 A0A8V0X945 A0A8V1AJ90 A0A8V0XF68 Q04619 A0A8V0YS46 A0A8V0XB58 A0A8V0ZZU1 A0A8V0XDM2 A0A8V0Y5N7 A0A8V0YPT3 A0A8V0X6J5 A0A8V0XCV2 A0A8V0YDG8 A0A8V1A2F4 A0A8V0Y986 A0A8V0YQA1 A0A8V0YRA3 Q90593 A0A8V0YID0 A0A8V0ZH54 A0A8V0Y218 A0A8V1ADL7 P02789 Q9I946 A0A1L1RQ91 A0A8V0YGH2 A0A1D5P1T0 Q98TH5 A0A3Q3ALT4 A0A8V0ZZS6 A0A8V0Z9Z7 A0A8V1A0D3 A0A3Q2TVY6 A0A8V0YDD6 A0A1D5NWR3 F1NSM7 A0A8V0Y6Z6 Q5ZIP7 F1NUX4 A0A8V0Z5L2 A0A8V1A1T7 A0A1D5P420 A0A8V1A1C6
Cellular Component,cilium,4,GO:0005929,88,217,528,2784,2.14,1.0807723668036948e-14,13.97,A0A8V0ZDX0 A0A8V0X6J8 A0A8V0Z193 A0A8V0YVT3 A0A8V0ZPQ4 A0A8V0XNL0 A0A8V0XPN3 A0A8V0Z490 A0A8V0YB43 A0A8V0Z6L1 A0A8V1AI83 A0A8V1ADP5 A0A8V1ACV7 F1NVZ6 A0A8V0Y722 A0A8V1AJ89 A0A8V0YQR1 A0A8V0XI38 A0A1L1RZ23 A0A8V0Z6B9 A0A8V0XLJ0 A0A8V0ZBK5 A0A8V1ALJ9 A0A8V0ZT48 A0A8V0ZM89 A0A8V0XEJ2 A0A8V0YEQ1 A0A8V0ZHK9 A0A8V0XEW6 A0A1L1RT39 A0A8V0YR25 A0A8V1AM51 A0A8V1AJZ1 A0A8V0XUH6 A0A3Q3AST7 A0A8V0Y6Y0 A0A8V0XLH4 A0A1D5PJB0 A0A8V0Z4U2 A0A8V0XGF5 A0A8V0Y0W0 A0A8V1ABC9 A0A8V0XM58 A0A8V0XG65 E1C599 A0A8V1AN17 A0A8V0YY70 A0A8V1AJV5 A0A1D5PWK2 A0A8V0ZLV6 A0A8V0YPQ6 E1BXU3 F1NQ70 A0A8V0Y9M5 A0A8V1AHJ8 A0A8V0YXI5 A0A8V0XXP1 A0A8V0XKU5 A0A8V0YTD8 A0A8V0ZUG8 A0A1D5PXC2 A0A1D5P3W0 A0A8V0Y606 A0A8V0XK27 A0A8V0YIE9 A0A8V1A6Y8 A0A1D5NZT1 A0A8V1A3Y6 A0A8V0ZTS7 A0A8V0ZTZ2 A0A8V0YKG2 A0A8V0ZWG8 A0A8V0XK52 A0A8V0Y1N7 A0A8V0ZIA4 A0A8V0YFC7 A0A8V0Y986 E1BQB4 A0A8V0XUU1 A0A1L1RQ91 A0A8V0XAF8 A0A8V1A4I0 A0A8V1AB68 A0A8V0Z9Z7 A0A8V1AB06 E1C6P7 A0A8V0ZV28 A0A1D5PQD0
Cellular Component,axoneme,2,GO:0005930,41,70,528,2784,3.09,1.0831507875172708e-13,12.97,A0A8V0ZDX0 A0A8V1A6Y8 A0A8V0YPQ6 A0A8V0Z193 A0A8V0YVT3 F1NQ70 A0A8V1A3Y6 A0A8V1AM51 A0A8V0Z490 A0A8V0ZTZ2 A0A8V0Z6L1 A0A8V1AJZ1 A0A8V1ADP5 F1NVZ6 A0A8V0XUH6 A0A8V0Y1N7 A0A8V0XKU5 A0A8V0YQR1 A0A8V0Y6Y0 A0A8V0XI38 A0A8V0ZIA4 A0A8V0XLH4 A0A8V0Z6B9 A0A8V1ALJ9 A0A8V0ZT48 E1BQB4 A0A8V0Z4U2 A0A8V0Y0W0 A0A1D5PXC2 A0A1D5P3W0 A0A8V0XM58 A0A8V0XG65 A0A8V0XEJ2 A0A8V0XAF8 E1C599 A0A8V0ZHK9 E1C6P7 A0A8V0XK27 A0A1D5PWK2 A0A8V0ZV28 A0A8V0ZLV6
Cellular Component,ciliary plasm,5,GO:0097014,41,70,528,2784,3.09,1.0831507875172708e-13,12.97,A0A8V0ZDX0 A0A8V1A6Y8 A0A8V0YPQ6 A0A8V0Z193 A0A8V0YVT3 F1NQ70 A0A8V1A3Y6 A0A8V1AM51 A0A8V0Z490 A0A8V0ZTZ2 A0A8V0Z6L1 A0A8V1AJZ1 A0A8V1ADP5 F1NVZ6 A0A8V0XUH6 A0A8V0Y1N7 A0A8V0XKU5 A0A8V0YQR1 A0A8V0Y6Y0 A0A8V0XI38 A0A8V0ZIA4 A0A8V0XLH4 A0A8V0Z6B9 A0A8V1ALJ9 A0A8V0ZT48 E1BQB4 A0A8V0Z4U2 A0A8V0Y0W0 A0A1D5PXC2 A0A1D5P3W0 A0A8V0XM58 A0A8V0XG65 A0A8V0XEJ2 A0A8V0XAF8 E1C599 A0A8V0ZHK9 E1C6P7 A0A8V0XK27 A0A1D5PWK2 A0A8V0ZV28 A0A8V0ZLV6
Cellular Component,plasma membrane bounded cell projection cytoplasm,4,GO:0032838,47,92,528,2784,2.69,1.6162893797359103e-12,11.79,A0A8V0ZDX0 A0A8V0ZWX9 A0A8V1A6Y8 A0A8V0YPQ6 A0A8V0Z193 A0A8V0YVT3 F1NQ70 A0A8V1A3Y6 A0A8V1AM51 A0A8V0Z490 A0A8V0ZTZ2 A0A8V0YZM0 A0A8V0Z6L1 A0A8V1AJZ1 A0A8V1ADP5 F1NVZ6 A0A8V0XUH6 A0A8V0Y1N7 A0A8V0XKU5 A0A8V0YQR1 A0A8V0Y6Y0 A0A8V0XI38 A0A8V0ZIA4 A0A8V0XLH4 A0A8V0Z6B9 A0A8V0XB58 A0A8V0Z438 A0A8V1ALJ9 A0A8V0ZT48 E1BQB4 A0A8V0Z4U2 A0A8V0Y0W0 A0A1D5PXC2 A0A1D5P3W0 A0A8V0XM58 A0A8V0XG65 A0A8V0XEJ2 A0A8V0XAF8 E1C599 A0A8V0ZHK9 A0A8V0YJV4 E1C6P7 A0A8V0XK27 A0A1D5PWK2 A0A8V0ZV28 A0A8V0ZLV6 Q5ZLR1
Cellular Component,motile cilium,5,GO:0031514,42,89,528,2784,2.49,6.874599867952607e-10,9.16,A0A8V0ZDX0 A0A8V0X6J8 E1BXU3 A0A8V0YVT3 F1NQ70 A0A8V0ZPQ4 A0A8V0XNL0 A0A8V1A3Y6 A0A8V1AM51 A0A8V1AHJ8 A0A8V0YKG2 A0A8V0Z6L1 A0A8V1AJZ1 A0A8V0ZWG8 A0A8V1ACV7 A0A8V1ADP5 A0A8V1AI83 A0A8V0XK52 A0A8V0XKU5 A0A8V0YTD8 A0A8V0Y6Y0 A0A8V0XI38 A0A8V0ZIA4 A0A1L1RZ23 A0A8V0XLH4 A0A1D5PJB0 A0A8V0XLJ0 A0A8V0YFC7 A0A8V1ALJ9 A0A8V0ZUG8 A0A8V0Z4U2 A0A8V0XUU1 A0A8V0XEJ2 A0A8V0YEQ1 E1C599 A0A8V1AN17 E1C6P7 A0A8V0XK27 A0A8V1AJV5 A0A8V0YIE9 A0A8V0ZV28 A0A8V0XEW6
Cellular Component,organelle lumen,3,GO:0043233,130,999,528,2784,0.69,1.248257771799953e-09,8.9,A0A8V0Y9E4 A0A8V1A9W8 A0A8V1A6A3 A0A8V1A081 A0A8V1AJT2 A0A8V0ZXW3 A0A8V0Y726 A0A8V0XPN3 A0A8V0ZUQ1 Q5ZLB0 A0A8V1A997 A0A1L1RWI9 A0A8V0Z150 A0A8V0ZZG2 A0A8V0X5U3 A0A8V0X2C5 A0A8V0XWJ5 Q5ZIU3 A0A8V1AJ89 A0A8V0ZRT1 A0A8V0ZA56 A0A1L1RZ23 P01012 A0A1D5PNL3 A0A3Q2TSS2 A0A8V0Y9F8 A0A8V0Z832 A0A8V0YEQ1 A0A8V0ZHK9 A0A8V0ZF48 A0A8V0Z3H8 A0A8V0XD22 A0A8V1AFE7 A0A8V0ZAP0 A0A8V0YM05 O42273 E1BS94 A0A8V1A4X0 A0A8V1A098 A0A3Q2TTB3 A0A8V0ZSX0 A0A8V0ZRU9 A0A1D5NZN4 A0A8V1AK88 A0A8V1ACN6 A0A8V0XPN5 A0A8V1ABC9 A0A8V0YA97 A0A8V0ZZ91 A0A8V0YR09 A0A8V0XP02 A0A1D5PHU2 A0A8V0YJV4 P23614 A0A8V0XUD3 A0A8V0YRT1 A0A8V0X4D8 A0A3Q2UGT3 A0A1D5NVM6 P24479 A0A8V0YXG4 A0A8V0YVP9 A0A8V0ZVX9 A0A1L1RP76 A0A8V0XFL3 A0A8V0XC92 A0A8V0X643 A0A8V0Z4J0 A0A1D5NZL7 A0A8V0ZQT9 A0A8V0ZSG8 A0A8V0YXI5 A0A8V0YKG1 A0A8V0ZPJ9 P31696 A0A8V0Y6Q3 A0A1D5PH80 P01994 A0A8V0XTP1 A0A8V0Z438 A0A8V1A987 A0A8V0YHC1 A0A8V0XJW9 A0A8V0XK64 A0A8V0XLB9 A0A8V0YMA2 A0A1D5NWY3 A0A1D5P9D0 A0A8V0YKG4 A0A8V0Y6W2 A0A8V0XQS7 A0A8V0YFD4 A0A8V0XRC4 A0A8V0ZIM1 A0A8V1AGW0 A0A8V0ZW33 E1BZH7 A0A8V0XH76 A0A8V1A6X0 A0A8V0YJI7 A0A8V0XYR2 A0A8V1AF87 A0A1L1RVF4 A0A1D5PXK6 A0A8V0YMC5 A0A8V0XWM0 A0A8V1AH71 A0A8V0ZZN9 A0A1D5PNG3 A0A8V0YKJ3 A0A8V1AJ90 Q04619 A0A8V0XB58 A0A8V0XDM2 A0A8V0YPT3 A0A8V0XCV2 A0A8V0Y986 Q90593 A0A8V0YID0 A0A8V0ZH54 P02789 Q9I946 A0A1L1RQ91 Q98TH5 A0A8V0Z9Z7 A0A8V1A0D3 A0A8V0YDD6 F1NSM7 A0A1D5PQD0 A0A8V1A1C6
Cellular Component,intracellular organelle lumen,4,GO:0070013,130,996,528,2784,0.69,1.6745431762892614e-09,8.78,A0A8V0Y9E4 A0A8V1A9W8 A0A8V1A6A3 A0A8V1A081 A0A8V1AJT2 A0A8V0ZXW3 A0A8V0Y726 A0A8V0XPN3 A0A8V0ZUQ1 Q5ZLB0 A0A8V1A997 A0A1L1RWI9 A0A8V0Z150 A0A8V0ZZG2 A0A8V0X5U3 A0A8V0X2C5 A0A8V0XWJ5 Q5ZIU3 A0A8V1AJ89 A0A8V0ZRT1 A0A8V0ZA56 A0A1L1RZ23 P01012 A0A1D5PNL3 A0A3Q2TSS2 A0A8V0Y9F8 A0A8V0Z832 A0A8V0YEQ1 A0A8V0ZHK9 A0A8V0ZF48 A0A8V0Z3H8 A0A8V0XD22 A0A8V1AFE7 A0A8V0ZAP0 A0A8V0YM05 O42273 E1BS94 A0A8V1A4X0 A0A8V1A098 A0A3Q2TTB3 A0A8V0ZSX0 A0A8V0ZRU9 A0A1D5NZN4 A0A8V1AK88 A0A8V1ACN6 A0A8V0XPN5 A0A8V1ABC9 A0A8V0YA97 A0A8V0ZZ91 A0A8V0YR09 A0A8V0XP02 A0A1D5PHU2 A0A8V0YJV4 P23614 A0A8V0XUD3 A0A8V0YRT1 A0A8V0X4D8 A0A3Q2UGT3 A0A1D5NVM6 P24479 A0A8V0YXG4 A0A8V0YVP9 A0A8V0ZVX9 A0A1L1RP76 A0A8V0XFL3 A0A8V0XC92 A0A8V0X643 A0A8V0Z4J0 A0A1D5NZL7 A0A8V0ZQT9 A0A8V0ZSG8 A0A8V0YXI5 A0A8V0YKG1 A0A8V0ZPJ9 P31696 A0A8V0Y6Q3 A0A1D5PH80 P01994 A0A8V0XTP1 A0A8V0Z438 A0A8V1A987 A0A8V0YHC1 A0A8V0XJW9 A0A8V0XK64 A0A8V0XLB9 A0A8V0YMA2 A0A1D5NWY3 A0A1D5P9D0 A0A8V0YKG4 A0A8V0Y6W2 A0A8V0XQS7 A0A8V0YFD4 A0A8V0XRC4 A0A8V0ZIM1 A0A8V1AGW0 A0A8V0ZW33 E1BZH7 A0A8V0XH76 A0A8V1A6X0 A0A8V0YJI7 A0A8V0XYR2 A0A8V1AF87 A0A1L1RVF4 A0A1D5PXK6 A0A8V0YMC5 A0A8V0XWM0 A0A8V1AH71 A0A8V0ZZN9 A0A1D5PNG3 A0A8V0YKJ3 A0A8V1AJ90 Q04619 A0A8V0XB58 A0A8V0XDM2 A0A8V0YPT3 A0A8V0XCV2 A0A8V0Y986 Q90593 A0A8V0YID0 A0A8V0ZH54 P02789 Q9I946 A0A1L1RQ91 Q98TH5 A0A8V0Z9Z7 A0A8V1A0D3 A0A8V0YDD6 F1NSM7 A0A1D5PQD0 A0A8V1A1C6
Cellular Component,membrane-enclosed lumen,2,GO:0031974,131,1001,528,2784,0.69,1.7529344005499149e-09,8.76,A0A8V0Y9E4 A0A8V1A9W8 A0A8V1A6A3 A0A8V1A081 A0A8V1AJT2 A0A8V0ZXW3 A0A8V0Y726 A0A8V0XPN3 A0A8V0ZUQ1 Q5ZLB0 A0A8V1A997 A0A1L1RWI9 A0A8V0Z150 A0A8V0ZZG2 A0A8V0X5U3 A0A8V0X2C5 A0A8V0XWJ5 Q5ZIU3 A0A8V1AJ89 A0A8V0ZRT1 A0A8V0ZA56 A0A1L1RZ23 P01012 A0A1D5PNL3 A0A3Q2TSS2 A0A8V0Y9F8 A0A8V0Z832 A0A8V0YEQ1 A0A8V0ZHK9 A0A8V0ZF48 A0A8V0Z3H8 A0A8V0XD22 A0A8V1AFE7 A0A8V0ZAP0 A0A8V0YM05 O42273 E1BS94 A0A8V1A4X0 A0A8V1A098 A0A3Q2TTB3 A0A8V0ZSX0 A0A8V0ZRU9 A0A1D5NZN4 A0A8V1AK88 A0A8V1ACN6 A0A8V0XPN5 A0A8V1ABC9 A0A8V0YA97 A0A8V0ZZ91 A0A8V0YR09 A0A8V0XP02 A0A1D5PHU2 A0A8V0YJV4 P23614 A0A8V0XUD3 A0A8V0YRT1 A0A8V0X4D8 A0A3Q2UGT3 A0A1D5NVM6 P24479 A0A8V0YXG4 A0A8V0YVP9 A0A8V0ZVX9 A0A1L1RP76 A0A8V0XFL3 A0A8V0XC92 A0A8V0X643 A0A8V0Z4J0 A0A1D5NZL7 A0A8V0ZQT9 A0A8V0ZSG8 A0A8V0YXI5 A0A8V0YKG1 A0A8V0ZPJ9 P31696 A0A8V0Y6Q3 A0A1D5PH80 P01994 A0A8V0XTP1 A0A8V0Z438 A0A8V1A987 A0A8V0YHC1 A0A8V0XJW9 A0A8V0XK64 A0A8V0XLB9 A0A8V0YMA2 A0A1D5NWY3 A0A1D5P9D0 A0A8V0YKG4 A0A1D5NYK7 A0A8V0Y6W2 A0A8V0XQS7 A0A8V0YFD4 A0A8V0XRC4 A0A8V0ZIM1 A0A8V1AGW0 A0A8V0ZW33 E1BZH7 A0A8V0XH76 A0A8V1A6X0 A0A8V0YJI7 A0A8V0XYR2 A0A8V1AF87 A0A1L1RVF4 A0A1D5PXK6 A0A8V0YMC5 A0A8V0XWM0 A0A8V1AH71 A0A8V0ZZN9 A0A1D5PNG3 A0A8V0YKJ3 A0A8V1AJ90 Q04619 A0A8V0XB58 A0A8V0XDM2 A0A8V0YPT3 A0A8V0XCV2 A0A8V0Y986 Q90593 A0A8V0YID0 A0A8V0ZH54 P02789 Q9I946 A0A1L1RQ91 Q98TH5 A0A8V0Z9Z7 A0A8V1A0D3 A0A8V0YDD6 F1NSM7 A0A1D5PQD0 A0A8V1A1C6
