KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map04390 Hippo signaling pathway,8,42,414,1633,0.75,0.4717213626039085,0.33,A0A1D5NYE8 A0A8V0XWR2 Q5ZLQ6 A0A8V0XKF3 A0A8V1A640 A0A8V0XTR4 A0A8V0Z5C6 A0A3Q2U4B8
map04391 Hippo signaling pathway - fly,2,20,414,1633,0.39,0.12788014590952557,0.89,A0A8V0XKF3 Q5ZLQ6
map04510 Focal adhesion,17,77,414,1633,0.87,0.5917213354536112,0.23,A0A1D5NYE8 A0A8V0X4B2 A0A8V0Y5A6 A0A8V0XKI2 A0A8V1A2W0 A0A8V0YW34 E1BS97 A0A8V0XCW4 A0A8V1A640 A0A8V0XDR8 A0A8V0YR59 A0A8V0XE48 A0A8V0Y699 A0A8V0Z5C6 A0A8V0ZD41 A0A1L1RM08 A0A1D5NYG3
map04512 ECM-receptor interaction,5,49,414,1633,0.4,0.011716164907963556,1.93,A0A8V0X4B2 A0A8V0XKI2 A0A8V1A2W0 A0A8V0XCW4 A0A8V0XDR8
map04520 Adherens junction,8,30,414,1633,1.05,0.834123080790879,0.08,A0A1D5NYE8 A0A1D5P6T3 A0A8V0Y5A6 A0A8V0XWR2 A0A3Q2U1A5 A0A8V0ZD41 A0A1D5PIZ8 A0A8V0XTR4
map04530 Tight junction,14,55,414,1633,1.0,1.0,-0.0,A0A8V1A3U0 A0A1D5PPF8 A0A8V0Y5A6 F1NWX0 A0A1D5PM19 A0A1L1RLN6 Q5ZMV5 P53488 A0A8V0ZD41 Q01406 P09644 A0A8V0XE48 A0A3Q2U4B8 A0A1L1RM08
map04540 Gap junction,3,38,414,1633,0.31,0.012636351320344161,1.9,P09644 A0A8V0YR59 F1NWX0
map04550 Signaling pathways regulating pluripotency of stem cells,3,25,414,1633,0.47,0.1638756790656256,0.79,A0A1D5NYE8 A0A1D5PIQ5 A0A8V0X5B9
map04610 Complement and coagulation cascades,15,43,414,1633,1.38,0.15594291532683235,0.81,A0A8V0XKE8 A0A8V0YNC4 A0A8V1A8N2 A0A8V0X8L8 A0A8V0YS27 P14448 A0A8V0YUC6 A0A8V0X8J3 P15120 A0A8V0YCY1 A0A8V0YIZ9 A0A1D5PLZ2 A0A8V0ZKI9 A0A8V0YHS1 A0A8V0XH43
map04611 Platelet activation,9,42,414,1633,0.85,0.7192847223938517,0.14,A0A8V0YS27 A0A8V1A640 P14448 A0A8V0Z5C6 A0A8V0XE48 A0A8V0Y699 A0A1L1RM08 A0A1D5PIQ5 A0A8V0YIZ9
map04612 Antigen processing and presentation,4,23,414,1633,0.69,0.47487761484639635,0.32,A0A8V0Y4G2 A0A8V0YSF6 A0A1D5PPF8 A0A8V0X8Q3
map04613 Neutrophil extracellular trap formation,13,48,414,1633,1.07,0.738950644696601,0.13,P84229 A0A8V0ZHE8 A0A8V0X8L8 A0A8V0YXU7 A0A8V1A370 A0A8V0YS27 A0A8V0XMI5 Q5ZLG7 P14448 P62801 A0A8V1AJ29 A0A1D5PIQ5 A0A8V0YIZ9
map04614 Renin-angiotensin system,2,10,414,1633,0.79,1.0,-0.0,A0A8V1A4H0 A0A8V0Z0I1
map04620 Toll-like receptor signaling pathway,6,17,414,1633,1.39,0.39913991476860755,0.4,A0A1D5PD64 A0A8V0YFT7 E1C733 A0A8V0WZH6 A0A8V0YIX8 A0A1D5PIQ5
map04621 NOD-like receptor signaling pathway,8,34,414,1633,0.93,1.0,-0.0,A0A8V0ZHE8 A0A3Q2UHM4 A0A8V0YFT7 A0A8V0Y4G2 A0A8V0WZH6 A0A1D5PIQ5 A0A8V0YXU7 A0A8V1A8S1
map04622 RIG-I-like receptor signaling pathway,4,8,414,1633,1.97,0.11821356743246642,0.93,A0A1D5PIQ5 A0A3Q2U0S7 A0A8V0WZH6 A0A8V1A8S1
map04624 Toll and Imd signaling pathway,4,10,414,1633,1.58,0.2851060476098312,0.54,A0A8V0YI20 A0A1D5PIQ5 A0A1D5PD64 A0A8V0XYK6
map04625 C-type lectin receptor signaling pathway,3,18,414,1633,0.66,0.5865091996528493,0.23,A0A1D5PIQ5 A0A8V0YFT7 A0A8V0WZH6
map04630 JAK-STAT signaling pathway,4,23,414,1633,0.69,0.47487761484639635,0.32,A0A8V0Y652 A0A8V0YR59 A0A8V0YFT7 K9JA28
map04640 Hematopoietic cell lineage,2,27,414,1633,0.29,0.02647748738673071,1.58,A0A8V0YIX8 A0A8V0Z0I1
map04657 IL-17 signaling pathway,4,22,414,1633,0.72,0.6221031412970192,0.21,A0A1D5PIQ5 A0A8V1A8S1 A0A8V0WZH6 A0A8V0ZZC5
map04658 Th1 and Th2 cell differentiation,3,10,414,1633,1.18,0.7205361967409454,0.14,A0A1D5PIQ5 A0A8V0YFT7 A0A8V0WZH6
map04659 Th17 cell differentiation,3,18,414,1633,0.66,0.5865091996528493,0.23,A0A1D5PIQ5 A0A8V0YFT7 A0A8V0WZH6
map04660 T cell receptor signaling pathway,3,18,414,1633,0.66,0.5865091996528493,0.23,E1BS97 A0A1D5PIQ5 A0A8V0WZH6
map04662 B cell receptor signaling pathway,3,31,414,1633,0.38,0.057704014140284594,1.24,A0A8V0Y8Q2 A0A8V0WZH6 A0A8V0XW00
map04664 Fc epsilon RI signaling pathway,2,29,414,1633,0.27,0.017457628111641175,1.76,A0A1D5PIQ5 A0A1D5PD64
map04666 Fc gamma R-mediated phagocytosis,3,41,414,1633,0.29,0.005571425218962445,2.25,A0A8V1A3U0 Q5ZMV5 P53488
map04668 TNF signaling pathway,5,15,414,1633,1.31,0.5501880283220217,0.26,A0A1D5PD64 A0A3Q2UHM4 A0A8V0WZH6 A0A1D5PIQ5 A0A8V1A8S1
map04670 Leukocyte transendothelial migration,10,36,414,1633,1.1,0.7015981693830629,0.15,A0A1D5NYE8 A0A8V0ZZZ5 A0A8V0Y5A6 A0A8V0XWR2 A0A3Q2U1A5 A0A8V0ZD41 A0A8V0XTR4 A0A8V0XE48 A0A1L1RM08 A0A1D5PIQ5
map04714 Thermogenesis,47,80,414,1633,2.32,1.1255712274647255e-10,9.95,A0A1D5PNM0 A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V1AA37 A0A8V1AEY5 A0A8V0ZPD6 A0A8V0Z2Y8 A0A8V0YZL1 A0A1D5PIF0 E1C658 A0A8V0XMJ6 A0A1D5PD64 R4GGZ2 A0A8V0XW68 A0A8V0XCD2 A0A1D5PIQ5 A0A8V0X535 A0A8V1A4N7 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AH40 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A1D5P4B1 A0A8V1A3B4 A0A8V0ZAL2 A0A8V0Y6X8 A0A8V1A624 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Y9X9 A0A8V0X6I3 A0A8V0Z1Z1 A0A8V0Z382 A0A8V0Z6B5 A0A8V0ZU95 A0A8V0ZC01 Q9YH14 A0A1D5P0U8 A0A8V0YCL9 A0A1D5PN54 P18944 A0A8V0ZI98 A0A1D5PI06
map04720 Long-term potentiation,2,24,414,1633,0.33,0.05850865013166716,1.23,A0A8V1A640 A0A8V0Z5C6
map04721 Synaptic vesicle cycle,6,28,414,1633,0.85,0.8268008895407466,0.08,A0A8V1ABS2 F1NBW2 A0A8V1AK12 A0A8V0ZZU2 A0A1D5PL88 A0A1D5NV75
map04722 Neurotrophin signaling pathway,2,25,414,1633,0.32,0.06025008257826493,1.22,A0A8V1AJR8 A0A1D5PIQ5
map04723 Retrograde endocannabinoid signaling,21,50,414,1633,1.66,0.008197457673084826,2.09,A0A1D5PNM0 A0A8V0ZRZ8 A0A8V1AA37 A0A8V1AEY5 A0A8V0ZPD6 A0A8V0XCD2 A0A8V0X535 A0A1D5P179 A0A8V1AH40 A0A8V0Z863 A0A8V0ZVA2 A0A8V0YC52 A0A8V0Y9V7 A0A1D5P4B1 A0A8V0Y6X8 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Z382 A0A1D5PIQ5 R4GGZ2 A0A1D5PI06
map04728 Dopaminergic synapse,3,32,414,1633,0.37,0.03875246920978485,1.41,A0A1D5PIQ5 A0A8V1A640 A0A8V0Z5C6
map04750 Inflammatory mediator regulation of TRP channels,5,26,414,1633,0.76,0.6497288934719896,0.19,A0A1D5PD64 A0A8V0YNC4 A0A8V1A640 A0A8V0Z5C6 A0A1D5PIQ5
map04810 Regulation of actin cytoskeleton,18,75,414,1633,0.95,0.8920809672637642,0.05,A0A8V0YNC4 A0A8V0ZUI9 A0A8V1A3U0 A0A8V0Y5A6 A0A1D5PM19 Q5ZMV5 A0A3Q2UGG0 P53488 E1BS97 A0A8V0ZD41 A0A8V1A640 A0A1D5PIZ8 A0A3Q2UHS2 A0A8V0XE48 A0A8V0YR59 A0A8V0Z5C6 A0A1L1RM08 A0A8V0X5B9
map04910 Insulin signaling pathway,8,30,414,1633,1.05,0.834123080790879,0.08,A0A1D5P6T3 A0A8V0ZM20 A0A8V0XK63 A0A8V1A640 E1BSN7 A0A8V0Z5C6 A0A8V0Z1Z1 A0A8V1ACT0
map04911 Insulin secretion,2,16,414,1633,0.49,0.3852027003524636,0.41,A0A8V0XTC5 A0A8V0ZX92
map04912 GnRH signaling pathway,2,28,414,1633,0.28,0.02643760010192779,1.58,A0A1D5PIQ5 A0A1D5PD64
map04913 Ovarian steroidogenesis,2,7,414,1633,1.13,1.0,-0.0,A0A1D5PTW3 A0A1D5P6T3
map04915 Estrogen signaling pathway,7,45,414,1633,0.61,0.16339480496925923,0.79,O93256 A0A8V0ZL04 A0A3Q2U9P1 A0A8V1A8T0 A0A8V0ZVD2 A0A8V0ZK24 A0A8V0ZQ00
map04917 Prolactin signaling pathway,2,14,414,1633,0.56,0.5382037482683197,0.27,A0A1D5PIQ5 A0A8V0YFT7
map04918 Thyroid hormone synthesis,5,25,414,1633,0.79,0.6479874497973852,0.19,A0A1L1RWR0 A0A8V0XTC5 A0A8V0ZX92 A0A1D5NW68 A0A8V0XJ14
map04919 Thyroid hormone signaling pathway,6,31,414,1633,0.76,0.5354820260894699,0.27,A0A1D5NYE8 A0A8V0YFT7 A0A1L1RKB7 A0A8V0XTC5 A0A8V0ZX92 A0A8V0XHN0
map04920 Adipocytokine signaling pathway,5,12,414,1633,1.64,0.19373833874669788,0.71,A0A8V0ZAL2 A0A8V0WZH6 A0A8V0X5E1 A0A8V1A8S1 A0A8V0XMJ6
map04921 Oxytocin signaling pathway,4,34,414,1633,0.46,0.07319251873891104,1.14,A0A1L1RLN6 A0A8V1A640 A0A8V0Z5C6 A0A8V0XE48
map04922 Glucagon signaling pathway,6,20,414,1633,1.18,0.609877784126403,0.21,E1BTT8 Q5ZLN1 A0A1D5PEH3 E1BSN7 A0A1D5P1U2 A0A8V0XHN0
map04923 Regulation of lipolysis in adipocytes,2,13,414,1633,0.61,0.5353444775794469,0.27,A0A1D5P6T3 A0A8V0X5E1
map04925 Aldosterone synthesis and secretion,2,21,414,1633,0.38,0.12802066478180446,0.89,A0A8V0XTC5 A0A8V0ZX92
map04926 Relaxin signaling pathway,2,45,414,1633,0.18,0.00036738596820338457,3.43,A0A1D5PIQ5 A0A8V0X354
"map04935 Growth hormone synthesis, secretion and action",4,32,414,1633,0.49,0.10262042502596672,0.99,A0A1D5PIQ5 A0A8V0Z6E4 A0A1D5PD64 A0A8V0YFT7
map04960 Aldosterone-regulated sodium reabsorption,4,16,414,1633,0.99,1.0,-0.0,A0A1D5P6T3 A0A8V0ZX92 A0A8V0XTC5 A0A8V0ZJ84
map04961 Endocrine and other factor-regulated calcium reabsorption,4,21,414,1633,0.75,0.6201532348561276,0.21,A0A8V1ABS2 A0A8V0XTC5 A0A8V0ZX92 A0A1D5PL88
map04962 Vasopressin-regulated water reabsorption,4,21,414,1633,0.75,0.6201532348561276,0.21,A0A8V0YRF1 A0A8V1AJR8 A0A8V0ZZU2 A0A1D5PFB8
map04964 Proximal tubule bicarbonate reclamation,4,8,414,1633,1.97,0.11821356743246642,0.93,A0A8V0XTC5 A0A1D5NYS2 A0A8V0ZX92 A0A1D5NT61
map04966 Collecting duct acid secretion,3,16,414,1633,0.74,0.7738203848712195,0.11,A0A8V0ZVE0 F1NBW2 A0A8V1AK12
map04970 Salivary secretion,5,25,414,1633,0.79,0.6479874497973852,0.19,A0A1D5PPU2 A0A8V0XTC5 A0A8V0ZX92 A0A8V0X354 A0A8V0XEL0
map04971 Gastric acid secretion,2,23,414,1633,0.34,0.0879259277694148,1.06,A0A8V0XTC5 A0A8V0ZX92
map04972 Pancreatic secretion,5,30,414,1633,0.66,0.39581823223229884,0.4,A0A1D5NYS2 A0A1D5PPU2 A0A1L1RKB7 A0A8V0XTC5 A0A8V0ZX92
map04973 Carbohydrate digestion and absorption,4,11,414,1633,1.43,0.48501901880261844,0.31,A0A8V0XTC5 A0A8V0ZX92 A0A8V1A7V4 A0A8V0ZM20
map04974 Protein digestion and absorption,5,25,414,1633,0.79,0.6479874497973852,0.19,A0A8V0YIB0 A0A8V0XTC5 A0A8V0YIC4 A0A8V0ZX92 A0A1D5P8I8
map04975 Fat digestion and absorption,3,13,414,1633,0.91,1.0,-0.0,A0A8V0XV56 A0A8V0XE68 A0A8V0ZJT8
map04976 Bile secretion,3,15,414,1633,0.79,0.772790593577444,0.11,A0A8V0XTC5 A0A1D5NYS2 A0A8V0ZX92
map04977 Vitamin digestion and absorption,2,7,414,1633,1.13,1.0,-0.0,A0A8V0XV56 A0A8V0ZQV5
map04978 Mineral absorption,3,14,414,1633,0.85,1.0,-0.0,A0A8V0XTC5 A0A8V0ZX92 A0A8V0Z3D0
map04979 Cholesterol metabolism,7,21,414,1633,1.31,0.4481573065946255,0.35,A0A8V0ZHE8 A0A8V1AHP7 A0A8V0X6S4 A0A8V0XV56 A0A8V0YBR3 A0A8V0YXU7 A0A8V0YXE7
