GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Cellular Component	inner mitochondrial membrane protein complex	3	GO:0098800	51	71	1175	2784	1.7	5.353506296527887e-07	6.27	A0A8V0YKJ3 P18944 A0A1D5PIF0 Q9YH14 A0A1D5NW93 A0A1D5P0U8 A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A8V0X535 A0A8V0XCD2 A0A8V0XF68 A0A8V0XLB9 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YWL6 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZI98 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NIL3 F1NJF9 Q5ZHV6 R4GGQ4 A0A3Q2UJ64 A0A8V0X6I3 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A3B4 R4GGZ2	0.765534746362977
Cellular Component	mitochondrial protein-containing complex	2	GO:0098798	62	94	1175	2784	1.56	3.3249862806038868e-06	5.48	A0A8V0YKJ3 P18944 A0A1D5PIF0 A0A8V0Y492 A0A8V0YB71 A0A8V0ZAK3 Q9YH14 A0A1D5NW93 A0A1D5P0U8 A0A1D5P179 A0A1D5P4B1 A0A1D5PC99 A0A1D5PEH3 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A1D5PQV3 A0A8V0X535 A0A8V0XCD2 A0A8V0XF68 A0A8V0XLB9 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YWL6 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZI98 A0A8V0ZRW5 A0A8V0ZU95 A0A8V0ZVA2 A0A8V0ZWH3 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NIL3 F1NJF9 Q5ZHV6 R4GGQ4 A0A1D5PGC2 A0A3Q2UJ64 A0A8V0X2T8 A0A8V0X6I3 A0A8V0XMV0 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A3B4 R4GGZ2	0.6415460290875237
Cellular Component	cytosolic ribosome	6	GO:0022626	39	55	1175	2784	1.68	2.1611820424968884e-05	4.67	F1NPA9 P01994 P50890 F1NN16 P41125 P84175 Q6ITC7 A0A1D5NVI1 A0A1D5P3B1 A0A1D5PMT8 A0A1D5PR40 A0A1L1S0X5 A0A3Q2TV39 A0A3Q3A7P6 A0A8V0X2S3 A0A8V0XJK4 A0A8V0XXX0 A0A8V0Y9Y9 A0A8V0YR80 A0A8V0YU84 A0A8V0Z1Z1 A0A8V0Z4J0 A0A8V0Z891 A0A8V0ZGP2 A0A8V0ZJP1 A0A8V0ZL98 A0A8V0ZUX8 A0A8V1AAB0 A0A8V1AH32 F1NH93 F1NQG5 P32429 Q98TH5 R4GGJ0 A0A8V0XPN5 A0A8V0XRE7 A0A8V0YV66 A0A8V1A8R2 A0A8V1A9M2	0.7484612330040354
Cellular Component	ribosomal subunit	3	GO:0044391	39	57	1175	2784	1.62	6.46849890628699e-05	4.19	F1NPA9 P01994 P50890 F1NN16 P41125 P84175 Q6ITC7 A0A1D5NVI1 A0A1D5P3B1 A0A1D5PMT8 A0A1D5PR40 A0A1L1S0X5 A0A3Q2TV39 A0A3Q3A7P6 A0A8V0X7H3 A0A8V0XJK4 A0A8V0XXX0 A0A8V0Y5D3 A0A8V0Y9Y9 A0A8V0YR80 A0A8V0Z1Z1 A0A8V0Z4J0 A0A8V0Z891 A0A8V0ZGP2 A0A8V0ZJP1 A0A8V0ZL98 A0A8V0ZUX8 A0A8V1AAB0 A0A8V1AH32 F1NH93 F1NQG5 P32429 Q98TH5 R4GGJ0 A0A8V0XPN5 A0A8V0XRE7 A0A8V0YV66 A0A8V1A8R2 A0A8V1A9M2	0.6959938131099002
Cellular Component	small ribosomal subunit	4	GO:0015935	21	26	1175	2784	1.91	7.572262182742753e-05	4.12	F1NPA9 P01994 P50890 F1NN16 P84175 Q6ITC7 A0A3Q2TV39 A0A3Q3A7P6 A0A8V0X7H3 A0A8V0XXX0 A0A8V0Y5D3 A0A8V0Z1Z1 A0A8V0Z4J0 A0A8V0Z891 A0A8V0ZUX8 F1NH93 Q98TH5 R4GGJ0 A0A8V0XPN5 A0A8V0YV66 A0A8V1A8R2	0.9335726382610239
Cellular Component	cytosolic small ribosomal subunit	5	GO:0022627	19	23	1175	2784	1.96	0.00013859887998463218	3.86	F1NPA9 P01994 P50890 F1NN16 P84175 Q6ITC7 A0A3Q2TV39 A0A3Q3A7P6 A0A8V0XXX0 A0A8V0Z1Z1 A0A8V0Z4J0 A0A8V0Z891 A0A8V0ZUX8 F1NH93 Q98TH5 R4GGJ0 A0A8V0XPN5 A0A8V0YV66 A0A8V1A8R2	0.9708536543404835
Cellular Component	respiratory chain complex	3	GO:0098803	31	44	1175	2784	1.67	0.00016645854197732443	3.78	P18944 A0A1D5PIF0 A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PNM0 A0A8V0X535 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 A0A3Q2UJ64 A0A8V0X6I3 A0A8V0YZL1 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V1A3B4 R4GGZ2	0.7398481026993274
Cellular Component	mitochondrial respirasome	3	GO:0005746	31	44	1175	2784	1.67	0.00016645854197732443	3.78	P18944 A0A1D5PIF0 A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PNM0 A0A8V0X535 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 A0A3Q2UJ64 A0A8V0X6I3 A0A8V0YZL1 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V1A3B4 R4GGZ2	0.7398481026993274
Cellular Component	ribosome	5	GO:0005840	43	66	1175	2784	1.54	0.00020244988105174114	3.69	F1NPA9 P01994 P50890 F1NN16 P41125 P84175 Q6ITC7 A0A1D5NVI1 A0A1D5P3B1 A0A1D5PMT8 A0A1D5PR40 A0A1L1S0X5 A0A3Q2TV39 A0A3Q3A7P6 A0A8V0X2S3 A0A8V0X7H3 A0A8V0XJK4 A0A8V0XXX0 A0A8V0Y5D3 A0A8V0Y9Y9 A0A8V0YR80 A0A8V0YU84 A0A8V0Z1Z1 A0A8V0Z4J0 A0A8V0Z891 A0A8V0ZCS2 A0A8V0ZGP2 A0A8V0ZJP1 A0A8V0ZL98 A0A8V0ZUX8 A0A8V1AAB0 A0A8V1AH32 A0A8V1APZ6 F1NH93 F1NQG5 P32429 Q98TH5 R4GGJ0 A0A8V0XPN5 A0A8V0XRE7 A0A8V0YV66 A0A8V1A8R2 A0A8V1A9M2	0.6229303509201767
Cellular Component	respirasome	2	GO:0070469	31	45	1175	2784	1.63	0.0003580730121492659	3.45	P18944 A0A1D5PIF0 A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PNM0 A0A8V0X535 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 A0A3Q2UJ64 A0A8V0X6I3 A0A8V0YZL1 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V1A3B4 R4GGZ2	0.7048719644563528
