GO Terms Level 1,GO Terms Description,GO Terms Level,GO Terms ID,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
Cellular Component,protein-containing complex,1,GO:0032991,353,1097,647,2784,1.38,4.852762611972607e-19,18.31,A0A1D5P7C6 A0A8V0XEA4 R4GGQ4 A0A8V0YTK5 A0A8V0YW57 Q5ZJ73 A0A8V0ZNX9 A0A1D5P179 A0A8V0XGP6 A0A8V1AJS6 A0A8V0YYY4 A0A8V0XK63 A0A8V0YIC4 A0A1D5NYE8 Q5ZIA5 Q5ZLF6 A0A3Q3A7P6 A0A8V1A7Y9 A0A8V0XMV0 A0A8V0YU84 A0A8V0X8L8 A0A1D5PXH1 A0A8V0ZZE1 A0A8V0YIB0 A0A8V0ZC55 A0A8V0XLV1 A0A8V0ZNV5 P32429 A0A8V0ZWY9 A0A8V0Z7V7 A0A8V1A3Y5 A0A8V1AER6 A0A8V0ZJT8 A0A8V0Z863 A0A8V1A6B5 A0A1D5NW93 A0A8V0Y9L1 A0A8V0Z7C7 A0A8V0X354 A0A8V0ZW50 A0A8V1ACT0 Q5ZHV6 A0A8V0XP09 A0A8V0ZNG4 P41125 A0A8V1A9H2 A0A8V0YQY8 A0A1D5PBY3 A0A1D5PEH3 A0A8V0YZ41 A0A8V0ZNG1 Q5F3B9 A0A1D5NXB3 A0A8V1A7Y0 A0A8V0XY82 Q5ZL57 A0A8V0XG62 A0A8V0ZCS2 A0A8V0YGG7 A0A8V0ZU95 A0A8V0ZC01 Q9YH14 A0A1D5P0D3 A0A1D5PN54 A0A8V0X6F4 A0A8V0ZI98 F1NAC8 A0A3Q2UHM4 A0A8V0Y2J9 A0A8V0YE85 A0A8V1AKZ9 A0A8V0X895 A0A1D5PC99 A0A1D5P4B1 A0A8V1ABH8 A0A8V0ZF10 Q5ZKB9 A0A8V1ADW0 A0A8V0XJ14 A0A8V0YWL6 F1NBW2 O93256 A0A8V0XTM2 P53488 A0A8V0YNP1 A0A8V0X829 A0A8V1AHP0 R4GGJ0 A0A3Q2TSP8 A0A8V1A102 A0A8V0YHS1 A0A1D5PR40 Q5F411 P28497 A0A8V0Y0I0 A0A8V0XXX0 A0A8V1AEY5 A0A8V0ZPD6 A0A8V0YRF1 Q5ZMS3 A0A8V0Z2Y8 A0A8V0ZT56 A0A1D5P8I3 A0A8V0ZTA0 Q5ZLI2 A0A8V0ZRW5 A0A1L1RLN6 A0A8V0XE48 A0A8V0ZAK3 A0A8V0YF36 A0A1D5PSI3 F1NAQ8 A0A8V0XGH4 A0A8V0Z7B5 A0A8V0XMI5 A0A8V0XYP5 A0A8V0XJK4 A0A8V0X2T8 A0A8V0ZI24 A0A8V0YJ12 A0A8V0ZH96 A0A8V0Y0F3 A0A8V0YUT8 H9L2N7 Q5ZMG9 A0A8V1AFZ6 A0A8V1APT7 A0A8V0ZWH3 A0A3Q2U1A5 A0A3Q2U3U3 A0A8V0Z9M9 A0A8V0ZBR5 A0A8V1AK12 A0A8V1A960 A0A8V0XTR4 A0A3S5ZPN3 A0A8V0ZQT1 A0A8V0YB71 A0A8V1A2W0 A0A8V1A0C9 A0A1D5P797 A0A8V0YUR4 A0A1L1RWX8 A0A8V1A8R2 A0A8V0YCP2 A0A8V1AH40 A0A8V0XRE7 F1NCA2 A0A8V0WZH6 A0A8V0YFF3 E1BSN7 A0A8V0YHD4 A0A8V0Z6B5 Q5ZLA7 A0A8V0ZQC1 Q5ZJ27 A0A1D5P0U8 A0A8V0ZRK8 F1NYI3 A0A8V0XHV8 A0A8V0Y2X7 A0A3Q2UJ64 A0A8V0XBW1 Q6ITC7 E1C658 A0A1D5P6T3 Q5ZLQ6 A0A8V1A4N7 F1P337 A0A1D5NYF8 A0A8V0YLR6 A0A8V0Z6R7 A0A8V0ZGP2 K9JA28 A0A1D5PMT8 F1NJF9 A0A8V0Y814 A0A8V0ZYC2 P14448 A0A8V0YCL9 A0A1D5PXH0 A0A8V0ZRZ8 A0A3Q2UHS2 A0A8V0YVZ8 A0A8V1ABY0 A0A8V0YV66 A0A8V0ZZC8 A0A8V0Z3U7 Q5ZMV5 A0A8V0Y5D3 A0A1D5NU82 A0A8V0ZJP1 A0A8V0Y9V7 A0A8V0Z756 A0A8V1A3U0 Q9I8D6 A0A8V1A936 A0A8V0X7P4 A0A3Q2TV39 P84175 A0A1L1S0X5 A0A1D5NV75 A0A8V1ABS2 A0A8V0ZBT6 A0A8V0XTH6 A0A8V0X4M9 A0A8V0Z6E4 A0A1D5PIF0 A0A8V0Y121 A0A8V0YUW3 A0A8V0ZVA2 E1C2Z5 A0A8V0Z891 A0A8V0Y9Y9 A0A3Q2U9P1 A0A8V0YGA1 A0A8V0Z1Z1 A0A8V0XKW4 A0A8V0ZE30 A0A8V0ZS72 A0A3Q2U4B8 A0A8V1A8S1 Q7ZT63 F1NR71 A0A8V1A1U8 Q5ZHZ0 A0A8V0YVI8 A0A8V1A9M2 A0A8V0YFT7 A0A8V0X535 A0A8V0YC52 A0A8V1A3B4 A0A8V0X2S3 A0A8V0Y9X9 A0A1D5PL88 A0A8V0ZY56 A0A8V0ZL98 A0A8V0YYM2 A0A8V0YS27 A0A8V0YBU5 A0A1D5PJW4 Q01406 A0A8V1ACR8 A0A8V0YYI8 A0A8V0ZHZ7 A0A1D5PI06 A0A8V1A582 A0A8V0X4N2 A0A8V0ZEC1 A0A1D6UPS9 A0A8V1A8C9 A0A8V1AH32 A0A8V0XB52 A0A1D5PQV3 A0A8V0ZX92 A0A8V0ZEP8 A0A8V0Y5A6 A0A8V0X6I3 A0A8V0XV56 A0A8V0XSE9 A0A3Q2U7H6 A0A1D5NTY5 A0A8V0YG12 A0A8V0Z0R7 A0A8V0Z6I7 A0A8V1APZ6 A0A8V0ZZK0 P14315 P84229 A0A8V0Z794 A0A8V0XXW6 A0A1D5P1U2 F1NH93 A0A3Q2U0S7 A0A8V0YCT6 A0A8V0XUD0 A0A8V0X7I3 Q5ZL72 A0A8V0Y6X8 A0A8V0ZRZ2 A0A8V0XRD5 A0A8V0Z585 A0A8V0Z382 A0A8V0ZEB2 A0A8V0X7H3 A0A8V1ANL7 R4GLB3 A0A1D5PFB8 A0A8V0ZH27 A0A8V1A8T0 A0A8V1A3D8 A0A8V0ZUX8 A0A8V0Z3K2 A0A8V1AED9 A0A8V0XHN0 A0A8V0XW68 A0A8V0ZM20 A0A8V1A640 A0A8V0YIZ9 A0A8V0YJX3 A0A8V0YFB1 Q5ZJW4 A0A8V0YZ19 P50890 A0A1L1RP66 P18944 A0A8V0Y4M2 A0A8V0YD10 A0A8V0Y492 A0A8V0YZL1 P13127 F1NU79 A0A8V1A9W4 A0A8V0XCD2 A0A1D5P3B1 A0A8V0Z5C6 A0A1D5P8I8 F1NIL3 A0A8V0YBZ4 A0A8V0ZY42 A0A1L1RKB7 A0A8V0XKF3 A0A1D5PGC2 A0A8V0Y652 A0A8V0YVH2 R4GGZ2 F1NPA9 A0A1D5PNM0 F1NC02 A0A8V1AA37 A0A1D5NXL7 A0A8V0YTH3 F1NCE1 A0A8V0ZEY1 A0A8V0ZYI9 A0A8V0ZMK4 A0A1D5P1W7 F1NN16 A0A8V0X4B2 A0A8V1A8N2 A0A8V0XSU6 A0A1D5NW68 A0A8V1AAB0 A0A1D5PM19 A0A8V1A624 A0A8V0YR80 A0A8V0X7S3 A0A8V0YV00 A0A3Q2UGR5 A0A8V0YCZ5 A0A8V0XTC5 A0A8V0YWS4 A0A8V1AF05
Cellular Component,mitochondrial membrane,4,GO:0031966,89,171,647,2784,2.24,3.0579508592727135e-17,16.51,A0A8V0ZRZ8 A0A8V1AEY5 A0A8V0XEA4 A0A8V0Z2Y8 A0A8V0YGN2 A0A8V0ZT56 A0A8V0ZPD6 R4GGQ4 A0A8V0ZTA0 A0A1D5P179 A0A3Q2U0S7 A0A8V0Y9V7 Q5ZL72 A0A8V0Y6X8 A0A8V0Y9K6 A0A8V0Z382 F1NEF6 A0A8V0ZEB2 Q5ZJ23 A0A8V0XMV0 A0A1D5PIF0 A0A8V0YXU7 A0A8V0XW68 A0A8V0ZM20 A0A8V1A640 A0A8V0ZJT8 A0A8V0Z863 A0A8V0ZVA2 A0A1D5NW93 A0A8V0X4A3 A0A1D5P8I7 A0A8V0Z7C7 A0A8V0X354 F1NXH1 A0A8V0Y4M6 Q5ZHV6 A0A8V0ZS72 P18944 A0A8V0YB71 A0A8V0X5J4 A0A1D5PL38 A0A8V0ZLT9 A0A3Q2TTG3 A0A8V0Y492 A0A8V0YZL1 A0A8V0XMJ6 A0A8V0ZHE8 A0A8V0XCD2 A0A8V0X535 A0A8V0YC52 A0A8V1AH40 F1NIL3 F1NCA2 A0A8V1A3B4 A0A8V0YU17 A0A8V0YFF3 A0A8V0Y9X9 P84172 A0A8V0YHD4 A0A8V0YBI3 A0A8V0Z6B5 A0A1D5PGC2 A0A8V0ZU95 A0A8V0ZC01 Q9YH14 A0A8V0YYM2 A0A1D5P0U8 A0A8V0YLZ8 A0A1D5PN54 R4GGZ2 A0A8V0ZI98 A0A1D5PI06 A0A1D5PNM0 A0A3Q2UHM4 A0A3Q2UJ64 A0A8V1AA37 E1C658 A0A8V1A4N7 A0A1D5P4B1 A0A8V1A624 A0A8V0ZTF7 A0A8V0X6I3 A0A8V0ZCP8 A0A8V0YWL6 A0A1D5NT61 F1NJF9 A0A8V0YNP1 A0A8V0YCL9 A0A8V0XA55
Cellular Component,mitochondrial envelope,4,GO:0005740,92,182,647,2784,2.18,8.463161203415747e-17,16.07,A0A8V0ZRZ8 A0A8V1AEY5 A0A8V0XEA4 A0A8V0Z2Y8 A0A8V0YGN2 A0A8V0ZT56 A0A8V0ZPD6 R4GGQ4 A0A8V0ZTA0 A0A1D5P179 A0A3Q2U0S7 A0A8V0Y9V7 Q5ZL72 A0A8V0Y6X8 A0A8V1A4H0 A0A8V0Y9K6 A0A8V0Z382 F1NEF6 A0A8V0ZEB2 Q5ZJ23 A0A8V0XMV0 A0A1D5PIF0 A0A8V0YXU7 A0A8V0XW68 A0A8V0ZM20 A0A8V1A640 A0A8V0ZJT8 A0A8V0Z863 A0A8V0ZVA2 A0A1D5NW93 A0A8V0X4A3 A0A1D5P8I7 A0A8V0Y9V8 A0A8V0Z7C7 A0A8V0X354 A0A8V0XKW4 F1NXH1 A0A8V0Y4M6 Q5ZHV6 A0A8V0ZS72 P18944 A0A8V0YB71 A0A8V0X5J4 A0A1D5PL38 A0A8V0ZLT9 A0A3Q2TTG3 A0A8V0Y492 A0A8V0YZL1 A0A8V0XMJ6 A0A8V0ZHE8 A0A8V0XCD2 A0A8V0X535 A0A8V0YC52 A0A8V1AH40 F1NIL3 F1NCA2 A0A8V1A3B4 A0A8V0YU17 A0A8V0YFF3 A0A8V0Y9X9 P84172 A0A8V0YHD4 A0A8V0YBI3 A0A8V0Z6B5 A0A1D5PGC2 A0A8V0ZU95 A0A8V0ZC01 Q9YH14 A0A8V0YYM2 A0A1D5P0U8 A0A8V0YLZ8 A0A1D5PN54 R4GGZ2 A0A8V0ZI98 A0A1D5PI06 A0A1D5PNM0 A0A3Q2UHM4 A0A3Q2UJ64 A0A8V1AA37 E1C658 A0A8V1A4N7 A0A1D5P4B1 A0A8V1A624 A0A8V0ZTF7 A0A8V0X6I3 A0A8V0ZCP8 A0A8V0YWL6 A0A1D5NT61 F1NJF9 A0A8V0YNP1 A0A8V0YCL9 A0A8V0XA55
Cellular Component,mitochondrial protein-containing complex,2,GO:0098798,59,94,647,2784,2.7,8.464175525022834e-17,16.07,A0A1D5PNM0 A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V1AA37 A0A1D5PEH3 A0A8V1AEY5 A0A8V0Y492 A0A8V0Z2Y8 A0A8V0YZL1 A0A8V0ZPD6 R4GGQ4 A0A1D5PIF0 E1C658 A0A8V0X2T8 A0A8V0ZTA0 R4GGZ2 A0A8V0XW68 A0A8V0XCD2 A0A8V0X535 A0A8V1A4N7 A0A1D5PQV3 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZRW5 A0A8V0ZVA2 A0A1D5PC99 A0A8V1AH40 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A1D5P4B1 A0A8V0ZWH3 A0A8V1A3B4 A0A8V0Y6X8 A0A8V1A624 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Y9X9 A0A8V0X6I3 A0A8V0Z382 A0A8V0Z6B5 A0A8V0YWL6 A0A1D5PGC2 Q5ZHV6 A0A8V0ZU95 A0A8V0ZS72 A0A8V0ZC01 Q9YH14 F1NJF9 A0A8V0ZAK3 A0A1D5P0U8 A0A8V0YCL9 A0A8V0XMV0 A0A1D5PN54 P18944 A0A8V0YB71 A0A8V0ZI98 A0A1D5PI06
Cellular Component,mitochondrion,5,GO:0005739,154,375,647,2784,1.77,1.0433181321885889e-16,15.98,A0A8V0ZRZ8 A0A8V1AJ19 A0A8V1AEY5 A0A8V0XEA4 A0A8V0Z2Y8 A0A8V0YGN2 A0A8V0ZT56 A0A8V0ZPD6 R4GGQ4 A0A8V0ZTA0 P17790 A0A8V0ZM46 A0A8V0X9K8 A0A1D5P1U2 A0A1D5P179 A0A8V1AAU9 A0A8V0ZRW5 A0A3Q2U0S7 A0A8V0Y9V7 A0A8V1ABW1 Q5ZL72 A0A8V0Y6X8 A0A8V0YYY4 A0A8V1A4H0 A0A8V0Y9K6 A0A8V0YZN0 A0A8V0Z382 F1NEF6 A0A8V0ZEB2 A0A8V1ABS2 A0A8V0X7H3 A0A8V0ZAK3 Q5ZJ23 A0A1D5PSI3 A0A8V0XMV0 A0A8V0YGM0 A0A8V0XVT5 A0A1D5PIF0 A0A8V0X2T8 A0A8V1A0C2 A0A8V0YXU7 A0A8V0YYX3 A0A8V0ZVS5 A0A8V0XW68 A0A8V0Y121 A0A8V0ZM20 A0A8V1A640 A0A8V0ZJT8 A0A8V0XUY8 A0A8V1AE54 A0A8V0Z863 A0A8V0ZVA2 Q5F3M8 A0A1D5NW93 A0A8V0ZWH3 A0A8V0X4A3 A0A1D5P8I7 A0A8V0Y9V8 A0A8V0Y4G2 A0A8V0Z7C7 A0A8V0X354 A0A8V0XKW4 F1NXH1 A0A8V0Y4M6 Q5ZHV6 A0A8V0ZS72 A0A1D5PIQ5 P18944 A0A8V0XE68 A0A8V0YB71 A0A8V0X5J4 A0A1D5PL38 A0A8V0ZLT9 A0A3Q2TTG3 A0A1D5PBY3 A0A1D5PEH3 A0A8V0Y492 A0A8V0YZL1 Q5F3B9 A0A8V0Y9B0 A0A8V0XMJ6 A0A8V0YVI8 A0A8V0ZHE8 A0A8V0XCD2 A0A8V0ZHY3 A0A8V0YR19 A0A8V0X535 A0A8V0XAS9 A0A8V0YC52 A0A8V1AH40 F1NIL3 F1NCA2 A0A8V1A3B4 A0A8V0YU17 A0A8V0YGG7 A0A8V0YFF3 A0A8V0Y9X9 P84172 A0A1D5NYK3 A0A8V0YHD4 A0A8V0YBI3 A0A8V0Z6B5 A0A1D5PGC2 A0A8V0ZU95 A0A8V0ZC01 E1BVT3 Q9YH14 A0A8V0YYM2 A0A1D5P0U8 A0A8V0YQC4 A0A8V0YLZ8 A0A1D5PN54 A0A8V0XNP4 R4GGZ2 A0A8V0ZI98 A0A1D5PI06 A0A1D5PNM0 A0A3Q2UHM4 F1NZ86 A0A3Q2UJ64 A0A8V1AA37 A0A8V0YF91 A0A8V0X3M7 A0A8V0Y8S2 E1C658 A0A8V0Z0W8 A0A8V1AKZ9 A0A8V1A4N7 A0A1D5PQV3 A0A8V0YH08 A0A1D5PC99 A0A8V1A000 A0A1D5P4B1 A0A3Q2U892 A0A8V0ZAL2 A0A1D5PM19 A0A8V1A624 E1BTT8 A0A8V0ZF10 Q5ZKB9 A0A8V0ZTF7 A0A8V0X6I3 A0A8V0ZCP8 A0A8V0XHY2 A0A8V0YQE8 A0A8V0YWL6 A0A1D5NT61 A0A8V1AED0 F1NJF9 A0A8V0XIM8 A0A8V0YNP1 A0A8V0YCL9 A0A8V1A102 A0A8V0XA55
Cellular Component,inner mitochondrial membrane protein complex,3,GO:0098800,48,71,647,2784,2.91,9.658899617619617e-16,15.02,A0A1D5PNM0 A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V1AA37 A0A8V1AEY5 A0A8V0ZPD6 A0A8V0Z2Y8 A0A8V0YZL1 R4GGQ4 A0A1D5PIF0 E1C658 A0A8V0ZTA0 R4GGZ2 A0A8V0XW68 A0A8V0XCD2 A0A8V0X535 A0A8V1A4N7 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AH40 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A1D5P4B1 A0A8V1A3B4 A0A8V0Y6X8 A0A8V1A624 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Y9X9 A0A8V0X6I3 A0A8V0Z382 A0A8V0Z6B5 A0A8V0YWL6 Q5ZHV6 A0A8V0ZU95 A0A8V0ZS72 A0A8V0ZC01 Q9YH14 F1NJF9 A0A1D5P0U8 A0A8V0YCL9 A0A1D5PN54 P18944 A0A8V0ZI98 A0A1D5PI06
Cellular Component,mitochondrial inner membrane,5,GO:0005743,66,123,647,2784,2.31,7.418253029777378e-14,13.13,A0A1D5PL38 A0A1D5PNM0 A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V1AA37 A0A3Q2TTG3 A0A8V1AEY5 A0A8V0Y492 A0A8V0Z2Y8 A0A8V0YZL1 A0A8V0ZPD6 R4GGQ4 A0A1D5PIF0 E1C658 A0A8V0ZTA0 R4GGZ2 A0A8V0XW68 A0A8V0XCD2 A0A8V0X535 A0A8V1A4N7 A0A8V0ZJT8 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AH40 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A1D5P4B1 F1NCA2 Q5ZL72 A0A8V0Y6X8 A0A8V0YU17 A0A8V1A3B4 A0A1D5P8I7 A0A8V1A624 A0A8V0Y9K6 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Y9X9 A0A8V0X6I3 P84172 A0A8V0ZCP8 A0A8V0Z382 F1NEF6 A0A8V0YBI3 A0A8V0X5J4 A0A8V0YWL6 A0A8V0Z6B5 Q5ZHV6 A0A8V0ZU95 A0A8V0ZS72 A0A1D5NT61 A0A8V0ZC01 Q9YH14 F1NJF9 A0A1D5P0U8 A0A8V0YCL9 A0A8V0YLZ8 A0A1D5PN54 P18944 A0A8V0YB71 A0A8V0ZI98 A0A1D5PI06 A0A8V0XA55
Cellular Component,organelle inner membrane,4,GO:0019866,67,127,647,2784,2.27,1.7898322874351853e-13,12.75,A0A1D5PL38 A0A1D5PNM0 A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V1AA37 A0A3Q2TTG3 A0A8V1AEY5 A0A8V0Y492 A0A8V0Z2Y8 A0A8V0YZL1 A0A8V0ZPD6 R4GGQ4 A0A1D5PIF0 E1C658 A0A8V0ZTA0 R4GGZ2 A0A8V0XW68 A0A8V0XCD2 A0A8V0X535 A0A8V1A4N7 A0A8V0ZJT8 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AH40 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A1D5P4B1 F1NCA2 Q5ZL72 A0A8V0Y6X8 A0A8V0YU17 A0A8V1A3B4 A0A1D5P8I7 A0A8V1A624 A0A8V0Y9K6 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Y9X9 A0A8V0X6I3 P84172 A0A8V0ZCP8 A0A8V0Z382 F1NEF6 A0A8V0YBI3 A0A8V0X5J4 A0A8V0YWL6 A0A8V0Z6B5 Q5ZHV6 A0A8V0ZU95 A0A8V0XTL6 A0A1D5NT61 A0A8V0ZS72 A0A8V0ZC01 Q9YH14 F1NJF9 A0A1D5P0U8 A0A8V0YCL9 A0A8V0YLZ8 A0A1D5PN54 P18944 A0A8V0YB71 A0A8V0ZI98 A0A1D5PI06 A0A8V0XA55
Cellular Component,ribonucleoprotein complex,2,GO:1990904,86,189,647,2784,1.96,3.1543390263883664e-12,11.5,A0A1D5P7C6 A0A8V1APZ6 A0A8V0XXX0 A0A8V0YRF1 A0A1D5P8I3 A0A8V1ABY0 A0A8V0YV66 A0A8V0YTK5 A0A8V0Y5D3 F1NH93 A0A3Q2U0S7 A0A8V0ZJP1 A0A8V0X7I3 A0A8V0XK63 A0A3Q2TV39 A0A8V0XRD5 P84175 A0A8V0XE48 A0A1L1S0X5 A0A8V0ZEB2 A0A8V0X7H3 A0A1D5PSI3 A0A3Q3A7P6 A0A8V0YU84 A0A8V0ZUX8 A0A8V0X4M9 A0A1D5PXH1 A0A8V0XYP5 A0A8V0XJK4 A0A8V0X2T8 A0A8V0YJ12 A0A8V0ZH96 P32429 A0A8V1A3Y5 A0A8V1AER6 A0A8V1AFZ6 A0A8V0YUW3 A0A8V0Z891 A0A3Q2U3U3 A0A8V0Y9Y9 A0A8V0YGA1 A0A8V0Z1Z1 A0A8V0ZE30 A0A8V0YZ19 P50890 A0A3S5ZPN3 A0A8V0ZNG4 P41125 A0A8V0ZQT1 A0A8V0YD10 A0A8V1A0C9 A0A8V0YZ41 Q5ZHZ0 A0A1D5NXB3 A0A8V0YUR4 A0A8V1A7Y0 A0A8V1A9M2 A0A1D5P3B1 A0A8V1A8R2 A0A8V0XRE7 A0A8V0ZCS2 A0A8V0X2S3 A0A8V0ZL98 F1NAC8 F1NPA9 A0A8V0Y2X7 F1NC02 Q6ITC7 A0A1D5P1W7 F1NN16 A0A1D6UPS9 A0A8V0XSU6 A0A8V0X895 A0A8V1AH32 A0A8V1AAB0 A0A8V0Y5A6 A0A8V0YR80 Q5ZKB9 A0A8V0ZGP2 A0A3Q2U7H6 A0A8V0YV00 A0A1D5NTY5 A0A1D5PMT8 A0A3Q2TSP8 R4GGJ0 A0A1D5PR40
Cellular Component,organelle envelope,3,GO:0031967,112,278,647,2784,1.73,2.1941505449068645e-11,10.66,A0A8V0ZRZ8 A0A8V1AEY5 A0A8V0XEA4 A0A8V0YRF1 A0A8V0YGN2 A0A8V0Z2Y8 A0A8V0ZT56 Q5ZLX0 R4GGQ4 A0A8V0ZPD6 A0A8V0ZTA0 A0A1D5P179 A0A3Q2U0S7 A0A8V0Y9V7 Q5ZL72 A0A8V0Y6X8 A0A8V0X7P4 A0A8V1A4H0 A0A8V0Y9K6 A0A8V0Z382 F1NEF6 A0A1D5NYE8 A0A8V0ZEB2 A0A8V0X7H3 A0A8V0XTL6 Q5ZJ23 A0A8V0X6S4 A0A8V0XMV0 A0A1D5PIF0 A0A8V0YXU7 A0A8V0XW68 A0A8V0ZM20 A0A8V1A640 A0A8V0ZJT8 A0A8V0Z863 A0A8V0ZVA2 A0A1D5NW93 A0A8V0X4A3 A0A1D5P8I7 A0A8V0Y9V8 A0A8V0Z7C7 A0A8V0X354 A0A8V0XKW4 F1NXH1 A0A8V0Y4M6 Q5ZHV6 A0A8V0ZS72 A0A8V0XP09 P18944 A0A8V0YB71 A0A8V0X5J4 A0A1D5PL38 A0A8V0ZLT9 A0A8V1A1U8 A0A3Q2TTG3 A0A8V0Y492 A0A8V0YZL1 A0A8V0XMJ6 A0A8V0YVI8 A0A8V0ZHE8 A0A8V0XCD2 A0A8V0X535 A0A8V0YC52 A0A8V1AH40 F1NIL3 F1NCA2 A0A8V1A3B4 A0A8V0YU17 A0A1L1RKB7 A0A8V0YFF3 A0A8V0Y9X9 P84172 A0A8V0YHD4 A0A8V0YBI3 A0A8V0Z6B5 A0A1D5PGC2 A0A8V0ZU95 A0A1D5PMX3 A0A8V0ZC01 Q9YH14 A0A8V0YYM2 A0A8V0YBU5 A0A1D5P0U8 F1NYI3 A0A8V0YLZ8 A0A1D5PN54 R4GGZ2 A0A8V0ZI98 A0A1D5PI06 A0A1D5PNM0 A0A3Q2UHM4 A0A3Q2UJ64 A0A8V1AA37 E1C658 A0A1D5P1W7 A0A8V1A4N7 P13648 A0A1D5P4B1 A0A1D5NYF8 A0A8V1A624 A0A8V0YLR6 A0A8V0ZTF7 A0A8V0X6I3 A0A8V0Y6Y7 A0A8V0ZCP8 A0A8V0YWL6 A0A8V0YG12 A0A1D5NT61 F1NJF9 A0A8V0YNP1 A0A8V0YCL9 A0A8V0XA55
