GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Molecular Function	RNA binding	4	GO:0003723	93	196	598	2477	1.97	1.1392406671084695e-13	12.94	A0A3S5ZPN3 Q5ZL72 Q5ZHZ0 Q5ZKB9 A0A3Q2TSP8 A0A8V0X4M9 A0A8V0ZC55 F1NCE1 F1NN16 P41125 P84172 Q5F411 Q6ITC7 A0A1D5P3B1 A0A1D5P8I3 A0A1D5PR23 A0A1D5PR40 A0A1D5PSI3 A0A1D6UPS9 A0A1L1RX26 A0A1L1S0X5 A0A3Q2U0S7 A0A8V0X6Y3 A0A8V0X895 A0A8V0XBW1 A0A8V0XJK4 A0A8V0XMI5 A0A8V0XRD5 A0A8V0XSU6 A0A8V0XUD0 A0A8V0XXX0 A0A8V0Y121 A0A8V0Y599 A0A8V0Y5D3 A0A8V0Y9L1 A0A8V0Y9Y9 A0A8V0YBU5 A0A8V0YD10 A0A8V0YR80 A0A8V0YUW3 A0A8V0YZ41 A0A8V0ZBR5 A0A8V0ZCS2 A0A8V0ZD41 A0A8V0ZF10 A0A8V0ZGP2 A0A8V0ZL98 A0A8V0ZQK2 A0A8V0ZUX8 A0A8V1A7D7 A0A8V1AAB0 A0A8V1ABS2 A0A8V1AH32 A0A8V1APZ6 E1C8Y9 F1NAC8 P32429 Q5ZIE0 R4GGJ0 A0A1D5NXB3 A0A1D5P0D3 A0A1D5PXH1 A0A1L1RIX9 A0A3Q2U3U3 A0A8V0X0T6 A0A8V0X2T8 A0A8V0X4N2 A0A8V0X7I3 A0A8V0X7S3 A0A8V0XG62 A0A8V0XK63 A0A8V0XRE7 A0A8V0XTL6 A0A8V0XXW6 A0A8V0XYP5 A0A8V0YFB1 A0A8V0YG12 A0A8V0YGA1 A0A8V0YJ12 A0A8V0YQZ5 A0A8V0YUR4 A0A8V0YV00 A0A8V0YV66 A0A8V0YZ19 A0A8V0ZNG4 A0A8V0ZX20 A0A8V0ZY56 A0A8V1A0C9 A0A8V1A3Y5 A0A8V1A7Y0 A0A8V1A9M2 A0A8V1ABY0 A0A8V1AFZ6	0.9781956296816515
Molecular Function	nucleic acid binding	3	GO:0003676	109	263	598	2477	1.72	4.853176876436709e-11	10.31	A0A1L1RKB7 A0A3S5ZPN3 F1NPA9 P84229 Q5ZL72 Q5ZHZ0 Q5ZKB9 A0A3Q2TSP8 A0A8V0X4M9 A0A8V0ZC55 F1NCE1 F1NN16 P41125 P84172 Q5F411 Q6ITC7 A0A1D5P3B1 A0A1D5P8I3 A0A1D5PR23 A0A1D5PR40 A0A1D5PSI3 A0A1D6UPS9 A0A1L1RX26 A0A1L1S0X5 A0A3Q2TV39 A0A3Q2U0S7 A0A8V0X6Y3 A0A8V0X7N6 A0A8V0X895 A0A8V0XBW1 A0A8V0XJK4 A0A8V0XMI5 A0A8V0XRD5 A0A8V0XSU6 A0A8V0XUD0 A0A8V0XXX0 A0A8V0Y121 A0A8V0Y599 A0A8V0Y5A6 A0A8V0Y5D3 A0A8V0Y9L1 A0A8V0Y9Y9 A0A8V0YBU5 A0A8V0YD10 A0A8V0YFT7 A0A8V0YR80 A0A8V0YUW3 A0A8V0YW57 A0A8V0YZ41 A0A8V0ZA46 A0A8V0ZBR5 A0A8V0ZBT6 A0A8V0ZCS2 A0A8V0ZD41 A0A8V0ZF10 A0A8V0ZGP2 A0A8V0ZL98 A0A8V0ZQK2 A0A8V0ZUX8 A0A8V1A7D7 A0A8V1AAB0 A0A8V1ABS2 A0A8V1AH32 A0A8V1APZ6 E1C8Y9 F1NAC8 P32429 Q5ZIE0 R4GGJ0 A0A1D5NW68 A0A1D5NXB3 A0A1D5P0D3 A0A1D5P7C6 A0A1D5PXH1 A0A1L1RIX9 A0A1L1RP66 A0A3Q2U3U3 A0A8V0X0T6 A0A8V0X2T8 A0A8V0X4N2 A0A8V0X7I3 A0A8V0X7S3 A0A8V0XG62 A0A8V0XHV8 A0A8V0XJ14 A0A8V0XK63 A0A8V0XRE7 A0A8V0XTL6 A0A8V0XXW6 A0A8V0XYP5 A0A8V0YFB1 A0A8V0YG12 A0A8V0YGA1 A0A8V0YJ12 A0A8V0YQZ5 A0A8V0YUR4 A0A8V0YV00 A0A8V0YV66 A0A8V0YZ19 A0A8V0ZNG4 A0A8V0ZS72 A0A8V0ZX20 A0A8V0ZY56 A0A8V1A0C9 A0A8V1A3Y5 A0A8V1A7Y0 A0A8V1A9M2 A0A8V1ABY0 A0A8V1AFZ6	0.7824085649273732
Molecular Function	structural constituent of ribosome	2	GO:0003735	31	53	598	2477	2.42	6.876843420978552e-08	7.16	F1NPA9 P50890 F1NN16 P41125 P84175 Q6ITC7 A0A1D5P3B1 A0A1D5PMT8 A0A1D5PR40 A0A1L1S0X5 A0A3Q2TV39 A0A3Q3A7P6 A0A8V0XJK4 A0A8V0XXX0 A0A8V0Y9Y9 A0A8V0YR80 A0A8V0Z1Z1 A0A8V0Z891 A0A8V0ZGP2 A0A8V0ZJP1 A0A8V0ZL98 A0A8V0ZUX8 A0A8V1AAB0 A0A8V1AH32 F1NH93 P32429 R4GGJ0 A0A8V0XRE7 A0A8V0YV66 A0A8V1A8R2 A0A8V1A9M2	1.2750070474998698
Molecular Function	structural molecule activity	1	GO:0005198	81	204	598	2477	1.64	3.3430318148619227e-07	6.48	A0A1D5PM19 F1NPA9 P14448 P13648 P50890 A0A1D5NU82 A0A8V0X4M9 A0A8V0XE48 A0A8V0ZC55 F1NN16 O93256 P41125 P53488 P84175 Q6ITC7 A0A1D5NYF8 A0A1D5P3B1 A0A1D5P797 A0A1D5PL88 A0A1D5PMT8 A0A1D5PR40 A0A1L1S0X5 A0A3Q2TV39 A0A3Q3A7P6 A0A8V0X4B2 A0A8V0X7H3 A0A8V0XDR8 A0A8V0XJK4 A0A8V0XXX0 A0A8V0Y357 A0A8V0Y699 A0A8V0Y9Y9 A0A8V0YJX3 A0A8V0YR80 A0A8V0Z1Z1 A0A8V0Z794 A0A8V0Z7V7 A0A8V0Z891 A0A8V0ZEY1 A0A8V0ZGP2 A0A8V0ZJP1 A0A8V0ZL98 A0A8V0ZQ00 A0A8V0ZUX8 A0A8V0ZY42 A0A8V0ZYC2 A0A8V1A3U0 A0A8V1A8B2 A0A8V1A9H2 A0A8V1AAB0 A0A8V1ABS2 A0A8V1AH32 A0A8V1AKZ9 F1NH93 P32429 Q5ZMV5 R4GGJ0 A0A1L1RLN6 A0A8V0XAL0 A0A8V0XJD2 A0A8V0XRE7 A0A8V0XTL6 A0A8V0XYK6 A0A8V0Y0F3 A0A8V0Y0I0 A0A8V0Y2J9 A0A8V0Y4B7 A0A8V0YIZ9 A0A8V0YS27 A0A8V0YV00 A0A8V0YV66 A0A8V0Z0W8 A0A8V0Z6K0 A0A8V0ZCX6 A0A8V0ZE30 A0A8V0ZK24 A0A8V0ZZC5 A0A8V1A2W0 A0A8V1A8R2 A0A8V1A8T0 A0A8V1A9M2	0.713695814843359
Molecular Function	NADH dehydrogenase activity	4	GO:0003954	18	26	598	2477	2.87	1.3223565860443884e-06	5.88	A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PNM0 A0A8V0XCD2 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YFF3 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 A0A8V0ZPD6 A0A8V0ZRZ8 R4GGZ2	1.5210507369009632
Molecular Function	NADH dehydrogenase (ubiquinone) activity	4	GO:0008137	18	26	598	2477	2.87	1.3223565860443884e-06	5.88	A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PNM0 A0A8V0XCD2 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YFF3 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 A0A8V0ZPD6 A0A8V0ZRZ8 R4GGZ2	1.5210507369009632
Molecular Function	NADH dehydrogenase (quinone) activity	5	GO:0050136	18	26	598	2477	2.87	1.3223565860443884e-06	5.88	A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PNM0 A0A8V0XCD2 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YFF3 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 A0A8V0ZPD6 A0A8V0ZRZ8 R4GGZ2	1.5210507369009632
Molecular Function	oxidoreductase activity	2	GO:0016491	74	197	598	2477	1.56	1.2076483580334512e-05	4.92	A0A8V0Y4M6 P18944 A0A1D5P8I7 A0A1D5PIF0 A0A1D5PL38 A0A8V0X354 A0A8V0X3M7 A0A8V0Y492 A0A8V0YB71 A0A8V0Z420 A0A8V0ZAK3 A0A8V0ZTF7 A0A8V1AE54 E1BTT8 E1BVT3 F1NEF6 A0A1D5NT61 A0A1D5NYK3 A0A1D5P179 A0A1D5P1U2 A0A1D5P4B1 A0A1D5PBY3 A0A1D5PC99 A0A1D5PEH3 A0A1D5PI06 A0A1D5PNM0 A0A8V0X5J4 A0A8V0XCD2 A0A8V0XGH4 A0A8V0XIM8 A0A8V0XVT5 A0A8V0XW68 A0A8V0Y3L3 A0A8V0Y9V7 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YGN2 A0A8V0YHD4 A0A8V0YU17 A0A8V0YXI7 A0A8V0Z382 A0A8V0Z6I7 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZHY3 A0A8V0ZJ84 A0A8V0ZRW5 A0A8V0ZT56 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A0C2 A0A8V1AA37 A0A8V1ABW1 A0A8V1AEY5 A0A8V1AH40 F1NBR3 F1NCA2 F1NXH1 A0A1D5NWL9 A0A1D5PTW3 A0A8V0X2T8 A0A8V0X4A3 A0A8V0X6I3 A0A8V0X9K8 A0A8V0XK42 A0A8V0XNP4 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V1A3B4 R4GGZ2	0.6415460290875237
Molecular Function	mRNA 3'-UTR binding	6	GO:0003730	14	20	598	2477	2.9	1.7644376297260576e-05	4.75	A0A3S5ZPN3 F1NN16 Q5F411 A0A1D5PSI3 A0A8V0YD10 A0A1D5NXB3 A0A1D5PXH1 A0A3Q2U3U3 A0A8V0X7I3 A0A8V0XYP5 A0A8V0ZY56 A0A8V1A0C9 A0A8V1ABY0 A0A8V1AFZ6	1.5360529002402097
Molecular Function	mRNA binding	5	GO:0003729	35	76	598	2477	1.91	2.7985401625528967e-05	4.55	A0A3S5ZPN3 A0A8V0X4M9 A0A8V0ZC55 F1NCE1 F1NN16 Q5F411 Q6ITC7 A0A1D5P8I3 A0A1D5PR23 A0A1D5PSI3 A0A1L1RX26 A0A3Q2U0S7 A0A8V0XBW1 A0A8V0XJK4 A0A8V0XSU6 A0A8V0XXX0 A0A8V0YD10 A0A8V0YZ41 A0A8V0ZUX8 A0A8V1AAB0 E1C8Y9 A0A1D5NXB3 A0A1D5PXH1 A0A3Q2U3U3 A0A8V0X7I3 A0A8V0XXW6 A0A8V0XYP5 A0A8V0YGA1 A0A8V0YJ12 A0A8V0YV00 A0A8V0YZ19 A0A8V0ZY56 A0A8V1A0C9 A0A8V1ABY0 A0A8V1AFZ6	0.9335726382610239
