GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Cellular Component	mitochondrial membrane	4	GO:0031966	89	171	647	2784	2.24	3.0579508592727135e-17	16.51	A0A3Q2UHM4 Q5ZL72 A0A3Q2TTG3 A0A8V0Y4M6 P18944 A0A1D5P8I7 A0A1D5PIF0 A0A1D5PL38 A0A8V0X354 A0A8V0XMJ6 A0A8V0Y492 A0A8V0YB71 A0A8V0YLZ8 A0A8V0ZCP8 A0A8V0ZM20 A0A8V0ZTF7 A0A8V1A640 F1NEF6 P84172 Q5ZJ23 Q9YH14 A0A1D5NT61 A0A1D5NW93 A0A1D5P0U8 A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A3Q2U0S7 A0A8V0X535 A0A8V0X5J4 A0A8V0XA55 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9K6 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YGN2 A0A8V0YHD4 A0A8V0YU17 A0A8V0YWL6 A0A8V0YYM2 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZEB2 A0A8V0ZHE8 A0A8V0ZI98 A0A8V0ZJT8 A0A8V0ZT56 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NCA2 F1NIL3 F1NJF9 F1NXH1 Q5ZHV6 R4GGQ4 A0A1D5PGC2 A0A3Q2UJ64 A0A8V0X4A3 A0A8V0X6I3 A0A8V0XEA4 A0A8V0XMV0 A0A8V0YBI3 A0A8V0YNP1 A0A8V0YXU7 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZLT9 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A3B4 R4GGZ2	1.1634987322828796
Cellular Component	mitochondrial envelope	4	GO:0005740	92	182	647	2784	2.18	8.463161203415747e-17	16.07	A0A3Q2UHM4 Q5ZL72 A0A3Q2TTG3 A0A8V0Y4M6 P18944 A0A1D5P8I7 A0A1D5PIF0 A0A1D5PL38 A0A8V0X354 A0A8V0XMJ6 A0A8V0Y492 A0A8V0Y9V8 A0A8V0YB71 A0A8V0YLZ8 A0A8V0ZCP8 A0A8V0ZM20 A0A8V0ZTF7 A0A8V1A640 F1NEF6 P84172 Q5ZJ23 Q9YH14 A0A1D5NT61 A0A1D5NW93 A0A1D5P0U8 A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A3Q2U0S7 A0A8V0X535 A0A8V0X5J4 A0A8V0XA55 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9K6 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YGN2 A0A8V0YHD4 A0A8V0YU17 A0A8V0YWL6 A0A8V0YYM2 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZEB2 A0A8V0ZHE8 A0A8V0ZI98 A0A8V0ZJT8 A0A8V0ZT56 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A4H0 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NCA2 F1NIL3 F1NJF9 F1NXH1 Q5ZHV6 R4GGQ4 A0A1D5PGC2 A0A3Q2UJ64 A0A8V0X4A3 A0A8V0X6I3 A0A8V0XEA4 A0A8V0XKW4 A0A8V0XMV0 A0A8V0YBI3 A0A8V0YNP1 A0A8V0YXU7 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZLT9 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A3B4 R4GGZ2	1.1243281350022019
Cellular Component	mitochondrial protein-containing complex	2	GO:0098798	59	94	647	2784	2.7	8.464175525022834e-17	16.07	P18944 A0A1D5PIF0 A0A8V0Y492 A0A8V0YB71 A0A8V0ZAK3 Q9YH14 A0A1D5NW93 A0A1D5P0U8 A0A1D5P179 A0A1D5P4B1 A0A1D5PC99 A0A1D5PEH3 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A1D5PQV3 A0A8V0X535 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YWL6 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZI98 A0A8V0ZRW5 A0A8V0ZU95 A0A8V0ZVA2 A0A8V0ZWH3 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NIL3 F1NJF9 Q5ZHV6 R4GGQ4 A0A1D5PGC2 A0A3Q2UJ64 A0A8V0X2T8 A0A8V0X6I3 A0A8V0XMV0 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A3B4 R4GGZ2	1.4329594072761063
Cellular Component	mitochondrion	5	GO:0005739	154	375	647	2784	1.77	1.0433181321885889e-16	15.98	A0A1D5PIQ5 A0A1D5PM19 A0A3Q2UHM4 A0A8V0YZN0 P17790 Q5ZL72 A0A3Q2TTG3 A0A8V0Y4M6 P18944 Q5ZKB9 A0A1D5P8I7 A0A1D5PIF0 A0A1D5PL38 A0A8V0X354 A0A8V0X3M7 A0A8V0XAS9 A0A8V0XMJ6 A0A8V0Y492 A0A8V0Y9V8 A0A8V0YB71 A0A8V0YLZ8 A0A8V0ZAK3 A0A8V0ZAL2 A0A8V0ZCP8 A0A8V0ZM20 A0A8V0ZTF7 A0A8V1A640 A0A8V1AE54 E1BTT8 E1BVT3 F1NEF6 P84172 Q5F3B9 Q5ZJ23 Q9YH14 A0A1D5NT61 A0A1D5NW93 A0A1D5NYK3 A0A1D5P0U8 A0A1D5P179 A0A1D5P1U2 A0A1D5P4B1 A0A1D5PBY3 A0A1D5PC99 A0A1D5PEH3 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A1D5PQV3 A0A1D5PSI3 A0A3Q2U0S7 A0A8V0X535 A0A8V0X5J4 A0A8V0X7H3 A0A8V0XA55 A0A8V0XCD2 A0A8V0XE68 A0A8V0XHY2 A0A8V0XIM8 A0A8V0XVT5 A0A8V0XW68 A0A8V0Y121 A0A8V0Y4G2 A0A8V0Y6X8 A0A8V0Y9B0 A0A8V0Y9K6 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YF91 A0A8V0YFF3 A0A8V0YGG7 A0A8V0YGN2 A0A8V0YH08 A0A8V0YHD4 A0A8V0YQC4 A0A8V0YU17 A0A8V0YVI8 A0A8V0YWL6 A0A8V0YYM2 A0A8V0YYY4 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZEB2 A0A8V0ZF10 A0A8V0ZHE8 A0A8V0ZHY3 A0A8V0ZI98 A0A8V0ZJT8 A0A8V0ZRW5 A0A8V0ZT56 A0A8V0ZU95 A0A8V0ZVA2 A0A8V0ZVS5 A0A8V0ZWH3 A0A8V1A0C2 A0A8V1A102 A0A8V1A4H0 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AAU9 A0A8V1ABS2 A0A8V1ABW1 A0A8V1AED0 A0A8V1AEY5 A0A8V1AH40 A0A8V1AKZ9 E1C658 F1NCA2 F1NIL3 F1NJF9 F1NXH1 F1NZ86 Q5F3M8 Q5ZHV6 R4GGQ4 A0A1D5PGC2 A0A3Q2U892 A0A3Q2UJ64 A0A8V0X2T8 A0A8V0X4A3 A0A8V0X6I3 A0A8V0X9K8 A0A8V0XEA4 A0A8V0XKW4 A0A8V0XMV0 A0A8V0XNP4 A0A8V0XUY8 A0A8V0Y8S2 A0A8V0YBI3 A0A8V0YGM0 A0A8V0YNP1 A0A8V0YQE8 A0A8V0YR19 A0A8V0YXU7 A0A8V0YYX3 A0A8V0YZL1 A0A8V0Z0W8 A0A8V0Z6B5 A0A8V0ZLT9 A0A8V0ZM46 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A000 A0A8V1A3B4 A0A8V1AJ19 R4GGZ2	0.8237493603082727
Cellular Component	inner mitochondrial membrane protein complex	3	GO:0098800	48	71	647	2784	2.91	9.658899617619617e-16	15.02	P18944 A0A1D5PIF0 Q9YH14 A0A1D5NW93 A0A1D5P0U8 A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A8V0X535 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YWL6 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZI98 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NIL3 F1NJF9 Q5ZHV6 R4GGQ4 A0A3Q2UJ64 A0A8V0X6I3 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A3B4 R4GGZ2	1.541019153133559
Cellular Component	mitochondrial inner membrane	5	GO:0005743	66	123	647	2784	2.31	7.418253029777378e-14	13.13	Q5ZL72 A0A3Q2TTG3 P18944 A0A1D5P8I7 A0A1D5PIF0 A0A1D5PL38 A0A8V0Y492 A0A8V0YB71 A0A8V0YLZ8 A0A8V0ZCP8 F1NEF6 P84172 Q9YH14 A0A1D5NT61 A0A1D5NW93 A0A1D5P0U8 A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A8V0X535 A0A8V0X5J4 A0A8V0XA55 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9K6 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YU17 A0A8V0YWL6 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZI98 A0A8V0ZJT8 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NCA2 F1NIL3 F1NJF9 Q5ZHV6 R4GGQ4 A0A3Q2UJ64 A0A8V0X6I3 A0A8V0YBI3 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A3B4 R4GGZ2	1.2078928516413328
Cellular Component	organelle inner membrane	4	GO:0019866	67	127	647	2784	2.27	1.7898322874351853e-13	12.75	Q5ZL72 A0A3Q2TTG3 P18944 A0A1D5P8I7 A0A1D5PIF0 A0A1D5PL38 A0A8V0Y492 A0A8V0YB71 A0A8V0YLZ8 A0A8V0ZCP8 F1NEF6 P84172 Q9YH14 A0A1D5NT61 A0A1D5NW93 A0A1D5P0U8 A0A1D5P179 A0A1D5P4B1 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A8V0X535 A0A8V0X5J4 A0A8V0XA55 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y9K6 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YU17 A0A8V0YWL6 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZI98 A0A8V0ZJT8 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NCA2 F1NIL3 F1NJF9 Q5ZHV6 R4GGQ4 A0A3Q2UJ64 A0A8V0X6I3 A0A8V0XTL6 A0A8V0YBI3 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A3B4 R4GGZ2	1.1826922975161902
Cellular Component	ribonucleoprotein complex	2	GO:1990904	86	189	647	2784	1.96	3.1543390263883664e-12	11.5	A0A3S5ZPN3 F1NPA9 P50890 Q5ZHZ0 Q5ZKB9 A0A3Q2TSP8 A0A8V0X4M9 A0A8V0XE48 F1NN16 P41125 P84175 Q6ITC7 A0A1D5NTY5 A0A1D5P1W7 A0A1D5P3B1 A0A1D5P8I3 A0A1D5PMT8 A0A1D5PR40 A0A1D5PSI3 A0A1D6UPS9 A0A1L1S0X5 A0A3Q2TV39 A0A3Q2U0S7 A0A3Q2U7H6 A0A3Q3A7P6 A0A8V0X2S3 A0A8V0X7H3 A0A8V0X895 A0A8V0XJK4 A0A8V0XRD5 A0A8V0XSU6 A0A8V0XXX0 A0A8V0Y2X7 A0A8V0Y5A6 A0A8V0Y5D3 A0A8V0Y9Y9 A0A8V0YD10 A0A8V0YR80 A0A8V0YRF1 A0A8V0YU84 A0A8V0YUW3 A0A8V0YZ41 A0A8V0Z1Z1 A0A8V0Z891 A0A8V0ZCS2 A0A8V0ZEB2 A0A8V0ZGP2 A0A8V0ZJP1 A0A8V0ZL98 A0A8V0ZUX8 A0A8V1AAB0 A0A8V1AER6 A0A8V1AH32 A0A8V1APZ6 F1NAC8 F1NC02 F1NH93 P32429 R4GGJ0 A0A1D5NXB3 A0A1D5P7C6 A0A1D5PXH1 A0A3Q2U3U3 A0A8V0X2T8 A0A8V0X7I3 A0A8V0XK63 A0A8V0XRE7 A0A8V0XYP5 A0A8V0YGA1 A0A8V0YJ12 A0A8V0YTK5 A0A8V0YUR4 A0A8V0YV00 A0A8V0YV66 A0A8V0YZ19 A0A8V0ZE30 A0A8V0ZH96 A0A8V0ZNG4 A0A8V0ZQT1 A0A8V1A0C9 A0A8V1A3Y5 A0A8V1A7Y0 A0A8V1A8R2 A0A8V1A9M2 A0A8V1ABY0 A0A8V1AFZ6	0.9708536543404835
Cellular Component	organelle envelope	3	GO:0031967	112	278	647	2784	1.73	2.1941505449068645e-11	10.66	A0A1D5NYE8 A0A1L1RKB7 A0A3Q2UHM4 Q5ZL72 A0A3Q2TTG3 A0A8V0Y4M6 F1NYI3 P13648 P18944 A0A1D5P8I7 A0A1D5PIF0 A0A1D5PL38 A0A8V0X354 A0A8V0XMJ6 A0A8V0Y492 A0A8V0Y9V8 A0A8V0YB71 A0A8V0YLZ8 A0A8V0ZCP8 A0A8V0ZM20 A0A8V0ZTF7 A0A8V1A640 F1NEF6 P84172 Q5ZJ23 Q9YH14 A0A1D5NT61 A0A1D5NW93 A0A1D5NYF8 A0A1D5P0U8 A0A1D5P179 A0A1D5P1W7 A0A1D5P4B1 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A3Q2U0S7 A0A8V0X535 A0A8V0X5J4 A0A8V0X6S4 A0A8V0X7H3 A0A8V0XA55 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y6Y7 A0A8V0Y9K6 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YBU5 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YGN2 A0A8V0YHD4 A0A8V0YRF1 A0A8V0YU17 A0A8V0YVI8 A0A8V0YWL6 A0A8V0YYM2 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZEB2 A0A8V0ZHE8 A0A8V0ZI98 A0A8V0ZJT8 A0A8V0ZT56 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A4H0 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NCA2 F1NIL3 F1NJF9 F1NXH1 Q5ZHV6 Q5ZLX0 R4GGQ4 A0A1D5PGC2 A0A1D5PMX3 A0A3Q2UJ64 A0A8V0X4A3 A0A8V0X6I3 A0A8V0X7P4 A0A8V0XEA4 A0A8V0XKW4 A0A8V0XMV0 A0A8V0XP09 A0A8V0XTL6 A0A8V0YBI3 A0A8V0YG12 A0A8V0YLR6 A0A8V0YNP1 A0A8V0YXU7 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZLT9 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A1U8 A0A8V1A3B4 R4GGZ2	0.7907720378619999
Cellular Component	envelope	2	GO:0031975	112	278	647	2784	1.73	2.1941505449068645e-11	10.66	A0A1D5NYE8 A0A1L1RKB7 A0A3Q2UHM4 Q5ZL72 A0A3Q2TTG3 A0A8V0Y4M6 F1NYI3 P13648 P18944 A0A1D5P8I7 A0A1D5PIF0 A0A1D5PL38 A0A8V0X354 A0A8V0XMJ6 A0A8V0Y492 A0A8V0Y9V8 A0A8V0YB71 A0A8V0YLZ8 A0A8V0ZCP8 A0A8V0ZM20 A0A8V0ZTF7 A0A8V1A640 F1NEF6 P84172 Q5ZJ23 Q9YH14 A0A1D5NT61 A0A1D5NW93 A0A1D5NYF8 A0A1D5P0U8 A0A1D5P179 A0A1D5P1W7 A0A1D5P4B1 A0A1D5PI06 A0A1D5PN54 A0A1D5PNM0 A0A3Q2U0S7 A0A8V0X535 A0A8V0X5J4 A0A8V0X6S4 A0A8V0X7H3 A0A8V0XA55 A0A8V0XCD2 A0A8V0XW68 A0A8V0Y6X8 A0A8V0Y6Y7 A0A8V0Y9K6 A0A8V0Y9V7 A0A8V0Y9X9 A0A8V0YBU5 A0A8V0YC52 A0A8V0YCL9 A0A8V0YFF3 A0A8V0YGN2 A0A8V0YHD4 A0A8V0YRF1 A0A8V0YU17 A0A8V0YVI8 A0A8V0YWL6 A0A8V0YYM2 A0A8V0Z2Y8 A0A8V0Z382 A0A8V0Z7C7 A0A8V0Z863 A0A8V0ZC01 A0A8V0ZEB2 A0A8V0ZHE8 A0A8V0ZI98 A0A8V0ZJT8 A0A8V0ZT56 A0A8V0ZU95 A0A8V0ZVA2 A0A8V1A4H0 A0A8V1A4N7 A0A8V1A624 A0A8V1AA37 A0A8V1AEY5 A0A8V1AH40 E1C658 F1NCA2 F1NIL3 F1NJF9 F1NXH1 Q5ZHV6 Q5ZLX0 R4GGQ4 A0A1D5PGC2 A0A1D5PMX3 A0A3Q2UJ64 A0A8V0X4A3 A0A8V0X6I3 A0A8V0X7P4 A0A8V0XEA4 A0A8V0XKW4 A0A8V0XMV0 A0A8V0XP09 A0A8V0XTL6 A0A8V0YBI3 A0A8V0YG12 A0A8V0YLR6 A0A8V0YNP1 A0A8V0YXU7 A0A8V0YZL1 A0A8V0Z6B5 A0A8V0ZLT9 A0A8V0ZPD6 A0A8V0ZRZ8 A0A8V0ZS72 A0A8V0ZTA0 A0A8V1A1U8 A0A8V1A3B4 R4GGZ2	0.7907720378619999
