Source	Target
A0A8V0XYC7	A0A8V0ZDX0
A0A8V0XYC7	A0A8V0ZPQ4
A0A8V0XYC7	A0A1D5PME6
A0A8V0XYC7	A0A8V1ABR7
A0A8V0XYC7	A0A8V1ADP5
A0A8V0XYC7	A0A8V0ZWG8
A0A8V0XYC7	A0A8V0XN99
A0A8V0XYC7	A0A8V0XI38
A0A8V0XYC7	A0A8V0YQR1
A0A8V0XYC7	A0A1D5PJB0
A0A8V0XY40	A0A8V0ZWM8
A0A8V0XY40	A0A8V1A7Y9
A0A8V0XY40	A0A8V1A7D7
A0A8V0XY40	E1C2Z5
A0A8V0XY40	A0A8V0YQC4
A0A8V0XY40	F1NJU7
A0A8V0XY40	A0A8V0Z2F8
A0A8V0Y9B4	A0A8V0ZIZ0
A0A8V0ZF17	A0A8V0XGW5
A0A8V0ZG90	A0A8V0XGW5
A0A8V0Z932	A0A8V0XGW5
A0A8V0X2V3	P08642
A0A1D5PFR7	Q5ZHP5
A0A1D5PFR7	A0A8V0WZB7
A0A1D5PFR7	F1NUX4
A0A1D5PFR7	A0A1D5P420
A0A8V1ACH5	A0A8V1A5Y9
A0A8V1ACH5	A0A1D5NZL7
A0A8V1ACH5	A0A3Q3ACS4
A0A8V1ACH5	A0A8V0X6J5
A0A8V0Z3P5	F1NQ70
A0A8V0Y7M8	A0A1D5PP34
A0A8V0Y7M8	F1P4I3
A0A1D5NT61	A0A8V0ZJT8
A0A1D5NT61	A0A8V0YZ27
A0A1D5NT61	A0A8V0YGM0
A0A1D5NT61	A0A8V0ZPJ9
A0A1D5NT61	A0A8V0Y9B0
A0A1D5NT61	A0A8V0X7J6
A0A1D5NT61	A0A8V0X9K8
A0A1D5NT61	A0A1D5PXI1
A0A1D5NT61	A0A1L1RQ91
A0A1D5PP34	A0A8V0YIC3
A0A1D5PP34	A0A1D5P1T0
A0A1D5PP34	A0A8V0X8U3
Q5ZHP5	A0A1D5P420
Q5ZHP5	A0A8V0YSD6
Q5ZHP5	A0A8V1A0D3
Q5ZHP5	A0A8V1ADL7
Q5ZHP5	E1BY06
Q5ZHP5	A0A1D5PCX2
Q5ZHP5	E1BSI4
Q76KB2	F1NGB8
A0A8V0ZAP0	Q5ZLC9
A0A8V0ZAP0	A0A1D5P3W0
A0A1L1RX26	A0A8V0ZUX8
A0A1L1RX26	A0A8V0YZ41
A0A1L1RX26	F1NN16
A0A1L1RX26	Q6ITC7
A0A1L1RX26	P84172
A0A1L1RX26	A0A1D5P3B1
A0A1L1RX26	A0A8V0ZJP1
A0A1L1RX26	A0A8V1A8R2
A0A1L1RX26	A0A8V0ZNA1
A0A1L1RX26	A0A8V1A9M2
A0A1L1RX26	F1NIX0
A0A1L1RX26	F1NQG5
A0A1L1RX26	E1BTG1
A0A1L1RX26	A0A1D5PYQ3
A0A8V0ZE30	A0A8V0YZ41
A0A8V0ZJT8	A0A8V0Z0S2
A0A8V0ZJT8	A0A8V0X9K8
A0A8V0ZJT8	A0A1L1RQ91
A0A8V0ZJT8	A0A1D5PXI1
A0A8V0ZJT8	A0A8V0YC20
A0A8V0ZJT8	A0A8V0ZWM4
A0A8V0ZJT8	A0A8V0ZPJ9
A0A8V0ZJT8	A0A8V0YGM0
A0A8V0ZJT8	A0A8V0Y9B0
A0A8V0ZJT8	A0A1D5PL45
A0A8V0ZJT8	A0A8V0YU69
A0A8V0ZJT8	A0A8V0XVT5
A0A8V0ZJT8	A0A8V0Z4R1
A0A8V0ZJT8	E1BTT8
A0A8V0ZJT8	A0A8V1A624
A0A8V0ZJT8	A0A1D5NWL4
A0A8V0ZJT8	A0A8V0YPT3
A0A146F047	A0A8V0ZPV0
A0A146F0A0	A0A8V0ZPV0
A0A146F047	A0A8V0ZK24
A0A146F0A0	A0A8V0ZK24
A0A146F047	A0A8V0ZW02
A0A146F0A0	A0A8V0ZW02
E1C9J2	A0A1L1RR91
E1C9J2	A0A8V0Y1R9
F1NZ86	A0A8V0X7J6
F1NZ86	A0A8V0XMV0
F1NZ86	A0A8V0Z1D6
F1NZ86	A0A1L1RR91
F1NZ86	A0A1D5NYA8
F1NZ86	A0A8V0Z0S2
F1NZ86	A0A1D5PUL6
F1NZ86	A0A8V1A624
F1NZ86	A0A8V0XW93
F1NZ86	A0A8V0Z0Y0
F1NZ86	A0A3Q2UAA1
F1NZ86	E1C599
F1NZ86	P00356
F1NZ86	Q5ZL72
F1NZ86	A0A8V0YXU7
F1NZ86	A0A452J806
F1NZ86	A0A8V0ZHE8
A0A8V0Z0S2	A0A1L1RQ91
A0A8V0Z0S2	P00356
A0A8V0Z0S2	A0A8V0YGM0
A0A8V0Z0S2	Q5ZLN1
A0A8V0Z0S2	E1BTT8
A0A8V0Z0S2	A0A8V0YBE2
A0A8V0Z0S2	A0A8V0X6I8
A0A8V0Z0S2	A0A8V1AIR0
A0A8V0Z0S2	A0A1D5NWL4
A0A8V0Z0S2	A0A8V1A4P2
A0A8V0XTR4	A0A1D5NYE8
A0A8V0XTR4	A0A8V0ZIN3
A0A8V0XTR4	A0A3Q2U1A5
A0A8V0XTR4	A0A8V1A0B4
A0A8V0XTR4	A0A8V0ZBX0
A0A8V0XTR4	A0A8V0Y699
A0A8V0XTR4	A0A3S5ZPV2
A0A8V0XTR4	A0A8V0XWR2
A0A8V0XTR4	A0A3Q2UGT3
A0A8V0XTR4	E1BS97
A0A8V0XTR4	A0A8V0Y5A6
A0A8V0Z6Q2	A0A8V0XMD4
A0A8V0Z6Q2	A0A8V1AKR7
A0A1D5P8I3	A0A1D5PSI3
A0A8V0YGG7	F1NC02
A0A8V0YGG7	A0A8V0ZY42
A0A8V0YGG7	A0A8V0ZNG4
A0A8V0YGG7	A0A8V0ZNG1
A0A8V0YGG7	A0A8V0ZH96
E1C2T4	A0A8V0YBC7
A0A8V0Y699	A0A1I7Q3Z0
A0A8V0Y699	A0A8V0ZG81
A0A8V0Y699	A0A8V0Y5A6
P42558	E1BTG1
P42558	A0A8V0ZNG1
P42558	E1C6P7
P42558	A0A8V0X1D0
P42558	P84172
P42558	A0A1D5P8H7
A0A8V0Z066	A0A8V0XUD0
A0A8V1A9M2	A0A8V0ZUX8
A0A8V1A9M2	A0A8V0Z865
A0A8V1A9M2	P84172
A0A8V1A9M2	A0A8V0YZ41
A0A8V1A9M2	E1C658
A0A8V1A9M2	Q6ITC7
A0A8V1A9M2	F1NN16
A0A8V1A9M2	A0A8V0XUD0
A0A8V1A9M2	A0A8V0XXX0
A0A8V1A9M2	A0A8V1A8R2
A0A8V1A9M2	A0A8V0ZJP1
A0A8V1A9M2	A0A8V0XPN5
A0A8V1A9M2	A0A1D5P3B1
A0A8V1A9M2	A0A8V0ZNA1
A0A8V1A9M2	A0A8V0X9X8
A0A8V1A9M2	A0A1L1S0X5
A0A8V1A9M2	F1NIX0
A0A8V1A9M2	F1NQG5
A0A8V1A9M2	E1BTG1
A0A8V1A9M2	A0A1D5PYQ3
A0A8V1A9M2	A0A8V0XRE7
A0A8V1A3H9	A0A8V1A3N1
A0A3Q2UHS2	A0A8V0XW03
A0A3Q2UHS2	A0A8V1A3U0
A0A3Q2UHS2	H9L0D7
A0A3Q2UHS2	F1NN08
A0A3Q2UHS2	A0A8V1AKR7
A0A3Q2UHS2	A0A8V0X6F7
A0A3Q2UHS2	Q90WD0
A0A8V0YA55	A0A1D5PHP9
A0A8V0YA55	A0A8V1AG56
A0A3Q2U4G6	A0A8V0Z8R3
A0A3Q2U4G6	A0A8V0ZIN3
A0A8V0YZ27	A0A1D5NWL4
A0A8V0YZ27	A0A1L1RQ91
A0A8V0YZ27	P00356
A0A8V0ZZ91	Q5ZM44
A0A8V0XWR2	A0A8V0ZIN3
A0A8V0XWR2	A0A8V0ZBX0
A0A8V0XWR2	A0A1D5NYE8
A0A8V0Y4M6	A0A8V0YB71
A0A8V0Y4M6	A0A1D5PC99
A0A8V0Y4M6	A0A8V0YYX3
A0A8V0Y4M6	A0A8V0ZAL2
A0A8V0Y4M6	A0A8V0Y492
A0A8V0Y4M6	A0A8V0XIM8
A0A1D5PC99	A0A8V0ZTF7
A0A1D5PC99	A0A8V0Y492
A0A1D5PC99	A0A8V0XIM8
A0A1D5PC99	A0A8V0Z086
A0A1D5PC99	A0A8V0YB71
A0A1D5PC99	P18944
A0A8V0ZUG8	A0A8V0XI38
A0A8V0ZUG8	A0A8V1ABR7
A0A8V0ZUG8	A0A8V0YY70
A0A8V0ZUG8	A0A8V0YBR3
A0A8V0ZUG8	A0A1D5PWK2
A0A8V0ZUG8	A0A8V0ZWG8
A0A8V0ZUG8	A0A3Q3B012
A0A8V0ZUG8	A0A8V0YQR1
F1NC02	A0A1D5PNL3
F1NC02	A0A8V0ZY42
F1NC02	A0A8V0ZNG4
F1NC02	A0A8V0ZNG1
F1NC02	A0A8V0ZH96
F1NC02	A0A8V0XHF1
F1NC02	A0A8V0X4H8
F1NC02	A0A8V0Z0G8
A0A8V0YEN4	A0A8V0XB81
A0A8V0YEN4	A0A8V0ZJE0
A0A8V0YEN4	P08629
A0A8V0YEN4	A0A8V0YGN2
A0A8V0YEN4	A0A8V0X7J6
A0A8V0YEN4	A0A1D5P3W0
A0A8V0YEN4	A0A8V0XLB9
A0A8V0YEN4	A0A1D5NT70
A0A8V0YEN4	A0A8V0X7B2
A0A3Q2U263	E1C5S9
A0A3Q2U263	A0A1D5NWR3
A0A1D5NU82	A0A8V0Y2J9
A0A1D5NU82	A0A8V0ZBP0
A0A1D5NU82	P09244
A0A1D5NU82	A0A8V1AEW4
A0A1D5NU82	A0A8V1ACV7
A0A8V1ACR8	Q5ZIA5
A0A8V1ACR8	A0A8V1A3D8
A0A8V1ACR8	Q5ZJW4
A0A8V1ACR8	A0A1D5PH43
A0A8V1ACR8	A0A8V1ABN7
A0A8V1ACR8	F1NN08
A0A1D5P4Z5	F1NHD8
A0A8V0ZU31	A0A8V1ACV7
A0A8V0ZU31	F1NNL1
F1NNL1	A0A8V0XLP0
A0A1D5NYA8	A0A8V0XW93
A0A1D5NYA8	A0A8V0Z8E9
A0A8V0YEH8	A0A1D5P3W0
A0A8V1A7R0	F1NUX4
A0A8V1A7R0	P00356
A0A8V1A7R0	A0A8V0XHT1
A0A8V1A7R0	P17153
A0A8V1A7R0	A0A8V1A9R2
A0A8V1A7R0	A0A8V1ABC8
A0A8V1A7R0	A0A8V0YFT7
A0A8V1A7R0	P08642
A0A8V1A7R0	A0A8V0ZIN3
A0A8V1A7R0	A0A1I7Q3Z0
A0A8V1A7R0	A0A1D5NYE8
A0A8V1A7R0	A0A8V0ZSN8
A0A8V1A7R0	A0A1L1RPJ2
A0A8V1A7R0	A0A8V0X1D0
A0A8V1A7R0	P0CB50
A0A8V0YQC4	A0A8V1A7D7
A0A8V0YQC4	F1NJU7
A0A8V0YQC4	E1C2Z5
A0A8V0YQC4	A0A8V1A7Y9
A0A8V0ZUA4	Q5ZLF6
F1NUX4	A0A8V0YFT7
F1NUX4	A0A8V1ABC8
F1NUX4	A0A8V0ZTC0
F1NUX4	P08642
F1NUX4	A0A8V0ZTR7
F1NUX4	A0A1D5PUL6
F1NUX4	Q5ZM47
F1NUX4	A0A3Q3ACS4
F1NUX4	A0A8V1ABC9
F1NUX4	A0A8V0ZSX6
F1NUX4	A0A8V0XBS7
F1NUX4	A0A1D5NYE8
Q98932	F1NN08
Q98932	Q5ZIP7
Q5F371	A0A1D5PPP2
Q5F371	A0A452J806
A0A1D5PJB0	A0A8V0XN99
A0A1D5PJB0	A0A8V0YQR1
A0A1D5PJB0	A0A8V0ZWG8
A0A1D5PJB0	A0A1L1RRQ3
A0A1D5PJB0	A0A8V0ZPQ4
A0A1D5PJB0	A0A1D5PME6
A0A1D5PJB0	A0A8V0XK27
A0A1D5PJB0	A0A8V1ABR7
A0A1D5PJB0	A0A8V1ADP5
A0A1D5PJB0	A0A8V0XI38
A0A1D5PJB0	A0A8V0ZDX0
F1NJU7	A0A8V0ZSX6
F1NJU7	A0A8V1A7Y9
F1NJU7	A0A1D5NWL4
F1NJU7	P84172
F1NJU7	A0A1L1RQ91
F1NJU7	A0A8V1A7D7
F1NJU7	E1C2Z5
A0A8V0YDD6	A0A1I7Q3Z0
A0A8V0YDD6	A0A8V0ZIN3
A0A8V0YDD6	A0A8V0YDT4
A0A8V0YDD6	A0A8V0ZG81
A0A8V0YDD6	A0A8V1A0B4
A0A8V0YDD6	A0A1L1RX77
A0A8V0YDD6	A0A8V0XPE8
A0A8V0YDD6	A0A1D5PQI1
A0A8V0YDD6	A0A8V0YLZ8
A0A8V0YDD6	A0A1D5NYE8
A0A8V0YDD6	A0A8V0X9Y5
A0A8V0YDD6	A0A8V0YAT1
A0A8V0YDD6	A0A8V0YP03
A0A8V0YDD6	A0A8V1A1T7
A0A8V0YDD6	A0A452J7Z2
A0A8V0YDD6	P00356
A0A8V0YDD6	A0A8V0ZHF5
A0A8V0YDD6	P15120
A0A8V0YDD6	A0A8V0ZTN5
A0A8V0YDD6	A0A8V0Y357
A0A1D5P6T3	A0A3Q3ACS4
A0A1D5P6T3	A0A8V0YVE0
A0A1D5P6T3	A0A1D5NYE8
A0A8V0Z310	A0A8V0XWG1
A0A8V0Z310	A0A8V0XRZ6
A0A8V0Z310	A0A8V0YC20
A0A8V0Z310	O57535
A0A8V0Z310	A0A8V1A4P2
A0A8V0Z310	A0A8V0XGF5
A0A8V0Z382	F1NIL3
A0A8V0Z382	A0A8V0ZC01
A0A8V0Z382	A0A8V0Y9V7
A0A8V0Z382	A0A8V0Y9X9
A0A8V0Z382	A0A8V0Z863
A0A8V0Z382	A0A8V0XCD2
A0A8V0Z382	A0A8V0Z1D6
A0A8V0Z382	A0A8V0ZRZ8
A0A8V0Z382	A0A8V1A3B4
A0A8V0Z382	E1C658
A0A8V0Z382	Q9YH14
A0A8V0ZJD3	A0A8V0XTM2
A0A8V0ZJD3	P84172
A0A8V1A3Y9	A0A1D5PK45
A0A8V1A3Y9	A0A1D5PNL3
A0A8V0ZZ99	A0A8V1ABP6
A0A8V0ZZ99	A0A1D5NTC1
A0A8V0ZZ99	P24479
A0A8V0ZZ99	Q98953
A0A8V0ZZ99	A0A8V1AGP0
A0A8V0ZZ99	A0A1D5PQI1
A0A8V0YMC5	A0A8V0ZYI9
A0A8V0YMC5	A0A8V1A6B5
A0A8V0YMC5	A0A8V1A8N2
A0A8V0YMC5	A0A8V0XBD4
A0A1D5PXI1	A0A8V0X9K8
A0A1D5PXI1	A0A8V0ZRF2
A0A1D5PXI1	A0A8V0X7J6
A0A8V1A3U0	A0A8V0XW03
A0A8V1A3U0	A0A8V0ZIN3
A0A8V1A3U0	H9L0D7
A0A8V1A3U0	A0A8V0X6F7
A0A8V1A3U0	Q90WD0
A0A8V1AEL1	A0A8V0XXW6
A0A8V0ZQ00	A0A8V0ZW02
A0A8V0ZPV0	A0A8V0ZW02
A0A8V0ZPV0	A0A8V0ZZA5
A0A8V0ZK24	A0A8V0ZW02
A0A8V0ZK24	A0A8V0ZZA5
A0A8V0ZWG8	A0A8V0XW93
A0A8V0ZWG8	A0A8V0XN99
A0A8V0ZWG8	A0A8V0ZDX0
A0A8V0ZWG8	A0A1D5PME6
A0A8V0ZWG8	A0A8V0ZPQ4
A0A8V0ZWG8	A0A8V1ADP5
A0A8V0ZWG8	A0A8V1ABR7
A0A8V0ZWG8	A0A8V0YQR1
A0A8V0ZWG8	F1NVZ6
A0A8V0ZWG8	A0A8V0Y8W7
A0A8V0ZWG8	A0A8V0XI38
A0A1I7Q3Z0	A0A3Q2U1A5
A0A1I7Q3Z0	A0A8V0ZIN3
A0A1I7Q3Z0	A0A8V0ZG81
A0A1I7Q3Z0	A0A8V0YRG2
A0A1I7Q3Z0	A0A1D5NYE8
A0A1I7Q3Z0	A0A1D5P6Q1
A0A1I7Q3Z0	A0A1L1RM08
A0A1I7Q3Z0	A0A3Q3ACS4
A0A1I7Q3Z0	A0A1D5P2H5
A0A1I7Q3Z0	A0A8V0ZEJ3
A0A1I7Q3Z0	A0A8V1A0B4
A0A1I7Q3Z0	P08642
A0A1I7Q3Z0	A0A8V0XW03
A0A1I7Q3Z0	A0A8V0ZBX0
A0A1I7Q3Z0	A0A3Q2TU24
A0A1I7Q3Z0	A0A1D5PUL6
A0A1I7Q3Z0	A0A8V1AH61
A0A1I7Q3Z0	E1BS97
A0A1I7Q3Z0	A0A8V0YFT7
A0A1I7Q3Z0	A0A8V0XS64
A0A1I7Q3Z0	R4GKD1
A0A1I7Q3Z0	P15120
A0A1I7Q3Z0	E1BW98
A0A1D5Q032	A0A8V0Z8Y2
A0A1D5Q032	A0A8V1A992
A0A1D5Q032	A0A8V0XY43
A0A8V1A6B5	A0A8V0ZRP2
A0A8V1A6B5	A0A8V0ZYI9
A0A8V1A6B5	A0A8V0X6F7
A0A8V1A6B5	A0A3Q2U2K2
A0A8V1A6B5	A0A3Q2UHM4
A0A8V1A6B5	A0A8V0XL80
A0A8V1A6B5	A0A1D5P3W0
A0A8V1A6B5	A0A1D5P5X7
A0A452J7Z2	A0A8V1ABC9
A0A452J7Z2	A0A8V0ZHF5
A0A452J7Z2	A0A8V0YQZ5
A0A452J7Z2	A0A8V0X7P4
A0A452J7Z2	A0A8V0ZZZ5
A0A452J7Z2	A0A8V1AAN6
A0A8V1ABC9	A0A8V1A5Y9
A0A8V1ABC9	A0A8V0ZG81
A0A8V1ABC9	A0A1D5NZL7
A0A8V1ABC9	P08642
A0A8V1AGP0	A0A8V0YS27
A0A8V1AGP0	A0A8V0YIZ9
A0A8V1AIF1	A0A8V0ZJJ7
A0A8V1AIF1	Q5ZKN2
A0A8V1AIF1	A0A8V0ZRP2
A0A8V1AIF1	A0A8V0Y5N7
A0A8V1AIF1	A0A8V0Z5I7
A0A8V1AIF1	A0A1D5PXH0
A0A8V1AIF1	P15120
A0A8V1AIF1	A0A8V0ZCN9
A0A8V1AIF1	A0A1D5P5X7
A0A8V1AIF1	A0A8V0Y2J1
A0A8V1AIF1	F1NN08
A0A8V0YWM3	A0A8V1A9K2
A0A8V1ALI6	A0A8V0ZLV3
A0A8V1ALI6	A0A8V0ZM20
A0A8V0ZM20	A0A8V0YBE2
A0A8V0ZM20	A0A8V0X6I8
A0A8V0ZM20	A0A8V1AIR0
A0A8V0ZM20	A0A1D5NWL4
A0A8V0ZM20	A0A8V0YZJ3
A0A8V0ZM20	A0A8V0ZI47
A0A8V0ZM20	A0A8V1A4P2
A0A8V0ZM20	A0A1L1RQ91
A0A8V0ZM20	A0A8V0Z0Y0
