GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Cellular Component	motile cilium	5	GO:0031514	46	89	864	2784	1.67	3.785532759858563e-05	4.42	A0A8V1AC34 P42558 Q5ZLN1 A0A1D5PBU5 A0A1D5PME6 A0A8V0XK27 A0A8V0Z310 A0A8V0ZM20 A0A8V1AJZ1 E1BTT8 A0A1D5PUL6 A0A8V0X6I8 A0A8V0XK52 A0A8V0XYC7 A0A8V0Y6Y0 A0A8V0YKG2 A0A8V0Z3P5 A0A8V0ZDX0 A0A8V0ZPQ4 A0A8V0ZV28 A0A8V1ACV7 A0A8V1AJV5 A0A8V1AKZ9 E1C2N5 E1C6P7 A0A1D5PJB0 A0A1L1RRD7 A0A8V0X6J8 A0A8V0XEJ2 A0A8V0XEW6 A0A8V0XI38 A0A8V0XLJ0 A0A8V0XNL0 A0A8V0Y2G8 A0A8V0YTD8 A0A8V0Z624 A0A8V0ZIA4 A0A8V0ZUG8 A0A8V0ZWG8 A0A8V0ZYU1 A0A8V1ADP5 A0A8V1AHR8 A0A8V1AIJ3 E1BXU3 E1C599 F1NQ70	0.7398481026993274
Cellular Component	sperm flagellum	7	GO:0036126	32	56	864	2784	1.84	5.331078218324338e-05	4.27	A0A8V1AC34 P42558 Q5ZLN1 A0A1D5PBU5 A0A1D5PME6 A0A8V0Z310 A0A8V0ZM20 A0A8V1AJZ1 E1BTT8 A0A1D5PUL6 A0A8V0X6I8 A0A8V0XK52 A0A8V0Y6Y0 A0A8V0YKG2 A0A8V0ZV28 A0A8V1ACV7 A0A8V1AJV5 A0A8V1AKZ9 E1C2N5 E1C6P7 A0A8V0XEW6 A0A8V0XLJ0 A0A8V0XNL0 A0A8V0Y2G8 A0A8V0YTD8 A0A8V0Z624 A0A8V0ZWG8 A0A8V0ZYU1 A0A8V1AHR8 A0A8V1AIJ3 E1C599 F1NQ70	0.8797057662822882
Cellular Component	9+2 motile cilium	6	GO:0097729	34	61	864	2784	1.8	6.198622370475551e-05	4.21	A0A8V1AC34 P42558 Q5ZLN1 A0A1D5PBU5 A0A1D5PME6 A0A8V0Z310 A0A8V0ZM20 A0A8V1AJZ1 E1BTT8 A0A1D5PUL6 A0A8V0X6I8 A0A8V0XK52 A0A8V0Y6Y0 A0A8V0YKG2 A0A8V0Z3P5 A0A8V0ZV28 A0A8V1ACV7 A0A8V1AJV5 A0A8V1AKZ9 E1C2N5 E1C6P7 A0A8V0XEJ2 A0A8V0XEW6 A0A8V0XLJ0 A0A8V0XNL0 A0A8V0Y2G8 A0A8V0YTD8 A0A8V0Z624 A0A8V0ZWG8 A0A8V0ZYU1 A0A8V1AHR8 A0A8V1AIJ3 E1C599 F1NQ70	0.84799690655495
Cellular Component	sperm principal piece	2	GO:0097228	10	13	864	2784	2.48	0.0008567869475755469	3.07	Q5ZLN1 A0A1D5PBU5 A0A1D5PME6 A0A8V0ZM20 E1C2N5 E1C6P7 A0A8V0XEW6 A0A8V0XLJ0 A0A8V0ZWG8 A0A8V0ZYU1	1.3103401206121505
Cellular Component	germ cell nucleus	6	GO:0043073	6	6	864	2784	3.22	0.0008827803876363988	3.05	P42558 Q5ZKN2 A0A8V0Z8R3 F1NC02 A0A8V0Z8E9 A0A8V0ZNG4	1.6870606883398924
Cellular Component	ciliary base	2	GO:0097546	15	23	864	2784	2.1	0.0009123520127646498	3.04	A0A8V0YQR1 A0A8V0Z8R3 A0A8V0ZDX0 A0A8V0ZPQ4 F1NVZ6 A0A1D5P3W0 A0A1D5PJB0 A0A1L1RRD7 A0A8V0XI38 A0A8V0YY70 A0A8V0ZBK5 A0A8V1ABR7 A0A8V1ACH5 A0A8V1ADP5 A0A8V1AHR8	1.070389327891398
Cellular Component	intermediate filament	6	GO:0005882	13	20	864	2784	2.09	0.002322016871351119	2.63	P13648 O93256 A0A3Q2U596 A0A8V0ZBX0 A0A8V0ZQ00 A0A8V0ZQC1 A0A8V0ZV28 A0A8V0ZK24 A0A8V0ZM89 A0A8V0ZVD2 A0A8V0ZZA5 A0A8V1A178 A0A8V1A8T0	1.063502942306158
Cellular Component	I band	2	GO:0031674	25	48	864	2784	1.68	0.0024467344300083856	2.61	A0A1D5NYE8 A0A1D5PM19 P00356 P17153 Q00649 A0A8V0X354 A0A8V0Y006 O93256 A0A1D5P797 A0A8V0X548 A0A8V0X6I8 A0A8V0XL89 A0A8V0Y5A6 A0A8V0YVI8 A0A8V0ZBD1 A0A8V0ZBX0 A0A8V0ZQC1 A0A8V1AAK7 A0A8V1AHP5 A0A3Q2TVX1 A0A8V0XJW9 A0A8V0XYK6 A0A8V0YQU2 A0A8V1A4P2 A0A8V1A8T0	0.7484612330040354
Cellular Component	intermediate filament cytoskeleton	6	GO:0045111	16	27	864	2784	1.91	0.0026910486670417627	2.57	P13648 O93256 A0A3Q2U596 A0A8V0XJW7 A0A8V0YVI8 A0A8V0ZBX0 A0A8V0ZQ00 A0A8V0ZQC1 A0A8V0ZV28 A0A1D5P3Y7 A0A8V0ZK24 A0A8V0ZM89 A0A8V0ZVD2 A0A8V0ZZA5 A0A8V1A178 A0A8V1A8T0	0.9335726382610239
Cellular Component	keratin filament	7	GO:0045095	6	7	864	2784	2.76	0.004543554349363473	2.34	A0A8V0ZQC1 A0A8V0ZK24 A0A8V0ZM89 A0A8V0ZVD2 A0A8V0ZZA5 A0A8V1A178	1.4646682670034443
