KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map04142 Lysosome,21,77,490,1633,0.91,0.7024659352501599,0.15,A0A1D5PXH0 A0A8V1ABA3 A0A8V0XXM5 A0A8V0XEP8 A0A8V0YC89 A0A8V0ZSD7 A0A8V0ZIF0 A0A8V0YC98 A0A8V0ZSC5 A0A8V0X637 F1NTQ2 A0A8V0XWD4 A0A8V0YVB6 A0A8V0ZKQ8 A0A8V0YZJ3 A0A8V0Z086 A0A8V0YSF6 A0A8V1ALI6 A0A8V1AIF1 F1NYJ1 Q05744
map04144 Endocytosis,37,116,490,1633,1.06,0.6743655134637867,0.17,Q5ZKR9 Q8AXV0 A0A8V0YSD6 Q90WD0 A0A1I7Q3Z0 A0A8V0ZYI9 F1NN08 E1BSI4 Q5ZHP5 A0A8V0YMC5 A0A8V0XXX2 P08642 A0A3Q2U263 A0A8V0X8U3 A0A8V0ZEP8 A0A8V1A6B5 A0A3Q2U511 A0A140T8H8 A0A8V0Z8E9 A0A8V1A3U0 Q0PVE4 A0A8V0YYZ7 A0A1D5PCX2 A0A8V0XL80 A0A8V0ZPS9 A0A8V0YQL8 A0A3Q2U2K2 A0A8V0X8Q3 A0A8V0ZRP2 A0A8V1ADL7 A0A8V0X8D5 F1NGM0 A0A8V0X6F7 A0A1D5NWR3 Q5ZIP7 Q98932 A0A1D5P420
map04145 Phagosome,28,80,490,1633,1.17,0.3188350226750676,0.5,A0A8V1AEW4 A0A8V0Z6U6 A0A8V0XEJ0 A0A8V0ZHF5 A0A8V0Z958 P02552 F1P4I3 A0A1D5PP57 A0A8V0Y8W7 A0A8V0XHB9 A0A8V0XL71 A0A8V0ZRV9 Q5ZJW4 P09244 A0A8V0X354 A0A8V0X8Q3 A0A8V0Y2J1 A0A8V1AJ29 A0A8V0XA34 A0A8V0Z5I7 A0A8V0X8D5 A0A8V0XDT2 F1NYJ1 A0A8V0XK27 A0A8V0ZIN3 A0A8V0Y6Z6 Q5ZIP7 Q98932
map04146 Peroxisome,5,13,490,1633,1.28,0.5467727718368108,0.26,A0A8V0ZAL2 A0A8V0XLB9 A0A8V0ZPJ9 A0A8V1A0C2 P0CB50
map04150 mTOR signaling pathway,14,38,490,1633,1.23,0.37201053633715264,0.43,A0A8V0ZKI8 A0A1D5P6T3 A0A8V1AG56 A0A8V0Z6U6 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A1D5PP57 A0A8V0Y6Z6 A0A8V1ABC9 A0A8V0YZ32 F1NUX4 A0A8V0Y8W7 A0A8V0Z5I7
map04151 PI3K-Akt signaling pathway,35,111,490,1633,1.05,0.7477559715980914,0.13,A0A8V0XIV7 Q5ZM47 A0A8V0XDR8 A0A8V0ZBD1 A0A8V0ZHF5 A0A8V0XEJ0 A0A8V0XBS7 A0A8V1AAN6 P02460 A0A1D5P6T3 A0A8V0XCW4 P08642 A0A8V0XHB9 A0A8V0XL71 A0A1D5PUL6 A0A8V0YYZ7 A0A8V0YJ41 R4GKD1 A0A8V0YHC1 A0A3Q3ACS4 A0A8V1A9K7 A0A8V0XS64 A0A8V1ABC9 A0A8V0ZG81 F1NJR9 A0A8V0XA34 F1NLV4 A0A8V0XDT2 A0A3Q2TU24 A0A8V0ZSN8 A0A8V1A9R2 A0A1L1RPJ2 A0A8V0YDD6 E1BW98 F1NUX4
map04152 AMPK signaling pathway,6,22,490,1633,0.91,1.0,-0.0,A0A1D5P6T3 Q5ZM47 A0A3Q3ACS4 A0A8V0ZBD1 A0A8V0Y2J1 F1NUX4
map04210 Apoptosis,17,44,490,1633,1.29,0.24231368266418118,0.62,P13648 A0A8V1A9K2 A0A8V1AKZ9 F1NYJ1 A0A8V0XKW4 Q05744 A0A8V0XWD4 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0YVB6 A0A8V0ZIN3 A0A8V0YY54 A0A8V0YRF2 P02552 A0A3Q2U596 A0A8V0YWM3
map04211 Longevity regulating pathway,7,14,490,1633,1.67,0.13919815475866804,0.86,A0A1L1RWI9 A0A1D5P6T3 A0A8V0XLB9 A0A3Q3ACS4 P08642 F1NUX4 A0A8V0XY43
map04212 Longevity regulating pathway - worm,11,28,490,1633,1.31,0.3002276357900652,0.52,A0A1D5P6T3 F1NZ86 Q5ZL72 A0A8V0YJ41 A0A8V0XLB9 A0A8V0YGN2 A0A8V0ZJE0 F1NUX4 A0A1D5NT70 A0A8V0X7B2 A0A8V0XB81
map04213 Longevity regulating pathway - multiple species,7,15,490,1633,1.56,0.16484324202074652,0.78,A0A1D5P6T3 A0A8V0XLB9 A0A3Q3ACS4 P08642 F1NUX4 A0A8V0XY43 A0A8V0Z8E9
map04214 Apoptosis - fly,7,14,490,1633,1.67,0.13919815475866804,0.86,A0A3Q2UHM4 A0A8V0XKW4 A0A8V0YY54 A0A8V0YRF2 A0A3Q2U596 A0A8V0YBR3 A0A8V0YWM3
map04215 Apoptosis - multiple species,3,5,490,1633,2.0,0.16283632219460537,0.79,A0A8V0XKW4 A0A8V1AKZ9 A0A8V0YRF2
map04216 Ferroptosis,5,19,490,1633,0.88,0.8072113480465857,0.09,A0A8V0ZHE8 A0A8V0ZAL2 A0A1D5PFR7 A0A8V0YXU7 P02789
map04217 Necroptosis,23,47,490,1633,1.63,0.005747919124146801,2.24,A0A1D5NTC1 A0A3Q2UHM4 A0A8V0YSD6 A0A8V0XMI5 A0A8V0YXU7 E1BSI4 A0A8V0ZHE8 A0A8V0YFT7 Q5ZHP5 A0A8V0X637 A0A1D5P7C1 A0A8V0YRF2 A0A8V1A7R0 A0A1D5PUL6 A0A1D5PCX2 A0A1L4FLS3 A0A8V1ADL7 A0A1D5NT61 A0A8V0ZSN8 A0A8V0Z0Y0 A0A8V1A9R2 A0A1D5P420 A0A8V0YWM3
map04218 Cellular senescence,11,38,490,1633,0.96,1.0,-0.0,A0A8V0XL89 A0A8V0ZHE8 A0A8V0Z0Y0 A0A1D5P2H5 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0X8Q3 F1NUX4 A0A8V0YXU7 A0A8V0X8D5
map04260 Cardiac muscle contraction,8,23,490,1633,1.16,0.6484701163905591,0.19,A0A3Q2UJ64 A0A8V1A3B4 A0A8V0ZC01 A0A8V1A472 A0A8V0Z2Y8 A0A8V0ZYC2 A0A8V0X6I3 P18944
map04261 Adrenergic signaling in cardiomyocytes,9,34,490,1633,0.88,0.7099853238343976,0.15,A0A1D5NZL7 Q5ZM47 A0A1D5P2H5 A0A8V1A472 A0A8V0ZY91 A0A8V0ZYC2 A0A8V0ZBD1 A0A8V1ABC9 A0A8V0XY43
map04270 Vascular smooth muscle contraction,12,35,490,1633,1.14,0.5787455000575664,0.24,A0A1D5NTC1 A0A1D5NZL7 A0A8V0ZE99 A0A1D5PM19 A0A1D5P2H5 A0A1L1RPJ2 A0A8V1AHP5 A0A1L1RKY9 A0A8V0XE48 A0A8V1ABC9 A0A8V0XY43 A0A8V0Z153
map04310 Wnt signaling pathway,11,32,490,1633,1.15,0.5642953877938848,0.25,A0A1D5NYE8 A0A8V0XL89 A0A8V0ZKI8 A0A1D5NZL7 A0A8V1AG56 A0A1D5P770 A0A8V0YA55 A0A8V0XE48 A0A8V0YZ32 A0A1D5PHP9 A0A8V1ABC9
map04330 Notch signaling pathway,2,7,490,1633,0.95,1.0,-0.0,A0A8V1A555 A0A1D5P770
map04340 Hedgehog signaling pathway,2,11,490,1633,0.61,0.5215560713490371,0.28,A0A8V0Y999 Q98938
map04350 TGF-beta signaling pathway,7,27,490,1633,0.86,0.8325929305083632,0.08,A0A1I7Q421 A0A8V0YSE9 Q5ZM47 A0A1L1RX77 A0A8V0XPE8 A0A8V0ZHF5 A0A1D5P0D7
map04360 Axon guidance,19,65,490,1633,0.97,1.0,-0.0,A0A8V1AG56 A0A8V0YSE9 A0A1I7Q3Z0 A0A8V0Z8V4 E1BS97 P08642 A0A3S5ZPV2 A0A8V1ACD6 A0A1L1RM08 Q03696 Q0PVE4 A0A3Q3ACS4 A0A8V0XE48 A0A8V1ABC9 A0A8V0YZ32 A0A8V0XL89 A0A8V1A9S3 A0A8V0YRG2 A0A1D5PZ68
map04361 Axon regeneration,5,19,490,1633,0.88,0.8072113480465857,0.09,A0A1D5P6T3 A0A1D5NZL7 A0A1D5PBU5 F1NUX4 A0A8V0ZZL0
map04370 VEGF signaling pathway,8,19,490,1633,1.4,0.31242298821674286,0.51,A0A8V0XL89 A0A1D5NTC1 A0A1L1RPJ2 A0A3Q3ACS4 Q00649 P08642 A0A8V1ABC9 A0A1I7Q3Z0
map04371 Apelin signaling pathway,15,42,490,1633,1.19,0.3990019309917416,0.4,A0A1L1RWI9 A0A1D5NZL7 A0A1D5P2H5 R4GKD1 A0A1L1RPJ2 P08642 A0A8V1A9K7 A0A8V0XS64 A0A8V0X354 A0A1D5PFR7 E1BW98 F1NUX4 A0A8V0XY43 F1NLV4 A0A8V0Z153
map04380 Osteoclast differentiation,7,18,490,1633,1.3,0.4405744533346122,0.36,A0A1L1RWI9 A0A8V0XL89 A0A8V0YFT7 A0A8V0ZSN8 A0A1L1RPJ2 A0A3Q3ACS4 A0A8V0ZEJ3
map04390 Hippo signaling pathway,12,42,490,1633,0.95,1.0,-0.0,A0A1D5NYE8 A0A8V1AG56 A0A1D5P9D0 Q0PVE4 A0A8V0XWR2 A0A8V0YSE9 Q5ZM47 A0A8V0YJ41 A0A8V0XTR4 A0A8V0ZIN3 A0A8V0YZ32 A0A1D5P0D7
map04391 Hippo signaling pathway - fly,8,20,490,1633,1.33,0.33222950348275093,0.48,A0A1D5P9D0 Q0PVE4 S4VGQ1 Q5ZM47 A0A8V0YJ41 A0A8V0XK73 A0A8V0ZIN3 A0A8V0X381
map04392 Hippo signaling pathway - multiple species,2,5,490,1633,1.33,0.6395874331628713,0.19,A0A1D5P9D0 A0A8V0X381
map04510 Focal adhesion,25,77,490,1633,1.08,0.6126278244414369,0.21,A0A8V0XIV7 A0A8V0XDR8 A0A8V0ZHF5 A0A1I7Q3Z0 A0A8V1AAN6 P02460 E1BS97 P08642 A0A8V0XCW4 A0A8V1A229 A0A8V0YRF2 A0A1L1RM08 A0A8V0Y5A6 A0A8V0YHC1 A0A3Q3ACS4 A0A8V0XE48 A0A8V0Y699 A0A8V1ABC9 A0A8V0ZG81 A0A1D5NYE8 A0A3Q2TU24 A0A1L1RPJ2 A0A8V0YDD6 A0A8V0ZIN3 A0A8V0Z153
map04512 ECM-receptor interaction,13,49,490,1633,0.88,0.6387274642186169,0.19,A0A8V0XIV7 A0A8V0YHC1 A0A8V1AAN6 A0A452J7Z2 A0A8V0XCW4 A0A8V0XDR8 A0A8V0YDD6 A0A8V0Y2J1 A0A8V0ZHF5 A0A8V0ZG81 A0A8V1A5A3 A0A8V0XS21 P02460
map04514 Cell adhesion molecules,9,34,490,1633,0.88,0.7099853238343976,0.15,A0A3Q2UGT3 A0A3Q2UGW3 A0A452J7Z2 A0A8V1AH61 A0A8V0X8Q3 A0A1D5PBZ8 Q03696 A0A8V0X8D5 A0A8V1A3I2
map04520 Adherens junction,14,30,490,1633,1.56,0.06769444569731764,1.17,A0A1D5NYE8 A0A1D5P6T3 H9L0D7 A0A8V0Y5A6 A0A8V0X6F7 A0A3Q2U1A5 A0A8V0XWR2 A0A8V0XHT1 A0A8V1AKR7 A0A1D5P9Z1 A0A8V0XTR4 A0A8V0ZIN3 A0A8V1A0B4 A0A1I7Q3Z0
map04530 Tight junction,17,55,490,1633,1.03,0.88160995668164,0.05,A0A8V0Z535 A0A8V1A3U0 A0A8V0Y5A6 Q0PVE4 Q5ZM47 A0A1D5PM19 Q90WD0 A0A8V1AHP5 A0A8V1AH61 A0A1L1RM08 A0A8V1AJV5 A0A8V1A229 A0A8V0XE48 A0A8V0ZIN3 P02552 A0A8V1A0B4 A0A1I7Q3Z0
map04540 Gap junction,11,38,490,1633,0.96,1.0,-0.0,A0A8V1AEW4 A0A3Q2TU24 A0A1D5NZL7 A0A1L1RPJ2 P08642 P09244 A0A8V1ABC9 P02552 A0A8V1A0B4 A0A8V0XY43 A0A1I7Q3Z0
map04550 Signaling pathways regulating pluripotency of stem cells,10,25,490,1633,1.33,0.27660336121184487,0.56,A0A1D5NYE8 A0A8V1AG56 A0A8V0YYZ7 A0A8V0ZSN8 A0A8V1A9R2 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0YZ32 A0A8V1A7R0
map04610 Complement and coagulation cascades,10,43,490,1633,0.78,0.40036073562748375,0.4,A0A8V1A8N2 A0A8V1ACZ0 A0A8V1A987 A0A8V0YS27 A0A8V0YID0 P15120 A0A8V0ZFJ4 A0A8V0YIZ9 P25155 A0A8V0YHS1
map04611 Platelet activation,15,42,490,1633,1.19,0.3990019309917416,0.4,A0A1D5NTC1 A0A1D5NZL7 A0A8V0YS27 A0A8V0YIZ9 A0A3Q3ACS4 A0A8V1A229 A0A8V0XE48 A0A8V0Y699 A0A8V0ZIN3 A0A1L1RM08 A0A8V1A5A3 P01875 A0A8V0XY43 A0A1I7Q3Z0 A0A8V0Z153
map04612 Antigen processing and presentation,8,23,490,1633,1.16,0.6484701163905591,0.19,F1NYJ1 A0A1D5PUL6 Q90593 A0A8V0YSF6 A0A8V0X8Q3 A0A8V0X8D5 A0A8V0Z8E9 A0A8V0XHF1
map04613 Neutrophil extracellular trap formation,23,48,490,1633,1.6,0.009675369151956607,2.01,A0A8V0XMI5 A0A8V0XEJ0 A0A8V0YXU7 A0A1I7Q3Z0 A0A8V1A5A3 P84229 A0A1D5NZL7 A0A8V0ZHE8 A0A8V0ZSG8 A0A1D5P7C1 A0A8V0XHB9 A0A8V0YIZ9 A0A8V0XL71 A0A3Q3ACS4 A0A8V1ABC9 A0A8V1AJ29 A0A8V0XA34 A0A8V0XDT2 A0A8V0Z0Y0 A0A8V0YS27 A0A1L1RPJ2 A0A8V0ZIN3 F1NUX4
map04620 Toll-like receptor signaling pathway,7,17,490,1633,1.37,0.3001595801905591,0.52,A0A8V0YFT7 A0A1L4FLS3 A0A8V1ABC8 E1C733 A0A1L1RPJ2 A0A3Q3ACS4 A0A8V0YUW8
map04621 NOD-like receptor signaling pathway,15,34,490,1633,1.47,0.08733686363782972,1.06,A0A8V0ZHE8 A0A1D5NZL7 A0A3Q2UHM4 A0A1D5PUL6 A0A8V0YFT7 A0A8V0ZSN8 A0A8V0Z0Y0 A0A8V1ABC8 A0A8V0Y9D6 A0A1D5P7C1 P08629 A0A1D5PFR7 A0A8V0YRF2 A0A8V0YXU7 A0A8V1A1T0
map04624 Toll and Imd signaling pathway,4,10,490,1633,1.33,0.49870798375003045,0.3,A0A8V0XNV9 A0A8V1ABC8 A0A1D5PNL3 A0A8V0XYK6
map04625 C-type lectin receptor signaling pathway,7,18,490,1633,1.3,0.4405744533346122,0.36,A0A8V0XL89 A0A8V0YFT7 A0A1D5P2H5 A0A1D5P7C1 A0A3Q3ACS4 P08642 A0A1I7Q3Z0
map04630 JAK-STAT signaling pathway,11,23,490,1633,1.59,0.06853751983847868,1.16,A0A3Q2TU24 A0A8V0YFT7 A0A8V0ZSN8 A0A8V0YQA1 A0A8V1A9R2 A0A8V0Y652 A0A3Q3ACS4 P08642 F1NUX4 A0A8V1A7R0 K9JA28
map04640 Hematopoietic cell lineage,8,27,490,1633,0.99,1.0,-0.0,A0A8V1ACZ0 A0A8V0XEJ0 A0A8V0Y2J1 A0A8V0XHB9 A0A8V0XA34 A0A8V1A5A3 A0A8V0XL71 A0A8V0XDT2
map04650 Natural killer cell mediated cytotoxicity,10,30,490,1633,1.11,0.6900654247013644,0.16,A0A8V0XL89 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0XEJ0 A0A8V1ABC9 A0A8V0XHB9 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04657 IL-17 signaling pathway,5,22,490,1633,0.76,0.6399006650367391,0.19,A0A8V0XP02 A0A1D5PUL6 A0A3Q2UH76 A0A8V0ZZC5 A0A8V1A1T7
map04658 Th1 and Th2 cell differentiation,4,10,490,1633,1.33,0.49870798375003045,0.3,A0A8V0XL89 A0A8V1A9R2 A0A8V0YFT7 A0A8V0ZSN8
map04659 Th17 cell differentiation,8,18,490,1633,1.48,0.19844538351449578,0.7,A0A8V0XL89 A0A1D5P4S3 A0A1D5PUL6 A0A8V0YFT7 A0A8V0ZSN8 A0A8V1A9R2 F1NUX4 A0A8V1A7R0
map04660 T cell receptor signaling pathway,5,18,490,1633,0.93,1.0,-0.0,A0A8V0XL89 E1BS97 A0A3Q3ACS4 P08642 A0A1L1RPJ2
map04662 B cell receptor signaling pathway,12,31,490,1633,1.29,0.32261472203227776,0.49,A0A8V0XL89 A0A8V0Y8Q2 A0A8V0XW00 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0XEJ0 A0A8V0XHB9 A0A8V0XA34 A0A8V0ZEJ3 A0A8V0XL71 A0A8V0XDT2
map04664 Fc epsilon RI signaling pathway,10,29,490,1633,1.15,0.6827817452907605,0.17,A0A1D5NTC1 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0XEJ0 A0A8V1ABC9 A0A8V0XHB9 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04666 Fc gamma R-mediated phagocytosis,13,41,490,1633,1.06,0.8631657783618345,0.06,A0A1D5NTC1 A0A8V1A3U0 H9L0D7 Q90WD0 A0A1L1RPJ2 A0A3Q3ACS4 A0A8V0XEJ0 A0A8V1ABC9 A0A8V0X8U3 A0A8V0XHB9 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04668 TNF signaling pathway,3,15,490,1633,0.67,0.5734454894872427,0.24,A0A1L1RPJ2 A0A3Q3ACS4 A0A3Q2UHM4
map04670 Leukocyte transendothelial migration,13,36,490,1633,1.2,0.462341634144471,0.34,A0A1D5NYE8 A0A8V0ZZZ5 A0A8V0Y5A6 A0A8V0XWR2 A0A3Q2U1A5 A0A3Q3ACS4 A0A8V1AH61 A0A8V0XTR4 A0A8V1A229 A0A8V0XE48 A0A8V1ABC9 A0A8V0ZIN3 A0A1L1RM08
map04672 Intestinal immune network for IgA production,6,14,490,1633,1.43,0.3783665245028118,0.42,A0A8V1ACV0 A0A8V0XEJ0 A0A8V0XHB9 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04713 Circadian entrainment,10,24,490,1633,1.39,0.26045047605630717,0.58,A0A1D5NZL7 A0A1D5P2H5 R4GKD1 A0A8V1A9K7 A0A8V0XS64 E1BW98 A0A8V0X354 A0A8V1ABC9 A0A8V0XY43 F1NLV4
map04714 Thermogenesis,26,80,490,1633,1.08,0.6181132992451221,0.21,A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V0Z2Y8 E1C658 A0A8V0XCD2 A0A8V0X535 A0A8V1A4N7 P08642 A0A8V0YC52 A0A8V0Z863 A0A8V0XY43 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A8V1A3B4 A0A8V0ZAL2 A0A8V1A624 A0A8V0Y9X9 A0A8V0X6I3 A0A8V0Z382 A0A8V0ZC01 Q9YH14 A0A8V0ZIN3 F1NUX4 P18944 A0A8V0ZI98
map04720 Long-term potentiation,9,24,490,1633,1.25,0.500679395041306,0.3,A0A1L1RWI9 A0A8V0XL89 A0A1D5NZL7 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V1A229 A0A8V1ABC9 A0A8V0XY43
map04721 Synaptic vesicle cycle,6,28,490,1633,0.71,0.4073916003858721,0.39,A0A8V0Z6U6 A0A1D5PP57 A0A8V0Y6Z6 A0A8V0Y8W7 A0A8V0ZRP2 A0A8V0Z5I7
map04722 Neurotrophin signaling pathway,7,25,490,1633,0.93,1.0,-0.0,A0A1L1RWI9 A0A8V1AJR8 A0A1D5P2H5 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V1A229
map04723 Retrograde endocannabinoid signaling,15,50,490,1633,1.0,1.0,-0.0,A0A8V0Y9V7 A0A1D5NZL7 A0A8V0Z863 A0A8V0XCD2 A0A8V0ZRZ8 A0A8V0X535 R4GKD1 A0A8V1A9K7 A0A8V0XS64 E1BW98 A0A8V1ABC9 A0A8V0YC52 A0A8V0Z382 A0A8V0XY43 F1NLV4
map04724 Glutamatergic synapse,10,23,490,1633,1.45,0.17114930194091116,0.77,A0A8V0XL89 A0A1D5NTC1 A0A1D5NZL7 R4GKD1 A0A8V1A9K7 A0A8V0XS64 E1BW98 A0A8V1ABC9 A0A8V0XY43 F1NLV4
map04725 Cholinergic synapse,13,29,490,1633,1.49,0.10019212769373638,1.0,A0A1L1RWI9 A0A1D5NZL7 R4GKD1 A0A8V0ZY91 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V1A9K7 A0A8V0XS64 E1BW98 A0A8V1ABC9 A0A8V0XY43 F1NLV4
map04726 Serotonergic synapse,10,27,490,1633,1.23,0.4048216517507434,0.39,A0A1D5NTC1 A0A1D5NZL7 R4GKD1 A0A1L1RPJ2 P08642 A0A8V1A9K7 A0A8V0XS64 E1BW98 A0A8V1ABC9 F1NLV4
map04727 GABAergic synapse,8,17,490,1633,1.57,0.1798237642233807,0.75,R4GKD1 A0A8V1A9K7 A0A8V0XS64 E1BW98 A0A8V1ABC9 A0A8V0XY43 A0A1I7Q3Z0 F1NLV4
map04728 Dopaminergic synapse,11,32,490,1633,1.15,0.5642953877938848,0.25,A0A8V0XL89 A0A1D5NZL7 Q5ZM47 A0A1D5P2H5 R4GKD1 A0A8V1A9K7 A0A8V0XS64 E1BW98 A0A8V0ZBD1 A0A8V1ABC9 F1NLV4
map04730 Long-term depression,7,24,490,1633,0.97,1.0,-0.0,A0A1D5NTC1 A0A1D5NZL7 Q5ZM47 A0A1L1RPJ2 P08642 A0A8V0X354 A0A8V1ABC9
map04740 Olfactory transduction,3,8,490,1633,1.25,0.7029700083389884,0.15,A0A8V1A9K7 A0A1D5P2H5 F1NLV4
map04742 Taste transduction,2,8,490,1633,0.83,1.0,-0.0,A0A1D5NZL7 A0A8V0ZRF2
map04744 Phototransduction,2,2,490,1633,3.33,0.08990805446480496,1.05,A0A1D5P2H5 F1NLV4
map04745 Phototransduction - fly,4,8,490,1633,1.67,0.250897927365213,0.6,A0A8V0ZIN3 A0A1D5NZL7 A0A1D5P2H5 A0A8V1ABC9
map04750 Inflammatory mediator regulation of TRP channels,8,26,490,1633,1.03,1.0,-0.0,A0A1D5P4S3 A0A1D5NTC1 A0A1D5NZL7 A0A1D5P2H5 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0XY43 A0A1I7Q3Z0
map04810 Regulation of actin cytoskeleton,24,75,490,1633,1.07,0.6998892670705998,0.15,Q90WD0 A0A3Q2UHS2 A0A1I7Q3Z0 A0A8V0X163 E1BS97 P08642 A0A3S5ZPV2 A0A1L1RM08 A0A8V1A3U0 H9L0D7 A0A8V0Y5A6 A0A8V0YYZ7 A0A1D5PM19 A0A8V1AKR7 A0A3Q3ACS4 A0A8V0XE48 A0A8V0ZG81 A0A3Q2TU24 A0A8V0X6F7 A0A1L1RPJ2 A0A8V1AHP5 A0A8V0YDD6 A0A8V0ZIN3 A0A8V0Z153
map04910 Insulin signaling pathway,9,30,490,1633,1.0,1.0,-0.0,A0A1D5P6T3 A0A1D5P2H5 A0A8V0ZM20 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0Z8R3 F1NUX4 A0A1D5PP34
map04911 Insulin secretion,4,16,490,1633,0.83,0.7890617102323445,0.1,A0A1D5NZL7 A0A8V0XY43 A0A8V1ABC9 A0A8V0YWI5
map04912 GnRH signaling pathway,8,28,490,1633,0.95,1.0,-0.0,A0A1D5NTC1 A0A1D5NZL7 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V1ABC9 A0A8V0XY43 A0A1I7Q3Z0
map04913 Ovarian steroidogenesis,3,7,490,1633,1.43,0.4347800797809019,0.36,A0A1D5NTC1 A0A1D5P6T3 A0A8V0XY43
map04914 Progesterone-mediated oocyte maturation,4,16,490,1633,0.83,0.7890617102323445,0.1,A0A1L1RPJ2 A0A3Q3ACS4 A0A8V0XY43 A0A1D5PUL6
map04915 Estrogen signaling pathway,19,45,490,1633,1.41,0.09738799119817543,1.01,A0A1D5P2H5 A0A1I7Q3Z0 A0A8V0ZPV0 A0A1D5NZL7 P08642 A0A8V0XY43 A0A8V0ZK24 A0A8V0Z8E9 A0A1D5PUL6 A0A8V1A178 A0A3Q3ACS4 A0A8V0ZVD2 A0A8V1A8U0 A0A8V0ZQ00 Q05744 O93256 A0A1L1RPJ2 A0A8V1A8T0 A0A8V0Y7A6
map04916 Melanogenesis,10,26,490,1633,1.28,0.3884827084203296,0.41,A0A1D5NYE8 A0A8V1AG56 A0A1D5NZL7 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V1ABC9 A0A8V0YZ32 A0A8V0Y7A6 A0A8V0XY43
map04917 Prolactin signaling pathway,6,14,490,1633,1.43,0.3783665245028118,0.42,A0A8V0YFT7 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V1A7R0 A0A1I7Q3Z0
map04918 Thyroid hormone synthesis,5,25,490,1633,0.67,0.3792346931160102,0.42,A0A8V0Y4Q2 A0A1D5NZL7 Q90593 A0A8V1ABC9 A0A8V0XY43
map04919 Thyroid hormone signaling pathway,12,31,490,1633,1.29,0.32261472203227776,0.49,A0A1D5NYE8 A0A1D5NZL7 A0A8V0YFT7 A0A8V1A5Y9 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0ZIN3 A0A8V1ABC9 A0A8V0YZ32 F1NUX4 A0A1I7Q3Z0
map04920 Adipocytokine signaling pathway,6,12,490,1633,1.67,0.20128584430271595,0.7,A0A8V0ZAL2 A0A8V1A8R0 A0A8V0Y7A6 A0A8V0Y2J1 F1NUX4 A0A8V1A7R0
map04921 Oxytocin signaling pathway,14,34,490,1633,1.37,0.1842890316262843,0.73,A0A1L1RWI9 A0A1D5NTC1 A0A8V0XL89 A0A1D5NZL7 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V0XKR3 A0A8V0ZIN3 A0A8V0XE48 A0A8V1ABC9 A0A8V0XY43 A0A1I7Q3Z0 A0A8V0Z153
map04922 Glucagon signaling pathway,5,20,490,1633,0.83,0.8071772201200544,0.09,A0A8V0XL89 A0A1D5NZL7 E1BTT8 A0A1D5P2H5 Q5ZLN1
map04923 Regulation of lipolysis in adipocytes,4,13,490,1633,1.03,1.0,-0.0,A0A8V1A8R0 A0A3Q3ACS4 A0A1D5P6T3 A0A8V0XY43
map04924 Renin secretion,3,18,490,1633,0.56,0.30251591199603095,0.52,A0A8V0XL89 A0A1D5NZL7 A0A1D5P2H5
map04925 Aldosterone synthesis and secretion,7,21,490,1633,1.11,0.8110504117310565,0.09,A0A1L1RWI9 A0A1D5NZL7 A0A1D5P2H5 A0A8V0XKR3 A0A8V1ABC9 A0A8V0Y7A6 A0A8V0XY43
map04926 Relaxin signaling pathway,16,45,490,1633,1.18,0.41236606413663635,0.38,A0A1D5NZL7 A0A8V0XP02 R4GKD1 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V1A9K7 A0A8V0X354 A0A8V0XS64 A0A8V1ABC9 E1BW98 A0A8V0XUJ8 P01875 A0A8V0XY43 A0A1I7Q3Z0 F1NLV4
map04927 Cortisol synthesis and secretion,3,11,490,1633,0.91,1.0,-0.0,A0A8V0Y7A6 A0A1D5NZL7 A0A8V0XY43
