GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Biological Process	regulation of collagen fibril organization	6	GO:1904026	4	4	255	2734	10.72	7.407205983981642e-05	4.13	A0A1L1RX77 A0A8V0Y0F3 A0A8V0Y290 A0A8V0YG24	3.4222330006830477
Biological Process	negative regulation of collagen fibril organization	7	GO:1904027	4	4	255	2734	10.72	7.407205983981642e-05	4.13	A0A1L1RX77 A0A8V0Y0F3 A0A8V0Y290 A0A8V0YG24	3.4222330006830477
Biological Process	neuron projection guidance	7	GO:0097485	28	145	255	2734	2.07	0.0001682961611604394	3.77	A0A1D5PZ68 A0A1D5P0D7 P33005 A0A1D5NTR5 A0A1I7Q3Z0 A0A8V0XDR8 A0A8V0XH99 A0A8V0Y070 A0A8V0Y357 A0A8V0Y9F8 A0A8V0YDT5 A0A8V0YDU6 A0A8V0YRG2 A0A8V0Z8V4 A0A8V0ZBR8 A0A8V0ZF83 A0A8V0ZUU4 A0A8V1ABC9 A0A8V1ACD6 A0A8V1ADF6 A0A8V1AG56 A0A1D5PBZ8 A0A1D5PT01 A0A8V0XYK6 A0A8V0YE20 A0A8V0YIR4 A0A8V0YRN1 A0A8V0YUF6	1.0496307677246004
Biological Process	axonogenesis	7	GO:0007409	34	197	255	2734	1.85	0.00029395649427079986	3.53	Q98938 A0A1D5PZ68 A0A1D5P0D7 P33005 Q9W6H0 A0A1D5NTR5 A0A1I7Q3Z0 A0A3Q2UHS2 A0A8V0XDR8 A0A8V0XH99 A0A8V0Y070 A0A8V0Y357 A0A8V0Y9F8 A0A8V0YDT5 A0A8V0YDU6 A0A8V0YRG2 A0A8V0Z8V4 A0A8V0ZBR8 A0A8V0ZF83 A0A8V0ZUU4 A0A8V1ABC9 A0A8V1ACD6 A0A8V1ADF6 A0A8V1AG56 Q0PVE4 A0A1D5PBZ8 A0A1D5PT01 A0A8V0XYK6 A0A8V0YE20 A0A8V0YIR4 A0A8V0YRN1 A0A8V0YUF6 A0A8V0YWI5 A0A8V0Z3U6	0.8875252707415875
Biological Process	neuron projection morphogenesis	6	GO:0048812	38	234	255	2734	1.74	0.00037880872164449547	3.42	Q98938 A0A1D5PZ68 A0A1D5P0D7 A0A8V0X4D8 A0A8V0XE48 P33005 Q9W6H0 A0A1D5NTR5 A0A1I7Q3Z0 A0A3Q2UHS2 A0A8V0XDR8 A0A8V0XH99 A0A8V0Y070 A0A8V0Y357 A0A8V0Y9F8 A0A8V0YDT5 A0A8V0YDU6 A0A8V0YRG2 A0A8V0Z8V4 A0A8V0ZBR8 A0A8V0ZF83 A0A8V0ZSX6 A0A8V0ZUU4 A0A8V1ABC9 A0A8V1ACD6 A0A8V1ADF6 A0A8V1AG56 Q0PVE4 A0A1D5PBZ8 A0A1D5PT01 A0A8V0XYK6 A0A8V0Y0X2 A0A8V0YE20 A0A8V0YIR4 A0A8V0YRN1 A0A8V0YUF6 A0A8V0YWI5 A0A8V0Z3U6	0.7990873060740036
Biological Process	axon development	7	GO:0061564	35	207	255	2734	1.81	0.00041040488424545416	3.39	Q98938 A0A1D5PZ68 A0A1D5P0D7 P33005 Q9W6H0 A0A1D5NTR5 A0A1I7Q3Z0 A0A3Q2UHS2 A0A8V0XDR8 A0A8V0XH99 A0A8V0Y070 A0A8V0Y357 A0A8V0Y9F8 A0A8V0YDT5 A0A8V0YDU6 A0A8V0YRG2 A0A8V0Z8V4 A0A8V0ZBR8 A0A8V0ZF83 A0A8V0ZUU4 A0A8V1ABC9 A0A8V1ACD6 A0A8V1ADF6 A0A8V1AG56 Q0PVE4 A0A1D5PBZ8 A0A1D5PT01 A0A8V0XYK6 A0A8V0YE20 A0A8V0YIR4 A0A8V0YRN1 A0A8V0YUF6 A0A8V0YWI5 A0A8V0Z3U6 A0A8V1AAN6	0.8559896973084807
Biological Process	cellular response to interleukin-21	6	GO:0098757	3	3	255	2734	10.72	0.0008027412516779343	3.1	A0A8V1A9R2 A0A8V0YFT7 A0A8V1A7R0	3.4222330006830477
Biological Process	presynaptic membrane assembly	6	GO:0097105	3	3	255	2734	10.72	0.0008027412516779343	3.1	A0A8V0Y9F8 A0A8V0YDT5 A0A3Q2UGW3	3.4222330006830477
Biological Process	negative regulation of extracellular matrix organization	6	GO:1903054	4	6	255	2734	7.15	0.0009538727917509596	3.02	A0A1L1RX77 A0A8V0Y0F3 A0A8V0Y290 A0A8V0YG24	2.8379432418910273
Biological Process	positive regulation of mesenchymal cell proliferation	6	GO:0002053	6	15	255	2734	4.29	0.00150696928312283	2.82	Q98938 A0A8V0XMI5 A0A8V0YFT7 A0A8V0ZKI8 A0A8V1AG56 A0A3Q2TU24	2.1009776477248208
