GO Terms Level 1	GO Terms Description	GO Terms Level	GO Terms ID	Mapping	Background	All Mapping	All Background	Fold Enrichment	Fisher's exact test p value	-log10(p value)	Related proteins	Log2 Fold enrichment
Biological Process	purine nucleotide biosynthetic process	6	GO:0006164	34	78	596	2734	2.0	1.748626231575887e-05	4.76	A0A8V1AC34 P00356 Q5ZLN1 A0A1D5PSI2 O57535 A0A1D5PL45 A0A8V0XY43 A0A8V0Z310 A0A8V0Z420 A0A8V0ZAL2 A0A8V0ZCP8 A0A8V0ZM20 E1BTT8 Q9YH14 A0A1D5NW93 A0A1L1RQ91 A0A8V0X6I8 A0A8V0XA55 A0A8V0XC92 A0A8V0XE68 A0A8V0XTM2 A0A8V0Y9X9 A0A8V0Z0S2 A0A8V0Z2Y8 A0A8V0ZI98 A0A8V0ZWH3 A0A8V1A102 A0A8V1A4N7 A0A8V1A4X0 A0A8V1A624 A0A8V1AIR0 E1C658 F1NIL3 A0A8V0Z2X9	1.0
Biological Process	plasma membrane bounded cell projection assembly	6	GO:0120031	71	210	596	2734	1.55	2.6825384342405654e-05	4.57	P02552 Q5ZLC7 H9L0D7 P09244 A0A1D5NU82 A0A1D5PME6 A0A8V0XK27 F1NGM0 F1NNL1 Q90WD0 A0A1D5PUL6 A0A1D5PWK2 A0A3Q2TZS5 A0A3S5ZPV2 A0A8V0XJW7 A0A8V0XPM1 A0A8V0XYC7 A0A8V0Y606 A0A8V0Y6Y0 A0A8V0YEN4 A0A8V0YKG2 A0A8V0YQR1 A0A8V0YTC2 A0A8V0Z153 A0A8V0Z193 A0A8V0Z3P5 A0A8V0Z5I7 A0A8V0Z8Y2 A0A8V0ZBP0 A0A8V0ZDX0 A0A8V0ZIS3 A0A8V0ZPQ4 A0A8V0ZSQ0 A0A8V1A1T0 A0A8V1A229 A0A8V1ACV7 A0A8V1AEW4 A0A8V1AHP5 A0A8V1AIF1 A0A8V1AJV5 E1C2N5 E1C6P7 F1NVZ6 A0A1D5P3P3 A0A1D5P3W0 A0A1D5P3Y7 A0A1D5PFB8 A0A1D5PJB0 A0A1L1RRQ3 A0A8V0X678 A0A8V0X6J8 A0A8V0XI38 A0A8V0XN99 A0A8V0XNL0 A0A8V0XW03 A0A8V0Y2J9 A0A8V0Y711 A0A8V0YP15 A0A8V0YTD8 A0A8V0YTK3 A0A8V0YY70 A0A8V0ZBK5 A0A8V0ZG63 A0A8V0ZIA4 A0A8V0ZU31 A0A8V0ZUG8 A0A8V0ZWG8 A0A8V1ABR7 A0A8V1ADP5 E1C599 F1NQ70	0.632268215499513
Biological Process	purine ribonucleotide biosynthetic process	7	GO:0009152	32	74	596	2734	1.98	3.997578268115301e-05	4.4	A0A8V1AC34 P00356 Q5ZLN1 A0A1D5PSI2 O57535 A0A1D5PL45 A0A8V0XY43 A0A8V0Z310 A0A8V0Z420 A0A8V0ZAL2 A0A8V0ZCP8 A0A8V0ZM20 E1BTT8 Q9YH14 A0A1D5NW93 A0A1L1RQ91 A0A8V0X6I8 A0A8V0XA55 A0A8V0XE68 A0A8V0XTM2 A0A8V0Y9X9 A0A8V0Z0S2 A0A8V0Z2Y8 A0A8V0ZI98 A0A8V0ZWH3 A0A8V1A102 A0A8V1A4N7 A0A8V1A624 A0A8V1AIR0 E1C658 F1NIL3 A0A8V0Z2X9	0.9855004303048849
Biological Process	ribonucleotide biosynthetic process	6	GO:0009260	32	77	596	2734	1.91	6.907951951510514e-05	4.16	A0A8V1AC34 P00356 Q5ZLN1 A0A1D5PSI2 O57535 A0A1D5PL45 A0A8V0XY43 A0A8V0Z310 A0A8V0Z420 A0A8V0ZAL2 A0A8V0ZCP8 A0A8V0ZM20 E1BTT8 Q9YH14 A0A1D5NW93 A0A1L1RQ91 A0A8V0X6I8 A0A8V0XA55 A0A8V0XE68 A0A8V0XTM2 A0A8V0Y9X9 A0A8V0Z0S2 A0A8V0Z2Y8 A0A8V0ZI98 A0A8V0ZWH3 A0A8V1A102 A0A8V1A4N7 A0A8V1A624 A0A8V1AIR0 E1C658 F1NIL3 A0A8V0Z2X9	0.9335726382610239
Biological Process	nucleotide biosynthetic process	6	GO:0009165	39	101	596	2734	1.77	0.00010792932258926681	3.97	A0A8V1AC34 F1P5L0 P00356 Q5ZLN1 A0A1D5PSI2 O57535 A0A1D5PL45 A0A8V0XY43 A0A8V0YHG3 A0A8V0Z310 A0A8V0Z420 A0A8V0ZAL2 A0A8V0ZCP8 A0A8V0ZM20 A0A8V1AJ89 A0A8V1AJZ1 E1BTT8 Q9YH14 A0A1D5NW93 A0A1L1RQ91 A0A8V0X6I8 A0A8V0XA55 A0A8V0XC92 A0A8V0XE68 A0A8V0XTM2 A0A8V0Y121 A0A8V0Y9X9 A0A8V0Z0S2 A0A8V0Z2Y8 A0A8V0ZI98 A0A8V0ZWH3 A0A8V1A102 A0A8V1A4N7 A0A8V1A4X0 A0A8V1A624 A0A8V1AIR0 E1C658 F1NIL3 A0A8V0Z2X9	0.8237493603082727
Biological Process	purine nucleoside monophosphate biosynthetic process	7	GO:0009127	22	47	596	2734	2.15	0.00011690358395933425	3.93	A0A8V1AC34 P00356 Q5ZLN1 A0A1D5PSI2 A0A1D5PL45 A0A8V0Z310 A0A8V0ZM20 E1BTT8 Q9YH14 A0A1D5NW93 A0A1L1RQ91 A0A8V0X6I8 A0A8V0XA55 A0A8V0Y9X9 A0A8V0Z0S2 A0A8V0Z2Y8 A0A8V0ZI98 A0A8V1A4N7 A0A8V1A624 A0A8V1AIR0 E1C658 F1NIL3	1.1043366598147355
Biological Process	nucleoside monophosphate biosynthetic process	6	GO:0009124	23	50	596	2734	2.11	0.00016731442710174203	3.78	A0A8V1AC34 P00356 Q5ZLN1 A0A1D5PSI2 A0A1D5PL45 A0A8V0Z310 A0A8V0ZM20 E1BTT8 Q9YH14 A0A1D5NW93 A0A1L1RQ91 A0A8V0X6I8 A0A8V0XA55 A0A8V0Y9X9 A0A8V0Z0S2 A0A8V0Z2Y8 A0A8V0ZI98 A0A8V1A4N7 A0A8V1A624 A0A8V1A8Y2 A0A8V1AIR0 E1C658 F1NIL3	1.0772429989324603
Biological Process	cilium assembly	6	GO:0060271	56	165	596	2734	1.56	0.00019938724100903075	3.7	P02552 Q5ZLC7 P09244 A0A1D5NU82 A0A1D5PME6 A0A8V0XK27 F1NGM0 F1NNL1 Q90WD0 A0A1D5PUL6 A0A1D5PWK2 A0A3Q2TZS5 A0A8V0XJW7 A0A8V0XYC7 A0A8V0Y606 A0A8V0Y6Y0 A0A8V0YKG2 A0A8V0YQR1 A0A8V0Z193 A0A8V0Z3P5 A0A8V0Z5I7 A0A8V0ZBP0 A0A8V0ZDX0 A0A8V0ZIS3 A0A8V0ZPQ4 A0A8V0ZSQ0 A0A8V1ACV7 A0A8V1AEW4 A0A8V1AIF1 E1C2N5 E1C6P7 F1NVZ6 A0A1D5P3W0 A0A1D5PFB8 A0A1D5PJB0 A0A1L1RRQ3 A0A8V0X6J8 A0A8V0XI38 A0A8V0XN99 A0A8V0XNL0 A0A8V0Y2J9 A0A8V0Y711 A0A8V0YP15 A0A8V0YTD8 A0A8V0YTK3 A0A8V0YY70 A0A8V0ZBK5 A0A8V0ZG63 A0A8V0ZIA4 A0A8V0ZU31 A0A8V0ZUG8 A0A8V0ZWG8 A0A8V1ABR7 A0A8V1ADP5 E1C599 F1NQ70	0.6415460290875237
Biological Process	nucleoside triphosphate biosynthetic process	6	GO:0009142	23	51	596	2734	2.07	0.00020268042721447143	3.69	A0A8V1AC34 P00356 Q5ZLN1 A0A1D5PSI2 O57535 A0A8V0ZM20 A0A8V1AJZ1 E1BTT8 Q9YH14 A0A1D5NW93 A0A1L1RQ91 A0A8V0X6I8 A0A8V0XA55 A0A8V0XGF5 A0A8V0Y9X9 A0A8V0Z0S2 A0A8V0Z2Y8 A0A8V0ZI98 A0A8V1A4N7 A0A8V1A624 A0A8V1AIR0 E1C658 F1NIL3	1.0496307677246004
Biological Process	purine nucleoside triphosphate biosynthetic process	7	GO:0009145	20	43	596	2734	2.13	0.0002719317746716854	3.57	P00356 Q5ZLN1 A0A1D5PSI2 O57535 A0A8V0ZM20 E1BTT8 Q9YH14 A0A1D5NW93 A0A1L1RQ91 A0A8V0X6I8 A0A8V0XA55 A0A8V0Y9X9 A0A8V0Z0S2 A0A8V0Z2Y8 A0A8V0ZI98 A0A8V1A4N7 A0A8V1A624 A0A8V1AIR0 E1C658 F1NIL3	1.0908534304511135
