KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map04014 Ras signaling pathway,19,61,342,1633,1.49,0.05386223160908325,1.27,A0A1D5NTC1 A0A1D5P2H5 A0A8V0X2V3 A0A8V1AAZ4 E1BS97 P08642 A0A8V1A229 A0A8V0YYZ7 R4GKD1 A0A3Q3ACS4 A0A8V1A9K7 A0A8V0XS64 F1NLV4 A0A8V0ZE99 A0A1D5P1T0 A0A1L1RPJ2 E1BW98 Q5ZIP7 Q98932
map04015 Rap1 signaling pathway,15,56,342,1633,1.28,0.31458076027280724,0.5,A0A1D5NYE8 A0A1D5NZL7 A0A1D5P1T0 A0A8V0YYZ7 A0A3Q2U1A5 A0A1D5P2H5 A0A8V0X163 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A3S5ZPV2 A0A8V1A229 A0A8V0ZIN3 A0A8V0ZHF5 A0A8V0XY43
map04020 Calcium signaling pathway,16,57,342,1633,1.34,0.1855372315384018,0.73,A0A1L1RWI9 A0A8V0XL89 A0A8V0ZHE8 A0A1D5NZL7 A0A8V1A5Y9 A0A8V0YYZ7 A0A8V0Z0Y0 A0A8V0XA34 A0A1D5P2H5 A0A8V0XKR3 A0A8V0X354 A0A8V0XHB9 A0A8V0YXU7 A0A8V0XY43 A0A8V0Z153 A0A8V1A1T0
map04022 cGMP-PKG signaling pathway,9,35,342,1633,1.23,0.5276525019326316,0.28,A0A8V0XL89 A0A8V0ZHE8 A0A1D5NZL7 A0A8V0Z0Y0 A0A1D5P2H5 A0A1L1RPJ2 A0A8V0YXU7 A0A8V0XY43 A0A8V0Z153
map04024 cAMP signaling pathway,8,36,342,1633,1.06,0.8365258531605784,0.08,A0A1L1RWI9 A0A8V1A8R0 A0A1D5P2H5 A0A1L1RPJ2 A0A3Q3ACS4 A0A8V1A229 A0A8V0Y7A6 A0A8V0XY43
map04060 Cytokine-cytokine receptor interaction,5,26,342,1633,0.92,1.0,-0.0,A0A1D5P4S3 A0A8V0YSE9 A0A8V1AF44 A0A8V1A134 A0A8V1AAN2
map04062 Chemokine signaling pathway,11,45,342,1633,1.17,0.5772596958213296,0.24,A0A1D5NZL7 R4GKD1 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V1A9K7 A0A8V1A229 A0A8V0XS64 E1BW98 A0A8V0XY43 F1NLV4
map04064 NF-kappa B signaling pathway,3,25,342,1633,0.57,0.33099328702219194,0.48,A0A8V0XHB9 A0A8V1ABC8 A0A8V0XA34
map04066 HIF-1 signaling pathway,11,36,342,1633,1.46,0.15082988957885465,0.82,Q5ZJT7 P00356 A0A8V0X6I8 E1BTT8 A0A8V0ZM20 A0A1L1RPJ2 A0A3Q3ACS4 F1NUX4 A0A8V0Z0S2 A0A8V1AIR0 P02789
map04068 FoxO signaling pathway,5,23,342,1633,1.04,1.0,-0.0,A0A8V0XLB9 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0XBS7
map04070 Phosphatidylinositol signaling system,6,20,342,1633,1.43,0.40347621635610775,0.39,A0A1D5NZL7 A0A8V1A5Y9 A0A1D5PHE2 A0A1D5P2H5 A0A3Q3ACS4 A0A8V0ZZL0
map04071 Sphingolipid signaling pathway,6,31,342,1633,0.92,1.0,-0.0,A0A1D5NZL7 Q5ZM47 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0ZBD1
map04072 Phospholipase D signaling pathway,13,50,342,1633,1.24,0.3781182861836603,0.42,A0A1D5NTC1 A0A1D5NZL7 A0A1D5P1T0 A0A8V0XHB9 A0A8V0XA34 A0A1L1RPJ2 A0A3Q3ACS4 P08642 F1NUX4 A0A8V0XY43 A0A3Q2U511 A0A8V0ZZL0 F1NN08
map04080 Neuroactive ligand-receptor interaction,6,25,342,1633,1.15,0.6282807054007388,0.2,A0A8V1A8R0 A0A8V0YAJ1 A0A8V0ZJX2 A0A8V0Y7A6 A0A8V0YBR3 A0A8V1A1T0
map04114 Oocyte meiosis,7,28,342,1633,1.19,0.6386397211819322,0.19,A0A8V0XL89 Q5ZM47 A0A8V0YJ41 A0A1D5P2H5 A0A1L1RPJ2 A0A8V0ZBD1 A0A8V0XY43
map04115 p53 signaling pathway,2,6,342,1633,1.59,0.6113870696444553,0.21,A0A8V0YCF4 A0A8V0ZHF5
map04120 Ubiquitin mediated proteolysis,3,24,342,1633,0.6,0.4484297783664709,0.35,Q5ZJT7 A0A1D5PNL3 A0A8V0X7N6
map04130 SNARE interactions in vesicular transport,2,6,342,1633,1.59,0.6113870696444553,0.21,A0A1D5PH43 F1P4I3
map04136 Autophagy - other,2,7,342,1633,1.36,0.6416417128600493,0.19,F1NUX4 Q5ZM47
map04137 Mitophagy - animal,2,18,342,1633,0.53,0.3945696742945667,0.4,P08642 A0A1D5PFR7
map04140 Autophagy - animal,7,29,342,1633,1.15,0.6473286505208304,0.19,F1NYJ1 Q5ZM47 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A1D5PFR7 F1NUX4
map04141 Protein processing in endoplasmic reticulum,11,72,342,1633,0.73,0.29879868497215245,0.52,P09102 A0A8V0XW93 A0A1D5PUL6 A0A3Q2TZD8 A0A1L1RR91 A0A1D5P624 Q90593 A0A8V0Y726 A0A8V0XFV9 A0A3Q2UAA1 A0A8V0Z8E9
map04142 Lysosome,4,77,342,1633,0.25,0.00014631008096358916,3.83,A0A1D5PXH0 A0A8V0ZKQ8 A0A8V1AIF1 F1NYJ1
map04144 Endocytosis,30,116,342,1633,1.23,0.19241540278617186,0.72,Q5ZKR9 Q8AXV0 A0A8V0YSD6 Q90WD0 F1NN08 E1BSI4 Q5ZHP5 A0A8V0YMC5 A0A8V0XXX2 P08642 A0A3Q2U263 A0A8V0X8U3 A0A8V0ZEP8 A0A3Q2U511 A0A140T8H8 A0A8V0Z8E9 A0A8V1A3U0 A0A8V0YYZ7 A0A1D5PCX2 A0A8V0XL80 A0A8V0ZPS9 A0A8V0YQL8 A0A3Q2U2K2 A0A8V1ADL7 F1NGM0 A0A8V0X6F7 A0A1D5NWR3 Q5ZIP7 Q98932 A0A1D5P420
map04145 Phagosome,21,80,342,1633,1.25,0.2587387109632927,0.59,A0A8V1AEW4 A0A8V0Z6U6 A0A8V0ZHF5 A0A8V0Z958 P02552 F1P4I3 A0A1D5PP57 A0A8V0Y8W7 A0A8V0XHB9 P09244 A0A8V0X354 A0A8V0Y2J1 A0A8V1AJ29 A0A8V0XA34 A0A8V0Z5I7 F1NYJ1 A0A8V0XK27 A0A8V0ZIN3 A0A8V0Y6Z6 Q5ZIP7 Q98932
map04146 Peroxisome,5,13,342,1633,1.84,0.16184670627809197,0.79,A0A8V0ZAL2 A0A8V0XLB9 A0A8V0ZPJ9 A0A8V1A0C2 P0CB50
map04150 mTOR signaling pathway,10,38,342,1633,1.26,0.42012278058819563,0.38,A0A8V0Z6U6 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A1D5PP57 A0A8V0Y6Z6 A0A8V0Y8W7 A0A8V0YZ32 F1NUX4 A0A8V0Z5I7
map04151 PI3K-Akt signaling pathway,22,111,342,1633,0.95,0.9037971601321755,0.04,A0A8V0XIV7 Q5ZM47 A0A8V0ZBD1 A0A8V0ZHF5 A0A8V0XBS7 P08642 A0A8V0XHB9 A0A1D5PUL6 A0A8V0YYZ7 A0A8V0YJ41 R4GKD1 A0A8V0YHC1 A0A3Q3ACS4 A0A8V1A9K7 A0A8V0XS64 A0A8V0ZG81 A0A8V0XA34 F1NJR9 F1NLV4 A0A1L1RPJ2 E1BW98 F1NUX4
map04152 AMPK signaling pathway,5,22,342,1633,1.09,0.7941021948968021,0.1,Q5ZM47 A0A3Q3ACS4 A0A8V0ZBD1 A0A8V0Y2J1 F1NUX4
map04210 Apoptosis,11,44,342,1633,1.19,0.458724563312327,0.34,P13648 A0A8V1A9K2 A0A8V1AKZ9 F1NYJ1 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0ZIN3 A0A8V0YY54 P02552 A0A3Q2U596
map04211 Longevity regulating pathway,6,14,342,1633,2.05,0.08956271022516302,1.05,A0A1L1RWI9 A0A8V0XLB9 A0A3Q3ACS4 P08642 F1NUX4 A0A8V0XY43
map04212 Longevity regulating pathway - worm,9,28,342,1633,1.53,0.1585506264808597,0.8,F1NZ86 Q5ZL72 A0A8V0YJ41 A0A8V0XLB9 A0A8V0ZJE0 F1NUX4 A0A1D5NT70 A0A8V0X7B2 A0A8V0XB81
map04213 Longevity regulating pathway - multiple species,6,15,342,1633,1.91,0.10203415044676631,0.99,A0A8V0XLB9 A0A3Q3ACS4 P08642 F1NUX4 A0A8V0XY43 A0A8V0Z8E9
map04214 Apoptosis - fly,4,14,342,1633,1.36,0.5084997507482921,0.29,A0A3Q2U596 A0A8V0YBR3 A0A3Q2UHM4 A0A8V0YY54
map04216 Ferroptosis,5,19,342,1633,1.26,0.5712343368879516,0.24,A0A8V0ZHE8 A0A8V0ZAL2 A0A1D5PFR7 A0A8V0YXU7 P02789
map04217 Necroptosis,13,47,342,1633,1.32,0.2740509178607864,0.56,E1BSI4 A0A1D5NTC1 A0A8V0ZHE8 A0A3Q2UHM4 A0A1D5PUL6 Q5ZHP5 A0A8V0Z0Y0 A0A1D5PCX2 A0A8V0YSD6 A0A1D5P7C1 A0A8V0YXU7 A0A8V1ADL7 A0A1D5P420
map04218 Cellular senescence,9,38,342,1633,1.13,0.6868412846563794,0.16,A0A8V0XL89 A0A8V0ZHE8 A0A8V0Z0Y0 A0A1D5P2H5 A0A1L1RPJ2 A0A3Q3ACS4 P08642 F1NUX4 A0A8V0YXU7
map04260 Cardiac muscle contraction,8,23,342,1633,1.66,0.11898605530819381,0.92,A0A3Q2UJ64 A0A8V1A3B4 A0A8V0ZC01 A0A8V1A472 A0A8V0Z2Y8 A0A8V0ZYC2 A0A8V0X6I3 P18944
map04261 Adrenergic signaling in cardiomyocytes,7,34,342,1633,0.98,1.0,-0.0,A0A1D5NZL7 Q5ZM47 A0A1D5P2H5 A0A8V1A472 A0A8V0ZYC2 A0A8V0ZBD1 A0A8V0XY43
map04270 Vascular smooth muscle contraction,9,35,342,1633,1.23,0.5276525019326316,0.28,A0A1D5NTC1 A0A1D5NZL7 A0A8V0ZE99 A0A1D5PM19 A0A1D5P2H5 A0A1L1RPJ2 A0A8V1AHP5 A0A8V0XY43 A0A8V0Z153
map04310 Wnt signaling pathway,7,32,342,1633,1.04,0.8288173139124262,0.08,A0A1D5NYE8 A0A8V0XL89 A0A1D5NZL7 A0A1D5P770 A0A8V0YA55 A0A8V0YZ32 A0A1D5PHP9
map04330 Notch signaling pathway,2,7,342,1633,1.36,0.6416417128600493,0.19,A0A8V1A555 A0A1D5P770
map04350 TGF-beta signaling pathway,3,27,342,1633,0.53,0.33714261233874565,0.47,Q5ZM47 A0A8V0YSE9 A0A8V0ZHF5
map04360 Axon guidance,10,65,342,1633,0.73,0.3496621243998551,0.46,A0A8V0XL89 A0A8V0YSE9 A0A8V1A9S3 E1BS97 A0A3Q3ACS4 P08642 A0A3S5ZPV2 A0A8V0YZ32 A0A1L1RM08 Q03696
map04361 Axon regeneration,3,19,342,1633,0.75,0.7791009729561977,0.11,F1NUX4 A0A1D5NZL7 A0A8V0ZZL0
map04370 VEGF signaling pathway,5,19,342,1633,1.26,0.5712343368879516,0.24,A0A8V0XL89 A0A1D5NTC1 A0A1L1RPJ2 A0A3Q3ACS4 P08642
map04371 Apelin signaling pathway,15,42,342,1633,1.71,0.032085460867857456,1.49,A0A1L1RWI9 A0A1D5NZL7 A0A1D5P2H5 R4GKD1 A0A1L1RPJ2 P08642 A0A8V1A9K7 A0A8V0XS64 A0A8V0X354 A0A1D5PFR7 E1BW98 F1NUX4 A0A8V0XY43 F1NLV4 A0A8V0Z153
map04380 Osteoclast differentiation,4,18,342,1633,1.06,0.7784493534066808,0.11,A0A1L1RPJ2 A0A3Q3ACS4 A0A1L1RWI9 A0A8V0XL89
map04390 Hippo signaling pathway,9,42,342,1633,1.02,1.0,-0.0,A0A1D5NYE8 A0A1D5P9D0 A0A8V0XWR2 A0A8V0YSE9 Q5ZM47 A0A8V0YJ41 A0A8V0XTR4 A0A8V0ZIN3 A0A8V0YZ32
map04391 Hippo signaling pathway - fly,7,20,342,1633,1.67,0.16075012668137886,0.79,A0A1D5P9D0 S4VGQ1 Q5ZM47 A0A8V0YJ41 A0A8V0XK73 A0A8V0ZIN3 A0A8V0X381
map04392 Hippo signaling pathway - multiple species,2,5,342,1633,1.91,0.2820363000583712,0.55,A0A1D5P9D0 A0A8V0X381
map04510 Focal adhesion,14,77,342,1633,0.87,0.6667986080805572,0.18,A0A1D5NYE8 A0A8V0XIV7 A0A8V0Y5A6 A0A8V0YHC1 E1BS97 A0A3Q3ACS4 P08642 A0A1L1RPJ2 A0A8V1A229 A0A1L1RM08 A0A8V0ZHF5 A0A8V0ZIN3 A0A8V0ZG81 A0A8V0Z153
map04512 ECM-receptor interaction,7,49,342,1633,0.68,0.28815316387043627,0.54,A0A8V0XIV7 A0A8V0YHC1 A0A452J7Z2 A0A8V0Y2J1 A0A8V0ZHF5 A0A8V0ZG81 A0A8V1A5A3
map04514 Cell adhesion molecules,5,34,342,1633,0.7,0.5220882919690661,0.28,A0A3Q2UGT3 A0A452J7Z2 A0A8V1AH61 Q03696 A0A8V1A3I2
map04520 Adherens junction,11,30,342,1633,1.75,0.0410864939057775,1.39,A0A1D5NYE8 H9L0D7 A0A8V0Y5A6 A0A8V0X6F7 A0A3Q2U1A5 A0A8V0XWR2 A0A8V0XHT1 A0A8V1AKR7 A0A1D5P9Z1 A0A8V0XTR4 A0A8V0ZIN3
map04530 Tight junction,13,55,342,1633,1.13,0.613916080922694,0.21,A0A8V0Z535 A0A8V1A3U0 A0A8V0Y5A6 Q5ZM47 A0A1D5PM19 Q90WD0 A0A8V1AHP5 A0A8V1AH61 A0A1L1RM08 A0A8V1AJV5 A0A8V1A229 A0A8V0ZIN3 P02552
map04540 Gap junction,7,38,342,1633,0.88,0.8411491594374056,0.08,A0A8V1AEW4 A0A1D5NZL7 A0A1L1RPJ2 P08642 P09244 P02552 A0A8V0XY43
map04550 Signaling pathways regulating pluripotency of stem cells,6,25,342,1633,1.15,0.6282807054007388,0.2,A0A1D5NYE8 A0A8V0YYZ7 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0YZ32
map04610 Complement and coagulation cascades,7,43,342,1633,0.78,0.5696017993474776,0.24,A0A8V1ACZ0 A0A8V1A987 A0A8V0YS27 A0A8V0YID0 A0A8V0ZFJ4 A0A8V0YIZ9 P25155
map04611 Platelet activation,11,42,342,1633,1.25,0.4409546402757665,0.36,A0A1D5NTC1 A0A1D5NZL7 A0A8V0YS27 A0A3Q3ACS4 A0A8V1A229 A0A8V0ZIN3 A0A1L1RM08 A0A8V0YIZ9 A0A8V0XY43 A0A8V1A5A3 A0A8V0Z153
map04612 Antigen processing and presentation,5,23,342,1633,1.04,1.0,-0.0,F1NYJ1 A0A1D5PUL6 Q90593 A0A8V0Z8E9 A0A8V0XHF1
map04613 Neutrophil extracellular trap formation,16,48,342,1633,1.59,0.0455403034712652,1.34,P84229 A0A1D5NZL7 A0A8V0ZHE8 A0A8V0XHB9 A0A8V0YXU7 A0A8V0Z0Y0 A0A8V0YS27 A0A1L1RPJ2 A0A3Q3ACS4 A0A1D5P7C1 A0A8V0ZIN3 A0A8V1AJ29 F1NUX4 A0A8V0YIZ9 A0A8V0XA34 A0A8V1A5A3
map04620 Toll-like receptor signaling pathway,4,17,342,1633,1.12,0.7663626697373309,0.12,A0A1L1RPJ2 A0A3Q3ACS4 A0A8V1ABC8 A0A8V0YUW8
map04621 NOD-like receptor signaling pathway,12,34,342,1633,1.69,0.05242477699410097,1.28,A0A8V0ZHE8 A0A1D5NZL7 A0A3Q2UHM4 A0A1D5PUL6 A0A8V0Z0Y0 A0A8V1ABC8 A0A8V0Y9D6 A0A1D5P7C1 P08629 A0A1D5PFR7 A0A8V0YXU7 A0A8V1A1T0
map04624 Toll and Imd signaling pathway,3,10,342,1633,1.43,0.4453850696023942,0.35,A0A8V0XNV9 A0A8V1ABC8 A0A1D5PNL3
map04625 C-type lectin receptor signaling pathway,5,18,342,1633,1.33,0.5578962919493604,0.25,A0A8V0XL89 A0A1D5P2H5 A0A1D5P7C1 A0A3Q3ACS4 P08642
map04630 JAK-STAT signaling pathway,4,23,342,1633,0.83,0.8012849736972479,0.1,F1NUX4 A0A3Q3ACS4 P08642 A0A8V0YQA1
map04640 Hematopoietic cell lineage,5,27,342,1633,0.88,1.0,-0.0,A0A8V1ACZ0 A0A8V0Y2J1 A0A8V0XHB9 A0A8V0XA34 A0A8V1A5A3
map04650 Natural killer cell mediated cytotoxicity,6,30,342,1633,0.95,1.0,-0.0,A0A8V0XL89 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0XHB9 A0A8V0XA34
map04657 IL-17 signaling pathway,5,22,342,1633,1.09,0.7941021948968021,0.1,A0A8V0XP02 A0A1D5PUL6 A0A3Q2UH76 A0A8V0ZZC5 A0A8V1A1T7
map04659 Th17 cell differentiation,4,18,342,1633,1.06,0.7784493534066808,0.11,F1NUX4 A0A1D5P4S3 A0A1D5PUL6 A0A8V0XL89
map04660 T cell receptor signaling pathway,5,18,342,1633,1.33,0.5578962919493604,0.25,A0A8V0XL89 E1BS97 A0A3Q3ACS4 P08642 A0A1L1RPJ2
map04662 B cell receptor signaling pathway,6,31,342,1633,0.92,1.0,-0.0,A0A8V0XL89 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0XHB9 A0A8V0XA34
map04664 Fc epsilon RI signaling pathway,6,29,342,1633,0.99,1.0,-0.0,A0A1D5NTC1 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0XHB9 A0A8V0XA34
map04666 Fc gamma R-mediated phagocytosis,9,41,342,1633,1.05,0.8467081936588595,0.07,A0A1D5NTC1 A0A8V1A3U0 H9L0D7 Q90WD0 A0A1L1RPJ2 A0A3Q3ACS4 A0A8V0X8U3 A0A8V0XHB9 A0A8V0XA34
map04668 TNF signaling pathway,3,15,342,1633,0.95,1.0,-0.0,A0A1L1RPJ2 A0A3Q3ACS4 A0A3Q2UHM4
map04670 Leukocyte transendothelial migration,10,36,342,1633,1.33,0.3031055295078312,0.52,A0A1D5NYE8 A0A8V0Y5A6 A0A8V0XWR2 A0A3Q2U1A5 A0A3Q3ACS4 A0A8V1AH61 A0A8V0XTR4 A0A8V1A229 A0A8V0ZIN3 A0A1L1RM08
map04672 Intestinal immune network for IgA production,2,14,342,1633,0.68,0.7468029019007406,0.13,A0A8V0XHB9 A0A8V0XA34
map04713 Circadian entrainment,9,24,342,1633,1.79,0.07132664793851728,1.15,A0A1D5NZL7 A0A1D5P2H5 R4GKD1 A0A8V1A9K7 A0A8V0XS64 E1BW98 A0A8V0X354 A0A8V0XY43 F1NLV4
map04714 Thermogenesis,23,80,342,1633,1.37,0.09015859755474041,1.04,A0A3Q2UJ64 A0A8V0Z2Y8 E1C658 A0A8V1A4N7 P08642 A0A8V0YC52 A0A8V0Z863 A0A8V0XY43 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A8V1A3B4 A0A8V0ZAL2 A0A8V1A624 A0A8V0Y9X9 A0A8V0X6I3 A0A8V0Z382 A0A8V0ZC01 Q9YH14 A0A8V0ZIN3 F1NUX4 P18944 A0A8V0ZI98
map04720 Long-term potentiation,8,24,342,1633,1.59,0.13432549417630474,0.87,A0A1L1RWI9 A0A8V0XL89 A0A1D5NZL7 A0A1D5P2H5 A0A1L1RPJ2 P08642 A0A8V1A229 A0A8V0XY43
