Protein accession	Protein description	Gene name	Coverage [%]	Peptides	Razor + unique peptides	Unique peptides	Intensity G1	Intensity G2	Intensity G3	G1	G2	G3	G2/G1 Ratio	G3/G1 Ratio	G2/G3 Ratio
P00356	Glyceraldehyde-3-phosphate dehydrogenase OS=Gallus gallus OX=9031 GN=GAPDH PE=2 SV=3	GAPDH	46.25	14	14	3.0	1108150.0	1480420.0	567980.0	1.05319098382728	1.4069981467108077	0.5398108694619126	1.3359382755042186	0.512547940260795	2.6064650163738157
P00504	Aspartate aminotransferase, cytoplasmic OS=Gallus gallus OX=9031 GN=GOT1 PE=1 SV=3	GOT1	8.01	3	3	3.0	14570.1	11245.2	13418.4	1.1141008877572087	0.8598628220127085	1.0260362902300826	0.7717997817448061	0.92095455762143	0.8380432838490433
P00698	Lysozyme C OS=Gallus gallus OX=9031 GN=LYZ PE=1 SV=1	LYZ	80.27	16	16	16.0	33937300.0	4315990.0	2906230.0	2.473592986507131	0.31458019918599633	0.2118268143068724	0.12717540876852312	0.08563527446202263	1.4850820478764584
P00789	Calpain-1 catalytic subunit OS=Gallus gallus OX=9031 PE=1 SV=2	--	23.12	15	15	15.0	103388.0	141982.0	90770.8	0.9227204790373558	1.2671654259167586	0.8101140950458856	1.3732928386273069	0.8779626262235464	1.5641814327955683
P00940	Triosephosphate isomerase OS=Gallus gallus OX=9031 GN=TPI1 PE=1 SV=2	TPI1	42.74	10	10	10.0	55355.8	37522.2	39790.4	1.2517479671119878	0.8484808741192327	0.89977115876878	0.6778368301063302	0.7188117595626835	0.9429963006152238
P01012	Ovalbumin OS=Gallus gallus OX=9031 GN=SERPINB14 PE=1 SV=2	SERPINB14	63.99	25	25	25.0	103378000.0	8178750.0	7422420.0	2.606624336007723	0.2062230724924371	0.18715259149983984	0.07911499545357813	0.07179883534214243	1.101898033256
P01994	Hemoglobin subunit alpha-A OS=Gallus gallus OX=9031 GN=HBAA PE=1 SV=2	HBAA	30.99	5	5	5.0	623400.0	252099.0	326176.0	1.556327626022011	0.6293690057627894	0.8143033682151997	0.4043936477382098	0.5232210458774463	0.7728925488080054
P02460	Collagen alpha-1(II) chain (Fragment) OS=Gallus gallus OX=9031 GN=COL2A1 PE=2 SV=2	COL2A1	14.32	11	11	11.0	267496.0	272308.0	512372.0	0.76269369383069	0.7764138319064492	1.460892474262861	1.0179890540419296	1.9154379878577623	0.5314654196560312
P02552	Tubulin alpha-1A chain OS=Gallus gallus OX=9031 GN=TUBA1A PE=1 SV=2	TUBA1A	58.54	26	26	17.0	9066490.0	7834460.0	5423580.0	1.2183669712195508	1.0528051430422052	0.728827885738244	0.8641116904116147	0.598200626703388	1.4445181964680156
P02701	Avidin OS=Gallus gallus OX=9031 GN=AVD PE=1 SV=3	AVD	21.05	3	3	3.0	113999.0	16351.4	14743.2	2.3570784652114223	0.33808658686530624	0.3048349479232716	0.14343459153150465	0.12932745024079156	1.1090807965706224
P02789	Ovotransferrin OS=Gallus gallus OX=9031 PE=1 SV=2	--	72.48	60	60	60.0	23822600.0	3365600.0	3284840.0	2.345279630781832	0.3313355018074994	0.3233848674106686	0.14127761033640324	0.13788755215635573	1.0245856723615154
P02845	Vitellogenin-2 OS=Gallus gallus OX=9031 GN=VTG2 PE=1 SV=1	VTG2	45.95	79	1	1.0	70323.4	111415.0	96037.5	0.7594978542054943	1.2032901342413074	1.037212011553198	1.5843232835727512	1.3656549598000096	1.1601197448913185
P05122	Creatine kinase B-type OS=Gallus gallus OX=9031 GN=CKB PE=1 SV=1	CKB	50.66	16	16	0.0	1257650.0	1719890.0	977119.0	0.9540519169920845	1.3047066763531319	0.7412414066547836	1.3675426390490202	0.7769403252097165	1.7601643198013754
P08642	GTPase HRas OS=Gallus gallus OX=9031 GN=HRAS PE=1 SV=1	HRAS	26.46	5	1	1.0	113963.0	100848.0	57931.1	1.25352485003232	1.109267692813101	0.6372074571545794	0.8849187894316577	0.5083325289787036	1.7408266026365806
P09102	Protein disulfide-isomerase OS=Gallus gallus OX=9031 GN=P4HB PE=1 SV=3	P4HB	46.99	24	24	24.0	354730.0	306635.0	214888.0	1.214478010346327	1.0498166625392438	0.7357053271144294	0.8644180080624699	0.6057790432159671	1.426952645098842
P10184	Ovoinhibitor OS=Gallus gallus OX=9031 GN=SPINK5 PE=1 SV=3	SPINK5	41.39	20	1	1.0	945924.0	221921.0	130208.0	2.186175757076175	0.512893541326895	0.3009307015969302	0.23460764289731523	0.13765165066115248	1.7043576431555665
P10288	Cadherin-2 OS=Gallus gallus OX=9031 GN=CDH2 PE=1 SV=1	CDH2	7.24	5	1	1.0		12225.4	8155.98		1.1996636145344428	0.8003363854655573			1.498949237246781
P11602	Lipoprotein lipase OS=Gallus gallus OX=9031 GN=LPL PE=1 SV=1	LPL	3.88	2	2	2.0	11400.6	4481.4	12082.1	1.2230609960628092	0.4807664112201	1.2961725927170908	0.3930845744960791	1.0597775555672508	0.37091234139760465
P13538	Myosin heavy chain, skeletal muscle, adult OS=Gallus gallus OX=9031 PE=1 SV=4	--	0.62	1	1	1.0			12619.7			1.0			
