Protein accession	Gene name	ratio	type
A0A8V0ZY91	KCNQ1	0.18301839831149694	Down
A0A8V0ZSG8	HDAC7	0.15318228967080535	Down
E1BQB4	LCA5	0.6110484142481989	Down
A0A8V0ZBJ8	EXT2	0.6419137656000751	Down
E1BS94	FUCA2	0.30301183935456083	Down
A0A8V0Z9Z7	CENPF	0.1405469130692208	Down
A0A8V1A9R2	JAK3	0.19171505619746868	Down
A0A1D5P8I8	COL12A1	1.0860515378221114	None
A0A1D5P8E9	--	1.4394165109490311	None
A0A8V1A643	MORN5	0.7792019764098163	None
A0A1D5P6U6	ARFGEF1	1.4631017340145858	None
A0A8V1A685	YWHAH	1.1425213134354082	None
A0A8V1A657	PBXIP1	1.3309452392769543	None
A0A1D5P6B8	CADM1	1.0997819953425794	None
A0A8V1A763	RAB25	1.0538960348676518	None
A0A8V0ZXW0	SPON1	0.8106517160972689	None
A0A8V0ZXZ1	RTCA	1.1848645214684952	None
A0A8V1A5Z6	PODN	1.3164618538929662	None
A0A1D5PBZ8	NRCAM	0.7324277990241329	None
A0A1D5PD03	TTC7B	1.3850742894846169	None
A0A8V1A5Q4	SERPING1	1.1858636682893748	None
A0A8V1A5P3	LRRC71	0.7883874798541013	None
A0A8V1A5N0	TTC21B	0.8320794078647675	None
A0A8V1A5K2	CAB39	1.0606500069223312	None
A0A1D5PEL7	THYN1	1.0455353144790431	None
A0A1D5PFD3	CASC4	1.1465848622698205	None
A0A1D5PFR3	SEMA5A	0.7025799444343876	None
A0A1D5PGC2	SAMM50	1.3182934144266043	None
A0A1D5PAD1	MTA3	1.1740849561769842	None
A0A1D5PAN0	PRELP	1.1968261447587634	None
A0A1D5P5L5	LOC424014	1.022545660451491	None
A0A8V0ZY26	B4GALT4	0.7246947604341762	None
A0A8V1A9S3	SEMA3B	0.9162827632038386	None
A0A1D5NUN4	FAM126A	1.017137158996822	None
A0A1D5NUH1	TXNL1	1.4446194267579409	None
A0A1D5NT70	LOC395611	0.8948218658089565	None
A0A8V1A9Y1	CRPL2	1.1053742766121888	None
A0A140T8H8	RBP	1.1567416535320243	None
R4GKL8	C1QTNF3	0.6889034229784758	None
A0A8V1A9A6	ADAMTSL5	0.7616072095396947	None
R4GKD1	GNG5	1.193942511210579	None
A0A8V0ZYN4	SULF2	0.9819108356180712	None
Q5ZMW4	OSTM1	0.9633441622366608	None
Q5ZM60	CCPG1	0.9145457044451272	None
A0A8V1AA91	CFAP77	0.8471601147967697	None
Q5ZKQ2	QDPR	1.4262743654291996	None
Q5ZKK8	RPL19	0.9609923930085362	None
A0A8V1AAF5	LRRC43	1.1159395947059831	None
R4GJZ6	GOLPH3	0.9054569106933296	None
A0A1D5P692	HNMT	0.8988440407089506	None
A0A8V1A987	CFD	0.8915510096691441	None
A0A8V0ZYE3	IGF2	1.0239849725946104	None
A0A8V1A6Z0	DPP7	0.7785558115091209	None
F1NYK5	C6orf120	1.103673845123856	None
A0A8V1A724	GLT8D1	1.3335399381812263	None
A0A1D5P5X7	LOC772071	1.2280850702551258	None
A0A8V1A7C4	TJP3	1.1286523153705224	None
Q25QX5	BNAS1	0.8978854296286257	None
A0A1D5P599	LIMS1	1.437293803032947	None
A0A1D5NYL9	LUZP2	1.3118544173046542	None
F1NQ70	DNAI2	0.716115986921356	None
A0A1D5P380	EFEMP1	0.7782703026222273	None
A0A8V1A7K6	C4BPG	1.0764099422733502	None
A0A8V1A7W6	GLMP	0.7335038064773314	None
A0A8V1A843	LRIG2	1.0793483192276183	None
F1NMY1	YWHAG	1.0558156026681074	None
A0A8V1A8U2	LOC121112063	0.9502773750236398	None
A0A8V1A8Y7	--	0.7029087387134065	None
A0A1D5P3W0	RAB28	0.7989932406287367	None
A0A1D5PIR8	ST8SIA5	0.8661264576904718	None
A0A8V0ZWM8	CRABP1	1.160346589853187	None
Q5F482	FAM26E	0.772960488459817	None
A0A8V1A134	TNFRSF6B	0.91470178661786	None
A0A3Q2U7W2	C21orf58	0.8928195109512865	None
A0A3Q2U652	DIPK2A	0.8517715409676972	None
A0A3Q2U5H4	SPINT1	0.7514347831035935	None
A0A8V1A1I9	TOLLIP	0.9639780834546846	None
A0A3Q2U263	RAB11FIP1	1.2009337190952127	None
A0A3Q2TWG9	NTN3	0.7092774293023093	None
A0A3Q2TW80	CCM2	1.361652127543067	None
A0A8V1A1T7	OVOA	1.01870952878044	None
A0A8V0ZTP4	LOXL1	0.7837728965320739	None
A0A8V1A2C1	LDLRAD1	1.23112722581654	None
A0A8V0ZTZ2	DYNLRB1	0.8116603861957379	None
A0A8V1A2Q9	C4BPM	1.2612541265872343	None
A0A3Q2TSS2	SKAP2	1.135289318205184	None
A0A8V1A2R2	GAL3ST2	0.8181121134020618	None
A0A8V1A114	DNAJB6	1.1013510880788635	None
A0A3Q2UBI6	PLEKHA8	1.4929900368688696	None
A0A8V1A106	CNPY2	1.1544919139022638	None
A0A3Q2UH76	CCDC166	1.3327042949427352	None
A0A8V0X1R9	SERPINI1	1.3621218524628158	None
A0A8V0X1R3	GOLIM4	1.3042372195390826	None
A0A8V0ZZS6	SERPINE2	0.7583848599516267	None
A0A8V0ZSY1	GNG12	1.0690441276139542	None
A0A8V1A049	--	1.0468463350809718	None
A0A8V1A098	TSPAN1	0.9253904436921504	None
A0A8V0ZSY3	PLEKHM2	0.9067812973825072	None
A0A8V1A2X4	UBXN6	1.0450081000493046	None
A0A8V0ZTC0	ULK3	0.7110901343473087	None
A0A3Q3ALT4	ADAP1L	0.6754904603588222	None
A0A8V1A0D3	CC2D1A	0.9597721257793926	None
A0A3Q3ADW5	EDIL3	0.7838290152242591	None
A0A3Q3A7M3	CD99	0.7930071766647065	None
A0A8V1A0T5	VILL	1.2647208736547964	None
A0A8V0ZTL5	CHST14	0.8026449469754912	None
A0A3Q2UMT0	TOM1	1.3033760186263097	None
A0A8V1A0B4	TJP1	0.6930677122923738	None
A0A8V0ZU50	USP47	1.100186750601374	None
A0A3Q2TS11	XXYLT1	1.0547228415666767	None
A0A3Q2TRU5	TTC13	0.6925566680210731	None
A0A1D5PXC2	DRC3	1.0365243802172506	None
A0A1D5PVR6	PTP4A2	0.6747839152729048	None
A0A8V0ZW06	CLSTN3	0.8748493753870046	None
A0A1D5PVC9	PACRG	0.9317887180338912	None
Q5ZJ70	PDCD6IP	0.8897838499184341	None
A0A1D5PQD0	IFT122	0.7398959176189118	None
A0A1D5PPP2	PUDP	1.4154269878780663	None
A0A1D5PXK6	STAMBP	0.9554560505719446	None
A0A8V0ZWM4	PEPD	1.089599363450909	None
A0A1D5PMN7	DPYS	1.4951469808921818	None
A0A8V1A504	SERPINE2	1.1093790985771916	None
A0A1D5PLF4	MPZL2	0.677550042753974	None
Q5ZIW8	RRAS	1.0065814440143557	None
A0A1D5PK63	SNX12	1.304265221723286	None
A0A1D5PJE2	TTC17	1.0005930874101592	None
A0A1D5PJB0	IFT52	1.0292798405183154	None
A0A1D5PN32	ANXA11	1.215538105316095	None
A0A8V1A5A3	LOC100857333	1.355551604343901	None
A0A1D5PY18	STX2	1.1181327129786072	None
A0A1D5PYW4	ELAPOR1	1.1052824397931815	None
A0A1L1RY66	MKS1	1.3128511764774031	None
A0A1L1RWM1	FAM228	0.881432235368868	None
A0A1L1RU31	IDS	1.0522407065665198	None
A0A8V1A3B5	--	0.9355329324952174	None
A0A8V0ZUD3	MBTPS1	0.7269751525070675	None
R4GLT1	--	1.0730116320967007	None
A0A1L1RT39	RSPH3	1.1080019195009296	None
A0A8V0ZV28	MNS1	1.2553107608102054	None
A0A8V0ZUN6	CCDC113	0.9602800671951284	None
A0A1L1RRD7	MLF1	1.3015255893832272	None
A0A1L1RQP3	--	1.4525865670168083	None
A0A1L1RPW8	ENTPD6	0.8287124077689989	None
A0A1L1RKY9	CALD1	0.8148575078080582	None
A0A1I7Q421	FST	0.8396143630434051	None
A0A8V0ZUZ6	SRPRA	0.8012873053372547	None
R4GGX2	TSC22D1	1.1365869492744722	None
A0A1L1RRQ3	KIFAP3	1.4504038420638732	None
Q5ZK57	B3GNT2	1.0641554923297276	None
A0A8V1AAP7	AKR1A1	0.6688508557457213	None
Q5ZJS7	NPC2	1.0539631617961662	None
A0A8V1ADY8	AMBP	1.2444238574894209	None
A0A8V1AHD9	SGSH	0.9041215690364821	None
A0A8V1AHP7	ANGPTL4	1.063042424776422	None
A0A8V1AD29	QSOX2	1.2802982933647198	None
A0A8V1AD13	TTC30B	0.9576768693876988	None
A0A8V1AI83	LOC107050492	0.7306897492884158	None
A0A8V1ACZ7	GNAI3	0.8875482395066642	None
A0A8V1ACY0	EIF4H	0.8518525804325804	None
E1BXU3	ROPN1L	1.3499596117533692	None
A0A8V1ACU4	GSN	1.0066199787317616	None
A0A8V1A4B8	PTPRVP	0.8334216156349104	None
A0A8V1AIF3	LOC121107580	1.2265967502259034	None
A0A8V1ACT6	FAM20A	0.7229934183415164	None
A0A8V1AJ84	SCPEP1	1.1199347577280712	None
A0A8V1A4C6	CLSTN2	0.9452105697770437	None
A0A8V1AEE8	GPX1	0.9221734896986724	None
A0A8V1AEK9	FDXR	0.7641871594373588	None
A0A8V1AHB3	RAB2B	0.8354444373330849	None
E1BY06	BROX	0.7560863107593244	None
A0A8V1A229	RAP1A	1.385576341241793	None
E1C2F4	GATD3AL2	1.3348596112311015	None
A0A8V1AFH9	STOM	0.6991781615437529	None
A0A8V1AK78	CPD	0.9756742626933604	None
E1C123	AHSA1	1.2676347249170683	None
E1BZV4	REG4	0.6751304159063313	None
A0A8V1AIS3	--	0.8884488720190381	None
A0A8V1ACC2	HYAL1	1.434733624674767	None
A0A8V1AGW0	CLIC3	0.9702776443766592	None
A0A8V1A442	GPX1	1.0668389357896184	None
A0A8V1AFS4	STKLD1	0.90782195001151	None
A0A8V1AFF6	ITGB4	0.7849790160876661	None
A0A8V1AF44	GDF15	1.4701841873973018	None
A0A8V1AGA3	OGFOD3	1.039248641802881	None
A0A8V1AEV8	ABR	0.7180481701595245	None
A0A8V1AH71	ORM1	1.3755463936386387	None
A0A8V1AFR7	CPAMD8	0.8571623982532721	None
A0A8V1AC68	TOR2A	0.9287437070058798	None
A0A8V1AC43	RHOC	1.215229545520044	None
A0A8V1AC41	ELAVL1	0.802867821461942	None
A0A8V1A8Y2	ENTPD8	1.4373603893274376	None
E1BRR9	MORN3	0.7705087949272932	None
A0A8V1ALJ9	CCDC40	0.7919973347828374	None
A0A8V1A6T0	CAPNS2	1.1807477436151372	None
A0A8V1A6W7	ITGA3	1.474987899666885	None
A0A8V1A8L5	RNH1	0.7296850126569064	None
A0A8V1A8J6	IFI30	0.7861269995857287	None
A0A8V1A997	SELENBP1	0.6880804295892853	None
A0A8V1A6Y9	TF	1.1739967193412697	None
A0A8V1A802	RARRES2	1.360012604380022	None
A0A8V1A7Z6	--	0.90294588643491	None
A0A8V1AMH6	SERPINF2	1.4197154322581518	None
A0A8V1A758	ST6GALNAC4	0.9181106129664668	None
A0A8V1APV6	GRB2	0.9406662057027364	None
A0A8V1A7M2	CDK5	1.4933904450219784	None
A0A8V1AMW1	CANT1	0.8914668617192729	None
A0A8V1A728	TMEM59	1.0233550343022748	None
A0A8V1AKN4	NOTUM	1.2745734277321163	None
A0A8V1ALH2	TAGLN2	1.448954004871758	None
A0A8V1A6K9	DNAH10	0.8612660622729738	None
A0A8V1ABU4	TIMP2	1.3700069084016793	None
A0A8V1AK00	SERPINF1	1.0336871355215609	None
A0A8V1A4X0	OASL	0.8888690227864195	None
A0A8V1AB68	DYNLL2	0.8384791416028048	None
A0A8V1A555	NCSTN	1.2864836274462663	None
A0A8V1A5I2	VPS37B	0.9317633114322468	None
A0A8V1AA50	LRP1	0.7245537657814543	None
A0A8V1A9I3	ACSBG2	0.7660453139997379	None
A0A8V1A9W8	PTPA	0.8829972506722907	None
E1BWW2	UEVLD	0.8482770939389641	None
A0A8V1A9M4	FAM63A	0.7723619996043001	None
E1BSH4	C1GALT1C1	0.9846269424719564	None
A0A8V1A9K7	GNG7	1.3919743011188557	None
A0A8V1A6B5	EPS15L1	1.2592865078294109	None
A0A8V1A9K2	ENDOG	0.8550641683316234	None
A0A8V1ALA7	WSCD1	0.8677997441237172	None
A0A8V1AKM7	LOC107055082	0.8043546895608931	None
A0A8V1AKN8	CA4	0.8652899985065178	None
A0A8V1A1X1	UEVLD	0.9118084674692276	None
A0A8V1AF87	CFAP45	0.800937289031468	None
F1NV47	EHD4	0.7184732258662221	None
F1NV32	SCAMP2	0.7221300685484523	None
A0A8V1ABI4	TOM1L1	1.013852304007683	None
F1NU59	GCNT1	1.0203722630103516	None
F1NQG5	RPL15	0.6748156649425379	None
F1NML7	CECR1	1.1713002983407057	None
F1NMA2	SULT1E1	1.4820874222490081	None
F1NVZ6	WDR60	0.7814970512319919	None
F1NM51	ABCC3	0.7828154079542078	None
A0A8V1ABR7	IFT22	1.4130247420907496	None
F1NEL5	MGAT5	0.7349539679541404	None
F1NE52	SAXO2	0.9102454378271324	None
A0A8V0ZZM4	PIGU	0.8359506022259491	None
F1NBR3	MOXD1	0.8764836837544469	None
A0A8V1AC48	SEMA3G	0.8166112625726956	None
A0A8V1AC93	OAF	0.7577379907553684	None
F1NKG5	--	0.8175993620757623	None
E1C8K0	SLC6A14	1.0305198843973886	None
F1NW62	SCNN1G	1.0677880273199858	None
F1NZJ0	FAM20B	0.8830298885418016	None
Q5ZJI7	ARPC1A	1.0111118695779924	None
Q5ZJE4	SPRING	1.083567035757355	None
Q5ZJ73	CREG1	0.7825155550704069	None
Q5ZJ03	GNG2	0.8229600882478221	None
Q5ZID0	NMRAL1	0.8891850019659966	None
A0A8V1A767	CALR3	1.2312734550913185	None
A0A8V1AAV4	NPDC1	1.0206676464662028	None
E1C7Q5	SMIM5	1.4477050701973115	None
A0A8V1AAZ4	UPK3BL	0.853682945097274	None
A0A8V1AB06	TCTN1	0.7191772409036367	None
A0A8V1AB07	RTN4RL2	1.208026948419713	None
A0A8V1AB26	DCXR	1.0696418437283672	None
O42273	TENP	0.8187665464814302	None
F1NCU8	DNAJC25	0.9435991623952114	None
E6N1V2	HEP21	1.166097134112186	None
F1P4X6	ITM2A	0.8450704552286357	None
Q5F3R8	RAB11B	1.3169159941902229	None
A0A8V1AAN2	TNFSF15	1.0535566006471624	None
E1C5S9	FAM3D	0.8952688801947123	None
E1C6P7	SPAG6	1.0357431064147264	None
B1AC67	RFLB	0.8124006783559876	None
A0A8V1ADP5	IFT20	1.28562984736056	None
A0A8V1AE09	RAB43	1.4954508101453972	None
A0A8V1A1A2	EDEM2	1.0667896344984067	None
A0A8V1AN17	TEKT1	0.7530159843184753	None
A0A8V1A1D2	TPPP3	1.0663838388091755	None
E1C599	DNAJB13	1.0009811594566658	None
A0A8V1ADN3	IL6R	1.098934715662847	None
A0A8V1AER0	SUMO2	0.7557883495639349	None
A0A8V1AEW1	--	0.7213436926378091	None
A0A8V1AEX3	SPECC1	1.3082795714374664	None
A0A8V1A1R4	MLEC	0.8759101255207847	None
A0A8V1A1T0	P2RX7	1.1020456094460922	None
A0A8V1ALI6	GAA	0.8121568598473373	None
A0A8V1ALB1	AP2B1	1.3632262621145042	None
A0A8V1AKR7	BAIAP2	1.232888665600169	None
A0A8V1A1Q3	GAL3ST4	0.7227536919157836	None
A0A8V1ACV0	PIGR	0.7581458990186065	None
B7FF67	SNTN	1.0166475282267702	None
E1BQM3	MDH1B	1.1957742787330166	None
E1C4I5	HS3ST1	1.1036582932136088	None
A0A8V1ACZ0	CD55	1.1688156382374864	None
A0A8V1AD22	QRICH2	1.0031316269041883	None
A0A8V0ZZR6	EEF1B2	0.7641519575172533	None
E1C2N5	MAFIP	1.1351402558809744	None
E1C0R9	EMC7	1.0556167883379983	None
E1C5R1	--	1.1828255690333156	None
A0A8V1ADL7	CHMP6	0.8138979790636514	None
E1C0K5	MFGE8	0.7809621914381688	None
E1BZ37	TFF3	1.121624646843625	None
E1BV56	SLC9A2	0.6737076905873144	None
A0A8V1A0E7	CD81	1.1570065327324497	None
A0A8V1ADH4	RSPH14	0.9349765487413708	None
A0A8V1A0Q3	CTDSPL	0.6840267854823203	None
E1BS74	GNAL	0.7492851366183353	None
A0A8V0ZZN9	CPNE1	1.0010704885205848	None
A0A8V0ZZZ5	THY1	0.9211241510713158	None
E1BRL4	SNAP23	0.9910526850209808	None
A0A8V0Z857	RGMA	0.671145115544219	None
A0A8V0X2H7	SF3A1	0.9424799070087404	None
A0A8V0YGH2	RNF128	0.8106207660597463	None
A0A8V0ZFW0	TXNDC11	0.8287210436453553	None
A0A8V0YG77	--	1.4789566663202742	None
A0A8V0YG24	CHADL	0.7486604166057864	None
A0A8V0YFX5	CBY1	0.8357920838401797	None
A0A8V0ZFZ6	METTL9	1.0926626723551076	None
A0A8V0YFK4	TMPRSS2	1.2982156608834066	None
A0A8V0YF77	GOPC	1.1838649432348751	None
A0A8V0ZFM5	CFAP73	0.8651156301231295	None
A0A8V0YF36	NPR3	1.0268891419631665	None
A0A8V0YEM7	TMEM5	1.1542276853104356	None
A0A8V0YE66	--	1.2564839619139354	None
A0A8V0YDZ6	CCDC96	0.7999769712322209	None
A0A8V0YDH5	RIBC1	0.7630338261546208	None
A0A8V0ZGA8	TGFBR3	1.1495126547703374	None
A0A8V0YDB7	SCUBE1	0.8484054059289584	None
A0A8V0YCM7	KIAA1549	0.6939982620868889	None
A0A8V0YCF4	SERPINB5	1.338385645233098	None
A0A8V0ZG00	RAB35	0.8300713963425963	None
A0A8V0YGM4	AKAP14	1.0205184053065697	None
A0A8V0YGM5	TMEM2	0.9601956233910608	None
A0A8V0YHC1	COL6A1	1.3471713233066542	None
A0A8V0ZE73	BIN1	1.051399780834665	None
A0A8V0YLY1	PCOLCE2	0.7168593080947385	None
A0A8V0ZEH7	LMAN2L	0.93837216849484	None
A0A8V0YLR6	PCM1	1.4596138194600077	None
A0A8V0YLF7	AK7	1.1397143671144965	None
A0A8V0YLA5	KIAA0319L	0.8080472436012427	None
A0A8V0YL67	FAM3B	1.2001648980026065	None
A0A8V0YKR2	MYCBP	1.4193146912403352	None
A0A8V0YKJ1	PGM2	1.4863158152880298	None
A0A8V0YKG4	CPNE3	0.9470527230428568	None
A0A8V0YKG1	IDUA	0.7078567850732563	None
A0A8V0ZEX4	FBXL20	0.9993867579276372	None
A0A8V0YJS3	LOC100858131	1.1363097316237842	None
A0A8V0YJM8	ATF6B	1.3051693455187423	None
A0A8V0YJ25	OVALY	0.9555771096023278	None
A0A8V0YIT7	TCTEX1D2	0.9575400843128604	None
A0A8V0YIR4	MATN2	0.7802528524463354	None
A0A8V0ZF42	CTBS	1.2136865211470935	None
A0A8V0ZF48	SUMF1	0.6889152258083955	None
A0A8V0YC49	LGR5	0.8998825254659559	None
A0A8V0YC20	ADSL	0.8654972114475386	None
A0A8V0ZGJ2	FHAD1	1.189209498046288	None
A0A8V0YBZ0	SERPINB10A	1.3557812462690726	None
A0A8V0Y7G8	LMAN2	1.0138347855746683	None
A0A8V0Y6T6	SPAG8	0.8446353356089079	None
A0A8V0Y6Q3	LTA4H	1.2318352171622282	None
A0A8V0Y6D7	SPAG16	1.114461019740066	None
A0A8V0Y652	IL10RB	0.8125758093196886	None
A0A8V0ZIN8	--	1.2299945718199912	None
A0A8V0Y579	SERINC5	1.2624943913977815	None
A0A8V0ZIY5	BBS4	0.904262447448908	None
A0A8V0ZJX2	SST7	0.9488621083159494	None
A0A8V0Y4K2	--	0.9209862513666848	None
A0A8V0Y4C5	EFCAB10	0.8689452352257997	None
A0A8V0Y498	CRMP1	0.9907865136678136	None
A0A8V0Y456	CCDC146	1.0698808670727338	None
A0A8V0Y414	CPNE8	0.7056850211782826	None
A0A8V0Y3V2	EPB41L4A	1.0118059377484252	None
A0A8V0Y3Q1	RSPH1	1.1097921141454434	None
A0A8V0Y380	LAMB1	1.1058050594927775	None
A0A8V0Y2I7	CD2AP	0.8421893034113491	None
A0A8V0ZL69	EFTUD2	0.7481997201460702	None
A0A8V0Y7M5	WBP2NL	0.7486391210027319	None
A0A8V0YMC5	DAB2	0.8379477145497037	None
A0A8V0ZI58	PLXNB3	0.8360879725604011	None
A0A8V0Y8I0	CYTL1	1.3522424485823956	None
A0A8V0ZHE1	ANXA7	1.0041966103142184	None
A0A8V0ZHH4	WSCD2	0.7055921314014353	None
A0A8V0YB27	LAMC1	1.0854927021126046	None
A0A8V0YAT1	TGFBI	1.21008294787979	None
A0A8V0YAR8	LY86	0.8407960557224605	None
A0A8V0ZHJ3	MAP3K2	0.9075848754338762	None
A0A8V0YAK0	EPS8	1.0003641306738156	None
A0A8V0Y9Q3	EFHC2	0.6807372821128085	None
A0A8V0Y9P2	MGAT3	1.3896632165806249	None
A0A8V0Y9M6	LAMC2	1.4524747964903248	None
A0A8V0Y9L5	PKP2	1.305585409128198	None
A0A8V0Y9K5	AvBD10	0.9416718978865872	None
A0A8V0ZHR1	PDIA5	0.9148135738199727	None
A0A8V0Y9J8	MGAT4D	0.8567292253428443	None
A0A8V0Y9I2	TOR3A	0.7130649308187317	None
A0A8V0ZHS7	LY75	0.7631508225836605	None
A0A8V0Y907	RGS22	0.7654173835866181	None
A0A8V0Y8Q2	CD72L2	1.1342630164577792	None
A0A8V0ZI42	IDE	1.2677860556995	None
A0A8V0Y828	--	1.251829010050905	None
A0A8V0ZLT9	MTCH2	1.3379647610347412	None
A0A8V0YMN1	CTSA	1.0887651323496952	None
A0A8V0YMR4	COL18A1	0.8701523056630588	None
A0A8V0Z150	CRTAP	0.7322887746286311	None
A0A8V0Z0Z7	DCDC2B	1.2129683102625242	None
A0A8V0Z0N6	CAPN7	0.7587267679639744	None
A0A8V0Z0L4	IFT140	0.9506244824730886	None
A0A8V0ZA93	CEMIP	0.8762399687532029	None
A0A8V0YZN6	MIA3	1.0819474862217515	None
A0A8V0YZM7	CCDC78	0.8973730365604318	None
A0A8V0ZAD5	PIGQ	0.7021738541920465	None
A0A8V0Z189	PKDCCA	0.667229177715991	None
A0A8V0YZB6	RIN2	0.7238732584922223	None
A0A8V0YZ76	SYTL4	1.1171289096250214	None
A0A8V0YZ75	C4orf47	1.4519087582962693	None
A0A8V0ZB94	TNRC18	0.8735188337450904	None
A0A8V0YY21	SH3GL3	1.3545342148468391	None
A0A8V0YXU6	GNRHR	0.7274901254258379	None
A0A8V0YXI5	CLUAP1	0.8350523635085446	None
A0A8V0YXD0	TRAP1	1.1120013481372801	None
A0A8V0YWS5	ROGDI	0.8182103718255487	None
A0A8V0YZ83	JMJD8	0.8197012161288156	None
A0A8V0Z2H9	PPP2R5E	1.4828428379533518	None
A0A8V0Z2K8	CNPY3	0.9140590615461064	None
A0A8V0Z2N9	KIAA1522	1.3088737656347378	None
A0A8V0Z7T9	BMERB1	0.9123964390982234	None
A0A8V0Z7J9	--	0.9761976608276484	None
A0A8V0Z7E5	CHL1	1.188069556565588	None
A0A8V0Z788	MFAP2	1.1943268756244787	None
A0A8V0Z6X2	GXYLT2	0.7042814689200425	None
A0A8V0Z6U6	--	0.8519237978393484	None
A0A8V0Z894	MSLN	1.3425944702691597	None
A0A8V0Z6K3	OSCP1	0.7738752832455709	None
A0A8V0Z6E4	IGFALS	0.8022994383299245	None
A0A8V0Z6B6	--	1.1382758932907506	None
A0A8V0Z8K3	ACPP	0.7456649806233432	None
A0A8V0Z624	TCTE1	1.258420680491993	None
A0A8V0Z8N6	STC1	0.787147171077465	None
A0A8V0Z5N7	FAM173A	0.8494718563305262	None
A0A8V0Z5B9	ANKEF1	0.7714098501409342	None
A0A8V0Z535	ARHGAP17	1.172217470778622	None
A0A8V0Z986	ANXA8L1	1.1343887048722268	None
A0A8V0Z994	CFAP161	0.7933325908601552	None
A0A8V0Z9G8	LRIG1	0.8453185423664574	None
A0A8V0YWI5	CCK	0.9155125546229318	None
A0A8V0YW85	SPINK5	1.0293195226568983	None
A0A8V0YW75	VWA1	0.8644611745325425	None
A0A8V0YW71	C2CD5	0.9123060741519854	None
A0A8V0ZCK8	SEMA4B	1.0552936069573546	None
A0A8V0ZCN9	ALDH3B2	1.4297328140270074	None
A0A8V0YR19	HSPE1	1.4623658769786465	None
A0A8V0YQU2	CSPG4B	1.0622212828912605	None
A0A8V0YQK2	LPP	1.1335796793133233	None
A0A8V0YQA1	FHL1	1.3992610826020648	None
A0A8V0ZCQ2	CFAP58	1.0858712324368271	None
A0A8V0YPT3	MPST	0.9959203682870368	None
A0A8V0ZD24	HAPLN3	0.7839746589997326	None
A0A8V0YPP2	GPX3	0.7976940847160394	None
A0A8V0YPM0	SPINK7	0.912760704489768	None
A0A8V0YPJ7	AK9	0.8127310665742724	None
A0A8V0ZD72	MLF2	1.0444025758555722	None
A0A8V0ZDT7	VTG1	0.9738624382473056	None
A0A8V0YP44	SEC63	1.333935393031496	None
A0A8V0YNU8	COL6A2	0.8714227190261603	None
A0A8V0YNG3	G3BP1	1.358884924174844	None
A0A8V0YN36	SDCBP2	0.8560610909608136	None
A0A8V0YMU6	PPIL6	1.1043630238135018	None
A0A8V0YRQ7	TJP2	1.2700997652582158	None
A0A8V0ZE06	SPOCK2	1.405070123613638	None
A0A8V0YRT1	BPIFB2	0.7177303147715264	None
A0A8V0YSE6	LOC107049033	1.139501647886913	None
A0A8V0YVP9	GAS6	0.8777043517829073	None
A0A8V0YV77	F12	1.080779918488329	None
A0A8V0YV67	CDCP1	1.11721942298717	None
A0A8V0YV52	CFAP99	0.8829606218012376	None
A0A8V0YUY5	FETUB	1.4124065828624008	None
A0A8V0ZBK5	NPHP4	1.0994024986420423	None
A0A8V0ZBM0	CFAP74	0.7564483134552017	None
A0A8V0YU35	CEP78	0.7918204007492762	None
A0A8V0YTT8	C5orf15	1.3638228210146022	None
A0A8V0ZBN9	CLEC3B	1.2546342944692128	None
A0A8V0YTK5	LOC772071	1.1442600823811406	None
A0A8V0YTI4	SPOCK1	0.7252403494130869	None
A0A8V0ZBY1	PEBP4	0.7428880396180739	None
A0A8V0ZC30	COL17A1	0.7300118140709658	None
A0A8V0YTD8	NME5	1.1136754188067008	None
A0A8V0YTD7	WFDC2	0.8553515427415275	None
A0A8V0YT67	PLS1	1.261595701425717	None
A0A8V0YSF0	PLSCR1	1.0106445890005913	None
A0A8V0YSE9	BMP7	0.9772808601201606	None
A0A8V0YS42	MGAT4B	0.9002518008542105	None
A0A8V0X2F7	--	0.9104188270223658	None
A0A8V0ZM89	TCHP	1.102001238040761	None
A0A8V0Y1I1	SH3BP4	0.7577461071522829	None
A0A8V0XEJ2	EFCAB1	1.340587550246065	None
A0A8V0ZWG8	IFT81	1.0061313253963182	None
A0A8V0XE96	--	0.7460224670346888	None
A0A8V0XE86	--	0.8485458370630526	None
A0A8V0ZX84	RHOF	0.7890189820000921	None
A0A8V0XE83	TRAPPC5	0.976319822704476	None
A0A8V0XDZ2	HHLA2	1.019684714048312	None
A0A8V0ZXA7	ERICH3	0.9268815670729758	None
A0A8V0XEJ5	--	0.7090016926677544	None
A0A8V0XD22	VEGFC	0.9099743168708684	None
A0A8V0XCZ5	CFAP44	0.7673929671426409	None
A0A8V0ZXE7	CCDC173L	0.8621749314635336	None
A0A8V0XCM5	HTRA1	0.726079672938174	None
A0A8V0XC39	JCHAIN	0.8966973116179899	None
A0A8V0ZXF2	IGLL1	1.044411416394355	None
A0A8V0XC34	SPRYD7	1.2067374199046048	None
A0A8V0XBB2	UMAD1	1.4362872439258239	None
A0A8V0ZXT4	--	0.8868619737581547	None
A0A8V0ZXD4	TMPRSS13	0.9286453160493912	None
A0A8V0XF06	HBBA	0.9321229997328384	None
A0A8V0XF39	CCDC170	1.0644945470160514	None
A0A8V0ZWB6	PLEKHB2	0.6797481521028749	None
A0A8V0ZUE7	CDON	0.7866758937389581	None
