Protein accession	Gene name	ratio	type
A0A8V1AEL1	CHERP	0.4584780633139932	Down
A0A8V1ACZ0	CD55	0.5624172068811165	Down
F1NU79	PSMC5	0.6594787237975527	Down
A0A8V1AD45	SLC39A11	0.34274143902927456	Down
A0A8V0ZZL0	DGKA	0.31739647111407504	Down
A0A8V1AFZ6	HNRNPM	0.3944520815392104	Down
F1NVZ6	WDR60	0.4358543652626716	Down
A0A8V1AFS4	STKLD1	0.6127086841677851	Down
E1BS97	PAK2	0.5967780521355764	Down
E1BSI4	CHMP5	0.5029896642388709	Down
E1BVD1	LOC418170	0.5559696320509243	Down
A0A8V1AGU4	PSMD5	0.5696239560428845	Down
A0A8V1AH71	ORM1	0.0181403447221386	Down
A0A8V1AFE7	LRG1	0.5423704925490394	Down
F1NXH1	MARC1	0.4630730642075301	Down
F1P4I3	VAMP3	0.6047212721695285	Down
H9L0D7	WASF2	0.6534766371126379	Down
F1NYJ1	CTSV	0.5691472951592224	Down
O57535	--	0.5214587049463462	Down
A0A8V1AEX3	SPECC1	0.4411555901132939	Down
F1NZ86	HSPA9	0.6004165824785767	Down
P09244	--	0.6595014655037602	Down
A0A8V1AJ29	LPO	0.4750233958823247	Down
A0A1D5PSI2	IMPDH2	0.519132674346808	Down
F1NQG5	RPL15	0.5644272492523936	Down
A0A1D5P1T0	RALA	0.5670619171847247	Down
A0A1D5P8H7	XPO1	0.5150612986852026	Down
A0A8V1A9S3	SEMA3B	0.662609059087822	Down
A0A8V1A9M2	RPL10A	0.4463649500731219	Down
A0A8V1ABU4	TIMP2	0.6303360310852482	Down
A0A8V1A992	TWF2	0.5042941928087794	Down
A0A8V1A987	CFD	0.5047303949794216	Down
Q5ZJT7	TCEB1	0.5384728006873515	Down
A0A8V1ABP6	LOC121107546	0.4936429671501791	Down
A0A8V1AH61	OCLN	0.394331727855155	Down
A0A1D5PH43	YKT6	0.5245395086282766	Down
A0A1D5PHE2	IMPA1	0.4454720487374995	Down
A0A1D5PHP9	WIF1	0.5494618057037498	Down
A0A8V1A8U0	LOC420039	0.370955822993902	Down
A0A8V1A8T0	KRT24	0.3890364028073916	Down
A0A1D5PL45	ADSS2	0.38761010051947903	Down
A0A8V1A8R0	PPY	0.18874246798579608	Down
A0A8V1A9Y1	CRPL2	0.2406423298064165	Down
A0A8V1ABW1	ALDH2	0.3905570633166392	Down
A0A8V1AGW0	CLIC3	0.6395376112728347	Down
A0A8V1AGP0	APOH	0.5835748280866118	Down
A0A8V1ACR8	COPE	0.40709889418726297	Down
Q5ZKN2	PGRMC1	0.5563424942252588	Down
A0A8V1ABR7	IFT22	0.6305896090205465	Down
A0A8V1ABN7	GORASP1	0.6532210406369046	Down
Q76KB2	HS6ST1	0.61096982976352	Down
F1NN08	ARF1	0.6010757942589755	Down
Q8AXV0	SH3GL1	0.5336904982649465	Down
A0A1D5P420	CHMP4C	0.457103931028601	Down
A0A1D5PP57	ATP6V1B2	0.4535537338978471	Down
Q98932	RAB5C	0.6339753056652301	Down
Q9PRS8	--	0.6391534684279687	Down
A0A8V1AKB5	SEPTIN9	0.5589780088894053	Down
A0A8V1AAZ4	UPK3BL	0.6261196823707907	Down
A0A8V1AAV4	NPDC1	0.6389794021141282	Down
A0A8V1AGD6	USP6	0.4822402190731144	Down
A0A1D5NU82	TUBG1	0.6128742487994305	Down
A0A8V1AAN2	TNFSF15	0.6014647092417779	Down
A0A8V1AAF5	LRRC43	0.4274818599938569	Down
Q98953	S100A6	0.32175161173730443	Down
A0A8V0ZZN9	CPNE1	0.6334023348848711	Down
A0A8V1A0C9	HDLBP	0.6441131936956572	Down
A0A8V0ZZK0	ZPR1	0.468019241545022	Down
A0A8V0ZQT1	HNRNPH3	0.4145239155956414	Down
F1NQ70	DNAI2	0.6475072660247184	Down
A0A8V0ZQJ4	--	0.38716646258281695	Down
A0A8V1AC34	AK1	0.33951920504682737	Down
F1NC58	PDXP	0.4346932471978933	Down
A0A8V1A102	PDHX	0.2580565221196989	Down
F1NGM0	EHD3	0.6429277885588565	Down
A0A1D5P7R1	RTRAF	0.186142670718464	Down
F1NHD8	PDCD6	0.5123249657478578	Down
A0A8V0ZQ48	A2ML1	0.10419939948376676	Down
A0A8V0ZPV0	LOC121107692	0.36750727459676935	Down
F1NN16	RPS7	0.6170756777592189	Down
F1NE52	SAXO2	0.616755974669003	Down
F1NNL1	TMEM231	0.6101949523752551	Down
F1NCA2	GPD2	0.24471750825191274	Down
A0A8V0ZPS9	RAMP2	0.5848722298146456	Down
F1NJR9	EREG	0.6136404404736725	Down
A0A1D5P8E9	--	0.35407773739541915	Down
A0A8V1A1D2	TPPP3	0.5111506310485009	Down
E1C2Z5	WARS	0.3689495826458609	Down
A0A8V1A3D8	COPG1	0.5820893773122736	Down
A0A1D5P3Y7	CARMIL1	0.25536325667270154	Down
A0A8V1AJ89	APOA1BP	0.5409892712362941	Down
P00356	GAPDH	0.512547940260795	Down
E6N1V2	HEP21	0.4122280864378261	Down
A0A8V1AJZ1	AK8	0.6602349664235188	Down
A0A8V0ZRU9	PCSK9	0.5806459193203386	Down
A0A1D5P7C1	CASP1	0.29876028524410314	Down
A0A1D5P5X7	LOC772071	0.3930224703555704	Down
A0A8V1A229	RAP1A	0.5924812188123679	Down
A0A8V1A1Z6	LOC395944	0.025561785679398263	Down
F1NUX4	MTOR	0.07615836735280072	Down
A0A8V1A1T0	P2RX7	0.6366669598616121	Down
F1NIK3	DRG2	0.4458648665646422	Down
F1NSM7	--	0.4500485344196557	Down
A0A8V0ZRF2	TRPM5	0.11791924836284473	Down
F1P5L0	SLC5A8	0.6505302855637166	Down
A0A8V0Z1D6	PARK7	0.36125380401704205	Down
F1NC02	PSMA4	0.5729548470394147	Down
A0A8V1A0C2	GSTK1	0.6648922429431826	Down
Q5ZIA5	COPB1	0.6174245600305579	Down
A0A8V0ZL52	ZC3HAV1	0.6236958162819342	Down
A0A8V0ZKZ3	LOC426193	0.3110254994371033	Down
A0A1D5PM19	MYH9	0.6500490886921823	Down
E1BTG1	RPL12	0.3072063486708946	Down
A0A1D5PCX2	CHMP2A	0.6357578811803573	Down
A0A1D5NZL7	PLCB1	0.4330141305859616	Down
Q5ZHP5	CHMP4B	0.5725336763928547	Down
A0A8V0ZKQ8	GNPTG	0.590149359886202	Down
A0A1D5PFM9	GKN2	0.4138335765582396	Down
Q5ZLG1	RAB18	0.5135586213824036	Down
A0A8V0ZK24	KRT13	0.4271926582037617	Down
A0A8V0ZJX2	SST7	0.3500720098116549	Down
Q5ZLR1	WLS	0.5554569299662763	Down
E1C3J7	BTD	0.5962271121475906	Down
A0A1D5NYE8	CTNNB1	0.4588205598185716	Down
A0A8V0ZKM2	OVST	0.03523631082295545	Down
A0A8V0ZZ99	ANXA2	0.3832034109157096	Down
A0A1D5PFB8	DCTN2	0.5714654705669056	Down
Q25C36	OLFML3	0.3288728275765749	Down
A0A1D5P9D0	MOB1A	0.30908972800106604	Down
O93256	KRT19	0.4227155606486787	Down
A0A8V0ZNG4	PSMA1	0.4547138744595643	Down
P08629	TXN	0.5008146498578294	Down
A0A3S5ZPN3	DDX5	0.4492035949919475	Down
P24479	S100A11	0.12523689032055027	Down
A0A8V0ZNG1	PSMD14	0.6236066833655927	Down
A0A3Q3ACS4	PIK3R1	0.5494199164139827	Down
A0A3Q2UHM4	DNM1L	0.5156751381960359	Down
P41366	VMO1	0.2978803058265225	Down
B7FF67	SNTN	0.5952520566672101	Down
E1C6P7	SPAG6	0.6094351703211558	Down
E1C658	ATP5H	0.5379753115821226	Down
A0A8V0ZZN4	APOA4	0.4402745370938912	Down
P84172	TUFM	0.21955128205128205	Down
A0A8V0ZM89	TCHP	0.5443095741776989	Down
Q1KME6	RAB6A	0.5706048439670715	Down
A0A8V0ZSZ9	LRRC23	0.6164875785661686	Down
A0A8V1A3U0	ARPC3	0.6366145967889637	Down
E1BTT8	LDHA	0.5934426278962079	Down
P02789	--	0.13788755215635573	Down
P08642	HRAS	0.5083325289787036	Down
A0A8V0ZXT4	--	0.519942983748844	Down
A0A8V0ZCP8	SLC25A1	0.4137481918615037	Down
A0A1D5NXQ7	TPD52L2	0.30827370635379164	Down
A0A8V0ZE99	PLA2G10	0.6174117689573084	Down
E1C599	DNAJB13	0.6327040320613044	Down
A0A8V0ZXF2	IGLL1	0.6426463949966309	Down
A0A1D5NY06	SRM	0.5593431677398276	Down
E1C5R1	--	0.11524543035653001	Down
A0A1D5P3W0	RAB28	0.5853876041760198	Down
A0A8V0ZIZ0	KATNB1	0.5146002271911405	Down
A0A8V0ZXA7	ERICH3	0.5920179933616724	Down
P02701	AVD	0.12932745024079156	Down
A0A8V0ZJE0	GSTO2	0.4807000025386939	Down
A0A1D5NYL9	LUZP2	0.2470128969608919	Down
A0A8V0ZWG8	IFT81	0.6523211003662409	Down
A0A8V0ZM20	HK1	0.6116682152402583	Down
A0A8V0ZAL2	ACSL5	0.5657214165542748	Down
P02552	TUBA1A	0.5982006267033879	Down
A0A1D5NXB3	LOC100859276	0.2896175946106598	Down
A0A8V1A758	ST6GALNAC4	0.40424642049736254	Down
P17153	ANXA5	0.6435618243874611	Down
A0A8V1A774	ITIH3	0.4092487738551935	Down
A0A8V0YS74	BDH2	0.6104742567486589	Down
E1BY06	BROX	0.5636314003821705	Down
F1NIX0	RPL8	0.4907423194309774	Down
F1NIL3	ATP5L	0.5142297408798452	Down
A0A8V0ZZC5	--	0.6035097726810782	Down
A0A8V0ZZA5	LOC112529929	0.22998510440965686	Down
A0A8V0YYZ7	FGFR3	0.6129208062791729	Down
A0A8V0ZZ91	RCN2	0.5353245428717127	Down
A0A8V0ZZ27	LOC101748543	0.6175416551171886	Down
A0A8V0ZYU1	--	0.6656472633936853	Down
A0A8V0ZYP9	VPS13C	0.3427486338124741	Down
A0A8V0Z310	AK2	0.5073391814722826	Down
P10184	SPINK5	0.13765165066115248	Down
A0A8V0Z420	HSD17B12	0.3072076734925578	Down
A0A8V0ZY06	PTTG1IP	0.6143345038241378	Down
P09102	P4HB	0.6057790432159671	Down
A0A8V1A624	ATP5B	0.5832570382238499	Down
A0A8V0YRQ5	AKR1E2	0.5484968116553229	Down
A0A8V1A4N7	ATP5PB	0.6237478367165704	Down
A0A8V0ZTX8	OVSTL	0.5684678833973835	Down
A0A8V1AKZ9	SEPTIN4	0.5370280680777643	Down
P01994	HBAA	0.5232210458774463	Down
P01012	SERPINB14	0.07179883534214243	Down
A0A1D5P2H5	CALM2	0.36861398895983793	Down
A0A8V1AKR7	BAIAP2	0.6616638479034234	Down
A0A8V0ZUQ1	SUOX	0.5319905760613479	Down
A0A8V1A582	PSMA5	0.5397134656010307	Down
A0A8V0ZVD2	KRT18	0.3494049492633062	Down
A0A8V1A555	NCSTN	0.6588480534250784	Down
E1C5S9	FAM3D	0.6164849125839175	Down
A0A8V0ZW02	KRT75L4	0.3238859638626301	Down
A0A8V1A5Y9	PLCD1	0.5217520919730221	Down
A0A1D5P3P3	FGD4	0.5347248676209737	Down
A0A8V0ZTF7	IVD	0.3692399790559852	Down
A0A8V1A4X0	OASL	0.5056657223796034	Down
A0A1D5NZN4	FSTL3	0.6298900677139019	Down
A0A8V0ZUG8	BBS2	0.5486352216087879	Down
E1C9J2	MANF	0.5416530578030015	Down
P00698	LYZ	0.08563527446202263	Down
A0A8V0ZU31	TCTN2	0.6035428521784458	Down
A0A8V0XE95	OMP	0.8313048805847669	None
A0A8V0XJG4	SNX32	0.8006942073814258	None
A0A8V0XJQ3	IGFBP7	1.1588012945535673	None
A0A8V0XE96	--	1.0146946413174422	None
A0A8V0XFB5	DFNA5	1.0955555716070875	None
F1NH93	RPS20	1.1308571428571428	None
A0A8V0XGY1	NDNF	1.4209389273936122	None
F1NV32	SCAMP2	0.7889699104706452	None
F1NV47	EHD4	0.7138143468727158	None
A0A8V0XEJ5	--	0.9163971743202494	None
A0A8V0XM35	AHCYL2	0.7272451618656917	None
A0A8V0XE86	--	1.362942643779092	None
A0A8V0XM46	VNN2	0.9610967956257462	None
A0A8V0XM58	BBS7	1.2979205681597232	None
A0A8V0XE83	TRAPPC5	1.3459329633826278	None
A0A8V0XE63	KRIT1	1.0300996606737125	None
A0A8V0XHW9	COCH	0.7901130367744972	None
A0A8V0XHQ1	OLFM4	0.6769457970926179	None
A0A8V0XG65	ARMC4	0.7849031609720446	None
A0A8V0XFV7	BZW2	0.9118515783644084	None
A0A8V0XLU3	GINM1	0.9165549141935359	None
A0A8V0XFL3	--	0.995459940757334	None
A0A8V0XHI6	RP1	1.128229298386788	None
E1C4I5	HS3ST1	1.1431303687298535	None
F1NKV0	DNAJB4	1.1151780915230245	None
A0A8V0XGW1	NHLRC3	1.112445529479708	None
A0A8V0XGY8	TPD52	1.3594720377248002	None
A0A8V0XGV7	CRISPLD1	0.8984061021953685	None
A0A8V0XKU5	ARL13B	1.094119902637458	None
A0A8V0XKX9	TMEM150C	1.0407407227817351	None
F1NMA2	SULT1E1	1.4141380031196231	None
F1NML7	CECR1	1.0422708769393705	None
F1NEL5	MGAT5	1.0300566787919805	None
F1NB63	HEXDCL	1.3095404140691962	None
F1NAC8	SNRPA1	0.7431835510843583	None
A0A8V0XGN9	DNAJC3	0.8675475913570422	None
A0A8V0XKL1	GIPC1	0.8528013186334727	None
F1NM51	ABCC3	1.4543564618794658	None
F1NKG5	--	1.0944606242461683	None
A0A8V0XEL0	PIT54	1.1676126387655028	None
F1NEZ4	LOC121106448	1.145710162591974	None
A0A8V0XEK3	TSKU	0.740575576427957	None
A0A8V0XGL8	VIM	0.7930048925496996	None
E1C9E0	MMP10	0.9268830507967232	None
A0A8V0XJ43	UPF2	1.4797582590573184	None
A0A8V0XLN9	SLC39A8	1.1503002868411618	None
E1C8K0	SLC6A14	0.8668584812058574	None
A0A8V0XJD2	PDLIM5	1.022057288436111	None
A0A8V0XJ14	ALB	1.0360896864123688	None
F1NU59	GCNT1	0.8952738104330559	None
A0A8V0XKF3	YWHAQ	0.9965104642371748	None
A0A8V0XHV8	COPS4	0.767662403008395	None
A0A8V0XG62	COPS5	1.2766888488046615	None
A0A1D5PIZ5	LRP12	1.2822050832350995	None
A0A8V0XD22	VEGFC	0.7041422574294999	None
A0A3Q2U8T7	CREG2	1.2314765733963406	None
A0A3Q2U892	MGEA5	0.987500587820362	None
A0A3Q2U7W2	C21orf58	1.2960905529797142	None
A0A3Q2U652	DIPK2A	0.7501259331238239	None
A0A3Q2U5H4	SPINT1	1.3852439112843462	None
A0A1D5NZT1	IFT80	1.1739127872542927	None
A0A3Q2UBI6	PLEKHA8	0.9985711908231484	None
A0A1D5P1F1	SPHK1	0.9023000056831336	None
A0A3Q2U3T5	OGFR	0.910674491792124	None
A0A3Q2TWG9	NTN3	0.7841709419559071	None
A0A3Q2TW80	CCM2	0.7175205264162859	None
A0A1D5P5L5	LOC424014	0.7691429130114036	None
A0A3Q2TS11	XXYLT1	0.6904690572876961	None
A0A3Q2TRU5	TTC13	1.1350517170697867	None
A0A1D5P380	EFEMP1	1.3819306863516705	None
A0A1D5P655	CYFIP1	1.3560235372189626	None
A0A3Q2UGG0	IQGAP2	0.9304149563427878	None
A0A1D5NYG3	FLNB	0.6747650870918407	None
A0A8V0X2C5	--	1.3209114300374258	None
A0A8V0X1R9	SERPINI1	1.252835280453645	None
A0A8V0X1R3	GOLIM4	0.9830250948207594	None
A0A1D5NW68	ALB	1.0194145054799677	None
A0A8V0X0C7	SSSCA1	0.721124150710315	None
A0A8V0X061	C14ORF166B	1.3165766107489454	None
A0A1D5NYI4	HHIPL1	1.3787408187667256	None
A0A1D5NWL9	HSD17B4	1.1782166235766545	None
A0A1D5NWP2	STIM1	1.0230731851949466	None
A0A3Q3ADW5	EDIL3	1.1482693150766208	None
A0A1D5NXL7	PSMD3	1.1133073809657654	None
A0A3Q3A7M3	CD99	0.6737483892062393	None
A0A3Q3A4U3	ROBO1	1.0976454855450035	None
A0A3Q2UMT0	TOM1	0.7071809128314274	None
A0A3Q3AST7	BBS9	1.0473761027926554	None
A0A8V0X2F7	--	0.8588981787567245	None
A0A1L1RY66	MKS1	0.7176607039671421	None
A0A1L1RU31	IDS	1.239294961163115	None
A0A1D5PVC9	PACRG	0.7497742925238073	None
A0A1D5PT47	CHMP1B	0.7258959769263612	None
A0A1D5PRH9	MAL2	1.4833393307985012	None
A0A1D5PEL7	THYN1	0.7610024962340131	None
A0A1D5PQD0	IFT122	0.6992371104017355	None
A0A1D5PFD3	CASC4	0.7869642898424367	None
A0A1D5PE57	COL3A1	1.4725355458090743	None
A0A1D5PN32	ANXA11	0.7004144322974667	None
A0A1D5PLZ2	SERPIND1	0.7284197425395222	None
A0A1D5PLF4	MPZL2	0.8890527361862608	None
A0A1D5PK63	SNX12	0.75689675121282	None
A0A1D5PJN7	FSTL5	1.2304712080002913	None
A0A1D5PFR3	SEMA5A	0.7916225342986382	None
A0A1D5PIR8	ST8SIA5	0.7967490234922533	None
A0A1D5PMX3	WDFY3	0.8836706345717653	None
A0A1D5P6B8	CADM1	0.6906659332599926	None
A0A1D5PVR6	PTP4A2	0.8487998464595935	None
A0A1D5PAN0	PRELP	0.9088170069587824	None
A0A1D5P7C6	PA2G4	0.7393965006256722	None
A0A1L1RQP3	--	1.2879467451858884	None
A0A1L1RPW8	ENTPD6	0.917577008884888	None
A0A1L1RP66	PSMC6	1.4817821307854044	None
A0A1D5P8C5	PPP1R7	1.1250058318015133	None
A0A1L1RLN6	MYL6	0.8932983528161531	None
A0A1D5PBH3	LY6CLEL	1.1172752624240352	None
A0A1D5PZV7	CLDN23	0.8699718309859155	None
A0A1D5PY18	STX2	0.7074108957263733	None
A0A1D5P8S6	CYSTM1	0.9400920412524104	None
A0A1D5P997	ARFIP1	0.7519300643467552	None
A0A1D5PXN7	PDXDC1	0.6929117164496719	None
A0A1D5PXK6	STAMBP	0.6918238993710691	None
A0A1D5P9T4	UNC45A	0.8161708588491321	None
A0A1D5PYW4	ELAPOR1	0.931239137431606	None
A0A8V0X2H7	SF3A1	1.3171771705276158	None
A0A1D5NW03	NTNG1	0.7076848366814475	None
A0A8V0X2T8	HSD17B10	0.7490377546166155	None
Q5F3M8	OXCT1	0.6806694165904398	None
Q5F3R8	RAB11B	0.7929261011649856	None
A0A8V0X9X5	ELOB	0.9630473198507756	None
Q5ZHL0	ATP6V0D2	0.9879605389916972	None
Q5ZHX2	DNAL4	1.4565563516433524	None
Q5ZID0	NMRAL1	0.8921426065786594	None
A0A8V0XA58	MEPE	1.0672984259556697	None
A0A8V0X9H5	PPM1L	0.9497411464922432	None
Q5ZJ03	GNG2	1.1266398830215067	None
Q5ZJE4	SPRING	1.1800987425557043	None
Q5ZJI7	ARPC1A	0.8688377058395779	None
Q5ZJS7	NPC2	1.4156671253090851	None
A0A8V0X8Z6	C1HXORF59	1.3977190619341144	None
A0A8V0X8L8	--	1.018345120193371	None
A0A8V0X997	--	0.7846325708356314	None
Q5ZK57	B3GNT2	0.7676238520243177	None
A0A8V0XA79	--	0.8538982445039618	None
A0A8V0XAD3	--	0.7396004015835541	None
A0A8V0XCZ5	CFAP44	1.0381050244791026	None
F1NW62	SCNN1G	0.8292712952118418	None
A0A8V0XCT3	TNX	1.2220815616544258	None
F1NWX0	TUBA3E	0.7353429922965433	None
A0A8V0XC39	JCHAIN	0.7608466075867026	None
A0A8V0XBM3	LGALS1B	0.9001114491400343	None
A0A8V0XA93	LOC121108916	1.0457082969064346	None
A0A8V0XB23	THSD7A	1.3570961540338242	None
A0A8V0XAN3	SH3YL1	0.674115067532012	None
F1P4X6	ITM2A	1.4000714976316406	None
A0A8V0XAL2	PGLYRP2	1.1897508951113882	None
A0A8V0XAL0	MATN3	1.2921365914786966	None
A0A8V0XAE6	SPINK2	0.7224028844915655	None
O93277	WDR1	0.6871730069723742	None
F1NZJ0	FAM20B	0.9395062907553248	None
Q5ZKK8	RPL19	1.235122196123433	None
A0A8V0X7G8	DNAJB9	0.9620154972800344	None
A0A8V0X7F0	RNASEK	1.1867160252095696	None
A0A8V0X675	--	0.6708253358925145	None
A0A8V0X5U3	NUMA1	1.0545050646769345	None
R4GLB3	PSMB2	0.9011276558097752	None
A0A8V0X5K9	GPM6B	1.1582713527202306	None
A0A8V0X5E1	NPY	0.9855441163802192	None
A0A8V0X5A1	VSNL1	0.8947262369255006	None
R4GKL8	C1QTNF3	0.8767191584450628	None
A0A8V0X4Q1	PTX3	1.0426069424539073	None
A0A8V0X4C5	CIB1	0.7279257061384917	None
A0A8V0X4A3	CYB5A	0.8008961948448391	None
A0A8V0X453	CP	0.7467071579862816	None
A0A8V0X3W5	LMO7	0.7842948510885716	None
A0A1D5NV75	NAPA	0.8310610597680363	None
A0A1D5NVC2	WDR17	1.1973935024034477	None
A0A160F7C1	SPIA4	0.9042216748385696	None
A0A8V0X6E6	--	0.9241219686886608	None
R4GJZ6	GOLPH3	0.9301048102165286	None
R4GGJ0	RPS16	0.6766050234881487	None
A0A8V0X7E5	SH3KBP1	1.1050347412489316	None
A0A8V0X779	TWSG1	0.856049505686299	None
A0A8V0X745	TSPAN7	0.820104251201698	None
Q5ZLI2	PSMA3	0.8396416712097934	None
A0A8V0X6L6	TBC1D10A	1.0993147605258895	None
A0A8V0X6K8	ATP6AP1	1.29419936135502	None
A0A8V0X6K0	DOCK1	0.9582477060876812	None
Q5ZLT7	BZW1	0.8934504034171808	None
Q5ZM60	CCPG1	1.0503851281920629	None
Q5ZMG8	RHOG2	0.9408857374836644	None
Q5ZMV5	ARPC5	0.9603912743033988	None
A0A8V0X6F4	LOC107050614	0.7021480257535183	None
Q5ZMW4	OSTM1	1.4709321478606832	None
Q9I8D6	tcp-1	0.8698563789503917	None
A0A8V0X6F2	LOC107051160	0.8813285110523632	None
A0A8V0XDM2	FOLR1	0.937870732349388	None
A0A8V0XM84	LOC101748084	1.2612278229630198	None
A0A8V0YJ12	HNRNPH1	1.112589943798801	None
A0A8V0XN00	CFAP69	0.9555431172120168	None
A0A8V0ZSI6	CACHD1	1.2489393005852212	None
A0A8V0ZSE1	NUCB2	0.7276733881477621	None
A0A8V0ZS72	PHB1	0.7221552380607028	None
A0A8V0ZRU5	ITFG1	0.7231735981196336	None
A0A8V0ZRT5	DYNC1I2	0.6756851290927449	None
A0A8V0ZRT1	CHID1	0.798670181722202	None
A0A8V0ZRN1	THSD4	1.4213444034151046	None
A0A8V0ZRK8	WDR61	1.3151974349422595	None
A0A8V0ZRI9	NDRG4	0.8094193508095364	None
A0A8V0ZRE1	CFAP57	0.9366425196850392	None
A0A8V0ZRD0	ADPGK	1.0702950346362443	None
A0A8V0ZR14	RAB15	1.1142957142857142	None
A0A8V0ZQV0	VAT1	0.979989263290568	None
A0A8V0ZQF6	EFCAB14	0.8628443332003906	None
A0A8V0ZQE9	FRRS1	0.7277097283278713	None
A0A8V0ZPK3	DNAJC10	0.8355042821189186	None
A0A8V0ZPK2	ANGPTL3	1.1780505864551922	None
A0A8V0ZP75	PATJ	1.0947097343353194	None
A0A8V0ZP51	EPS8L2	0.8913640824337585	None
A0A8V0ZP08	CALCA	1.3146801935291734	None
A0A8V0ZNE9	SELENOM	0.7287082993026323	None
A0A8V0ZNE4	MUC5ACL	1.0676029370071944	None
A0A8V0ZMU3	OLFM3	0.7452749935273884	None
A0A8V0ZT34	SELENOF	0.9658297897760906	None
A0A8V0ZT48	HYDIN	1.1254920672790172	None
A0A8V0ZTA0	PHB2	1.3704514967198955	None
A0A8V0ZTA5	PEBP1	0.9588826369946709	None
A0A8V1A098	TSPAN1	0.7100189881506636	None
A0A8V1A049	--	1.1085097268030328	None
A0A8V0ZZJ1	--	1.4406171814551882	None
A0A8V0ZZH6	--	1.4484929566380735	None
A0A8V0ZZC8	MAPKAPK5	1.2844467357039986	None
A0A8V0ZY02	CD63	1.2329112119556178	None
A0A8V0ZXY6	BBS5	1.0993216434148214	None
A0A8V0ZXW3	RAB8B	0.7787185073459582	None
A0A8V0ZXV8	DNASE2B	0.9262885938659094	None
A0A8V0ZXI1	SNED1	1.2732602906866506	None
A0A8V0ZXE7	CCDC173L	0.8202223425283595	None
A0A8V0ZMN2	CCDC60	0.924512127477182	None
A0A8V0ZXD4	TMPRSS13	0.8418989257205021	None
A0A8V0ZX20	PCBP2	0.727700229861441	None
A0A8V0ZWC9	MGAT4C	0.9869993801392218	None
A0A8V0ZWB6	PLEKHB2	1.1308508888625182	None
A0A8V0ZW33	TIMELESS	1.3999748532451102	None
A0A8V0ZVP0	--	1.1006397448450258	None
A0A8V0ZVC1	RHPN2	0.7441430271771473	None
A0A8V0ZVA9	--	0.8022720739861275	None
A0A8V0ZV62	SORT1	1.1137900676836263	None
A0A8V0ZUE7	CDON	1.1476098310130276	None
A0A8V0ZU54	FAM20C	0.9724173203365168	None
A0A8V0ZTV7	RCN1	0.7092842049656629	None
A0A8V0ZX84	RHOF	0.9565517342610126	None
A0A8V1A0A4	RNPEP	0.9443943270382584	None
A0A8V0ZMD5	COL11A1	1.447643077670942	None
A0A8V0ZLV6	SPAG17	0.997643485631583	None
A0A8V0ZF25	AKR7A2	0.6814691119608088	None
A0A8V0ZEX4	FBXL20	0.7426434941015736	None
A0A8V0ZEU9	C11orf16	0.7004657443395184	None
A0A8V0ZEH7	LMAN2L	0.8142158805654643	None
A0A8V0ZE73	BIN1	0.7232415631337059	None
A0A8V0ZE06	SPOCK2	0.9468662102822096	None
A0A8V0ZDV9	LOC419409	1.3265550935195165	None
A0A8V0ZD72	MLF2	0.6905331610141516	None
A0A8V0ZCK8	SEMA4B	1.1342145274412674	None
A0A8V0ZCA3	PRADC1	0.6865692279328922	None
A0A8V0ZC57	CFAP43	1.2413319377207903	None
A0A8V0ZC30	COL17A1	1.0117050653258048	None
A0A8V0ZBY1	PEBP4	1.0188341443464182	None
A0A8V0ZBS5	CEP104	1.158592884402314	None
A0A8V0ZBN9	CLEC3B	1.1187306979617049	None
A0A8V0ZBJ8	EXT2	1.111896520693514	None
A0A8V0ZBA3	PLEK2	1.0556790515507568	None
A0A8V0ZB94	TNRC18	0.8817012777686936	None
A0A8V0ZB91	SEMA7A	0.9498081881730744	None
A0A8V0ZAU8	BIN3	0.8932475622653793	None
A0A8V0ZAS0	LOC100858647	0.885177677551626	None
A0A8V0ZAD5	PIGQ	0.7874966422826508	None
A0A8V0ZA93	CEMIP	1.2755897443145678	None
A0A8V0ZF42	CTBS	0.8968758775266386	None
A0A8V0ZF48	SUMF1	0.8789239053672318	None
A0A8V0ZF99	WDR72	0.9649935429145996	None
A0A8V0ZFM5	CFAP73	0.8204817553064632	None
A0A8V0ZLT9	MTCH2	1.4918458480089574	None
A0A8V0ZKV3	TMEM132A	1.148047709418584	None
A0A8V0ZKI9	A2M	0.7397481208192538	None
A0A8V0ZJH8	SPOCK2	0.8310428103720856	None
A0A8V0ZJF4	PLEKHG3	1.0759741931842637	None
A0A8V0ZIY5	BBS4	0.8084030089376981	None
A0A8V0ZIN8	--	0.9929877156688108	None
A0A8V0ZI58	PLXNB3	1.2505184766214177	None
A0A8V0ZI53	MANSC1	1.051334766576021	None
A0A8V0ZI42	IDE	0.9735462278436506	None
A0A8V0ZHS7	LY75	1.2472347309054344	None
A0A8V0ZM46	FAM162A	1.208821573218409	None
A0A8V0ZHR1	PDIA5	1.0141280475170935	None
A0A8V0ZHJ3	MAP3K2	1.360255908811533	None
A0A8V0ZHH4	WSCD2	1.1110934535332813	None
A0A8V0ZHE1	ANXA7	0.7229947252308279	None
A0A8V0ZH27	FBXO44	0.8751607493628909	None
A0A8V0ZH18	CCDC33	0.9648498223965591	None
A0A8V0ZGA8	TGFBR3	1.1058047211230806	None
A0A8V0ZG64	BAIAP2L1	0.7197944928707499	None
A0A8V0ZG43	DRG1	1.4901952439865884	None
