Protein accession	Gene name	ratio	type
A0A8V1A997	SELENBP1	0.4869645154453191	Down
P11602	LPL	0.3930845744960791	Down
E1BRR9	MORN3	0.4547376375232766	Down
E1BQB4	LCA5	0.5111205735115869	Down
A0A8V1A2F9	MYO5B	0.4450233010324313	Down
P23614	BASP1	0.3204092746727697	Down
A0A8V1AP07	LOC123575613	0.4042508460269947	Down
A0A8V1A2F4	GALNT11	0.6305809243860394	Down
A0A8V1A1Z6	LOC395944	0.3431362424817539	Down
P10184	SPINK5	0.23460764289731526	Down
P00698	LYZ	0.12717540876852312	Down
E1C5R1	--	0.13631524173995194	Down
E1C5S9	FAM3D	0.5519197573459389	Down
A0A1D5NYK7	MSN	0.6509165427884096	Down
A0A1D5NZL7	PLCB1	0.534340416963346	Down
A0A8V1A758	ST6GALNAC4	0.3711429289123336	Down
A0A8V1A6A3	NOP58	0.6560813968307915	Down
Q5ZKV5	ARRDC1	0.4083384852003197	Down
A0A3Q2TTB3	PRIMPOL	0.4012706729180184	Down
Q5ZIB0	SDF2L1	0.5465248102216497	Down
A0A3Q3ACS4	PIK3R1	0.5726021735738295	Down
A0A8V1A4X0	OASL	0.44947059650814697	Down
F1NQ70	DNAI2	0.4636903048480402	Down
F1NJI3	MPZL3	0.314404633037454	Down
E1C1L6	ENTPD5	0.6359600201609602	Down
A0A8V1A8E4	TMPRSS9	0.2061773216286482	Down
E6N1V2	HEP21	0.4806979901956994	Down
F1NSM7	--	0.1727451386015722	Down
S4VGQ1	FJX1	0.6573157266218999	Down
F1NUX4	MTOR	0.1566371173034321	Down
F1P5L0	SLC5A8	0.5874551233490333	Down
O12971	LFNG	0.448792571606636	Down
P31696	AGRN	0.5767405211714163	Down
E1C6P7	SPAG6	0.6312182764668219	Down
A0A8V1A9K2	ENDOG	0.5462236761163396	Down
A0A8V1ALH2	TAGLN2	0.516834263956148	Down
A0A8V0ZZU1	RAB5B	0.4287508784968213	Down
A0A1D5P420	CHMP4C	0.5419633227787632	Down
A0A1D5PNG3	EIF6	0.3865115262713127	Down
A0A8V1AH71	ORM1	0.024952885761899458	Down
A0A8V1AGA3	OGFOD3	0.6056883088215005	Down
A0A8V1AFY1	GIMAP7L5	0.10805468140037264	Down
A0A8V1AFS4	STKLD1	0.5562303924501851	Down
A0A8V0ZZG2	ITCH	0.552291845725926	Down
A0A8V1ABC9	PRKCA	0.5883612597763763	Down
A0A8V1AFE7	LRG1	0.3152274779206245	Down
A0A8V1AF87	CFAP45	0.5865160573311873	Down
A0A8V0YJV4	AKR1B1	0.3773575846179205	Down
A0A8V0YKJ3	AGK	0.06115492206047445	Down
A0A8V1AEX3	SPECC1	0.5771548463706627	Down
A0A8V1AEW1	--	0.4838068312612648	Down
A0A8V0ZYN6	POMGNT1	0.5745172400142513	Down
A0A8V0ZZL0	DGKA	0.5063177983838355	Down
A0A8V1ACQ8	ST6GALNAC2	0.6308066530800078	Down
A0A8V1ACN6	LOC121106469	0.6232437996370519	Down
A0A8V1AI83	LOC107050492	0.5882922980961233	Down
A0A8V1ABC8	MYD88	0.16371234875596458	Down
A0A8V1AB68	DYNLL2	0.6242675588144126	Down
A0A8V1ALE0	RSAD1	0.37968111440338814	Down
A0A8V1A9U7	FBLN2	0.6245694275337434	Down
A0A8V1AL54	GPRC5C	0.5714719261389885	Down
Q04619	HSP90AB1	0.2589780874652232	Down
A0A8V1AKQ0	GLOD4	0.42308060245743656	Down
A0A8V1A9W8	PTPA	0.42521807514409005	Down
A0A8V1AKH4	C8G	0.5588696507441636	Down
Q5ZIP7	RAB5A	0.5809388302342581	Down
Q5ZIU3	DYRK2	0.4838420991399754	Down
A0A8V1A1K6	LOC121106477	0.4333888952496792	Down
A0A8V1A1D2	TPPP3	0.545082772147233	Down
A0A8V1AJT2	MYDGF	0.3982053884480531	Down
Q8AV58	SDK1	0.5281844265975901	Down
A0A8V1AB05	PTPRS	0.6128224692481209	Down
Q90593	HSPA5	0.5995568446414024	Down
Q90611	MMP2	0.5772206809993623	Down
Q90694	CDC42	0.665238608510764	Down
A0A8V1AJ90	TRIM25	0.6101378449443573	Down
A0A8V1A0Q3	CTDSPL	0.641733339020541	Down
A0A8V1ALJ9	CCDC40	0.5542379786100982	Down
A0A8V0ZPQ4	IFT46	0.6508636089336165	Down
A0A8V1A3D7	--	0.6421402423374624	Down
A0A8V0XR66	PLA2G10L	0.5385760917557162	Down
F1NVZ6	WDR60	0.3406189012193693	Down
A0A8V0ZQT9	PKN2	0.647748335863293	Down
A0A8V0ZSG8	HDAC7	0.4537387600567912	Down
O42273	TENP	0.010705946997378993	Down
A0A8V0ZTS7	GRK2	0.4862984177316062	Down
A0A8V0ZUQ1	SUOX	0.4544548128301073	Down
F1NV47	EHD4	0.5128564964672305	Down
A0A8V0ZUZ0	ST14	0.5943528750103855	Down
A0A8V0ZY91	KCNQ1	0.5107267877979663	Down
A0A8V1A0M8	GGT5	0.16787310866574964	Down
A0A8V0ZMD5	COL11A1	0.5112543728425141	Down
A0A8V0ZM89	TCHP	0.5998298246212638	Down
A0A8V0ZLV6	SPAG17	0.5880832332544046	Down
Q0PVE4	PARD6B	0.5928014316102238	Down
A0A8V0ZMU3	OLFM3	0.4790598069312424	Down
A0A8V0ZJE0	GSTO2	0.33586074417581296	Down
A0A8V0ZPV0	LOC121107692	0.489429844258614	Down
A0A8V0ZIZ5	GGT7	0.3605297615214545	Down
A0A8V0ZLV3	AMY1A	0.2440198821245304	Down
A0A8V0ZRU9	PCSK9	0.3702810833609496	Down
A0A8V0ZRU5	ITFG1	0.5559974474926266	Down
A0A8V0ZRT1	CHID1	0.6318760995502425	Down
A0A8V0ZRN1	THSD4	0.6331961333113814	Down
A0A8V0ZRE1	CFAP57	0.6205933858267716	Down
F1NQG5	RPL15	0.3808843495159415	Down
A0A8V0ZQJ4	--	0.19411866040292208	Down
F1NV32	SCAMP2	0.5697388955308333	Down
A0A8V0ZQE9	FRRS1	0.2738584210762595	Down
A0A8V0ZE99	PLA2G10	0.451071691533524	Down
A0A8V0ZQ48	A2ML1	0.07213183262804866	Down
A0A8V0ZQ45	CRYZ	0.6231879163968488	Down
A0A8V0ZQ22	EIF4B	0.2978719296570912	Down
A0A8V0ZIZ0	KATNB1	0.5773335038086479	Down
A0A8V0ZKZ3	LOC426193	0.5982715003017811	Down
A0A8V0ZS94	FAM81A	0.506014808317601	Down
A0A8V0ZIS3	CCDC65	0.39678970903215305	Down
A0A8V1A9R2	JAK3	0.3899022612225455	Down
A0A8V0ZH18	CCDC33	0.4678528374935227	Down
A0A8V0ZGJ2	FHAD1	0.6494190315753099	Down
F1NMU4	TUBB3	0.658057924452529	Down
Q5ZLB0	DDX47	0.4667524719273253	Down
A0A8V0ZFY3	CDR2	0.2125863172595725	Down
A0A8V0ZFW0	TXNDC11	0.6377112405581872	Down
A0A8V0ZH54	RAMP2	0.5056294030767622	Down
Q5ZMG8	RHOG2	0.5181720779611639	Down
A0A8V0ZFD5	TSNAXIP1	0.4058031705346949	Down
A0A8V0ZF99	WDR72	0.3980928962529843	Down
P07032	ACYP1	0.5262315681861746	Down
A0A8V0ZF48	SUMF1	0.6055040607344633	Down
P24479	S100A11	0.4318466683426993	Down
A0A8V0ZFJ4	F3	0.4453503407158567	Down
A0A8V0ZFR8	TMC5	0.4208151247651095	Down
A0A8V0ZHK9	RPGRIP1L	0.5424012210508553	Down
A0A8V0ZHP3	TNFRSF10B	0.591697481506042	Down
E1C4N7	SNX18	0.5710691063338945	Down
A0A8V0ZJX2	SST7	0.3321700652922886	Down
A0A8V1AB67	RAB3A	0.3816493104418801	Down
A0A8V0ZIM1	SCG3	0.366323975570011	Down
A0A8V1ADF1	FUT6	0.4094992780982464	Down
A0A8V1AJ89	APOA1BP	0.627965580305597	Down
A0A8V0ZIX6	OVCH1	0.5768792678273449	Down
A0A8V1AJZ1	AK8	0.6641869251665036	Down
Q5ZHL0	ATP6V0D2	0.5539990419339499	Down
E1BS94	FUCA2	0.4444090646465943	Down
A0A8V0ZI29	PTPRF	0.6112226484306437	Down
A0A8V0ZIA4	CFAP100	0.6586643911380803	Down
Q5ZHX2	DNAL4	0.2538686076045339	Down
E1BYF1	CTH	0.6602617131683839	Down
E1BZH7	SNF8	0.6397052343690648	Down
A0A8V0ZHX5	VWA2	0.3644671091407632	Down
A0A8V0ZKM2	OVST	0.02336371806393632	Down
A0A8V0ZSZ9	LRRC23	0.5573540854407737	Down
A0A8V0XE95	OMP	0.4989792518687629	Down
A0A8V0ZTX8	OVSTL	0.2207934414375812	Down
A0A8V0Y6W2	GALNT2	0.6049573060208339	Down
A0A8V0ZW02	KRT75L4	0.24181703960751466	Down
A0A8V0ZMM6	CXCL12	0.5794076474750331	Down
A0A8V0XTP1	CELSR1	0.5485076245091858	Down
A0A8V0ZNQ8	PLA2R1	0.5638580895556039	Down
A0A8V0ZN94	SLC11A2	0.5131897427217332	Down
A0A8V0ZW33	TIMELESS	0.6070073004172789	Down
A0A8V0ZXA7	ERICH3	0.5487305654224655	Down
A0A8V0ZWC9	MGAT4C	0.5518132299134937	Down
A0A8V0ZNH3	TMPRSS4	0.4901068075912256	Down
A0A8V0Y2J1	CD36	0.6039406946987297	Down
A0A8V0ZWG8	IFT81	0.6563206932954708	Down
A0A8V0Y006	ENPP6	0.5005448285228117	Down
A0A8V0ZPJ9	IDH1	0.5582220200010373	Down
A0A8V0XY43	ADCY1	0.5761072141837285	Down
A0A8V0ZUG8	BBS2	0.3661419499621911	Down
A0A8V0ZVP0	--	0.5841976920362248	Down
F1NE52	SAXO2	0.5613993121950864	Down
A0A8V0ZT48	HYDIN	0.4111913684097949	Down
F1NEZ4	LOC121106448	0.656322303038937	Down
E1C9E0	MMP10	0.29203176915478485	Down
A0A8V0ZTA5	PEBP1	0.3771409148241058	Down
F1NB63	HEXDCL	0.6514855491021758	Down
A0A8V0XRC4	VCAN	0.29489608020323616	Down
A0A8V0YS46	NDST1	0.5197695231839004	Down
A0A8V0XRQ6	PRKD1	0.6281021626345835	Down
A0A1D5P380	EFEMP1	1.0755156134698567	None
A0A8V0XAC3	FAM3C	0.7254700487341871	None
A0A3Q2TT95	VWC2	1.0325127316747371	None
A0A1D5P2H5	CALM2	0.8365609086975746	None
A0A8V1AC41	ELAVL1	0.8392285615542967	None
A0A3Q2TXM3	ATP5E	1.2515899581589958	None
A0A8V0XAD3	--	0.7627776955157045	None
A0A8V1A9K7	GNG7	0.7769143982933517	None
P08636	RPS17	0.7375110053151597	None
Q5ZHQ2	LGALSL	1.0342639176613726	None
E1BZ37	TFF3	1.2245807808922715	None
A0A8V1A9J9	WDR77	1.2696425119100174	None
A0A3Q2TS11	XXYLT1	0.7282534861163433	None
E1C0K5	MFGE8	1.1741413673083672	None
A0A8V0XAH5	NUDT9	1.0525653571927862	None
E1BRL4	SNAP23	0.7430706172926942	None
A0A8V0XAL2	PGLYRP2	1.196740077459728	None
A0A8V0XA93	LOC121108916	0.7927616680184117	None
A0A1D5P3P3	FGD4	1.2916540669324064	None
A0A1D5P7R1	RTRAF	1.3048612441937926	None
A0A1L1RME9	NPLOC4	1.019730701420818	None
A0A1D5P5L5	LOC424014	0.7864837479668294	None
A0A8V0X997	--	0.7603311115889057	None
A0A3Q2TW80	CCM2	0.9770133513505572	None
A0A8V0X9H5	PPM1L	0.8857949090648075	None
Q5F371	SBNO1	0.7439239999659344	None
A0A1D5P6B8	CADM1	0.7595819581958195	None
A0A8V0X9L0	COL21A1	1.4641834691630071	None
A0A3Q2U263	RAB11FIP1	0.7540138964003946	None
A0A8V1ABP6	LOC121107546	1.1877899200225164	None
A0A8V1ABU4	TIMP2	0.8635647172012856	None
A0A8V0X9X5	ELOB	0.8115890588892749	None
A0A1D5P7C1	CASP1	0.9978418619230468	None
E1BTG1	RPL12	0.9410209485899338	None
A0A1D5P3Y7	CARMIL1	1.4695986520157027	None
A0A8V1AAC8	LOC776719	1.2444825424444417	None
A0A8V1AA50	LRP1	0.8428802318207441	None
A0A3Q2TU24	PDGFA	1.434943118255512	None
A0A8V0XA58	MEPE	1.032134977260047	None
A0A8V0XA79	--	0.9821902523963282	None
E1C8K0	SLC6A14	0.8933149018411559	None
A0A1D5P655	CYFIP1	0.8330260278632959	None
Q5F3R8	RAB11B	1.0442170648350644	None
A0A8V1AAK7	LASP1	1.332941236296677	None
F1NGB8	EXTL3	0.7907946815822532	None
A0A3Q2TRU5	TTC13	0.7860876352054491	None
Q5ZM47	PPP2CA	1.0243519429569496	None
A0A1L1RNL0	CCDC27	1.1784725726781973	None
Q5ZM60	CCPG1	0.9606252070010955	None
A0A8V1A840	ATP12A	1.3295793783141507	None
E1C3J7	BTD	1.0082142279895634	None
A0A8V1A803	CHCHD6	1.3909616093743598	None
A0A8V1A802	RARRES2	1.0247548260555384	None
A0A8V0XDT2	--	0.7978201052298882	None
A0A1L1RU31	IDS	1.3040366055786041	None
E1C3Z8	DSE	0.8259902991107518	None
A0A8V1A7Z6	--	0.8767549741815519	None
A0A8V1A7R0	STAT3	0.781315590519543	None
Q5ZLC9	GOLGA7	0.7325421275451058	None
E1C4I5	HS3ST1	1.2616253116730336	None
A0A1L1RRQ3	KIFAP3	0.7947256237609809	None
A0A1L1RRD7	MLF1	0.7513158189712077	None
A0A8V1A7C5	NCLN	1.0328966304862537	None
A0A8V1A774	ITIH3	0.8431719516340503	None
R4GJZ6	GOLPH3	0.8421698280796637	None
A0A8V0XE83	TRAPPC5	1.3140610321818371	None
A0A8V1A767	CALR3	1.105253701846057	None
A0A8V1A763	RAB25	0.8197859989746473	None
Q5ZMW4	OSTM1	1.4170138976878217	None
Q98TF8	RPL22	0.7878099215854882	None
A0A8V0XE86	--	1.1565193065344597	None
A0A8V1A745	REEP6	0.7361512663351453	None
A0A8V1A7M2	CDK5	1.0226357679188385	None
A0A8V0XCZ5	CFAP44	0.7966344949407024	None
A0A1D5NV17	ACTBL2	1.2795092185552128	None
A0A8V0XCS4	ACOT9	1.4773663457533577	None
A0A1L1RZ25	LRRC57	0.9958903721338888	None
A0A1D5P7Y2	TSPAN13	1.0847670859420997	None
A0A8V1A9I3	ACSBG2	0.7259088712275803	None
A0A8V1A9A7	LRP5	0.8367416961697741	None
Q5ZJ03	GNG2	0.9271796575548952	None
E1C744	PRSS23	0.8283473154362416	None
Q5ZJE4	SPRING	1.2787160963720663	None
A0A8V1A907	ASS1	1.2551232093297076	None
A0A1L1RY66	MKS1	0.9421816995148636	None
Q5ZJI7	ARPC1A	0.8784921171113094	None
E1C0R9	EMC7	1.1244007152120092	None
Q5ZJS7	NPC2	1.4920609994416527	None
A0A8V0XB23	THSD7A	0.9726459193332748	None
E1C2N5	MAFIP	0.7518712070573501	None
A0A1L1RWS8	CORO1C	1.214075507483212	None
Q5ZJT7	TCEB1	1.1007409062713114	None
Q5ZK57	B3GNT2	0.8168711381749798	None
A0A8V1A8Y2	ENTPD8	0.8807992624614225	None
Q5ZKK8	RPL19	1.1869430349106167	None
A0A1D5NYI4	HHIPL1	0.732467403063258	None
Q5ZKQ2	QDPR	0.9076682778563436	None
A0A8V0XBZ4	GXYLT1	1.4732922932736183	None
A0A8V1A8M1	SEMA3DL	0.86068725780232	None
A0A8V0XC39	JCHAIN	0.6822491075766641	None
A0A8V1A8L5	RNH1	1.35779495746086	None
Q5ZKR9	ARF4	1.241188077501456	None
E1C2T4	CSGALNACT2	0.907859275371927	None
Q5ZID0	NMRAL1	0.7932798253845946	None
A0A8V1AC43	RHOC	1.331935609964109	None
F1NC51	UQCR10	0.8602022331280258	None
A0A8V1AC68	TOR2A	0.9017221899677472	None
A0A8V0X0C7	SSSCA1	1.4842594990934268	None
A0A8V1AGP0	APOH	1.1053292047654966	None
A0A8V1AGD6	USP6	1.4773159859518137	None
A0A8V1AG56	WNT5A	0.8880914912567902	None
A0A1D5PLP1	NACA	1.156916812100058	None
F1NM51	ABCC3	1.1384926470170122	None
F1NML7	CECR1	1.2208121891109136	None
A0A8V1AFX8	TIMM44	0.9637985788081558	None
F1NN08	ARF1	1.0333325929381103	None
A0A8V0X1R3	GOLIM4	1.2820979164061703	None
A0A8V1AFR2	COL7A1	0.6901367926079379	None
A0A8V0X1T3	--	0.6964532673721145	None
A0A8V0X097	FRMD8	1.1583548001164057	None
A0A3Q2UBI6	PLEKHA8	1.490856839003243	None
A0A8V1AFF6	ITGB4	0.8399403744682974	None
A0A8V1AF44	GDF15	0.7254962969248684	None
F1NU59	GCNT1	0.9135125639654778	None
A0A8V1AEW4	TUBB4B	0.8110205074461967	None
A0A8V1AEV8	ABR	0.7473329927577606	None
A0A8V0X2F7	--	0.7819570724353433	None
A0A8V0X2H7	SF3A1	1.2414130171929034	None
F1NEL5	MGAT5	0.7570442432958295	None
A0A8V1AEM5	LOC425662	0.7856744410438873	None
A0A8V1AEK9	FDXR	0.8087407553495709	None
A0A3Q2U8T7	CREG2	0.6874460371702864	None
A0A8V1AEE8	GPX1	0.6860848270379774	None
A0A8V1AFH0	CTSS	0.8320499772161086	None
F1NLV4	GNB1	1.0293682649569134	None
A0A1D5PN32	ANXA11	0.8513804319709108	None
A0A3Q2UGW3	NLGN4Y	1.3255134519138991	None
A0A3Q2UMT0	TOM1	0.921722642614745	None
A0A8V1ALB1	AP2B1	1.194400430374314	None
A0A8V1AKR7	BAIAP2	0.8157578585175249	None
F1NIN6	CHST9	1.222351009951767	None
A0A8V1AKN4	NOTUM	1.1809549091979097	None
F1NIX0	RPL8	1.4705629705792396	None
A0A3Q3ADW5	EDIL3	0.900046806448742	None
A0A1D5PVD0	SPON2	1.3946890450286415	None
A0A8V1AK78	CPD	0.8891139767554518	None
A0A1D5PVC9	PACRG	0.6986312268455261	None
A0A8V1AMB6	GALK1	1.2972971981271924	None
A0A3Q3B0H3	CAPSL	0.9165097233896912	None
A0A1D5PT47	CHMP1B	1.4616034784730267	None
A0A1D5PT01	DDR1	0.7528561766718911	None
A0A1D5PRH9	MAL2	0.9807936597399558	None
A0A452J7Z2	SDC4	1.2014295466236449	None
A0A8V1AIS3	--	0.945163610212154	None
A0A8V0WZB7	MAP1A	1.1241745832359058	None
F1NJU7	YARS	1.1272180971558017	None
A0A1D5PY18	STX2	0.7909792640291562	None
A0A8V0WZN3	GAL3ST1	0.8909181433453278	None
A0A1D5PPP2	PUDP	0.8550272157748793	None
A0A8V1AIR0	ALDOC	1.2331251840219843	None
A0A8V1AIF1	AP1M1	1.0690291584477472	None
A0A8V1AHP5	MYH10	1.1683795696456438	None
A0A8V1AH61	OCLN	0.7674163967334277	None
F1NKG5	--	0.8948303082007079	None
A0A8V0X2X8	EML3	0.7302686009132305	None
A0A1D5PK63	SNX12	0.9871941090422234	None
A0A3Q2U7W2	C21orf58	1.1571749336599306	None
A0A1D5PYW4	ELAPOR1	1.0292822658513037	None
A0A8V1ACX7	TBCD	0.8165279274209598	None
F1NZJ0	FAM20B	0.8296121352099959	None
A0A8V1ACU4	GSN	1.161581321305386	None
A0A1D5PDV9	ADGRL2	0.9797233590768886	None
A0A8V1ACS0	UBA52	0.7059620868307964	None
A0A1D5PBZ8	NRCAM	1.4669301808776116	None
A0A8V0X6K0	DOCK1	1.1254026527149052	None
F1P4X6	ITM2A	1.1831590578562086	None
A0A8V0X6K8	ATP6AP1	1.4671154535075217	None
A0A8V0X6L6	TBC1D10A	1.1893778888868909	None
A0A8V0X745	TSPAN7	0.9451276609026782	None
A0A3Q2U3Q9	CFAP126	0.8415246307191647	None
A0A8V0X779	TWSG1	1.2547348852480111	None
A0A1D5PAN0	PRELP	1.087695954729678	None
A0A1D5P9T4	UNC45A	1.46341414039172	None
O93277	WDR1	1.0972764675290614	None
P01875	--	0.8092758436761824	None
A0A3Q2U2K2	EPN2	0.8261413514203344	None
A0A1L1RKY9	CALD1	1.2525200768114624	None
A0A8V0X7E5	SH3KBP1	0.8615610547311664	None
F1NDL3	PTGER2	0.9201150254938528	None
A0A8V0X7F0	RNASEK	0.7112182585816557	None
A0A8V1ACD6	SEMA3F	0.812790579744957	None
A0A3Q2UIT2	NUBP2	0.6895991241367695	None
A0A8V1ACC2	HYAL1	1.1947160286074885	None
A0A8V0X7G8	DNAJB9	0.7934882494086415	None
A0A8V0X7S6	FAM175B	1.2689533729229503	None
A0A1D5PE57	COL3A1	0.9176121612514776	None
A0A8V0X8M0	PRKX	0.7760700479716827	None
A0A8V0X6F7	WASL	0.688658429222143	None
A0A8V0X6F2	LOC107051160	1.1120242442715875	None
A0A8V0X348	NAPG	0.8945827861710092	None
A0A1I7Q421	FST	1.2947314119214637	None
A0A8V0X3W5	LMO7	0.8332579624006717	None
A0A8V1AE58	RUVBL1	1.3399854490056005	None
B1AC67	RFLB	1.1744120330453534	None
A0A8V0X453	CP	1.2828056837468964	None
A0A3Q2U5H4	SPINT1	1.0409204580215259	None
A0A8V0X4C5	CIB1	0.7496024559104979	None
A0A8V0X4H8	PSMG2	1.2726631117962828	None
A0A8V0X4Q1	PTX3	0.7360798697986252	None
A0A3Q2U511	CYTH3	0.7604275130229499	None
A0A1D5PIR8	ST8SIA5	0.6900854093856879	None
A0A8V1ADR2	TOR4A	1.4649822477059709	None
A0A8V0X4Q2	SEC14L2	0.6952765804597699	None
A0A8V0X5A1	VSNL1	1.450579765895477	None
A0A3Q2U4G6	MAP2	0.8907161844487609	None
F1NW62	SCNN1G	0.8854859604273422	None
A0A8V1ADF6	NRTN	0.8281645096301233	None
F1NYJ1	CTSV	1.0006623060136821	None
A0A1L1RPW8	ENTPD6	0.7604074523464716	None
A0A8V1AD45	SLC39A11	1.0137020033079427	None
A0A8V1AD29	QSOX2	1.0262416958213765	None
A0A1D5PFD3	CASC4	0.9023213418802573	None
A0A8V1AD13	TTC30B	0.8813791054780329	None
A0A8V0X675	--	1.2839809098926185	None
A0A8V0X6E6	--	0.7804088973267705	None
A0A8V1ACZ7	GNAI3	0.7819390285579091	None
A0A1D5PEL7	THYN1	0.7956549842193658	None
A0A1D5PFM9	GKN2	1.0138890222358772	None
A0A8V0Y9M6	LAMC2	1.0450756010317652	None
A0A8V0XEJ0	--	0.9332018503745636	None
A0A8V0ZU99	SCRN2	0.7803722442502331	None
A0A8V0ZU54	FAM20C	1.2448280766243285	None
A0A8V0ZU31	TCTN2	1.0383910342730551	None
A0A8V0ZTV7	RCN1	0.7306656101426308	None
A0A8V0ZTR7	ARHGAP1	1.288653664902487	None
A0A8V0ZTN5	--	0.8398827163890483	None
A0A8V0ZT34	SELENOF	0.9974638448546462	None
A0A8V0ZSI6	CACHD1	0.8785255236620936	None
A0A8V0ZSE1	NUCB2	0.902986754496126	None
A0A8V0ZRV9	MRC2	1.4517154605691451	None
A0A8V0ZRT5	DYNC1I2	1.058758834559354	None
A0A8V0ZRI9	NDRG4	0.959936923293104	None
A0A8V0ZRD0	ADPGK	1.2614276214440625	None
A0A8V0ZRB5	PSMA4	0.7622406882680252	None
A0A8V0ZR93	PRAP1	1.0831658256335706	None
A0A8V0ZR14	RAB15	0.8621714285714286	None
A0A8V0ZQV0	VAT1	1.130108689732438	None
A0A8V0ZQR9	NAP1L4	0.7900187509014857	None
A0A8V0ZQF6	EFCAB14	0.8059872374953584	None
A0A8V0ZPS9	RAMP2	0.8881464338119992	None
A0A8V0ZPK3	DNAJC10	0.731610497434058	None
A0A8V0ZPK2	ANGPTL3	1.0906778842542415	None
A0A8V0ZP75	PATJ	0.8609630871721357	None
A0A8V0ZUE7	CDON	0.902796989475788	None
A0A8V0ZP51	EPS8L2	1.1917872914622178	None
A0A8V0ZUK3	SPATA6	0.7690769855154239	None
A0A8V0ZVA9	--	0.7228294694744736	None
A0A8V1A1I9	TOLLIP	0.6813524180470503	None
A0A8V1A114	DNAJB6	0.7452860349299786	None
A0A8V1A106	CNPY2	1.1309717624722715	None
A0A8V1A0T5	VILL	0.8549397272391825	None
A0A8V1A0B4	TJP1	1.244317790272041	None
A0A8V1A064	PSRC1	0.7745341233175675	None
A0A8V1A049	--	1.1604393449053645	None
A0A8V0ZZD4	--	0.6754542224928948	None
A0A8V0ZYU1	--	0.8266663713212187	None
A0A8V0ZYP9	VPS13C	1.0545818090745234	None
A0A8V0ZY06	PTTG1IP	0.8356823320025013	None
A0A8V0ZY02	CD63	1.1206623002579192	None
A0A8V0ZXY6	BBS5	1.1625953081859906	None
A0A8V0ZXV8	DNASE2B	1.3383777146803777	None
A0A8V0ZXI1	SNED1	0.6815950667359172	None
A0A8V0ZXF2	IGLL1	0.6711872316391573	None
A0A8V0ZXE7	CCDC173L	0.7071751419542474	None
A0A8V0ZXD4	TMPRSS13	0.7818254939573587	None
A0A8V0ZXC9	EXTL2	1.1275380424826493	None
A0A8V0ZX84	RHOF	0.7547374755970468	None
A0A8V0ZX10	UBE2L3	1.2602786407151465	None
A0A8V0ZWB6	PLEKHB2	0.7686938020081902	None
A0A8V0ZVC1	RHPN2	0.8232270382860543	None
A0A8V0ZV62	SORT1	1.0224750561337952	None
A0A8V1A1Y4	ARL8A	1.255501736354362	None
A0A8V0ZP08	CALCA	1.4192757790720951	None
A0A8V0ZNE4	MUC5ACL	1.2509029201609028	None
A0A8V0ZFL9	LOC395991	1.1496762213122562	None
A0A8V0ZFG7	FBXL15	0.8179199564837556	None
A0A8V0ZF42	CTBS	1.0885261636960528	None
A0A8V0ZF25	AKR7A2	1.2430806749218282	None
A0A8V0ZF17	VTG3	1.127078034388035	None
A0A8V0ZEX4	FBXL20	0.7421880738662241	None
A0A8V0ZEH7	LMAN2L	0.7640375214691505	None
A0A8V0ZE73	BIN1	0.7604160209692987	None
A0A8V0ZE06	SPOCK2	1.3304134231268012	None
A0A8V0ZD72	MLF2	0.7211946120768704	None
A0A8V0ZD24	HAPLN3	1.245432577407191	None
A0A8V0ZCN9	ALDH3B2	0.7378537094956236	None
A0A8V0ZCN4	GCN1	1.1801517081202253	None
A0A8V0ZCK8	SEMA4B	1.1969293397269265	None
A0A8V0ZCD6	TM9SF3	1.1976718941925901	None
A0A8V0ZC57	CFAP43	0.7900794090117653	None
A0A8V0ZC45	RPS21	1.4114880658589508	None
A0A8V0ZC30	COL17A1	0.7385566500432758	None
A0A8V0ZBY1	PEBP4	0.7568797001894683	None
A0A8V0ZBN9	CLEC3B	1.4035978999382337	None
A0A8V0ZBM0	CFAP74	1.4137069927601895	None
A0A8V0ZBJ8	EXT2	0.7137416825559952	None
A0A8V0ZB94	TNRC18	0.7701826718680651	None
A0A8V0ZFM5	CFAP73	0.7098115907464823	None
A0A8V0ZNE9	SELENOM	0.7758497204247031	None
A0A8V0ZFZ6	METTL9	0.8900745006595874	None
A0A8V0ZG43	DRG1	0.9024707194815379	None
A0A8V0ZN13	NDUFV1	1.3406007199517862	None
A0A8V0ZMN2	CCDC60	1.0483502260770174	None
A0A8V0ZL52	ZC3HAV1	1.148807395340829	None
A0A8V0ZKV3	TMEM132A	0.6992033796471089	None
A0A8V0ZKQ8	GNPTG	0.9229181232972492	None
A0A8V0ZJ00	LRRC47	0.9301117190459828	None
A0A8V0ZIY5	BBS4	0.7310084833870643	None
A0A8V0ZIN8	--	1.22136950015657	None
A0A8V0ZIN3	ACTB	1.364363850955293	None
A0A8V0ZIF0	NAGLU	1.229419110430502	None
A0A8V0ZI58	PLXNB3	1.0455434577677225	None
A0A8V0ZI42	IDE	1.2342483322390283	None
A0A8V0ZHS7	LY75	0.9518282108453928	None
A0A8V0ZHR1	PDIA5	0.9277381034601836	None
A0A8V0ZHL4	P4HA1	1.0195030362489217	None
A0A8V0ZHJ3	MAP3K2	1.2345476895569092	None
A0A8V0ZHH4	WSCD2	0.7839787980647296	None
A0A8V0ZHE1	ANXA7	0.7260288523518571	None
A0A8V0ZGA8	TGFBR3	1.2711365206357648	None
A0A8V0ZG90	VTG3	1.1616570547002	None
