Protein.accession	Protein.description	Gene.name	G1	G2	G3	label
A0A8V0XYP5	Heterogeneous nuclear ribonucleoprotein U OS=Gallus gallus OX=9031 GN=HNRNPU PE=1 SV=1	HNRNPU	0.644600324513127	1.54588805535715	0.809511620129722	A0A8V0XYP5
A0A8V1A555	Nicastrin OS=Gallus gallus OX=9031 GN=NCSTN PE=1 SV=1	NCSTN	1.19691421767822	1.01450117988769	0.788584602434095	A0A8V1A555
A0A8V0ZYU1	Sperm surface protein Sp17 OS=Gallus gallus OX=9031 PE=4 SV=1	--	1.20370083372078	0.995059000368284	0.801240165910935	A0A8V0ZYU1
A0A8V1AKR7	BAR/IMD domain-containing adapter protein 2 OS=Gallus gallus OX=9031 GN=BAIAP2 PE=1 SV=1	BAIAP2	1.2109363505715	0.987830844143233	0.801232805285267	A0A8V1AKR7
A0A3Q3B012	Leucine zipper transcription factor-like protein 1 OS=Gallus gallus OX=9031 GN=LZTFL1 PE=1 SV=1	LZTFL1	1.21489704198176	0.982459565279953	0.802643392738285	A0A3Q3B012
A0A8V0Z624	T-complex-associated-testis-expressed 1 OS=Gallus gallus OX=9031 GN=TCTE1 PE=4 SV=1	TCTE1	1.21615799583898	0.993979415862183	0.789862588298832	A0A8V0Z624
A0A1D5NTC1	Phospholipase A2 OS=Gallus gallus OX=9031 GN=PLA2G4A PE=1 SV=1	PLA2G4A	1.18988834372224	1.0369370594289	0.773174596848869	A0A1D5NTC1
A0A8V1ABU4	Metalloproteinase inhibitor 2 OS=Gallus gallus OX=9031 GN=TIMP2 PE=1 SV=1	TIMP2	1.20293480085813	1.03881205111463	0.758253148027236	A0A8V1ABU4
P17153	Annexin A5 OS=Gallus gallus OX=9031 GN=ANXA5 PE=1 SV=2	ANXA5	1.18316038559265	1.05540275811238	0.761436856294974	P17153
A0A8V0X348	Gamma-soluble NSF attachment protein OS=Gallus gallus OX=9031 GN=NAPG PE=1 SV=1	NAPG	1.18454642372553	1.05967484008529	0.755778736189184	A0A8V0X348
Q98932	Ras-related protein Rab-5C OS=Gallus gallus OX=9031 GN=RAB5C PE=1 SV=1	RAB5C	1.21425826639097	1.01593197801729	0.769809755591746	Q98932
A0A8V0ZY06	PTTG1 interacting protein OS=Gallus gallus OX=9031 GN=PTTG1IP PE=1 SV=1	PTTG1IP	1.22448138156887	1.02327745644312	0.752241161988008	A0A8V0ZY06
A0A8V1A5A3	LRRCT domain-containing protein OS=Gallus gallus OX=9031 GN=LOC100857333 PE=1 SV=1	LOC100857333	1.22830088524707	1.01956143647591	0.752137678277019	A0A8V1A5A3
Q5ZKQ2	Quinoid dihydropteridine reductase OS=Gallus gallus OX=9031 GN=QDPR PE=1 SV=1	QDPR	1.17921777086018	1.07033856329425	0.75044366584557	Q5ZKQ2
A0A1D5PME6	Intraflagellar transport 27 OS=Gallus gallus OX=9031 GN=IFT27 PE=3 SV=1	IFT27	1.1818601392838	1.07667614455845	0.741463716157745	A0A1D5PME6
A0A8V1ABR7	Intraflagellar transport protein 22 homolog OS=Gallus gallus OX=9031 GN=IFT22 PE=4 SV=1	IFT22	1.18970744652922	1.06007539991509	0.750217153555693	A0A8V1ABR7
A0A3Q2TZS5	Formin-binding protein 1-like OS=Gallus gallus OX=9031 GN=FNBP1L PE=1 SV=1	FNBP1L	1.19714861945209	1.05680975973481	0.746041620813102	A0A3Q2TZS5
A0A8V0X7X5	Adhesion G protein-coupled receptor G2 OS=Gallus gallus OX=9031 GN=ADGRG2 PE=3 SV=1	ADGRG2	1.20789732745105	1.04990870871208	0.742193963836871	A0A8V0X7X5
A0A8V1A8Y2	Ectonucleoside triphosphate diphosphohydrolase 8 OS=Gallus gallus OX=9031 GN=ENTPD8 PE=3 SV=1	ENTPD8	1.20308533709664	1.05967667759287	0.737237985310495	A0A8V1A8Y2
A0A8V0Z604	EGF-like domain-containing protein OS=Gallus gallus OX=9031 GN=MUC13 PE=1 SV=1	MUC13	1.21765070547782	1.03754452389184	0.744804770630342	A0A8V0Z604
P09102	Protein disulfide-isomerase OS=Gallus gallus OX=9031 GN=P4HB PE=1 SV=3	P4HB	1.21447801034633	1.04981666253924	0.735705327114429	P09102
A0A1D5PPP2	Pseudouridine 5'-phosphatase OS=Gallus gallus OX=9031 GN=PUDP PE=1 SV=1	PUDP	1.21995631528172	1.04309585162231	0.736947833095977	A0A1D5PPP2
P02552	Tubulin alpha-1A chain OS=Gallus gallus OX=9031 GN=TUBA1A PE=1 SV=2	TUBA1A	1.21836697121955	1.05280514304221	0.728827885738244	P02552
A0A8V0XEP9	Sulfotransferase OS=Gallus gallus OX=9031 GN=SULT1B1 PE=3 SV=1	SULT1B1	1.22471024532701	1.05215169289738	0.723138061775613	A0A8V0XEP9
A0A8V0XL89	Serine/threonine-protein phosphatase OS=Gallus gallus OX=9031 GN=PPP3CA PE=1 SV=1	PPP3CA	1.23776653920853	0.991222550291779	0.771010910499692	A0A8V0XL89
A0A8V0Z0S2	phosphopyruvate hydratase OS=Gallus gallus OX=9031 GN=ENO1 PE=1 SV=1	ENO1	1.25940260280547	0.975250222827015	0.765347174367514	A0A8V0Z0S2
A0A1D5PGR9	Hexosyltransferase OS=Gallus gallus OX=9031 GN=B3GNT5 PE=3 SV=1	B3GNT5	1.26315693558136	0.974712744922351	0.76213031949629	A0A1D5PGR9
A0A8V0XHT1	Tyrosine-protein kinase OS=Gallus gallus OX=9031 GN=YES1 PE=1 SV=1	YES1	1.28530348097849	0.951976812137297	0.762719706884211	A0A8V0XHT1
A0A8V0XYC7	Intraflagellar transport 74 OS=Gallus gallus OX=9031 GN=IFT74 PE=4 SV=1	IFT74	1.28463916170759	0.957915418398379	0.757445419894035	A0A8V0XYC7
A0A1L1RRD7	Uncharacterized protein OS=Gallus gallus OX=9031 GN=MLF1 PE=1 SV=2	MLF1	1.28834233762983	0.967951978511636	0.743705683858535	A0A1L1RRD7
F1P4I3	Vesicle-associated membrane protein 3 OS=Gallus gallus OX=9031 GN=VAMP3 PE=1 SV=3	VAMP3	1.24448269053092	1.00295215365826	0.752565155810818	F1P4I3
A0A8V0XN99	Intraflagellar transport protein 57 homolog OS=Gallus gallus OX=9031 GN=IFT57 PE=3 SV=1	IFT57	1.24420120951915	1.00749671204999	0.748302078430862	A0A8V0XN99
A0A8V0YZ32	Protein Wnt OS=Gallus gallus OX=9031 GN=WNT4 PE=3 SV=1	WNT4	1.26033411524154	0.99306671325848	0.746599171499977	A0A8V0YZ32
A0A8V1A229	small monomeric GTPase OS=Gallus gallus OX=9031 GN=RAP1A PE=1 SV=1	RAP1A	1.24305485661639	1.02045848688489	0.736486656498715	A0A8V1A229
A0A8V0XXX2	IST1 homolog OS=Gallus gallus OX=9031 GN=IST1 PE=1 SV=1	IST1	1.2517290694935	1.01503043361402	0.733240496892486	A0A8V0XXX2
A0A8V1A9K7	Guanine nucleotide-binding protein subunit gamma OS=Gallus gallus OX=9031 GN=GNG7 PE=1 SV=1	GNG7	1.28476748792295	0.998154359826523	0.717078152250523	A0A8V1A9K7
A0A8V0ZG81	Integrin beta OS=Gallus gallus OX=9031 GN=ITGB6 PE=3 SV=1	ITGB6	1.24104641121702	1.0484800652521	0.710473523530878	A0A8V0ZG81
A0A8V0YHY0	carbonyl reductase (NADPH) OS=Gallus gallus OX=9031 GN=CBR3 PE=1 SV=1	CBR3	1.25218482761857	1.0372310267028	0.710584145678636	A0A8V0YHY0
A0A8V0Y8B2	Protein kinase C and casein kinase substrate in neurons 2 OS=Gallus gallus OX=9031 GN=PACSIN2 PE=3 SV=1	PACSIN2	1.27743783993784	1.02069304152637	0.701869118535785	A0A8V0Y8B2
A0A1L1RRQ3	Kinesin associated protein 3 OS=Gallus gallus OX=9031 GN=KIFAP3 PE=1 SV=2	KIFAP3	1.28059575103118	1.01772225702392	0.701681991944902	A0A1L1RRQ3
A0A8V0YRQ5	Aldo-keto reductase family 1 member B1 OS=Gallus gallus OX=9031 GN=AKR1E2 PE=1 SV=1	AKR1E2	1.26749333064965	1.03729061869464	0.695216050655716	A0A8V0YRQ5
A0A8V0YP03	Transforming growth factor-beta-induced protein ig-h3 OS=Gallus gallus OX=9031 GN=TGFBI PE=1 SV=1	TGFBI	1.28450881137823	1.0376338492744	0.677857339347363	A0A8V0YP03
A0A8V1AEW4	Tubulin beta chain OS=Gallus gallus OX=9031 GN=TUBB4B PE=3 SV=1	TUBB4B	1.28309993495375	1.04062036035037	0.676279704695872	A0A8V1AEW4
F1NHD8	Programmed cell death 6 OS=Gallus gallus OX=9031 GN=PDCD6 PE=1 SV=2	PDCD6	1.30273034488235	1.0298483757971	0.667421279320546	F1NHD8
A0A3Q2U3Q9	Protein Flattop OS=Gallus gallus OX=9031 GN=CFAP126 PE=3 SV=1	CFAP126	1.27268037260612	1.0709918805809	0.656327746812983	A0A3Q2U3Q9
A0A3Q2U4G6	Microtubule-associated protein OS=Gallus gallus OX=9031 GN=MAP2 PE=4 SV=1	MAP2	1.2114046066939	1.07901768909804	0.709577704208061	A0A3Q2U4G6
A0A8V0ZPS9	Vacuolar protein-sorting-associated protein 25 OS=Gallus gallus OX=9031 GN=RAMP2 PE=3 SV=1	RAMP2	1.2130923410018	1.0774036365454	0.709504022452794	A0A8V0ZPS9
A0A8V0ZKQ8	N-acetylglucosamine-1-phosphate transferase gamma subunit OS=Gallus gallus OX=9031 GN=GNPTG PE=4 SV=1	GNPTG	1.19376022334256	1.10174294499422	0.704496831663221	A0A8V0ZKQ8
E1BW98	G protein subunit beta 4 OS=Gallus gallus OX=9031 GN=GNB4 PE=1 SV=2	GNB4	1.23559687311287	1.0648036831229	0.699599443764232	E1BW98
E1BVD1	Aldo-keto reductase family 1 member B1 OS=Gallus gallus OX=9031 GN=LOC418170 PE=1 SV=1	LOC418170	1.23723673527867	1.07489721224857	0.687866052472767	E1BVD1
A0A8V0ZHF5	Thrombospondin 1 OS=Gallus gallus OX=9031 GN=THBS1 PE=1 SV=1	THBS1	1.24623684236199	1.06781000321929	0.685953154418723	A0A8V0ZHF5
E1C9J2	Mesencephalic astrocyte derived neurotrophic factor OS=Gallus gallus OX=9031 GN=MANF PE=1 SV=3	MANF	1.22253019755181	1.11528258268775	0.662187219760444	E1C9J2
A0A8V1A472	Tropomyosin 3 OS=Gallus gallus OX=9031 GN=TPM3 PE=1 SV=1	TPM3	1.23007520919376	1.12419484879653	0.645729942009707	A0A8V1A472
A0A3Q3B0H3	Calcyphosine like OS=Gallus gallus OX=9031 GN=CAPSL PE=4 SV=1	CAPSL	1.22972727391678	1.12705700366223	0.643215722420995	A0A3Q3B0H3
A0A8V1A5Y9	Phosphoinositide phospholipase C OS=Gallus gallus OX=9031 GN=PLCD1 PE=1 SV=1	PLCD1	1.24826218314011	1.10045441147573	0.651283405384162	A0A8V1A5Y9
A0A1D5PK45	ubiquitinyl hydrolase 1 OS=Gallus gallus OX=9031 GN=USP12 PE=3 SV=1	USP12	1.255536098464	1.09761344874168	0.646850452794316	A0A1D5PK45
P08642	GTPase HRas OS=Gallus gallus OX=9031 GN=HRAS PE=1 SV=1	HRAS	1.25352485003232	1.1092676928131	0.637207457154579	P08642
O57535	Nucleoside diphosphate kinase OS=Gallus gallus OX=9031 PE=2 SV=1	--	1.33338283114033	0.971313084535543	0.695304084324128	O57535
A0A8V0ZCN9	Aldehyde dehydrogenase OS=Gallus gallus OX=9031 GN=ALDH3B2 PE=1 SV=1	ALDH3B2	1.3310074715612	0.982088800257824	0.686903728180973	A0A8V0ZCN9
P08629	Thioredoxin OS=Gallus gallus OX=9031 GN=TXN PE=3 SV=2	TXN	1.36632548544906	0.949398694963936	0.684275819587001	P08629
A0A8V0YZ75	Cilia-and flagella-associated protein 96 OS=Gallus gallus OX=9031 GN=C4orf47 PE=3 SV=1	C4orf47	1.35139579603475	0.976228366819176	0.672375837146078	A0A8V0YZ75
A0A8V1AF44	TGF-beta family profile domain-containing protein OS=Gallus gallus OX=9031 GN=GDF15 PE=3 SV=1	GDF15	1.35197900953919	0.980855764940832	0.667165225519981	A0A8V1AF44
A0A1D5P4Z5	Peflin OS=Gallus gallus OX=9031 GN=PEF1 PE=1 SV=2	PEF1	1.32967573143704	1.03585470417504	0.634469564387922	A0A1D5P4Z5
A0A8V0Y2I3	Endonuclease domain containing 1 OS=Gallus gallus OX=9031 GN=ENDOD1 PE=1 SV=1	ENDOD1	1.30934338785376	1.06400862635773	0.626647985788506	A0A8V0Y2I3
A0A3Q2U511	Cytohesin 3 OS=Gallus gallus OX=9031 GN=CYTH3 PE=4 SV=1	CYTH3	1.34340224243684	1.0215600262057	0.635037731357457	A0A3Q2U511
Q5F371	Protein strawberry notch homolog 1 OS=Gallus gallus OX=9031 GN=SBNO1 PE=2 SV=1	SBNO1	1.3588805012377	1.01090381795647	0.630215680805832	Q5F371
A0A8V0ZEG2	Ras-related protein Rab-27A OS=Gallus gallus OX=9031 GN=RAB27A PE=1 SV=1	RAB27A	1.1512660531931	1.09018220855798	0.758551738248917	A0A8V0ZEG2
A0A3Q2U211	TNF receptor superfamily member 11b OS=Gallus gallus OX=9031 GN=TNFRSF11B PE=4 SV=1	TNFRSF11B	1.12174218597142	1.12731645701036	0.750941357018218	A0A3Q2U211
A0A8V0ZH14	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRG PE=3 SV=1	PTPRG	1.13791038944703	1.12018110154884	0.741908509004131	A0A8V0ZH14
A0A8V1AE09	RAB43, member RAS onco family OS=Gallus gallus OX=9031 GN=RAB43 PE=1 SV=1	RAB43	1.16909179787197	1.09720982799684	0.733698374131186	A0A8V1AE09
A0A8V0Z153	Myosin light chain kinase, smooth muscle OS=Gallus gallus OX=9031 GN=MYLK PE=3 SV=1	MYLK	1.16425904385669	1.10538068022574	0.730360275917578	A0A8V0Z153
A0A8V1A3I2	Neural cell adhesion molecule 1 OS=Gallus gallus OX=9031 GN=NCAM1 PE=1 SV=1	NCAM1	1.16694031658434	1.10527745889985	0.727782224515803	A0A8V1A3I2
A0A1L1RPJ2	Dual specificity mitogen-activated protein kinase kinase 1 OS=Gallus gallus OX=9031 GN=MAP2K1 PE=1 SV=2	MAP2K1	1.15967021757455	1.11625914704912	0.724070635376327	A0A1L1RPJ2
A0A8V0YS74	Dehydrogenase/reductase SDR family member 6 OS=Gallus gallus OX=9031 GN=BDH2 PE=1 SV=1	BDH2	1.16667512025805	1.12109975283527	0.712225126906685	A0A8V0YS74
A0A8V0ZG73	Neuronal pentraxin 2 OS=Gallus gallus OX=9031 GN=NPTX2 PE=4 SV=1	NPTX2	1.17875741538592	1.11855625114057	0.702686333473508	A0A8V0ZG73
A0A8V0Z7Z5	small monomeric GTPase OS=Gallus gallus OX=9031 GN=RALB PE=1 SV=1	RALB	1.09023575855962	1.15084489374262	0.758919347697757	A0A8V0Z7Z5
A0A8V0ZE87	60S ribosomal protein L6 OS=Gallus gallus OX=9031 GN=RPL6 PE=1 SV=1	RPL6	1.08041997304986	1.1622361131906	0.757343913759545	A0A8V0ZE87
A0A8V0ZG64	BAI1 associated protein 2 like 1 OS=Gallus gallus OX=9031 GN=BAIAP2L1 PE=1 SV=1	BAIAP2L1	1.06244254310009	1.17281716538486	0.764740291515042	A0A8V0ZG64
A0A8V0XTL7	Heat shock protein 105 kDa OS=Gallus gallus OX=9031 GN=HSPH1 PE=1 SV=1	HSPH1	1.05882764645347	1.18329267881723	0.757879674729308	A0A8V0XTL7
A0A8V0YLU2	SH3 domain-binding glutamic acid-rich-like protein 3 OS=Gallus gallus OX=9031 GN=SH3BGRL3 PE=1 SV=1	SH3BGRL3	1.06265192863367	1.19150483878365	0.745843232582672	A0A8V0YLU2
O93277	WD repeat-containing protein 1 OS=Gallus gallus OX=9031 GN=WDR1 PE=2 SV=1	WDR1	1.07741225957679	1.18221911826093	0.740368622162284	O93277
A0A8V0ZRT5	Dynein cytoplasmic 1 intermediate chain 2 OS=Gallus gallus OX=9031 GN=DYNC1I2 PE=1 SV=1	DYNC1I2	1.09711518680867	1.16158039656291	0.741304416628424	A0A8V0ZRT5
A0A8V0Y1R9	Cysteine rich with EGF like domains 2 OS=Gallus gallus OX=9031 GN=CRELD2 PE=1 SV=1	CRELD2	1.10116163803777	1.16968546863687	0.729152893325357	A0A8V0Y1R9
F1NLV4	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Gallus gallus OX=9031 GN=GNB1 PE=1 SV=2	GNB1	1.12202696910751	1.15497895442507	0.722994076467421	F1NLV4
A0A8V0XAH5	Nudix hydrolase 9 OS=Gallus gallus OX=9031 GN=NUDT9 PE=1 SV=1	NUDT9	1.11209398866815	1.17055160641444	0.717354404917415	A0A8V0XAH5
A0A8V1AIF1	AP-1 complex subunit mu-1 OS=Gallus gallus OX=9031 GN=AP1M1 PE=1 SV=1	AP1M1	1.10333102408762	1.17949303616968	0.717175939742693	A0A8V1AIF1
A0A1L1S0C5	Sorting nexin-1 OS=Gallus gallus OX=9031 GN=SNX1 PE=1 SV=1	SNX1	1.06695599515543	1.20975607164864	0.723287933195929	A0A1L1S0C5
A0A8V0ZEW0	Translin OS=Gallus gallus OX=9031 GN=TSN PE=1 SV=1	TSN	1.07464934379923	1.21111897672934	0.714231679471431	A0A8V0ZEW0
A0A8V0Y2H5	Galectin OS=Gallus gallus OX=9031 GN=LGALS1A PE=1 SV=1	LGALS1A	1.0953445009459	1.19365793485756	0.710997564196545	A0A8V0Y2H5
A0A1D5PMU2	Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Gallus gallus OX=9031 GN=PAFAH1B2 PE=1 SV=1	PAFAH1B2	1.08943069368013	1.21032088772631	0.700248418593556	A0A1D5PMU2
P09244	Tubulin beta-7 chain OS=Gallus gallus OX=9031 PE=2 SV=1	--	1.06931075017798	1.22547724300071	0.705212006821305	P09244
A0A8V0Z8R3	cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Gallus gallus OX=9031 GN=PRKAR2A PE=1 SV=1	PRKAR2A	1.07791060597138	1.22944130835303	0.692648085675587	A0A8V0Z8R3
A0A8V0YQL8	Sorting nexin 3 OS=Gallus gallus OX=9031 GN=SNX3 PE=1 SV=1	SNX3	1.1526925866893	1.15539183514352	0.691915578167176	A0A8V0YQL8
E1C3J7	Biotinidase OS=Gallus gallus OX=9031 GN=BTD PE=1 SV=2	BTD	1.15187850606073	1.16134029872579	0.686781195213472	E1C3J7
A0A8V0ZU31	Tectonic family member 2 OS=Gallus gallus OX=9031 GN=TCTN2 PE=3 SV=1	TCTN2	1.13553182211892	1.17912606322003	0.685342114661042	A0A8V0ZU31
F1NN08	ADP-ribosylation factor OS=Gallus gallus OX=9031 GN=ARF1 PE=1 SV=2	ARF1	1.13877560312199	1.17673394674871	0.684490450129296	F1NN08
A0A3Q2TZD8	UV excision repair protein RAD23 OS=Gallus gallus OX=9031 GN=RAD23B PE=1 SV=1	RAD23B	1.13924731553575	1.18743319011593	0.673319494348315	A0A3Q2TZD8
A0A8V1A7C5	Nicalin OS=Gallus gallus OX=9031 GN=NCLN PE=1 SV=1	NCLN	1.14552865071379	1.18321268344774	0.671258665838462	A0A8V1A7C5
A0A8V0YBC7	Hexosyltransferase OS=Gallus gallus OX=9031 GN=CHSY3 PE=3 SV=1	CHSY3	1.17182246457095	1.15422595593406	0.673951579494986	A0A8V0YBC7
F1NYJ1	Cathepsin V OS=Gallus gallus OX=9031 GN=CTSV PE=1 SV=2	CTSV	1.16740166222071	1.16817483936199	0.6644234984173	F1NYJ1
A0A8V0Z0Q5	Kinesin light chain OS=Gallus gallus OX=9031 GN=KLC2 PE=1 SV=1	KLC2	1.17903710516875	1.16179266211509	0.659170232716162	A0A8V0Z0Q5
A0A8V0YTC2	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=STK26 PE=1 SV=1	STK26	1.17767377059886	1.17597796982824	0.646348259572893	A0A8V0YTC2
A0A1L1RZ25	Leucine rich repeat containing 57 OS=Gallus gallus OX=9031 GN=LRRC57 PE=1 SV=1	LRRC57	1.17928853413217	1.17444209711012	0.646269368757705	A0A1L1RZ25
A0A8V0Y4R8	EF-hand domain-containing protein OS=Gallus gallus OX=9031 GN=CGREF1 PE=4 SV=1	CGREF1	1.09638870123678	1.22619905523541	0.677412243527811	A0A8V0Y4R8
A0A8V0Y8W7	ATPase H+ transporting V1 subunit E1 OS=Gallus gallus OX=9031 GN=ATP6V1E1 PE=1 SV=1	ATP6V1E1	1.07832374415603	1.24304643703893	0.678629818805038	A0A8V0Y8W7
A0A8V0ZL52	Zinc finger CCCH-type containing, antiviral 1 OS=Gallus gallus OX=9031 GN=ZC3HAV1 PE=1 SV=1	ZC3HAV1	1.08205465278581	1.24307238728329	0.674872959930908	A0A8V0ZL52
A0A8V0ZWX1	Amyloid beta like protein 2 OS=Gallus gallus OX=9031 GN=APLP2 PE=1 SV=1	APLP2	1.08606011217104	1.24516681846508	0.668773069363885	A0A8V0ZWX1
A0A8V1AHP5	Myosin, heavy chain 10, non-muscle OS=Gallus gallus OX=9031 GN=MYH10 PE=1 SV=1	MYH10	1.07713969943977	1.25850801847968	0.664352282080557	A0A8V1AHP5
A0A8V1AIJ3	Uncharacterized protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	1.13610120609704	1.20620835030692	0.657690443596044	A0A8V1AIJ3
A0A8V1AGP0	Beta-2-glycoprotein 1 OS=Gallus gallus OX=9031 GN=APOH PE=1 SV=1	APOH	1.11569619567936	1.23321158873016	0.651092215590472	A0A8V1AGP0
A0A8V0YCC2	Nuclear distribution C, dynein complex regulator OS=Gallus gallus OX=9031 GN=NUDC PE=4 SV=1	NUDC	1.06860003465307	1.27800357868788	0.653396386659048	A0A8V0YCC2
A0A1L1RWS8	Coronin OS=Gallus gallus OX=9031 GN=CORO1C PE=1 SV=1	CORO1C	1.06050024121424	1.28752736853824	0.651972390247523	A0A1L1RWS8
A0A8V0ZF32	Prominin-1-A-like OS=Gallus gallus OX=9031 GN=PROM1L PE=1 SV=1	PROM1L	1.09459982149408	1.26237459459774	0.643025583908182	A0A8V0ZF32
Q5ZM44	Calcineurin B homologous protein 1 OS=Gallus gallus OX=9031 GN=CHP1 PE=1 SV=3	CHP1	1.07783375142687	1.27794721768433	0.644219030888796	Q5ZM44
A0A8V0XNV9	Ubiquitin-conjugating enzyme E2 variant 2 OS=Gallus gallus OX=9031 GN=UBE2V2 PE=1 SV=1	UBE2V2	1.08504369765237	1.28010280462653	0.634853497721094	A0A8V0XNV9
A0A1D5PSI2	Inosine-5'-monophosphate dehydrogenase OS=Gallus gallus OX=9031 GN=IMPDH2 PE=1 SV=1	IMPDH2	1.18926577343412	1.1933475050939	0.617386721471981	A0A1D5PSI2
A0A3Q2UAA1	DnaJ heat shock protein family (Hsp40) member B1 OS=Gallus gallus OX=9031 GN=DNAJB1 PE=4 SV=1	DNAJB1	1.20198893976711	1.1963240874119	0.601686972820994	A0A3Q2UAA1
A0A8V0Z8Y2	Destrin OS=Gallus gallus OX=9031 GN=DSTN PE=1 SV=1	DSTN	1.1926960016213	1.2088595550327	0.598444443346004	A0A8V0Z8Y2
E1BSI4	Charged multivesicular body protein 5 OS=Gallus gallus OX=9031 GN=CHMP5 PE=1 SV=1	CHMP5	1.1864261432784	1.21681376926977	0.596760087451823	E1BSI4
Q5ZM47	Serine/threonine-protein phosphatase OS=Gallus gallus OX=9031 GN=PPP2CA PE=1 SV=1	PPP2CA	1.1919584277918	1.22098493143244	0.587056640775755	Q5ZM47
F1NJU7	Tyrosine--tRNA ligase OS=Gallus gallus OX=9031 GN=YARS PE=1 SV=3	YARS	1.11430046391206	1.25605964859078	0.629639887497162	F1NJU7
Q5ZJT7	Elongin-C OS=Gallus gallus OX=9031 GN=TCEB1 PE=1 SV=1	TCEB1	1.13670218978102	1.25121459854015	0.612083211678832	Q5ZJT7
A0A1D5PFR7	Microtubule associated protein 1 light chain 3 alpha OS=Gallus gallus OX=9031 GN=MAP1LC3A PE=1 SV=1	MAP1LC3A	1.16382821055945	1.2443520516234	0.591819737817154	A0A1D5PFR7
A0A8V0X6I8	Fructose-bisphosphate aldolase A OS=Gallus gallus OX=9031 GN=ALDOA PE=1 SV=1	ALDOA	1.16521166330693	1.24757384803416	0.58721448865891	A0A8V0X6I8
Q5ZLG1	Ras-related protein Rab-18 OS=Gallus gallus OX=9031 GN=RAB18 PE=2 SV=1	RAB18	1.15256579425852	1.25552410538956	0.591910100351922	Q5ZLG1
A0A1D5P624	Ubiquilin 4 OS=Gallus gallus OX=9031 GN=UBQLN4 PE=1 SV=1	UBQLN4	1.15586354702124	1.25971526312303	0.584421189855728	A0A1D5P624
A0A3S5ZPV2	ENAH actin regulator OS=Gallus gallus OX=9031 GN=ENAH PE=1 SV=1	ENAH	1.14144445665284	1.28207534008965	0.576480203257503	A0A3S5ZPV2
A0A8V0Z310	Adenylate kinase 2, mitochondrial OS=Gallus gallus OX=9031 GN=AK2 PE=1 SV=1	AK2	1.22766047430121	1.14949926554094	0.622840260157851	A0A8V0Z310
A0A8V0XS64	G protein subunit gamma 10 OS=Gallus gallus OX=9031 GN=GNG10 PE=1 SV=1	GNG10	1.24089859862359	1.13928437023761	0.6198170311388	A0A8V0XS64
A0A8V0Z8E9	Heat shock 70kDa protein 2 OS=Gallus gallus OX=9031 GN=HSPA2 PE=1 SV=1	HSPA2	1.24506283385785	1.13773206299106	0.617205103151094	A0A8V0Z8E9
A0A8V0YJ41	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta OS=Gallus gallus OX=9031 GN=YWHAZ PE=1 SV=1	YWHAZ	1.22469064771521	1.16827386692382	0.607035485360972	A0A8V0YJ41
A0A8V0Z2F8	Aldehyde dehydrogenase OS=Gallus gallus OX=9031 GN=ALDH1A3 PE=1 SV=1	ALDH1A3	1.29341818441123	1.10275973495135	0.603822080637415	A0A8V0Z2F8
A0A8V1AEL1	Calcium homeostasis endoplasmic reticulum protein OS=Gallus gallus OX=9031 GN=CHERP PE=1 SV=1	CHERP	1.2698661627576	1.14792805827333	0.582205778969075	A0A8V1AEL1
A0A1D5PP57	Vacuolar proton pump subunit B OS=Gallus gallus OX=9031 GN=ATP6V1B2 PE=1 SV=2	ATP6V1B2	1.26071161327527	1.16748792715535	0.571800459569378	A0A1D5PP57
A0A1D5PYQ3	Eukaryotic peptide chain release factor GTP-binding subunit OS=Gallus gallus OX=9031 GN=GSPT2 PE=1 SV=1	GSPT2	1.20043428833088	1.23835532014005	0.561210391529074	A0A1D5PYQ3
P25155	Coagulation factor X OS=Gallus gallus OX=9031 GN=F10 PE=1 SV=1	F10	1.23740539599889	1.22193381873876	0.540660785262349	P25155
A0A8V0ZNA1	Large ribosomal subunit protein eL27 OS=Gallus gallus OX=9031 GN=RPL27 PE=3 SV=1	RPL27	1.01785204027435	1.33460861631248	0.647539343413174	A0A8V0ZNA1
P42558	GTP-binding nuclear protein Ran OS=Gallus gallus OX=9031 GN=RAN PE=2 SV=1	RAN	1.04765034205689	1.32337493573382	0.628974722209288	P42558
A0A8V0ZIN3	Actin, beta OS=Gallus gallus OX=9031 GN=ACTB PE=3 SV=1	ACTB	1.00228717587039	1.36748439103364	0.630228433095971	A0A8V0ZIN3
A0A8V0Z0G8	Proteasome activator subunit 4 OS=Gallus gallus OX=9031 GN=PSME4 PE=1 SV=1	PSME4	1.0012103244547	1.38448317597395	0.614306499571354	A0A8V0Z0G8
A0A8V0X1D0	Importin subunit alpha OS=Gallus gallus OX=9031 GN=KPNA4 PE=1 SV=1	KPNA4	0.991322626696465	1.39190589435831	0.616771478945226	A0A8V0X1D0
